"SYMBOL","mecp2_Fold","mecp2_minFDR","mecp2_sig_peaks","n_mecp2_peaks","mecp2_sig","h2a_Fold","h2a_minFDR","h2a_sig_peaks","n_h2a_peaks","h2a_sig","sig","quadrant"
"1700019C18Rik",0.142057615292927,0.335785427,0,6,FALSE,0.652219009182244,1.08e-11,6,6,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700019D03Rik",1.36255742,1.48e-05,1,1,TRUE,1.474688394441,8.06e-25,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700019G24Rik",0.369798394,0.093050057,0,1,FALSE,1.084085018,2.5e-06,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700020L24Rik",-0.123730055044119,0.522085048,0,2,FALSE,-0.0382424008654277,0.499574471,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700020M21Rik",0.315054832976138,0.093427986,0,6,FALSE,-0.203825578884561,0.078896963,0,4,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"1700023F02Rik",1.66897036208881,2.94e-06,2,3,TRUE,0.674885548444942,1.92e-06,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700024G13Rik",0.403774375602087,0.066389479,0,4,FALSE,0.245090073200453,0.002054019,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700025C18Rik",-0.0773997631503258,0.735283048,0,2,FALSE,0.157603768,0.327084018,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700025G04Rik",-0.0573738010125009,0.727501464,0,5,FALSE,0.69148791877812,1.33e-12,5,9,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700025N23Rik",-0.227361791273663,0.107493578,0,8,FALSE,0.456057937840766,4.29e-05,2,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700026J14Rik",-0.053997105,0.828881523,0,1,FALSE,-0.405353608,0.023981443,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700029H14Rik",-0.139928090390119,0.427285859,0,2,FALSE,-0.4647091655889,0.000148078,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700029J03Rik",-0.046533772,0.856761233,0,1,FALSE,-0.261057595519191,0.033716299,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700029N11Rik",2.0873841835097,5.47e-18,9,20,TRUE,0.528144305477433,1.55e-14,7,11,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700036G14Rik",1.5610575052551,2.93e-12,3,10,TRUE,0.546806949604827,3.63e-13,6,10,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700039E22Rik",-0.081437656,0.736343093,0,1,FALSE,-0.360827765,7.61e-05,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700044C05Rik",-0.085198937,0.701246244,0,1,FALSE,0.223988913377094,0.141921981,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700049E22Rik",-0.156547694715261,0.482218812,0,2,FALSE,0.779214217162374,1.52e-12,1,5,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700052I22Rik",-0.064089838,0.779102951,0,1,FALSE,-0.529510293,4.69e-06,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700054A03Rik",2.34716458007607,1.92e-23,2,3,TRUE,0.99072290299657,1.41e-13,3,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700054M17Rik",0.083599177,0.699054257,0,1,FALSE,0.844935353,7.08e-08,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700060C20Rik",-0.00793291682470597,0.428976926,0,3,FALSE,-0.182111266,0.272611897,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700063D05Rik",0.525433337215386,0.012392915,1,3,TRUE,0.101963007,0.545759243,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700064M15Rik",0.678633203687057,0.013131104,1,3,TRUE,0.174827219951782,0.176507578,0,3,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700066O22Rik",1.0653950306646,0.00014444,2,2,TRUE,0.72147427383337,2.33e-18,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700071K01Rik",0.13646764266232,0.215520619,0,7,FALSE,0.0821366738711655,0.029545249,1,5,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700072B07Rik",-0.267583635,0.204886349,0,1,FALSE,-0.138300911,0.23840825,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700072O05Rik",0.032531268,0.906346352,0,1,FALSE,-0.127468726,0.305541205,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"1700083H02Rik",2.05288858741355,1.6e-16,3,6,TRUE,0.982401470237957,9.5e-23,6,8,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700084J12Rik",-0.047024709,0.856253345,0,1,FALSE,-0.22342455534142,0.147054567,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700085C21Rik",-0.0937044775770841,0.593744196,0,4,FALSE,-0.142149492941243,0.036929519,1,6,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700086L19Rik",0.085325507,0.687131637,0,1,FALSE,0.235802666726403,0.006129713,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700092K14Rik",-0.0673354356495691,0.512328783,0,5,FALSE,-0.422847908418691,3.18e-05,5,5,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700095B10Rik",-0.0433940444385147,0.559086686,0,3,FALSE,-0.235928382,0.114180936,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700108F19Rik",-0.0847166069362143,0.693145238,0,2,FALSE,0.128419196,0.450414293,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700108J01Rik",2.44713205007977,1.3e-19,4,8,TRUE,1.15853260574972,2.4e-26,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700112J16Rik",-0.00278896,0.994362615,0,1,FALSE,-0.221743751886316,0.043466674,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700113H08Rik",-0.053577427,0.823594255,0,1,FALSE,0.105844128282193,0.097124179,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700120E14Rik",-0.009702678,0.978304717,0,1,FALSE,-0.413017388,0.036001837,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700120G07Rik",0.39841777637397,0.014635108,1,21,TRUE,-0.201638558240885,0.020537421,1,10,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"1700121N20Rik",-0.162484292976838,0.315001305,0,3,FALSE,-0.567694748,5.22e-06,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700123M08Rik",-0.066378832,0.776524249,0,1,FALSE,1.165484392,1.35e-29,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700123O21Rik",2.44534855565542,6.77e-22,2,9,TRUE,1.070237571,1.64e-18,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700125G02Rik",-0.031690149,0.909377067,0,1,FALSE,-0.122212914,0.516563606,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700129C05Rik",1.78323801578182,6.12e-10,1,3,TRUE,1.0960059989892,2.64e-46,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1810034E14Rik",-0.0841567639168813,0.659963161,0,3,FALSE,0.048476795,0.778104575,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2010001A14Rik",-0.0525934775475927,0.782536653,0,4,FALSE,-0.345565954058847,0.000345422,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2010009K17Rik",-0.00211897279195238,0.718120966,0,2,FALSE,0.16843132517501,0.037377099,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2010010A06Rik",-0.019214247,0.950995287,0,1,FALSE,-0.217218342,0.113609983,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2010106C02Rik",-0.129436207756749,0.330996796,0,12,FALSE,-0.0315476087867471,1.63e-06,5,12,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2210016L21Rik",-0.143212646,0.499293914,0,1,FALSE,-0.31470476,0.049844681,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2210408F21Rik",0.211616282621155,0.163788894,0,5,FALSE,0.771983233222631,1.43e-19,6,6,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2210409D07Rik",2.12832937452028,1.82e-25,6,10,TRUE,1.11265059187172,6.49e-49,9,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"2310005E17Rik",-0.002966871,0.994092053,0,1,FALSE,-0.310902409,0.091973295,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2310008N11Rik",0.302665843459124,0.015804577,1,7,TRUE,0.349445520378411,2.15e-06,6,12,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"2310011J03Rik",-0.0787790885536449,0.499113747,0,2,FALSE,-0.555554181,1.18e-08,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2310015A10Rik",-0.097055311,0.652877424,0,1,FALSE,0.120819068828875,0.044982704,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2310022B05Rik",0.051560817,0.838882094,0,1,FALSE,-0.0284127061265593,0.708709904,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"2310034O05Rik",0.0966922823658654,0.485303208,0,4,FALSE,0.314334722638655,0.011987821,1,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2310043L19Rik",-0.043811759137432,0.496348486,0,2,FALSE,0.859151713519366,1.59e-16,3,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2310043O21Rik",-0.0341263440117531,0.887689289,0,2,FALSE,0.080801352,0.601597404,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2410017I17Rik",-0.135229400014413,0.476242681,0,2,FALSE,-0.781341306,1.96e-06,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2510009E07Rik",-0.00411645,0.991656802,0,1,FALSE,0.450931924,0.005023311,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2610035D17Rik",-0.600382445519288,0.002914981,3,14,TRUE,-0.363504726125829,0.001456195,4,8,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"2610035F20Rik",0.08633888,0.689074769,0,1,FALSE,0.481719097,0.000209587,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2610037D02Rik",-0.080081105,0.726237224,0,1,FALSE,0.357812662,0.025433233,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2610203C22Rik",-0.515686846841262,0.022917735,1,2,TRUE,0.325709066036827,3.28e-05,1,3,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"2610307P16Rik",0.923317976317186,0.00016201,4,5,TRUE,0.798580937075566,1.12e-33,6,7,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"2610318M16Rik",0.0302799190322866,0.90796516,0,2,FALSE,0.634065108497662,6.71e-12,3,4,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2610318N02Rik",0.025475551,0.931504944,0,1,FALSE,0.20732481,0.10404986,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2700054A10Rik",0.479400289,0.066562644,0,1,FALSE,0.515969880152078,2.68e-08,2,6,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2700070H01Rik",0.083553979,0.692441712,0,1,FALSE,0.720729448,3.48e-06,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2810032G03Rik",2.07408467220805,5.42e-11,3,5,TRUE,0.88381547301587,5.05e-23,7,8,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"2810049E08Rik",2.61397063468296,5.42e-19,2,4,TRUE,1.792296078,4.94e-40,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"2810414N06Rik",-0.0962428161683313,0.604730759,0,2,FALSE,0.354009428546444,0.027520982,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2810459M11Rik",-0.273988477,0.184882738,0,1,FALSE,-0.292414477213942,0.035178783,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2900009J06Rik",-0.091216424,0.666441138,0,1,FALSE,0.462336459,0.009814136,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2900026A02Rik",-0.238263866914376,0.136932515,0,6,FALSE,-0.435025503378688,2.22e-05,4,5,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2900052L18Rik",1.07763607,0.00056354,1,1,TRUE,0.174904922,0.129752319,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2900052N01Rik",-0.067726551,0.768254505,0,1,FALSE,-0.147675968,0.250044722,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2900057B20Rik",-0.515918863252331,0.025161191,1,7,TRUE,-0.246094720135515,0.014179672,2,8,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"2900079G21Rik",2.35462507581968,2.78e-16,5,7,TRUE,0.643752938709375,2.92e-08,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"3010003L21Rik",-0.00629273,0.987534098,0,1,FALSE,0.570789512,8.17e-10,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"3100003L05Rik",1.07308456398966,5.21e-06,2,5,TRUE,0.281775874565505,0.034040809,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"3110009F21Rik",-0.232679341357423,0.22311495,0,3,FALSE,-0.75948398700544,6.05e-08,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"3110082I17Rik",-0.0134931611615136,0.926381558,0,2,FALSE,0.188764753,0.151183745,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"3300005D01Rik",-0.005359987,0.98922026,0,1,FALSE,0.120809034,0.405150841,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"3425401B19Rik",-0.00881946374856903,0.877331257,0,3,FALSE,-0.0708534301130453,0.151718202,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"3830408C21Rik",-0.11578746,0.586349591,0,1,FALSE,0.481990515,0.001233633,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"3930402G23Rik",1.13346298,1.86e-05,1,1,TRUE,0.464231681941051,9.82e-08,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4632415L05Rik",-0.029132687,0.919428479,0,1,FALSE,0.754905778,1.24e-10,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4632428C04Rik",-0.124850493880056,0.472521214,0,2,FALSE,-0.156421536165069,0.117753482,0,3,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4732490B19Rik",0.0448314862930001,0.543725908,0,5,FALSE,-0.0831163584928865,0.573066644,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"4833411C07Rik",0.039842938,0.882972273,0,1,FALSE,0.448435456750932,0.000175771,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4833412C05Rik",-0.181698944294967,0.359418624,0,2,FALSE,-0.028389984,0.873631321,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4833415N18Rik",0.0261669159659148,0.16668121,0,14,FALSE,0.157923723606363,0.000194092,4,14,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4833422C13Rik",-0.022805813,0.940137734,0,1,FALSE,0.566263857,4.29e-06,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4833422M21Rik",0.414351492,0.098372791,0,1,FALSE,0.442630176,0.000202362,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4833428L15Rik",0.571767154682083,0.0071443,1,9,TRUE,0.160358281789513,0.085475331,0,5,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4921509O07Rik",0.0532576415438479,0.786663913,0,2,FALSE,0.707902248561101,3.65e-11,6,10,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4921511I17Rik",0.449823221,0.074402002,0,1,FALSE,0.826610852,2.2e-11,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4921513I03Rik",-0.372564409795995,0.102680734,0,6,FALSE,-0.390513312909824,4.18e-05,6,15,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4921525O09Rik",-0.124378591997983,0.441570011,0,5,FALSE,-0.36794026410974,0.004151003,1,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4921529L05Rik",0.0880259223683561,0.680743561,0,2,FALSE,0.317095935,0.026671377,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4921531C22Rik",-0.039689999,0.882988221,0,1,FALSE,-0.171954983333365,0.121943318,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4921531P14Rik",0.752931435187812,0.00120971,1,6,TRUE,0.47815207457773,6.73e-07,3,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4921534H16Rik",-0.416513796319897,0.022455131,1,11,TRUE,-0.0319955686082728,0.001599125,1,10,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"4930401O10Rik",0.385745551338369,0.011668024,2,3,TRUE,0.077952632,0.528297605,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930404H11Rik",1.07209367147626,3.74e-07,3,13,TRUE,0.652000048275561,6.79e-08,3,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930405A10Rik",0.96232006953215,0.000256684,2,2,TRUE,0.78521560949745,3.63e-15,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930405O22Rik",0.217577487556125,0.008473619,1,24,TRUE,0.539629726884738,2.77e-11,9,17,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930407I19Rik",2.48771971534468,1.76e-21,4,9,TRUE,1.28312675536626,2.98e-18,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930412B13Rik",0.140139985,0.514291446,0,1,FALSE,0.685352231426057,3.19e-08,2,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930425L21Rik",0.445940219771351,0.000175446,1,17,TRUE,0.460763827240562,8.34e-17,5,11,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930425O10Rik",-0.032417784,0.906473079,0,1,FALSE,0.752587781905078,4.8e-07,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4930428E07Rik",1.57935177539987,5.59e-11,11,11,TRUE,0.927815688748689,1.33e-23,14,14,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930428O21Rik",-0.024124493,0.937363375,0,1,FALSE,-0.160494312,0.280671815,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930429H19Rik",-0.513302987220386,0.033554423,1,3,TRUE,0.138583279618181,0.022210012,1,4,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"4930431P22Rik",0.0114126508970942,0.967835403,0,2,FALSE,0.49314217497312,6.11e-05,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930433B08Rik",0.0466437801315022,0.838871521,0,2,FALSE,0.911404710930659,5.97e-09,3,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930438E09Rik",-0.446969754206104,0.025567617,1,6,TRUE,-0.19446154539855,0.007484849,3,11,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"4930440I19Rik",0.124839605,0.568345845,0,1,FALSE,0.592566573,4.33e-08,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930445N18Rik",-0.742241328409483,0.003123029,1,2,TRUE,0.443311757154722,1.33e-05,2,2,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"4930447F24Rik",-0.0549186824478859,0.80927742,0,2,FALSE,-0.608890887218686,3.4e-05,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930447J18Rik",0.109586185,0.585755866,0,1,FALSE,0.533105003580459,0.000126626,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930449E01Rik",-0.650876336,0.008517552,1,1,TRUE,0.392442417396208,2.3e-06,1,2,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"4930453L07Rik",-0.077269795,0.73412391,0,1,FALSE,0.068799864,0.579787692,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4930459C07Rik",1.10660637577351,4.03e-07,1,3,TRUE,0.822126590479598,1.42e-16,8,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930461G14Rik",-0.227863419389662,0.267358477,0,2,FALSE,-0.318619316362732,0.014889574,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930465M20Rik",0.0556282119504352,0.612288427,0,2,FALSE,-0.155346663,0.336020742,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"4930469K13Rik",0.228815583,0.310582733,0,1,FALSE,0.520158116,1.25e-07,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930471G03Rik",0.020905056,0.945628798,0,1,FALSE,-0.356991862976999,0.000121479,4,5,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"4930473O22Rik",1.7482475432526,1.15e-07,2,2,TRUE,1.09110666198915,1.07e-12,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930474H20Rik",-0.07118418,0.763519797,0,1,FALSE,-0.19927239,0.314689049,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930474M22Rik",-0.0285996448770789,0.717741689,0,6,FALSE,-0.361397496708201,0.023345221,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930474N09Rik",-0.122525873,0.554834078,0,1,FALSE,0.209268571582143,0.123119065,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4930480M12Rik",1.68357537855986,1.33e-07,3,4,TRUE,0.833660385041916,3.96e-14,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930505A04Rik",0.470784046,0.152764632,0,1,FALSE,0.855957618648363,3.73e-14,3,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930511A08Rik",0.213124215392441,0.163407522,0,7,FALSE,0.542120094864047,2.66e-10,8,10,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930512J16Rik",-0.156076447467609,0.410695873,0,2,FALSE,-0.238408699858279,0.093800458,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930513D17Rik",2.72820735740728,4.03e-24,4,7,TRUE,0.980438930274278,1.16e-18,8,8,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
