gene_name	chr	mch_hyper	k119ub_gained_at_anchor
Adgrb3	chr1	FALSE	TRUE
Adgrf1	chr17	FALSE	FALSE
Adgrf2	chr17	FALSE	FALSE
Adgrf4	chr17	FALSE	FALSE
Adgrf5	chr17	FALSE	FALSE
Adgrg6	chr10	FALSE	FALSE
Adgrg7	chr16	FALSE	FALSE
Adgrv1	chr13	FALSE	TRUE
Adnp	chr2	FALSE	FALSE
Adora2a	chr10	FALSE	FALSE
Adra1b	chr11	FALSE	FALSE
Adra2a	chr19	FALSE	FALSE
Adrb1	chr19	FALSE	FALSE
Aebp2	chr6	FALSE	FALSE
Afap1	chr5	FALSE	FALSE
Aff1	chr5	FALSE	FALSE
Aggf1	chr13	FALSE	FALSE
Ago3	chr4	FALSE	FALSE
Agps	chr2	FALSE	FALSE
Agr3	chr12	FALSE	FALSE
Agtr1a	chr13	FALSE	FALSE
Agxt2	chr15	FALSE	FALSE
Ahnak	chr19	FALSE	FALSE
Ahr	chr12	FALSE	TRUE
Aida	chr1	FALSE	FALSE
Ajap1	chr4	FALSE	FALSE
Akap6	chr12	FALSE	FALSE
Akap9	chr5	FALSE	TRUE
Akirin2	chr4	FALSE	FALSE
Akr1c14	chr13	FALSE	FALSE
Akr1c18	chr13	FALSE	FALSE
Akr1cl	chr1	FALSE	TRUE
Akr1d1	chr6	TRUE	TRUE
Aldh1a3	chr7	FALSE	FALSE
Aldh1b1	chr4	FALSE	FALSE
Aldh1l2	chr10	FALSE	FALSE
Aldoart1	chr4	FALSE	TRUE
Alg13	chrX	FALSE	FALSE
Alg2	chr4	FALSE	TRUE
Alg6	chr4	FALSE	FALSE
Alkbh8	chr9	FALSE	FALSE
Allc	chr12	FALSE	TRUE
Alpi	chr1	FALSE	FALSE
Alpk1	chr3	FALSE	FALSE
Alppl2	chr1	FALSE	FALSE
Als2cl	chr9	FALSE	FALSE
Alx1	chr10	FALSE	FALSE
Alx4	chr2	FALSE	FALSE
Ammecr1l	chr18	FALSE	TRUE
Anapc1	chr2	FALSE	FALSE
Angpt1	chr15	FALSE	TRUE
Angptl1	chr1	FALSE	FALSE
Angptl4	chr17	FALSE	FALSE
Ankdd1b	chr13	FALSE	FALSE
Ankmy2	chr12	FALSE	TRUE
Ankra2	chr13	FALSE	FALSE
Ankrd34b	chr13	FALSE	FALSE
Ankrd42	chr7	FALSE	FALSE
Ankrd53	chr6	FALSE	FALSE
Ankrd60	chr2	FALSE	FALSE
Ankrd63	chr2	FALSE	FALSE
Ankrd66	chr17	FALSE	FALSE
Ankrd7	chr6	FALSE	TRUE
Anks6	chr4	FALSE	FALSE
Ano1	chr7	FALSE	FALSE
Ano2	chr6	FALSE	FALSE
Ano3	chr2	TRUE	FALSE
Ano5	chr7	FALSE	FALSE
Antxr1	chr6	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Apc	chr18	FALSE	FALSE
Aph1b	chr9	FALSE	FALSE
Aplnr	chr2	FALSE	TRUE
Apobec2	chr17	FALSE	FALSE
Aqp7	chr4	FALSE	FALSE
Arc	chr15	FALSE	FALSE
Arfgef2	chr2	FALSE	FALSE
Arg1	chr10	FALSE	FALSE
Arhgap22	chr14	FALSE	FALSE
Arhgap29	chr3	FALSE	FALSE
Arhgap32	chr9	FALSE	FALSE
Arhgap40	chr2	FALSE	FALSE
Arhgef10	chr8	FALSE	TRUE
Arhgef16	chr4	FALSE	FALSE
Arhgef28	chr13	FALSE	FALSE
Arhgef5	chr6	FALSE	TRUE
Arhgef7	chr8	FALSE	TRUE
Arid1b	chr17	FALSE	FALSE
Arl4c	chr1	FALSE	TRUE
Arl4d	chr11	FALSE	FALSE
Arl5b	chr2	FALSE	TRUE
Arl6	chr16	FALSE	TRUE
Arl6ip1	chr7	FALSE	FALSE
Arl6ip5	chr6	FALSE	FALSE
Arl8a	chr1	FALSE	FALSE
Arl9	chr5	FALSE	FALSE
Armh1	chr4	FALSE	FALSE
Armh2	chr13	FALSE	FALSE
Arrdc3	chr13	FALSE	TRUE
Arrdc4	chr7	TRUE	FALSE
Art2b	chr7	FALSE	FALSE
Art4	chr6	FALSE	FALSE
As3mt	chr19	FALSE	FALSE
Asap1	chr15	FALSE	TRUE
Asap2	chr12	FALSE	FALSE
Asb1	chr1	FALSE	FALSE
Asb18	chr1	FALSE	FALSE
Asb4	chr6	FALSE	FALSE
Ascl1	chr10	FALSE	FALSE
Asic2	chr11	FALSE	FALSE
Ass1	chr2	FALSE	FALSE
Aste1	chr9	FALSE	FALSE
Astn2	chr4	FALSE	TRUE
Ate1	chr7	FALSE	FALSE
Atf2	chr2	FALSE	FALSE
Atf6	chr1	FALSE	FALSE
Atg4c	chr4	FALSE	TRUE
Atg5	chr10	FALSE	FALSE
Atg7	chr6	FALSE	FALSE
Atic	chr1	FALSE	FALSE
Atoh1	chr6	FALSE	FALSE
Atoh8	chr6	TRUE	FALSE
Atp11a	chr8	FALSE	FALSE
Atp1b1	chr1	FALSE	FALSE
Atp1b4	chrX	FALSE	FALSE
Atp2a3	chr11	FALSE	FALSE
Atp2b2	chr6	FALSE	FALSE
Atp2b4	chr1	FALSE	FALSE
Atp2c1	chr9	FALSE	FALSE
Atp6v1b1	chr6	FALSE	FALSE
Atp6v1b2	chr8	FALSE	FALSE
Atp6v1c1	chr15	FALSE	FALSE
Atp6v1c2	chr12	FALSE	TRUE
Atp6v1e1	chr6	FALSE	FALSE
Atp7b	chr8	FALSE	FALSE
Atp8a1	chr5	FALSE	TRUE
Atp8b4	chr2	FALSE	FALSE
Atrnl1	chr19	FALSE	FALSE
Atxn10	chr15	FALSE	FALSE
Atxn7l3b	chr10	FALSE	FALSE
Auh	chr13	FALSE	FALSE
Auts2	chr5	FALSE	FALSE
Aven	chr2	FALSE	FALSE
Avpr1a	chr10	FALSE	FALSE
B3galnt2	chr13	FALSE	TRUE
B4galnt3	chr6	FALSE	FALSE
B4galt5	chr2	FALSE	FALSE
BB014433	chr8	FALSE	TRUE
BC025920	chr10	FALSE	FALSE
BC048507	chr13	FALSE	FALSE
Baalc	chr15	FALSE	FALSE
Bace2	chr16	FALSE	TRUE
Bag2	chr1	FALSE	FALSE
Barhl1	chr2	FALSE	FALSE
Barx1	chr13	FALSE	FALSE
Barx2	chr9	FALSE	FALSE
Basp1	chr15	TRUE	TRUE
Bbox1	chr2	FALSE	FALSE
Bcas1	chr2	FALSE	FALSE
Bccip	chr7	FALSE	FALSE
Bcl10	chr3	FALSE	TRUE
Bcl11a	chr11	TRUE	TRUE
Bcl2l13	chr6	FALSE	FALSE
Bcl2l14	chr6	FALSE	FALSE
Bcl6	chr16	FALSE	FALSE
Bcl9	chr3	FALSE	FALSE
Bclaf3	chrX	FALSE	FALSE
Bdh2	chr3	FALSE	FALSE
Bdkrb1	chr12	FALSE	FALSE
Bdkrb2	chr12	FALSE	FALSE
Bdnf	chr2	TRUE	TRUE
Bean1	chr8	FALSE	FALSE
Begain	chr12	FALSE	FALSE
Bend3	chr10	FALSE	TRUE
Bend5	chr4	FALSE	FALSE
Bhlhe23	chr2	FALSE	FALSE
Bicd1	chr6	FALSE	FALSE
Birc2	chr9	FALSE	FALSE
Birc3	chr9	FALSE	FALSE
Blk	chr14	FALSE	FALSE
Bloc1s6	chr2	FALSE	FALSE
Blzf1	chr1	FALSE	TRUE
Bmp15	chrX	FALSE	FALSE
Bmp2	chr2	FALSE	FALSE
Bmp2k	chr5	FALSE	FALSE
Bmp5	chr9	FALSE	TRUE
Bmp8b	chr4	FALSE	FALSE
Bmper	chr9	TRUE	FALSE
Bms1	chr6	FALSE	FALSE
Bmt2	chr6	FALSE	FALSE
Bod1	chr11	FALSE	FALSE
Bod1l	chr5	FALSE	TRUE
Borcs7	chr19	FALSE	FALSE
Brinp1	chr4	FALSE	FALSE
Brinp2	chr1	TRUE	TRUE
Brinp3	chr1	TRUE	TRUE
Brip1	chr11	FALSE	FALSE
Brix1	chr15	FALSE	TRUE
Bsx	chr9	FALSE	FALSE
Btbd3	chr2	TRUE	TRUE
Btf3	chr13	FALSE	FALSE
Btg1	chr10	FALSE	TRUE
Btn2a2	chr13	FALSE	FALSE
Bub1	chr2	FALSE	FALSE
Bub1b	chr2	FALSE	FALSE
Bub3	chr7	FALSE	FALSE
Bzw2	chr12	FALSE	TRUE
C1d	chr11	FALSE	FALSE
C1ql2	chr1	FALSE	FALSE
C1s2	chr6	FALSE	FALSE
CK137956	chr4	FALSE	FALSE
Cabin1	chr10	TRUE	FALSE
Cables2	chr2	FALSE	FALSE
Cabyr	chr18	FALSE	TRUE
Cacfd1	chr2	FALSE	FALSE
Cacna1h	chr17	FALSE	FALSE
Cacnb3	chr15	FALSE	FALSE
Cacybp	chr1	FALSE	FALSE
Cadm2	chr16	TRUE	TRUE
Cadm3	chr1	FALSE	FALSE
Cadm4	chr7	FALSE	FALSE
Cadps2	chr6	FALSE	FALSE
Calm1	chr12	FALSE	FALSE
Camsap3	chr8	FALSE	FALSE
Capn2	chr1	FALSE	FALSE
Capn6	chrX	FALSE	FALSE
Capn8	chr1	FALSE	FALSE
Capsl	chr15	TRUE	TRUE
Capza2	chr6	FALSE	TRUE
Car12	chr9	FALSE	FALSE
Casp6	chr3	FALSE	FALSE
Casq2	chr3	FALSE	FALSE
Casr	chr16	FALSE	FALSE
Casz1	chr4	FALSE	FALSE
Catip	chr1	FALSE	FALSE
Catsper3	chr13	FALSE	FALSE
Catsperg2	chr7	FALSE	FALSE
Cav1	chr6	FALSE	FALSE
Cavin2	chr1	FALSE	TRUE
Cavin4	chr4	FALSE	FALSE
Cbfb	chr8	FALSE	FALSE
Cblif	chr19	FALSE	FALSE
Cbr4	chr8	FALSE	FALSE
Cbx3	chr6	FALSE	FALSE
Cc2d2a	chr5	FALSE	FALSE
Ccdc12	chr9	FALSE	FALSE
Ccdc150	chr1	FALSE	FALSE
Ccdc171	chr4	FALSE	FALSE
Ccdc172	chr19	FALSE	FALSE
Ccdc174	chr6	FALSE	FALSE
Ccdc177	chr12	FALSE	FALSE
Ccdc180	chr4	FALSE	FALSE
Ccdc185	chr1	FALSE	TRUE
Ccdc186	chr19	FALSE	FALSE
Ccdc190	chr1	FALSE	TRUE
Ccdc191	chr16	FALSE	TRUE
Ccdc24	chr4	FALSE	FALSE
Ccdc27	chr4	FALSE	FALSE
Ccdc3	chr2	FALSE	FALSE
Ccdc34	chr2	FALSE	TRUE
Ccdc50	chr16	FALSE	FALSE
Ccdc68	chr18	FALSE	FALSE
Ccdc70	chr8	FALSE	FALSE
Ccdc83	chr7	FALSE	FALSE
Ccdc88a	chr11	FALSE	FALSE
Ccdc88c	chr12	FALSE	FALSE
Ccdc89	chr7	FALSE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Ccl17	chr8	FALSE	FALSE
Ccl2	chr11	FALSE	FALSE
Ccl22	chr8	FALSE	FALSE
Ccn4	chr15	FALSE	FALSE
Ccnh	chr13	FALSE	FALSE
Ccser2	chr14	FALSE	FALSE
Cd163	chr6	TRUE	FALSE
Cd180	chr13	FALSE	FALSE
Cd1d1	chr3	FALSE	TRUE
Cd207	chr6	FALSE	FALSE
Cd209b	chr8	FALSE	FALSE
Cd209c	chr8	FALSE	FALSE
Cd209g	chr8	FALSE	FALSE
Cd247	chr1	FALSE	FALSE
Cd24a	chr10	FALSE	FALSE
Cd28	chr1	FALSE	TRUE
Cd2ap	chr17	FALSE	FALSE
Cd37	chr7	FALSE	FALSE
Cd38	chr5	FALSE	TRUE
Cd40	chr2	TRUE	TRUE
Cd59b	chr2	FALSE	FALSE
Cd79a	chr7	FALSE	FALSE
Cd79b	chr11	FALSE	FALSE
Cd82	chr2	FALSE	FALSE
Cdadc1	chr14	FALSE	FALSE
Cdc23	chr18	FALSE	FALSE
Cdc42ep1	chr15	FALSE	FALSE
Cdca7l	chr12	FALSE	TRUE
Cdca8	chr4	FALSE	FALSE
Cdcp1	chr9	FALSE	FALSE
Cdh10	chr15	TRUE	TRUE
Cdh11	chr8	FALSE	FALSE
Cdh13	chr8	FALSE	FALSE
Cdh22	chr2	FALSE	FALSE
Cdh23	chr10	FALSE	FALSE
Cdh4	chr2	FALSE	FALSE
Cdh5	chr8	FALSE	TRUE
Cdh7	chr1	TRUE	TRUE
Cdh8	chr8	FALSE	TRUE
Cdk6	chr5	FALSE	FALSE
Cdkal1	chr13	FALSE	FALSE
Cdkn1c	chr7	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Cdkn2b	chr4	FALSE	FALSE
Cdnf	chr2	FALSE	TRUE
Cds1	chr5	FALSE	FALSE
Cds2	chr2	FALSE	FALSE
Ceacam1	chr7	FALSE	FALSE
Ceacam10	chr7	FALSE	FALSE
Ceacam2	chr7	FALSE	FALSE
Ceacam3	chr7	FALSE	FALSE
Cebpb	chr2	FALSE	FALSE
Cecr2	chr6	FALSE	FALSE
Cemip	chr7	FALSE	FALSE
Cenpc1	chr5	FALSE	TRUE
Cenpq	chr17	FALSE	FALSE
Cep120	chr18	FALSE	TRUE
Cep128	chr12	TRUE	FALSE
Cep135	chr5	FALSE	FALSE
Cep192	chr18	FALSE	FALSE
Cep295	chr9	FALSE	FALSE
Cep85l	chr10	FALSE	FALSE
Cer1	chr4	FALSE	TRUE
Cers4	chr8	FALSE	FALSE
Ces1a	chr8	FALSE	FALSE
Ces2a	chr8	FALSE	FALSE
Ces2b	chr8	FALSE	FALSE
Cetn3	chr13	FALSE	TRUE
Cfap161	chr7	TRUE	TRUE
Cfap36	chr11	FALSE	FALSE
Cfap54	chr10	FALSE	FALSE
Cfap77	chr2	FALSE	FALSE
Cfh	chr1	FALSE	FALSE
Cgas	chr9	FALSE	FALSE
Chaf1b	chr16	FALSE	FALSE
Chat	chr14	FALSE	FALSE
Chchd3	chr6	FALSE	FALSE
Chchd6	chr6	TRUE	TRUE
Chd1	chr17	FALSE	FALSE
Chd1l	chr3	FALSE	FALSE
Chd5	chr4	FALSE	FALSE
Chgb	chr2	FALSE	FALSE
Chmp3	chr6	FALSE	FALSE
Chn1	chr2	FALSE	FALSE
Chordc1	chr9	FALSE	FALSE
Chrdl1	chrX	FALSE	FALSE
Chrm2	chr6	FALSE	TRUE
Chrm3	chr13	TRUE	TRUE
Chrna4	chr2	FALSE	FALSE
Chrnd	chr1	FALSE	FALSE
Chst10	chr1	FALSE	FALSE
Chsy3	chr18	FALSE	FALSE
Cisd2	chr3	FALSE	FALSE
Cish	chr9	FALSE	FALSE
Cited2	chr10	FALSE	TRUE
Ckap2l	chr2	FALSE	FALSE
Ckap5	chr2	FALSE	FALSE
Ckmt2	chr13	FALSE	TRUE
Cks2	chr13	FALSE	FALSE
Clasp1	chr1	FALSE	FALSE
Clcn3	chr8	FALSE	FALSE
Cldn14	chr16	FALSE	FALSE
Cldn16	chr16	FALSE	FALSE
Cldn20	chr17	FALSE	FALSE
Cldn22	chr8	FALSE	FALSE
Cldn23	chr8	FALSE	FALSE
Cldn3	chr5	FALSE	FALSE
Cldn4	chr5	FALSE	FALSE
Cldnd1	chr16	FALSE	TRUE
Clec16a	chr16	FALSE	FALSE
Clec4g	chr8	FALSE	FALSE
Clgn	chr8	FALSE	FALSE
Clhc1	chr11	FALSE	FALSE
Clic4	chr4	FALSE	FALSE
Clip4	chr17	FALSE	FALSE
Clmn	chr12	FALSE	TRUE
Clmp	chr9	TRUE	FALSE
Cln8	chr8	FALSE	FALSE
Clpb	chr7	FALSE	FALSE
Clrn3	chr7	FALSE	FALSE
Clstn2	chr9	FALSE	FALSE
Cluap1	chr16	FALSE	FALSE
Clybl	chr14	TRUE	TRUE
Cmpk1	chr4	FALSE	FALSE
Cmpk2	chr12	FALSE	FALSE
Cmss1	chr16	FALSE	FALSE
Cnga2	chrX	FALSE	TRUE
Cnmd	chr14	FALSE	FALSE
Cnnm2	chr19	FALSE	FALSE
Cnot9	chr1	FALSE	FALSE
Cnr1	chr4	FALSE	TRUE
Cntn5	chr9	TRUE	TRUE
Cntnap2	chr6	FALSE	TRUE
Cntnap5a	chr1	TRUE	TRUE
Cobl	chr11	TRUE	TRUE
Cog5	chr12	TRUE	TRUE
Cog7	chr7	FALSE	FALSE
Col15a1	chr4	TRUE	TRUE
Col18a1	chr10	FALSE	TRUE
Col19a1	chr1	TRUE	FALSE
Col1a1	chr11	FALSE	FALSE
Col20a1	chr2	FALSE	FALSE
Col22a1	chr15	FALSE	FALSE
Col23a1	chr11	FALSE	FALSE
Col24a1	chr3	FALSE	FALSE
Col25a1	chr3	FALSE	TRUE
Col26a1	chr5	FALSE	FALSE
Col4a3	chr1	FALSE	FALSE
Col4a4	chr1	FALSE	FALSE
Col5a1	chr2	FALSE	FALSE
Col6a1	chr10	FALSE	FALSE
Col6a3	chr1	FALSE	FALSE
Col6a4	chr9	FALSE	FALSE
Col6a5	chr9	FALSE	FALSE
Col6a6	chr9	FALSE	FALSE
Colec10	chr15	FALSE	FALSE
Colec11	chr12	FALSE	TRUE
Commd10	chr18	FALSE	FALSE
Commd2	chr3	FALSE	FALSE
Cop1	chr1	FALSE	FALSE
Cops8	chr1	FALSE	TRUE
Coq2	chr5	FALSE	FALSE
Coq7	chr7	FALSE	FALSE
Corin	chr5	FALSE	TRUE
Coro2a	chr4	FALSE	FALSE
Cox11	chr11	FALSE	FALSE
Cox20	chr1	FALSE	FALSE
Cox5a	chr9	FALSE	FALSE
Cox6a1	chr5	FALSE	FALSE
Cox6c	chr15	FALSE	FALSE
Cox7a2	chr9	FALSE	FALSE
Cox7c	chr13	FALSE	FALSE
Cpeb2	chr5	FALSE	TRUE
Cplx2	chr13	FALSE	FALSE
Cpne3	chr4	FALSE	FALSE
Cpne4	chr9	FALSE	FALSE
Cpox	chr16	FALSE	FALSE
Cpsf3	chr12	FALSE	FALSE
Cpt2	chr4	FALSE	FALSE
Cpz	chr5	FALSE	FALSE
Crabp1	chr9	FALSE	FALSE
Cracr2a	chr6	FALSE	FALSE
Crb2	chr2	FALSE	TRUE
Crbn	chr6	FALSE	TRUE
Creb5	chr6	FALSE	FALSE
Creg1	chr1	FALSE	FALSE
Crim1	chr17	FALSE	TRUE
Crisp4	chr1	FALSE	FALSE
Crlf2	chr5	FALSE	FALSE
Crmp1	chr5	FALSE	FALSE
Crtac1	chr19	FALSE	TRUE
Crtam	chr9	FALSE	FALSE
Crtap	chr9	FALSE	FALSE
Cryaa	chr17	FALSE	FALSE
Crybb3	chr5	FALSE	FALSE
Crybg3	chr16	FALSE	TRUE
Cryge	chr1	FALSE	TRUE
Cryl1	chr14	FALSE	FALSE
Cryz	chr3	FALSE	TRUE
Csf2rb	chr15	FALSE	FALSE
Csf2rb2	chr15	FALSE	FALSE
Csf3r	chr4	FALSE	FALSE
Csgalnact2	chr6	FALSE	FALSE
Csk	chr9	FALSE	FALSE
Csmd1	chr8	FALSE	TRUE
Csmd2	chr4	FALSE	FALSE
Csmd3	chr15	FALSE	TRUE
Csnk1g3	chr18	FALSE	FALSE
Csnka2ip	chr16	FALSE	TRUE
Cspg4	chr9	FALSE	FALSE
Csrp1	chr1	FALSE	FALSE
Cst11	chr2	FALSE	TRUE
Cst9	chr2	FALSE	FALSE
Cstdc2	chr2	FALSE	FALSE
Cstf3	chr2	FALSE	FALSE
Cstl1	chr2	FALSE	TRUE
Ctdspl	chr9	FALSE	FALSE
Ctif	chr18	FALSE	FALSE
Ctla4	chr1	FALSE	TRUE
Ctnna3	chr10	TRUE	FALSE
Ctr9	chr7	FALSE	FALSE
Cttn	chr7	FALSE	FALSE
Ctxn3	chr18	FALSE	TRUE
Cwc22	chr2	FALSE	FALSE
Cwc27	chr13	TRUE	FALSE
Cwf19l2	chr9	FALSE	FALSE
Cwh43	chr5	FALSE	FALSE
Cx3cl1	chr8	FALSE	FALSE
Cxcl13	chr5	FALSE	FALSE
Cxcl14	chr13	FALSE	FALSE
Cxcl17	chr7	FALSE	FALSE
Cxcl2	chr5	FALSE	FALSE
Cxcl5	chr5	FALSE	FALSE
Cxcr2	chr1	FALSE	FALSE
Cyb561	chr11	FALSE	FALSE
Cybrd1	chr2	FALSE	FALSE
Cyld	chr8	FALSE	FALSE
Cyp11b2	chr15	FALSE	FALSE
Cyp19a1	chr9	FALSE	FALSE
Cyp1a2	chr9	FALSE	FALSE
Cyp20a1	chr1	FALSE	FALSE
Cyp24a1	chr2	FALSE	FALSE
Cyp26a1	chr19	FALSE	FALSE
Cyp26b1	chr6	FALSE	FALSE
Cyp2d26	chr15	FALSE	FALSE
Cyp2j11	chr4	FALSE	FALSE
Cyp2j5	chr4	FALSE	TRUE
Cyp3a57	chr5	FALSE	FALSE
Cyp4f17	chr17	FALSE	FALSE
Cyp4f39	chr17	FALSE	FALSE
Cyp51	chr5	FALSE	TRUE
Cyp7a1	chr4	FALSE	TRUE
Cysltr2	chr14	FALSE	FALSE
Cyth4	chr15	FALSE	FALSE
Cytip	chr2	TRUE	TRUE
Cytl1	chr5	FALSE	TRUE
D430019H16Rik	chr12	FALSE	FALSE
D630023F18Rik	chr1	FALSE	TRUE
D630039A03Rik	chr4	FALSE	FALSE
D6Ertd527e	chr6	FALSE	FALSE
D7Ertd443e	chr7	TRUE	TRUE
D930020B18Rik	chr10	TRUE	FALSE
Dact2	chr17	FALSE	FALSE
Dad1	chr14	FALSE	FALSE
Dapl1	chr2	FALSE	FALSE
Dars2	chr1	FALSE	TRUE
Daw1	chr1	TRUE	FALSE
Dbh	chr2	FALSE	FALSE
Dbi	chr1	FALSE	TRUE
Dbx1	chr7	FALSE	FALSE
Dbx2	chr15	FALSE	TRUE
Dcaf1	chr9	FALSE	FALSE
Dcbld2	chr16	FALSE	TRUE
Dcdc2c	chr12	FALSE	TRUE
Dclk2	chr3	TRUE	FALSE
Dclk3	chr9	FALSE	FALSE
Dctd	chr8	FALSE	TRUE
Dcun1d4	chr5	FALSE	FALSE
Dcx	chrX	FALSE	FALSE
Ddias	chr7	FALSE	TRUE
Ddx31	chr2	FALSE	FALSE
Ddx3x	chrX	FALSE	FALSE
Ddx43	chr9	FALSE	FALSE
Dennd5b	chr6	FALSE	FALSE
Depdc1a	chr3	FALSE	FALSE
Depdc1b	chr13	FALSE	FALSE
Derl1	chr15	FALSE	FALSE
Derl3	chr10	FALSE	FALSE
Desi2	chr1	FALSE	FALSE
Deup1	chr9	FALSE	FALSE
Dgki	chr6	FALSE	FALSE
Dglucy	chr12	TRUE	FALSE
Dhcr7	chr7	FALSE	FALSE
Dhfr	chr13	FALSE	TRUE
Dhrs2	chr14	FALSE	TRUE
Dhrs3	chr4	FALSE	FALSE
Dhrs7c	chr11	FALSE	FALSE
Dhx32	chr7	TRUE	FALSE
Dhx8	chr11	FALSE	FALSE
Dhx9	chr1	FALSE	FALSE
Dicer1	chr12	FALSE	TRUE
Dio3	chr12	FALSE	FALSE
Dipk2a	chr9	FALSE	TRUE
Disp1	chr1	FALSE	FALSE
Dkk3	chr7	FALSE	FALSE
Dlg2	chr7	TRUE	FALSE
Dlg5	chr14	FALSE	FALSE
Dlgap2	chr8	TRUE	TRUE
Dlk1	chr12	FALSE	FALSE
Dll1	chr17	FALSE	TRUE
