gene_name	chr	mecp2_gained	at_gained_anchor
Abhd16a	chr17	FALSE	FALSE
Abhd16b	chr2	FALSE	FALSE
Abhd17a	chr10	FALSE	FALSE
Abhd17b	chr19	FALSE	FALSE
Abhd2	chr7	FALSE	FALSE
Abhd6	chr14	FALSE	FALSE
Abhd8	chr8	FALSE	FALSE
Abl1	chr2	FALSE	TRUE
Ablim1	chr19	FALSE	FALSE
Ablim2	chr5	FALSE	FALSE
Ablim3	chr18	FALSE	FALSE
Abr	chr11	FALSE	FALSE
Abra	chr15	TRUE	FALSE
Abracl	chr10	FALSE	FALSE
Abtb2	chr2	FALSE	FALSE
Acaa1a	chr9	FALSE	FALSE
Acaa1b	chr9	FALSE	FALSE
Acaca	chr11	FALSE	FALSE
Acacb	chr5	FALSE	TRUE
Acadm	chr3	FALSE	FALSE
Acap2	chr16	FALSE	FALSE
Acap3	chr4	FALSE	FALSE
Acat2	chr17	FALSE	FALSE
Acbd3	chr1	FALSE	FALSE
Acbd4	chr11	FALSE	FALSE
Acbd5	chr2	FALSE	FALSE
Acbd6	chr1	FALSE	TRUE
Accsl	chr2	FALSE	FALSE
Acd	chr8	FALSE	FALSE
Ace	chr11	FALSE	FALSE
Acer2	chr4	FALSE	FALSE
Acer3	chr7	FALSE	FALSE
Acin1	chr14	FALSE	FALSE
Ackr3	chr1	FALSE	TRUE
Acly	chr11	FALSE	FALSE
Acnat2	chr4	FALSE	FALSE
Aco1	chr4	FALSE	FALSE
Aco2	chr15	FALSE	FALSE
Acot11	chr4	FALSE	FALSE
Acot2	chr12	FALSE	FALSE
Acot7	chr4	FALSE	FALSE
Acot8	chr2	FALSE	FALSE
Acox3	chr5	FALSE	FALSE
Acoxl	chr2	FALSE	FALSE
Acsbg1	chr9	TRUE	FALSE
Acsf2	chr11	FALSE	FALSE
Acsf3	chr8	FALSE	FALSE
Acsl1	chr8	FALSE	FALSE
Acsl3	chr1	FALSE	FALSE
Acsl4	chrX	FALSE	FALSE
Acsl6	chr11	FALSE	FALSE
Acta1	chr8	FALSE	FALSE
Actb	chr5	FALSE	FALSE
Actbl2	chr13	FALSE	FALSE
Actl10	chr2	FALSE	TRUE
Actl6a	chr3	FALSE	FALSE
Actl7a	chr4	FALSE	FALSE
Actl7b	chr4	FALSE	FALSE
Actn1	chr12	FALSE	FALSE
Actn2	chr13	FALSE	TRUE
Actn3	chr19	FALSE	FALSE
Actn4	chr7	FALSE	FALSE
Actr1a	chr19	FALSE	FALSE
Actr1b	chr1	FALSE	FALSE
Actr2	chr11	FALSE	FALSE
Actr3	chr1	FALSE	FALSE
Actr3b	chr5	FALSE	TRUE
Actrt2	chr4	FALSE	TRUE
Acvr1	chr2	FALSE	FALSE
Acvr1b	chr15	FALSE	FALSE
Acvr1c	chr2	FALSE	FALSE
Acvr2a	chr2	FALSE	TRUE
Acvr2b	chr9	FALSE	FALSE
Acvrl1	chr15	FALSE	FALSE
Acy3	chr19	FALSE	FALSE
Ada	chr2	FALSE	FALSE
Adad1	chr3	FALSE	FALSE
Adad2	chr8	FALSE	FALSE
Adal	chr2	FALSE	FALSE
Adam10	chr9	FALSE	FALSE
Adam11	chr11	FALSE	FALSE
Adam12	chr7	TRUE	TRUE
Adam2	chr14	FALSE	FALSE
Adam22	chr5	FALSE	FALSE
Adam23	chr1	FALSE	FALSE
Adam28	chr14	FALSE	FALSE
Adam29	chr8	FALSE	FALSE
Adam30	chr3	FALSE	FALSE
Adam34	chr8	FALSE	FALSE
Adam6b	chr12	FALSE	FALSE
Adam7	chr14	FALSE	TRUE
Adam9	chr8	FALSE	FALSE
Adamts1	chr16	FALSE	TRUE
Adamts10	chr17	TRUE	FALSE
Adamts14	chr10	FALSE	FALSE
Adamts15	chr9	FALSE	FALSE
Adamts16	chr13	TRUE	FALSE
Adamts17	chr7	FALSE	FALSE
Adamts18	chr8	FALSE	TRUE
Adamts19	chr18	FALSE	FALSE
Adamts2	chr11	FALSE	FALSE
Adamts20	chr15	FALSE	TRUE
Adamts3	chr5	FALSE	TRUE
Adamts5	chr16	FALSE	FALSE
Adamts6	chr13	FALSE	FALSE
Adamts7	chr9	FALSE	FALSE
Adamtsl1	chr4	FALSE	FALSE
Adamtsl2	chr2	FALSE	FALSE
Adamtsl3	chr7	FALSE	FALSE
Adamtsl4	chr3	FALSE	FALSE
Adamtsl5	chr10	FALSE	FALSE
Adar	chr3	FALSE	FALSE
Adarb1	chr10	FALSE	FALSE
Adarb2	chr13	FALSE	FALSE
Adck1	chr12	FALSE	FALSE
Adck2	chr6	FALSE	FALSE
Adck5	chr15	FALSE	FALSE
Adcy1	chr11	FALSE	FALSE
Adcy2	chr13	FALSE	FALSE
Adcy3	chr12	FALSE	FALSE
Adcy5	chr16	FALSE	FALSE
Adcy6	chr15	FALSE	FALSE
Adcy7	chr8	FALSE	FALSE
Adcy8	chr15	FALSE	TRUE
Adcy9	chr16	FALSE	FALSE
Adcyap1r1	chr6	FALSE	FALSE
Add2	chr6	FALSE	FALSE
Add3	chr19	FALSE	FALSE
Adgb	chr10	FALSE	FALSE
Adgra1	chr7	FALSE	FALSE
Adgra2	chr8	FALSE	FALSE
Adgra3	chr5	FALSE	TRUE
Adgrb1	chr15	FALSE	TRUE
Adgrb2	chr4	FALSE	FALSE
Adgrb3	chr1	TRUE	FALSE
Adgrd1	chr5	FALSE	FALSE
Adgrf1	chr17	FALSE	FALSE
Adgrg1	chr8	FALSE	FALSE
Adgrg3	chr8	FALSE	FALSE
Adgrg6	chr10	FALSE	FALSE
Adgrl1	chr8	FALSE	FALSE
Adgrl2	chr3	FALSE	FALSE
Adgrl3	chr5	FALSE	FALSE
Adgrl4	chr3	FALSE	FALSE
Adgrv1	chr13	FALSE	TRUE
Adh5	chr3	FALSE	FALSE
Adk	chr14	FALSE	FALSE
Adm2	chr15	FALSE	FALSE
Adnp	chr2	FALSE	TRUE
Adnp2	chr18	FALSE	FALSE
Ado	chr10	FALSE	FALSE
Adora1	chr1	FALSE	FALSE
Adora2a	chr10	FALSE	TRUE
Adora2b	chr11	FALSE	FALSE
Adora3	chr3	FALSE	FALSE
Adpgk	chr9	FALSE	FALSE
Adprh	chr16	FALSE	FALSE
Adprhl1	chr8	FALSE	FALSE
Adra1a	chr14	TRUE	FALSE
Adra1b	chr11	FALSE	TRUE
Adra1d	chr2	FALSE	FALSE
Adra2a	chr19	FALSE	TRUE
Adra2b	chr2	FALSE	FALSE
Adra2c	chr5	FALSE	FALSE
Adrb1	chr19	FALSE	FALSE
Adrb2	chr18	FALSE	FALSE
Adrb3	chr8	FALSE	FALSE
Adrm1	chr2	FALSE	FALSE
Adtrp	chr13	FALSE	FALSE
Aebp1	chr11	FALSE	FALSE
Aebp2	chr6	FALSE	FALSE
Aen	chr7	FALSE	FALSE
Afap1	chr5	FALSE	TRUE
Afap1l1	chr18	FALSE	FALSE
Afap1l2	chr19	FALSE	FALSE
Aff1	chr5	FALSE	FALSE
Aff2	chrX	TRUE	FALSE
Aff3	chr1	FALSE	FALSE
Afg3l2	chr18	FALSE	FALSE
Aftph	chr11	FALSE	FALSE
Aga	chr8	TRUE	FALSE
Agap1	chr1	FALSE	FALSE
Agap2	chr10	FALSE	FALSE
Agap3	chr5	FALSE	FALSE
Agbl1	chr7	FALSE	TRUE
Agbl2	chr2	FALSE	FALSE
Agfg1	chr1	FALSE	FALSE
Agfg2	chr5	FALSE	FALSE
Agk	chr6	FALSE	FALSE
Ago2	chr15	FALSE	FALSE
Ago3	chr4	FALSE	TRUE
Agpat3	chr10	FALSE	FALSE
Agpat4	chr17	FALSE	FALSE
Agpat5	chr8	FALSE	FALSE
Agrn	chr4	FALSE	FALSE
Agt	chr8	FALSE	FALSE
Agtpbp1	chr13	FALSE	FALSE
Agtr1a	chr13	FALSE	FALSE
Agtr1b	chr3	TRUE	FALSE
Agtrap	chr4	FALSE	FALSE
Agxt	chr1	FALSE	FALSE
Ahctf1	chr1	FALSE	FALSE
Ahcyl1	chr3	FALSE	FALSE
Ahcyl2	chr6	FALSE	FALSE
Ahdc1	chr4	FALSE	FALSE
Ahi1	chr10	FALSE	TRUE
Ahsa2	chr11	FALSE	FALSE
Aif1l	chr2	FALSE	FALSE
Aifm3	chr16	FALSE	FALSE
Aig1	chr10	FALSE	FALSE
Aim2	chr1	FALSE	FALSE
Aimp1	chr3	FALSE	FALSE
Aip	chr19	FALSE	FALSE
Aipl1	chr11	FALSE	FALSE
Aire	chr10	FALSE	FALSE
Ajap1	chr4	FALSE	TRUE
Ajm1	chr2	FALSE	FALSE
Ajuba	chr14	FALSE	FALSE
Ak2	chr4	FALSE	FALSE
Ak4	chr4	FALSE	FALSE
Ak5	chr3	FALSE	FALSE
Ak6	chr13	FALSE	FALSE
Akain1	chr17	FALSE	FALSE
Akap1	chr11	FALSE	FALSE
Akap11	chr14	FALSE	FALSE
Akap12	chr10	FALSE	FALSE
Akap13	chr7	FALSE	FALSE
Akap5	chr12	FALSE	FALSE
Akap6	chr12	FALSE	FALSE
Akap7	chr10	FALSE	FALSE
Akap8	chr17	FALSE	FALSE
Akap8l	chr17	FALSE	FALSE
Akip1	chr7	FALSE	FALSE
Akirin1	chr4	FALSE	FALSE
Akirin2	chr4	FALSE	FALSE
Akna	chr4	FALSE	FALSE
Akp3	chr1	FALSE	FALSE
Akr1b8	chr6	FALSE	FALSE
Akr1e1	chr13	FALSE	FALSE
Akr7a5	chr4	FALSE	FALSE
Akt1	chr12	FALSE	FALSE
Akt3	chr1	FALSE	FALSE
Aktip	chr8	FALSE	FALSE
Alad	chr4	FALSE	FALSE
Alas1	chr9	FALSE	FALSE
Alcam	chr16	TRUE	FALSE
Aldh16a1	chr7	FALSE	FALSE
Aldh18a1	chr19	FALSE	FALSE
Aldh1a3	chr7	FALSE	FALSE
Aldh1b1	chr4	FALSE	FALSE
Aldh1l1	chr6	FALSE	FALSE
Aldh2	chr5	FALSE	FALSE
Aldh3a1	chr11	FALSE	FALSE
Aldh3a2	chr11	FALSE	FALSE
Aldh3b1	chr19	FALSE	FALSE
Aldh4a1	chr4	FALSE	FALSE
Aldh6a1	chr12	FALSE	FALSE
Aldh7a1	chr18	FALSE	FALSE
Aldh8a1	chr10	FALSE	FALSE
Aldoa	chr7	FALSE	FALSE
Aldoart1	chr4	TRUE	FALSE
Aldoart2	chr12	FALSE	FALSE
Aldob	chr4	FALSE	FALSE
Alg12	chr15	FALSE	FALSE
Alg13	chrX	FALSE	FALSE
Alg14	chr3	FALSE	FALSE
Alg2	chr4	FALSE	FALSE
Alg5	chr3	FALSE	FALSE
Alg6	chr4	TRUE	FALSE
Alk	chr17	FALSE	TRUE
Alkal1	chr1	FALSE	FALSE
Alkal2	chr12	FALSE	FALSE
Alkbh3	chr2	FALSE	FALSE
Alkbh4	chr5	FALSE	FALSE
Alkbh5	chr11	FALSE	FALSE
Alkbh6	chr7	FALSE	FALSE
Alkbh7	chr17	FALSE	FALSE
Allc	chr12	FALSE	FALSE
Alox12b	chr11	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Alox15	chr11	FALSE	FALSE
Alox5	chr6	FALSE	FALSE
Alox8	chr11	FALSE	FALSE
Aloxe3	chr11	FALSE	FALSE
Alpk1	chr3	FALSE	TRUE
Alpk2	chr18	FALSE	FALSE
Alpk3	chr7	FALSE	FALSE
Alpl	chr4	FALSE	FALSE
Alppl2	chr1	FALSE	FALSE
Als2	chr1	FALSE	FALSE
Als2cl	chr9	FALSE	TRUE
Alx3	chr3	FALSE	FALSE
Alx4	chr2	FALSE	TRUE
Amd2	chr10	FALSE	FALSE
Amdhd2	chr17	FALSE	FALSE
Amer1	chrX	FALSE	FALSE
Amer2	chr14	FALSE	FALSE
Amer3	chr1	FALSE	FALSE
Amh	chr10	FALSE	FALSE
Amhr2	chr15	FALSE	FALSE
Amigo1	chr3	FALSE	FALSE
Ammecr1l	chr18	FALSE	FALSE
Amn	chr12	FALSE	FALSE
Amotl1	chr9	FALSE	FALSE
Amotl2	chr9	FALSE	FALSE
Ampd3	chr7	FALSE	FALSE
Amz1	chr5	FALSE	FALSE
Amz2	chr11	FALSE	FALSE
Anapc16	chr10	FALSE	FALSE
Anapc5	chr5	FALSE	FALSE
Ang	chr14	FALSE	FALSE
Angel1	chr12	FALSE	FALSE
Angel2	chr1	FALSE	FALSE
Angpt1	chr15	FALSE	FALSE
Angpt2	chr8	FALSE	FALSE
Angpt4	chr2	FALSE	FALSE
Angptl2	chr2	FALSE	FALSE
Angptl6	chr9	FALSE	FALSE
Angptl7	chr4	FALSE	FALSE
Ank	chr15	FALSE	FALSE
Ank1	chr8	FALSE	FALSE
Ank2	chr3	FALSE	FALSE
Ank3	chr10	FALSE	FALSE
Ankdd1a	chr9	FALSE	FALSE
Ankef1	chr2	FALSE	FALSE
Ankfn1	chr11	FALSE	FALSE
Ankhd1	chr18	FALSE	FALSE
Ankib1	chr5	FALSE	FALSE
Ankk1	chr9	FALSE	FALSE
Ankle1	chr8	FALSE	FALSE
Ankmy1	chr1	FALSE	FALSE
Ankmy2	chr12	FALSE	FALSE
Ankrd1	chr19	FALSE	FALSE
Ankrd10	chr8	FALSE	TRUE
Ankrd11	chr8	FALSE	FALSE
Ankrd12	chr17	FALSE	FALSE
Ankrd13a	chr5	FALSE	FALSE
Ankrd13b	chr11	FALSE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Ankrd16	chr2	FALSE	FALSE
Ankrd2	chr19	FALSE	FALSE
Ankrd23	chr1	FALSE	FALSE
Ankrd31	chr13	FALSE	TRUE
Ankrd33	chr15	FALSE	FALSE
Ankrd33b	chr15	FALSE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Ankrd34b	chr13	FALSE	FALSE
Ankrd35	chr3	FALSE	FALSE
Ankrd37	chr8	FALSE	FALSE
Ankrd39	chr1	FALSE	FALSE
Ankrd42	chr7	FALSE	FALSE
Ankrd44	chr1	FALSE	FALSE
Ankrd50	chr3	FALSE	FALSE
Ankrd52	chr10	FALSE	FALSE
Ankrd54	chr15	FALSE	FALSE
Ankrd55	chr13	FALSE	FALSE
Ankrd6	chr4	FALSE	FALSE
Ankrd63	chr2	FALSE	TRUE
Ankrd65	chr4	FALSE	FALSE
Ankrd7	chr6	TRUE	FALSE
Ankrd9	chr12	FALSE	FALSE
Anks1	chr17	FALSE	FALSE
Anks1b	chr10	FALSE	TRUE
Anks3	chr16	FALSE	FALSE
Anks6	chr4	FALSE	TRUE
Anln	chr9	FALSE	FALSE
Ano1	chr7	FALSE	TRUE
Ano10	chr9	FALSE	TRUE
Ano2	chr6	FALSE	FALSE
Ano3	chr2	TRUE	FALSE
Ano4	chr10	FALSE	FALSE
Ano5	chr7	FALSE	FALSE
Ano7	chr1	FALSE	FALSE
Ano8	chr8	FALSE	FALSE
Anp32a	chr9	FALSE	FALSE
Anp32e	chr3	FALSE	FALSE
Anpep	chr7	FALSE	FALSE
Antxr2	chr5	FALSE	FALSE
Antxrl	chr14	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Anxa2	chr9	FALSE	FALSE
Anxa7	chr14	FALSE	FALSE
Anxa8	chr14	FALSE	FALSE
Aoah	chr13	TRUE	FALSE
Aoc1	chr6	FALSE	FALSE
Aopep	chr13	FALSE	FALSE
Aox1	chr1	TRUE	FALSE
Aox3	chr1	FALSE	FALSE
Aox4	chr1	TRUE	FALSE
Ap1b1	chr11	FALSE	FALSE
Ap1g1	chr8	FALSE	FALSE
Ap1g2	chr14	FALSE	FALSE
Ap1m1	chr8	FALSE	FALSE
Ap1s2	chrX	FALSE	FALSE
Ap2a1	chr7	FALSE	FALSE
Ap2a2	chr7	FALSE	FALSE
Ap2s1	chr7	FALSE	FALSE
Ap3b1	chr13	FALSE	TRUE
Ap3b2	chr7	FALSE	FALSE
Ap3d1	chr10	FALSE	FALSE
Ap3m2	chr8	FALSE	FALSE
Ap4m1	chr5	FALSE	FALSE
Ap5b1	chr19	FALSE	FALSE
Ap5z1	chr5	FALSE	FALSE
Apaf1	chr10	FALSE	FALSE
Apba1	chr19	FALSE	FALSE
Apba2	chr7	FALSE	FALSE
Apbb1	chr7	FALSE	FALSE
Apbb2	chr5	FALSE	TRUE
Apc	chr18	FALSE	TRUE
Apcdd1	chr18	FALSE	FALSE
Apeh	chr9	FALSE	FALSE
Aph1a	chr3	FALSE	FALSE
Aph1b	chr9	FALSE	FALSE
Aph1c	chr9	FALSE	FALSE
Api5	chr2	FALSE	FALSE
Aplf	chr6	FALSE	FALSE
Aplnr	chr2	FALSE	FALSE
Aplp2	chr9	FALSE	FALSE
Apoa1	chr9	FALSE	FALSE
Apoa4	chr9	FALSE	FALSE
Apobec4	chr1	FALSE	FALSE
Apobr	chr7	FALSE	FALSE
Apoh	chr11	FALSE	FALSE
Apol6	chr15	FALSE	FALSE
App	chr16	FALSE	FALSE
Appl1	chr14	FALSE	FALSE
Appl2	chr10	FALSE	FALSE
Aprt	chr8	FALSE	FALSE
Aqp1	chr6	FALSE	FALSE
Aqp11	chr7	FALSE	FALSE
Aqp12	chr1	FALSE	FALSE
Aqp2	chr15	FALSE	FALSE
Aqp6	chr15	TRUE	FALSE
Aqp8	chr7	FALSE	FALSE
Aqp9	chr9	FALSE	FALSE
Arap1	chr7	FALSE	TRUE
Arap2	chr5	FALSE	FALSE
Arap3	chr18	FALSE	FALSE
Arc	chr15	FALSE	FALSE
Arel1	chr12	FALSE	FALSE
Arf1	chr11	FALSE	FALSE
Arf2	chr11	FALSE	FALSE
Arf3	chr15	FALSE	FALSE
Arf4	chr14	FALSE	FALSE
Arf6	chr12	FALSE	FALSE
Arfgap2	chr2	FALSE	FALSE
Arfgap3	chr15	FALSE	FALSE
Arfgef1	chr1	FALSE	FALSE
Arfgef2	chr2	FALSE	FALSE
Arfip1	chr3	FALSE	FALSE
Arg1	chr10	TRUE	FALSE
Arg2	chr12	FALSE	FALSE
Arglu1	chr8	FALSE	FALSE
Arhgap1	chr2	FALSE	FALSE
Arhgap11a	chr2	FALSE	FALSE
Arhgap12	chr18	FALSE	FALSE
Arhgap15	chr2	FALSE	FALSE
Arhgap20	chr9	FALSE	FALSE
Arhgap22	chr14	FALSE	TRUE
Arhgap23	chr11	FALSE	FALSE
Arhgap24	chr5	FALSE	TRUE
Arhgap26	chr18	FALSE	TRUE
Arhgap27	chr11	FALSE	FALSE
Arhgap28	chr17	FALSE	TRUE
Arhgap29	chr3	FALSE	FALSE
Arhgap30	chr1	FALSE	FALSE
Arhgap32	chr9	TRUE	FALSE
Arhgap33	chr7	FALSE	FALSE
Arhgap33os	chr7	FALSE	FALSE
Arhgap35	chr7	FALSE	FALSE
Arhgap39	chr15	FALSE	FALSE
Arhgap4	chrX	FALSE	FALSE
Arhgap40	chr2	FALSE	TRUE
Arhgap42	chr9	FALSE	FALSE
Arhgap44	chr11	FALSE	FALSE
Arhgap45	chr10	FALSE	FALSE
Arhgap5	chr12	FALSE	FALSE
Arhgap6	chrX	FALSE	FALSE
Arhgap9	chr10	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Arhgef10	chr8	FALSE	FALSE
Arhgef10l	chr4	FALSE	FALSE
Arhgef12	chr9	FALSE	FALSE
Arhgef16	chr4	FALSE	TRUE
Arhgef17	chr7	FALSE	FALSE
Arhgef19	chr4	FALSE	FALSE
Arhgef2	chr3	FALSE	FALSE
Arhgef25	chr10	FALSE	FALSE
Arhgef26	chr3	FALSE	FALSE
Arhgef28	chr13	FALSE	FALSE
Arhgef3	chr14	FALSE	FALSE
Arhgef33	chr17	FALSE	FALSE
Arhgef38	chr3	TRUE	FALSE
Arhgef4	chr1	FALSE	FALSE
Arhgef40	chr14	FALSE	FALSE
Arhgef5	chr6	FALSE	FALSE
Arhgef7	chr8	FALSE	FALSE
Arid1a	chr4	FALSE	FALSE
Arid1b	chr17	FALSE	FALSE
Arid2	chr15	FALSE	FALSE
Arid3a	chr10	FALSE	FALSE
Arid3b	chr9	FALSE	FALSE
Arid4a	chr12	FALSE	FALSE
Arid5a	chr1	FALSE	FALSE
Arid5b	chr10	FALSE	FALSE
Arih1	chr9	FALSE	FALSE
Arl1	chr10	FALSE	FALSE
Arl11	chr14	FALSE	FALSE
Arl14	chr3	TRUE	FALSE
Arl14ep	chr2	FALSE	FALSE
Arl15	chr13	FALSE	FALSE
Arl2	chr19	FALSE	FALSE
Arl3	chr19	FALSE	FALSE
Arl4a	chr12	FALSE	FALSE
Arl4c	chr1	FALSE	TRUE
Arl5c	chr11	FALSE	FALSE
Arl6ip6	chr2	FALSE	FALSE
Arl8a	chr1	FALSE	FALSE
Armc1	chr3	FALSE	FALSE
Armc2	chr10	FALSE	FALSE
Armc3	chr2	FALSE	FALSE
Armc9	chr1	FALSE	FALSE
Armh4	chr14	FALSE	FALSE
Arnt	chr3	FALSE	FALSE
Arnt2	chr7	FALSE	FALSE
