gene_name	gene_id	chr	start	end	gene_length	ctrl_F1_mca	ctrl_F2_mca	ctrl_M1_mca	ctrl_M2_mca	mut_F1_mca	mut_F2_mca	mut_M1_mca	mut_M2_mca
Mybl1	ENSMUSG00000025912.16	chr1	9667414	9700209	32795	0.0250454898415679	0.0256057629338572	0.0279803424223209	0.0232920668153475	0.024936765188065	0.0294533216873041	0.0230467950778944	0.0284201506131784
Vcpip1	ENSMUSG00000045210.8	chr1	9718621	9748382	29761	0.0145536117304299	0.0140748923283149	0.0195672453414029	0.0128837043730661	0.0148400455094729	0.0164727334538655	0.0128481181599786	0.0163712797666948
Sgk3	ENSMUSG00000025915.14	chr1	9798106	9900845	102739	0.0170873390630839	0.0187993629538142	0.0200321727353181	0.0168270698840714	0.0167079079245597	0.0192158240050216	0.0143821839710078	0.0185472539365934
Mcmdc2	ENSMUSG00000046101.16	chr1	9908637	9942085	33448	0.010730616807235	0.0124604674574758	0.0150449541422569	0.0123140659317782	0.0100601561500064	0.0132590315142198	0.00923179248420353	0.0138362685096521
Tcf24	ENSMUSG00000099032.2	chr1	9960162	9967932	7770	0.0176746523705813	0.0180191427382439	0.0191575996261932	0.0143431390462269	0.0154551034724658	0.0185688405797101	0.0101090867553829	0.0190658529775438
Ppp1r42	ENSMUSG00000025916.10	chr1	9968623	10009136	40513	0.0156352283599376	0.0155103103689598	0.0153609449834975	0.0144152522669147	0.0122914275718778	0.0182906370437543	0.0114235879325567	0.016100805040252
Cops5	ENSMUSG00000025917.9	chr1	10024600	10038168	13568	0.0104517620441187	0.00575948927902297	0.0162389806916735	0.00885824229746133	0.010799810222988	0.0142234889223489	0.00935021896082377	0.0101891300917473
Cspp1	ENSMUSG00000056763.16	chr1	10037986	10136768	98782	0.0105253155767361	0.0123208980319151	0.0154526704298741	0.0116865752129365	0.0101933587487745	0.0129550834922813	0.010133789057812	0.0128233207217841
Arfgef1	ENSMUSG00000067851.11	chr1	10137570	10232670	95100	0.0105877646031861	0.0107513950355975	0.0130276560743108	0.0109424585908483	0.0102432206591468	0.0129482837454529	0.00810723880879404	0.011462706667959
Cpa6	ENSMUSG00000042501.12	chr1	10324719	10719945	395226	0.011890506044899	0.0124075461454456	0.0151743853009765	0.0121044930629052	0.0136525224338176	0.0152255629405425	0.0124362693389592	0.0151357148075605
Prex2	ENSMUSG00000048960.13	chr1	10993464	11303681	310217	0.0221312623699021	0.0228019830080697	0.0256907888760239	0.0229309098664644	0.0280146056719932	0.0283568322238685	0.0267236192997233	0.0300595564422313
A830018L16Rik	ENSMUSG00000057715.13	chr1	11414104	11975901	561797	0.0126901730987729	0.0145844879001399	0.0173798662226078	0.0132974344297339	0.0140303760414098	0.0163767515967352	0.0127793129878774	0.0162899462804775
Sulf1	ENSMUSG00000016918.15	chr1	12692276	12861192	168916	0.021132519873074	0.0207582425829743	0.0226571528536138	0.0217522321667943	0.0214799356007643	0.0217763651613473	0.0188771163680788	0.0221577050295665
Slco5a1	ENSMUSG00000025938.16	chr1	12866548	12992650	126102	0.0156778405944547	0.0167680203794745	0.0190939486241125	0.0176741832086824	0.0185245708407449	0.0209434824914128	0.016120660912725	0.0211902680830032
Prdm14	ENSMUSG00000042414.7	chr1	13113456	13127163	13707	0.0192112494739187	0.0204181525767429	0.0259096467166793	0.0187709261553874	0.0180809143088833	0.0200720806040039	0.0200278826209664	0.0183541266794626
Ncoa2	ENSMUSG00000005886.14	chr1	13139104	13374083	234979	0.0223150327283334	0.0219794672528205	0.0242727801751827	0.0216534706525863	0.0164014485950949	0.0195067342694102	0.0157826475096431	0.0186034214657947
Tram1	ENSMUSG00000025935.10	chr1	13564697	13589910	25213	0.0129109353284235	0.0124111914492298	0.0169043564637434	0.01320838048969	0.0116447253880459	0.012854012137559	0.0114626240799514	0.0127354270578123
Lactb2	ENSMUSG00000025937.6	chr1	13623329	13660546	37217	0.016128886682612	0.0180096338615585	0.0181243574610669	0.0171157736766619	0.014037538586332	0.0183765732865945	0.0141176470588235	0.0173079016437064
Xkr9	ENSMUSG00000067813.3	chr1	13668770	13701723	32953	0.0177488759402934	0.017997738048632	0.0188185268484678	0.0189777772571255	0.0187230361315837	0.0230325808171868	0.0171068934444695	0.0221173820415146
Eya1	ENSMUSG00000025932.14	chr1	14168953	14310235	141282	0.0410500989146126	0.0440953643898759	0.0443114753581815	0.044617178019626	0.0548615589841963	0.055301325144961	0.052931895007314	0.0562917829541133
Msc	ENSMUSG00000025930.6	chr1	14753345	14755992	2647	0.0386576739595328	0.0293557600761663	0.0313559322033898	0.0393063583815029	0.0510839396894457	0.0579996408690968	0.0485856186568776	0.0486550632911392
Trpa1	ENSMUSG00000032769.5	chr1	14872647	14918862	46215	0.00939170072304307	0.0119162640901771	0.0138770408871784	0.0134273864804509	0.0106498616251542	0.0116801089833893	0.00767962586006763	0.0131440657925852
Kcnb2	ENSMUSG00000092083.4	chr1	15287253	15723750	436497	0.045751766834994	0.0462294013180796	0.0461586169642837	0.0458269260823902	0.0466559114932195	0.0487993618006242	0.0452527867240566	0.0482797917224417
Terf1	ENSMUSG00000025925.14	chr1	15805645	15844052	38407	0.0139193805511273	0.0126280292023175	0.0138083613060726	0.014199290998767	0.0167690973531408	0.018231463085537	0.0172115650650189	0.0189260427805133
Sbspon	ENSMUSG00000032719.4	chr1	15853861	15892722	38861	0.020936649750111	0.0203791030975497	0.0249397641290104	0.021881997604541	0.0228260442067175	0.0246672562935479	0.0222680516720017	0.0244625251610081
4930444P10Rik	ENSMUSG00000067795.13	chr1	16065978	16093325	27347	0.0187931869195898	0.0180387940181944	0.0230851264036133	0.0189727562584841	0.0138453276883206	0.0185835694050991	0.0119631655139135	0.0195251004343992
Rpl7	ENSMUSG00000043716.13	chr1	16101294	16104662	3368	0.0136084774121584	0.00764160855860159	0.0182729624838292	0.00533333333333333	0.00954486626402071	0.0120396600566572	0.0135268423277441	0.0133120583542284
Rdh10	ENSMUSG00000025921.7	chr1	16105773	16133734	27961	0.0257270298579482	0.0268305292863144	0.0299880999603332	0.0252497706820041	0.0251181878063993	0.0269510728527122	0.0233576863612938	0.0261945974298453
Stau2	ENSMUSG00000025920.19	chr1	16228673	16520112	291439	0.0173581291481946	0.0181643958746178	0.0199339845016595	0.0176079843845582	0.0147319830236591	0.0176544920753631	0.0131345711423141	0.0166285942161263
Ube2w	ENSMUSG00000025939.19	chr1	16540789	16619489	78700	0.0139225994823247	0.0140156328212237	0.0162797119898698	0.0131732656123745	0.0110893996724459	0.0136534230619904	0.00853799695153397	0.0128021640027423
Eloc	ENSMUSG00000079658.9	chr1	16641724	16657042	15318	0.00995703610189163	0.0105284594236839	0.0184195637140881	0.00996692295897133	0.0101713722105782	0.0150931434702038	0.00877664776061021	0.0141135704413167
Tmem70	ENSMUSG00000025940.6	chr1	16665206	16678275	13069	0.00797650243326518	0.0109749105899697	0.014787050004119	0.0119736579525045	0.0105231205099666	0.0149104464042186	0.00794958103559407	0.0122904307454217
Ly96	ENSMUSG00000025779.10	chr1	16688050	16709611	21561	0.0141346973572038	0.0169525888958203	0.0149710623236237	0.0112661631033158	0.0123455728001652	0.0164250685129093	0.011203620307111	0.0149828477919816
Jph1	ENSMUSG00000042686.5	chr1	16964559	17097889	133330	0.023152396414202	0.0234929623702245	0.0251326364230792	0.0227680932651622	0.0399535382366825	0.043934242865763	0.0391757741669195	0.0425543109840707
Gdap1	ENSMUSG00000025777.8	chr1	17145361	17164271	18910	0.0228206749387497	0.0243950599554822	0.0260044512123697	0.0241002314260634	0.026158038147139	0.0302954847277556	0.0241779752929662	0.0283338278154942
Pi15	ENSMUSG00000067780.3	chr1	17601900	17630939	29039	0.0129771406852365	0.0137628078374978	0.0176799440950384	0.011380181943134	0.0119797952706629	0.0160755843367399	0.0108377512701568	0.014395707461775
Crispld1	ENSMUSG00000025776.13	chr1	17727044	17766344	39300	0.0119181377077559	0.0131863638686815	0.0155390576313436	0.0117466292083754	0.0131572707716317	0.0151819558397086	0.0103036247244809	0.0145626045420841
Crisp4	ENSMUSG00000025774.14	chr1	18115190	18145902	30712	0.0129326008422223	0.012856038149246	0.0149204426581512	0.0114099151366232	0.0147670620594808	0.0186087557073246	0.0104967638435581	0.0178657837076666
Defb41	ENSMUSG00000067773.6	chr1	18250979	18265138	14159	0.0107259091552285	0.0134237917137804	0.0246656901195483	0.0131529172122799	0.0138954276339254	0.0158619545379127	0.00887481293286465	0.0150675295441756
Tfap2d	ENSMUSG00000042596.7	chr1	19103021	19166346	63325	0.00957162024227562	0.0113343016433786	0.0130768921256991	0.0117520111225626	0.0119748312031791	0.0143826679010636	0.0106276548636282	0.0140775422827026
Tfap2b	ENSMUSG00000025927.13	chr1	19208913	19238576	29663	0.0113949939940915	0.0122154102098031	0.0172525439407956	0.0140835177185404	0.0120106219699369	0.0157614445301153	0.0134948994869543	0.0134662076463127
Pkhd1	ENSMUSG00000043760.16	chr1	20057778	20618064	560286	0.0122327803348207	0.0131081483280396	0.0156066652194747	0.0121890176023124	0.0137546689401396	0.0165559844613368	0.0124791401215307	0.0161834137470417
Il17a	ENSMUSG00000025929.4	chr1	20730904	20734496	3592	0.00912254302642716	0.0073144212711278	0.0158560756212837	0.013001569154898	0.00878350934199838	0.0119349005424955	0.00714574625859512	0.0145522558277451
Il17f	ENSMUSG00000041872.9	chr1	20777145	20790617	13472	0.0134664378932044	0.0143233280674039	0.0136265837915372	0.0129139072847682	0.0120462336888034	0.0143700435275177	0.0101106515360413	0.0168075773949526
Mcm3	ENSMUSG00000041859.10	chr1	20802967	20820312	17345	0.0119099299748967	0.00908991746354943	0.013782931543078	0.0142201155384388	0.0108451536643026	0.0173183771883845	0.0105408805031447	0.0159926018308772
Paqr8	ENSMUSG00000025931.15	chr1	20890605	20939650	49045	0.0298219461071048	0.0300963166436003	0.0313265700898422	0.0301310601344125	0.0433503391500957	0.0461460163972231	0.038941762769192	0.0440512475939144
Efhc1	ENSMUSG00000041809.5	chr1	20951625	20990841	39216	0.0195926578717798	0.0229193986028981	0.0203692079068397	0.0181570543791355	0.0181953650658077	0.0209319855428207	0.0164302070300512	0.0187944822385269
Tram2	ENSMUSG00000041779.5	chr1	20996298	21079229	82931	0.0311493108152215	0.0348705203730977	0.0357791221412428	0.0341368877112575	0.0304463018918193	0.0323323589334751	0.0278776524436417	0.0315641420306778
Tmem14a	ENSMUSG00000025933.15	chr1	21218574	21230167	11593	0.0295223224612538	0.0334334492570345	0.0382515887241323	0.0315483225747795	0.02824312065316	0.0285169376078467	0.0230002266032178	0.027262716905669
Gsta3	ENSMUSG00000025934.15	chr1	21240588	21265661	25073	0.0177314175564275	0.0179657342287558	0.0207627118644068	0.0187760058045696	0.0155385118886691	0.0159555069292487	0.0126906854456605	0.0172408346863609
Khdc1a	ENSMUSG00000067750.3	chr1	21349640	21352200	2560	0.0203750450775334	0.0249096786461304	0.0185287610619469	0.0246721493665259	0.0151862777231509	0.0168195718654434	0.0202739726027397	0.0201228153046764
Khdc1c	ENSMUSG00000041722.7	chr1	21368330	21370845	2515	0.016839842350412	0.0151314545110649	0.0336358782701548	0.0265544041450777	0.0121402407116693	0.0109263657957245	0.011500547645126	0.0173123071648954
Khdc1b	ENSMUSG00000085079.3	chr1	21383555	21386373	2818	0.0219910846953938	0.0233299521808434	0.0143016759776536	0.0142679900744417	0.0182697862507221	0.0190715552927262	0.0103074141048825	0.0148713826366559
Kcnq5	ENSMUSG00000028033.16	chr1	21398402	21961942	563540	0.0245507657964394	0.0255166577561255	0.027581306307952	0.0257146418829846	0.0246830771313385	0.0270449488391132	0.0234910907444812	0.0267865535640575
Rims1	ENSMUSG00000041670.17	chr1	22286250	22805994	519744	0.0200046087154211	0.0203883600481178	0.0215074537359136	0.019115992141162	0.017290496980761	0.0201581024462984	0.0157522411805899	0.0191008103015606
Ppp1r14bl	ENSMUSG00000073730.2	chr1	23100472	23102253	1781	0.0463906351615001	0.0340909090909091	0.0465666929755328	0.0496489468405216	0.07177678664039	0.0638433709299851	0.0644876325088339	0.0704238386081806
Ogfrl1	ENSMUSG00000026158.11	chr1	23366423	23397772	31349	0.0178417361679535	0.0192443616269357	0.0244500639814758	0.0161065492157575	0.0195116738192597	0.0231280645914493	0.0222453945081682	0.0221439228970078
B3gat2	ENSMUSG00000026156.8	chr1	23761752	23849158	87406	0.0298118047742664	0.0301242236024845	0.0331812191767421	0.0302144458398879	0.0330852918141936	0.0362393331208561	0.0314338297560039	0.0368412399758873
Smap1	ENSMUSG00000026155.13	chr1	23844845	23922317	77472	0.016939758912489	0.0163924566013991	0.0187585786182706	0.0167556704581083	0.0150335640318468	0.0161634389916509	0.0132636126550934	0.0168543498763159
Sdhaf4	ENSMUSG00000026154.4	chr1	23995938	24005656	9718	0.0157948790593902	0.0196798205363516	0.0241099594411897	0.0201369311316955	0.0170828090942921	0.0187679564195366	0.0193368965367401	0.0222608592275571
Fam135a	ENSMUSG00000026153.15	chr1	24011092	24100341	89249	0.0204656668282076	0.0214078030434714	0.0234263956081213	0.0212751170609238	0.0244661076368942	0.0270162135385905	0.0230620649845143	0.0266912729820683
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	75075	0.0394222591933378	0.0402005106863471	0.0409648833113166	0.039509895084862	0.0789509386794656	0.0818663559648413	0.0793439972281573	0.0812810271662828
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	325583	0.0374227157599018	0.0378608790304823	0.0382894074417936	0.0371298320284746	0.0462771696226514	0.0477353878597618	0.0443247733170551	0.0489182906485424
Lmbrd1	ENSMUSG00000073725.8	chr1	24678629	24766301	87672	0.014196570574381	0.0152776785747851	0.0184656125680681	0.0153707996574985	0.0124513209827087	0.0154166293743847	0.0114923805404677	0.0146071642488788
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	762232	0.02477480295728	0.025069814386516	0.0267158362709387	0.024837989648998	0.0205373535214527	0.0230514371000008	0.0188379601777002	0.0227770988787926
4931408C20Rik	ENSMUSG00000073722.3	chr1	26681813	26687460	5647	0.0161674920734743	0.0175456287183624	0.0159915798051132	0.0134703196347032	0.0133997743978779	0.0187349836676295	0.0115389687458789	0.0175283922833312
Gm597	ENSMUSG00000048411.4	chr1	28776116	28780252	4136	0.0120836054866101	0.00878536310147497	0.0066966736194972	0.0114276250414044	0.0124172896794707	0.0168585526315789	0.0105211406096362	0.0136850152905199
Phf3	ENSMUSG00000048874.15	chr1	30802338	30873921	71583	0.011865411417922	0.0121839720146287	0.0152790795384765	0.013256635139634	0.0106632578760861	0.0120405463916914	0.00868538029265362	0.0123321363569285
Ptp4a1	ENSMUSG00000026064.16	chr1	30940301	30949309	9008	0.00854000431313349	0.0131319026667864	0.0180776170092334	0.0094436174171939	0.00818597831881998	0.0170577444350136	0.011781470266419	0.0137784274106874
Ptp4a1	ENSMUSG00000117310.2	chr1	30940301	30949770	9469	0.00854000431313349	0.0131319026667864	0.0180776170092334	0.0094436174171939	0.00818597831881998	0.0170577444350136	0.011781470266419	0.0137784274106874
4931428L18Rik	ENSMUSG00000086727.8	chr1	30997841	31222684	224843	0.0202558451709107	0.0204726053727735	0.0226193059319413	0.0197058288327571	0.0270154048920046	0.0281207809415549	0.0252488687782805	0.0277368083409776
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	28325	0.025694898908139	0.0263369064015809	0.0290951813265606	0.0249723989275012	0.0379366500609943	0.037982156034078	0.0350323328452904	0.0374594661310773
Pih1d3	ENSMUSG00000026063.4	chr1	31222837	31224288	1451	0.00475172249940603	0.00645315487571702	0.0103792415169661	0.0118687456364906	0.00858419567262465	0.0158008139813263	0.0103655210038189	0.0114421660813413
Khdrbs2	ENSMUSG00000026058.11	chr1	32172713	32658568	485855	0.0250800248777062	0.0257015319635832	0.0283986527862829	0.0257296280932931	0.0305807783133906	0.0327532820844174	0.0301038281348922	0.0333195610394326
Gm5415	ENSMUSG00000091318.2	chr1	32543685	32547294	3609	0.0105508526561158	0.017735983811451	0.0136354521756567	0.0101235670686318	0.0139234546310621	0.0159059474412171	0.00901038485033598	0.0242336992381981
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	215986	0.0191863547449437	0.0200404439983468	0.0231203451310339	0.0195736076425922	0.0188109656103514	0.0211208357491995	0.0179248694254721	0.0205490289149955
Rab23	ENSMUSG00000004768.14	chr1	33719886	33742564	22678	0.0151819265653532	0.0139973458126703	0.0178316833671359	0.0183173358846949	0.0121130551816958	0.0155856423173804	0.0110423945740924	0.0173274313574545
Bag2	ENSMUSG00000042215.8	chr1	33745483	33757795	12312	0.0327444051825677	0.0301558646291541	0.0307697990543735	0.0348297890960007	0.0428754987489011	0.0453875094055681	0.040921360446284	0.0396367779580845
Zfp451	ENSMUSG00000042197.13	chr1	33761544	33814595	53051	0.0192676646555424	0.0186994106991355	0.0218081688848095	0.0183407420906363	0.016617803450271	0.0187041614881383	0.013328853046595	0.0189557257084734
Bend6	ENSMUSG00000042182.16	chr1	33852051	33907816	55765	0.0209208351190841	0.022717037493088	0.0231347752571509	0.0215045578244238	0.0187772485495446	0.0214759441317602	0.0169359777641683	0.0215176392650795
Dst	ENSMUSG00000026131.20	chr1	33908224	34308661	400437	0.0228231006678218	0.0226984711469028	0.0248394719938183	0.0222322855087764	0.0175465278843329	0.0202576440360923	0.0164135259180836	0.0198763215760195
Ccdc115	ENSMUSG00000042111.9	chr1	34436669	34439672	3003	0.0146324668617662	0.00574374079528719	0.0165231556900163	0.00685895181146676	0.0135156008649985	0.0215017064846416	0.00740178401973809	0.013328705310656
Imp4	ENSMUSG00000026127.13	chr1	34439850	34449356	9506	0.0128382943916924	0.0146241489509518	0.0160269292604502	0.0104129548244051	0.0134628194790169	0.0109607426462364	0.00812669306105439	0.0142073859054991
Ptpn18	ENSMUSG00000026126.15	chr1	34459761	34475733	15972	0.0334649242217987	0.0348531443597629	0.0365881032547699	0.0358514073584378	0.0298039215686275	0.0329645289515659	0.0298363521292306	0.0340184902611974
Prss39	ENSMUSG00000026125.9	chr1	34498409	34503063	4654	0.0162218240120721	0.0198837842745597	0.0364331496682784	0.032344734938514	0.0249976192743548	0.0235696821515892	0.019527760051053	0.0180727584326556
Cfc1	ENSMUSG00000026124.4	chr1	34535647	34544313	8666	0.0495647228662671	0.0525625744934446	0.0449142857142857	0.0550020851675085	0.0501701422214466	0.0481889478217508	0.0493893357164135	0.0516183587916734
Prss40	ENSMUSG00000037529.13	chr1	34543967	34560943	16976	0.0303530331321377	0.0308209801697501	0.0309088331206579	0.031423247682363	0.0302223563521918	0.0336219369359024	0.027197445334488	0.0317500750539024
Amer3	ENSMUSG00000045174.10	chr1	34579656	34590944	11288	0.015778801843318	0.0188356738277977	0.0170414617006325	0.0114622303589907	0.0204981653965566	0.0210016155088853	0.0179066944155394	0.0201058665262912
Arhgef4	ENSMUSG00000037509.21	chr1	34678187	34813309	135122	0.0299464175854472	0.0309632999915743	0.0321749706195851	0.0292330972170442	0.0245133029039133	0.0266046844269623	0.0228549809185419	0.0258802401080219
Arhgef4	ENSMUSG00000118272.1	chr1	34801793	34801964	171	0.0299464175854472	0.0309632999915743	0.0321749706195851	0.0292330972170442	0.0245133029039133	0.0266046844269623	0.0228549809185419	0.0258802401080219
Fam168b	ENSMUSG00000037503.12	chr1	34813218	34843065	29847	0.0131790744466801	0.0123683857035101	0.0188369412470592	0.0110234934558944	0.0113518163468404	0.013103044781941	0.00857849656860137	0.0137290561087592
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	29605	0.0195348837209302	0.0175725096027785	0.0208722014925373	0.0146604836908687	0.0129205972859809	0.0169740907692513	0.0118644342512602	0.0170954548799849
Hs6st1	ENSMUSG00000045216.7	chr1	36068399	36106446	38047	0.0152524167561762	0.0186353290909935	0.0225225225225225	0.0209120770338373	0.0176146769396701	0.0182789095110704	0.0158527993062707	0.0206050068394944
Uggt1	ENSMUSG00000037470.14	chr1	36140026	36244720	104694	0.0132797682454727	0.0137461572244181	0.0157325510697691	0.0132451204356583	0.010833311576419	0.0124651898410578	0.00962061535957371	0.0138682481701135
Neurl3	ENSMUSG00000047180.8	chr1	36264596	36274679	10083	0.0647910722669652	0.0668305132810285	0.0732041674282581	0.0675956820412169	0.0804610733182162	0.0844651496147644	0.0870985058602487	0.0827938719054105
Arid5a	ENSMUSG00000037447.16	chr1	36307732	36324029	16297	0.0401407596165514	0.0408003819610226	0.0400583892429049	0.0394708009203462	0.0249953962310478	0.0293899989428058	0.0329568023833168	0.0271526275793535
Kansl3	ENSMUSG00000010453.12	chr1	36335729	36369181	33452	0.0102681718235474	0.0119637498379909	0.0190213864413135	0.0133754809098477	0.00994971484638499	0.0140382182869534	0.00750257195192332	0.0122271676596299
Fer1l5	ENSMUSG00000037432.15	chr1	36372290	36422110	49820	0.0209230578902197	0.0196651203247318	0.0243532691085139	0.0238397374075766	0.0159810551854892	0.0177530427889617	0.0139934375603165	0.0183638421607275
Lman2l	ENSMUSG00000001143.13	chr1	36419870	36445271	25401	0.0148933890496089	0.0144477767635937	0.0217494000491298	0.0140934331240946	0.0169021110052375	0.0167026979003169	0.0171484726885595	0.0188227382925635
Cnnm4	ENSMUSG00000037408.10	chr1	36471619	36508764	37145	0.0246884613379217	0.0241177272107917	0.0260637906057407	0.0237607186168557	0.0296532171912236	0.0309842797295616	0.0290960744287555	0.0305265446463801
Cnnm3	ENSMUSG00000001138.13	chr1	36511866	36528237	16371	0.0190174326465927	0.0186921836544174	0.0243017772941603	0.0197652714209006	0.0171192725262365	0.0220813292522956	0.0135493753910548	0.0182833359655887
Ankrd23	ENSMUSG00000067653.12	chr1	36530187	36536883	6696	0.0292524377031419	0.0311577894473618	0.0224557452930506	0.0268148706355187	0.0275358793480905	0.0279847462599003	0.0278921649371328	0.0284031091100508
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	9237	0.0308494682301609	0.0313835850669706	0.0270823850705507	0.026784973878431	0.0311434302908726	0.0329338842975207	0.0318367655966081	0.032521103611151
Ankrd39	ENSMUSG00000079610.9	chr1	36537506	36547445	9939	0.0322647608315293	0.0338745513587421	0.0361479807963852	0.0314948353147535	0.0393626991565136	0.0427753452340855	0.0374527978029523	0.0398168514611483
Sema4c	ENSMUSG00000026121.13	chr1	36548638	36558349	9711	0.0206345362073141	0.0199327207912838	0.0210447200300639	0.0167447672602312	0.020330008037445	0.0254572286934064	0.0202383629413087	0.0274471852736482
Fam178b	ENSMUSG00000046337.17	chr1	36562691	36683183	120492	0.0571994759350947	0.0576731980213783	0.0588812781966157	0.0563512840691904	0.0533475045418329	0.0551431500306263	0.0526345805087807	0.0551758066634778
Cox5b	ENSMUSG00000061518.11	chr1	36691448	36693681	2233	0.00556253364435672	0.00656275635767022	0.00170068027210884	0.000856164383561644	0.00742686350874015	0.0056980056980057	0.00991798588594316	0.00881821467293097
Actr1b	ENSMUSG00000037351.9	chr1	36698113	36714422	16309	0.0114273276378081	0.0128162131084707	0.0142390213908935	0.0123160018993352	0.0126232126855495	0.0205263302324305	0.011431784107946	0.0152881476453667
4933424G06Rik	ENSMUSG00000102416.4	chr1	36710148	36757953	47805	0.0207115469231253	0.0226792084707022	0.0264588839272153	0.0214296319514328	0.0192529105732941	0.0216755418885472	0.0173266824827139	0.0195240940193227
Zap70	ENSMUSG00000026117.10	chr1	36761797	36782818	21021	0.0256642457392281	0.0284405391037869	0.0244433283107316	0.0267382756305745	0.0180304252099774	0.0226501981223004	0.0159624199028573	0.0225719507598654
