gene_name	gene_id	chr	start	end	strand	gene_length	gene_type	n_ca_sites_mean	total_coverage_mean	mca_ctrl	mca_mut	mca_diff	log2_fc	ctrl_F1_mca	ctrl_F2_mca	ctrl_M1_mca	ctrl_M2_mca	mut_F1_mca	mut_F2_mca	mut_M1_mca	mut_M2_mca	dss_stat	dss_pval	dss_fdr	p_bonferroni	p_bh	sig_bonferroni	sig_fdr	dispersion	overlaps_sig_gene	loo_n_sig
Skida1	ENSMUSG00000054074.9	chr2	18040675	18049051	-	8376	protein_coding	1169	25380.25	0.0648384958666478	0.112841386129645	0.0480028902629971	0.799373764536713	0.0665048770243151	0.0655690765926986	0.0655749479278891	0.0617050819216884	0.110666114256779	0.118905136077431	0.107515337423313	0.114278956761057	6.66180790439628	2.7047941765765e-11	1.62056947561882e-08	5.50993621710398e-07	1.62056947561882e-08	TRUE	TRUE	0.001	FALSE	7
Oprl1	ENSMUSG00000027584.17	chr2	181715015	181720985	+	5970	protein_coding	1013	25205.75	0.0398888187513339	0.0775350108046418	0.0376461920533078	0.958863503280187	0.0395360824742268	0.0400235432607416	0.0401277955271565	0.0398678537432107	0.0720107715611551	0.0795570524596857	0.0811900543710673	0.0773821648266591	6.59066074128565	4.37873432374088e-11	2.48747890196125e-08	8.91991969089255e-07	2.48747890196125e-08	TRUE	TRUE	0.001	FALSE	7
Hgd	ENSMUSG00000022821.13	chr16	37580152	37632020	+	51868	protein_coding	7711.25	179011.5	0.051509912134742	0.0929557933363028	0.0414458812015608	0.851694702719053	0.0526942715407355	0.051219527970558	0.0506983649272347	0.0514274841004398	0.0934610510377063	0.0958249656484515	0.0889201605893796	0.0936169960696737	6.59007928038052	4.39591774928109e-11	2.48747890196125e-08	8.9549240470605e-07	2.48747890196125e-08	TRUE	TRUE	0.001	FALSE	7
Rag1	ENSMUSG00000061311.6	chr2	101638281	101649501	-	11220	protein_coding	1665.25	39979.125	0.0338634107920864	0.068229520279495	0.0343661094874087	1.01066878102096	0.0333574102042156	0.0373142603681526	0.0320499214670798	0.0327320511288974	0.0693695625536086	0.0686703628051746	0.0664118490205447	0.0684663067386523	6.48995644181183	8.58611945138127e-11	4.72723890119157e-08	1.74907839344088e-06	4.72723890119157e-08	TRUE	TRUE	0.001	FALSE	7
Nrros	ENSMUSG00000052384.14	chr16	32142784	32165594	-	22810	protein_coding	2959.125	59683.25	0.0254971348640758	0.0560054815070967	0.0305083466430209	1.13523289784468	0.0239299696476488	0.0273228331012298	0.0253053855051203	0.0254303512023041	0.0575507406193187	0.0556737199868435	0.0541742730054251	0.0566231924167993	6.4317808396013	1.26117497956445e-10	6.76089355492302e-08	2.56913955087075e-06	6.76089355492302e-08	TRUE	TRUE	0.001	FALSE	7
Runx1t1	ENSMUSG00000006586.15	chr4	13743435	13893649	+	150214	protein_coding	22182.125	533417.5	0.0652661312593422	0.10940957999734	0.0441434487379981	0.745332638090362	0.0667415585006623	0.0676341120036693	0.0635900316477374	0.0630988228852997	0.108523141889187	0.113780950638203	0.105309700826045	0.110024526635927	6.41586901908703	1.40021797622656e-10	7.31380522915671e-08	2.85238403937112e-06	7.31380522915671e-08	TRUE	TRUE	0.001	FALSE	7
Gm17545	ENSMUSG00000091159.1	chr9	22454289	22462062	+	7773	protein_coding	1284.625	30292.5	0.0259671742855932	0.0579339325341325	0.0319667582485393	1.15771956760048	0.025949419227284	0.0248160065091165	0.0283554918078005	0.0247477795981719	0.0592538700941757	0.0637827465376272	0.0540670367207515	0.0546320767839755	6.39905746388446	1.56339001423352e-10	7.96195449498775e-08	3.1847817979951e-06	7.96195449498775e-08	TRUE	TRUE	0.001	FALSE	7
Slc6a6	ENSMUSG00000030096.8	chr6	91684052	91759066	+	75014	protein_coding	12055.75	250033.375	0.0972570808788889	0.0572874419808553	-0.0399696388980336	-0.763584371000527	0.0988690585770936	0.099123482014134	0.0945968129282514	0.0964389699960766	0.0571756132151157	0.0588533633107631	0.0545483059341738	0.0585724854633685	-6.38241340982227	1.74318598889721e-10	8.66108336093293e-08	3.5510441779825e-06	8.66108336093293e-08	TRUE	TRUE	0.001	FALSE	7
Otud1	ENSMUSG00000043415.5	chr2	19657751	19660583	+	2832	protein_coding	349	6920.75	0.04305957698653	0.0781760501371474	0.0351164731506174	0.860392547304485	0.0471410647069367	0.0442301296973728	0.0327156257149394	0.0481514878268711	0.0815527065527065	0.0756285482562855	0.0858971203544179	0.0696258253851798	6.37573887899994	1.82082934154455e-10	8.83145583728668e-08	3.70921145166041e-06	8.83145583728668e-08	TRUE	TRUE	0.001	FALSE	7
Ly6g6d	ENSMUSG00000073413.9	chr17	35071442	35078065	-	6623	protein_coding	1040.75	23500.875	0.0367044335108087	0.0731430331208251	0.0364385996100164	0.994766118069674	0.0333095650402363	0.0396961266852129	0.0340986587860877	0.0397133835316978	0.0755550163775325	0.0765874653617122	0.0651814206358586	0.0752482301081972	6.34220384236882	2.26501343253731e-10	1.07212674542147e-07	4.61405886342175e-06	1.07212674542147e-07	TRUE	TRUE	0.001	FALSE	7
Saa3	ENSMUSG00000040026.8	chr7	46711997	46715700	-	3703	protein_coding	547.75	11782.875	0.0335709146905433	0.067703232875882	0.0341323181853387	1.01201287913653	0.0359274937588191	0.0315778430549727	0.0354366028708134	0.0313417190775681	0.0651344998694176	0.0645294725956567	0.071980805118635	0.0691681539198189	6.33879292935878	2.31572219324259e-10	1.07212674542147e-07	4.71735767985449e-06	1.07212674542147e-07	TRUE	TRUE	0.001	FALSE	7
Gm17482	ENSMUSG00000092004.1	chr6	115227342	115259294	+	31952	protein_coding	4900.25	102469.375	0.0252582059861671	0.0551729633664823	0.0299147573803152	1.12720929789144	0.0247704125327747	0.0244950719017612	0.0286028975684148	0.0231644419417178	0.055912143140776	0.0538739204888445	0.0547606119646108	0.056145177871698	6.32798486121319	2.48383502855699e-10	1.12440451926077e-07	5.05982033667345e-06	1.12440451926077e-07	TRUE	TRUE	0.001	FALSE	7
9130401M01Rik	ENSMUSG00000101892.1	chr15	58022258	58034325	-	12067	protein_coding	1951.625	46834.25	0.0272191857914062	0.0592486543595818	0.0320294685681756	1.12215847616608	0.0262740845775294	0.0318170519512801	0.0272835112692764	0.0235020953675388	0.057863339079988	0.063184940485554	0.05422107394735	0.0617252639254351	6.26992432946024	3.61223607496867e-10	1.59967089311276e-07	7.35848610831868e-06	1.59967089311276e-07	TRUE	TRUE	0.001	FALSE	7
Tff3	ENSMUSG00000024029.4	chr17	31125305	31129646	-	4341	protein_coding	724.875	14138.75	0.0285944683936915	0.0643031833958694	0.0357087150021779	1.16915407712064	0.024	0.0280401636296021	0.0368379800694211	0.0254997298757428	0.0575868372943327	0.0726144558108335	0.0597168303265586	0.067294610151753	6.23920182268001	4.39809248612608e-10	1.90624557521009e-07	8.95935420348744e-06	1.90624557521009e-07	TRUE	TRUE	0.001	FALSE	7
Commd3	ENSMUSG00000051154.11	chr2	18672383	18676231	+	3848	protein_coding	478.875	9483	0.0362565007845605	0.0694227081830031	0.0331662073984426	0.937167952562053	0.0346129641283826	0.0458738162587628	0.0358196375895491	0.0287195851615477	0.0693634207320982	0.0659114315139032	0.0763852925945106	0.0660306878915005	6.19481160065877	5.83547876546948e-10	2.47655287357039e-07	1.18874537931379e-05	2.47655287357039e-07	TRUE	TRUE	0.001	FALSE	7
Zbbx	ENSMUSG00000034151.13	chr3	75037906	75165034	-	127128	protein_coding	17768	422003.75	0.0280307181411624	0.0575379988651006	0.0295072807239382	1.03750633954599	0.027191879559077	0.0286825713371248	0.0290376364404331	0.0272107852280145	0.0588066864444184	0.0573420012488391	0.0573889520173846	0.0566143557497602	6.16026193992491	7.2624715340211e-10	3.01926137999069e-07	1.47943807619544e-05	3.01926137999069e-07	TRUE	TRUE	0.001	FALSE	7
Lancl3	ENSMUSG00000047344.9	chrX	9199901	9268085	+	68184	protein_coding	9856.625	181094	0.0239959144664541	0.0515488522061101	0.0275529377396561	1.10315151056641	0.0185470876615585	0.018878783257992	0.029601069618482	0.0289567173277837	0.0384693187817309	0.0397449581484186	0.0638835464041935	0.0640975854900975	6.11369476890177	9.73504253967068e-10	3.96625103151263e-07	1.98312551575631e-05	3.96625103151263e-07	TRUE	TRUE	0.001	FALSE	7
Alg8	ENSMUSG00000035704.17	chr7	97371605	97392185	+	20580	protein_coding	3185.875	79529.125	0.0326371767301073	0.0650190406900499	0.0323818639599426	0.994346007466684	0.033748266632268	0.0290125600509348	0.034113886895832	0.0336739933413943	0.0649330654975734	0.0683572572945156	0.0612648221343874	0.0655210178337232	6.10100327614798	1.05404747588343e-09	4.21019630023949e-07	2.14720011312214e-05	4.21019630023949e-07	TRUE	TRUE	0.001	FALSE	7
Tmem51	ENSMUSG00000040616.3	chr4	142030991	142084304	-	53313	protein_coding	8414.625	176097.125	0.0467026129716394	0.0836678940481937	0.0369652810765543	0.841170852618504	0.0475235755606625	0.0469406333311659	0.0469393027848008	0.0454069402099285	0.0845083682765913	0.086782213478954	0.0786436483847894	0.0847373460524403	6.07922189193893	1.20767143671559e-09	4.60690241042886e-07	2.46014748373332e-05	4.60690241042886e-07	TRUE	TRUE	0.001	FALSE	7
Csmd2	ENSMUSG00000028804.20	chr4	127987856	128567656	+	579800	protein_coding	92414.25	2034088.875	0.087260720512495	0.0515239162826245	-0.0357368042298705	-0.760090130645336	0.0878782092639329	0.0870753222388584	0.0862158904898099	0.0878734600573787	0.0513153748569357	0.0538011030947724	0.0483571365155382	0.0526220506632517	-6.07759361691042	1.21999458207395e-09	4.60690241042886e-07	2.48525096314284e-05	4.60690241042886e-07	TRUE	TRUE	0.001	FALSE	7
Kazald1	ENSMUSG00000025213.11	chr19	45075240	45079289	+	4049	protein_coding	583.875	10252.375	0.0476345269273744	0.0209366354867149	-0.0266978914406595	-1.18597804105773	0.0479683972911964	0.0452855694491382	0.048	0.049284140969163	0.0212109768378651	0.0209516085428494	0.0184206552921637	0.0231633012739816	-6.07743386513321	1.22121020157655e-09	4.60690241042886e-07	2.48772730163158e-05	4.60690241042886e-07	TRUE	TRUE	0.001	FALSE	7
Mab21l2	ENSMUSG00000057777.4	chr3	86545580	86548629	-	3049	protein_coding	401	7826	0.0529289828139434	0.0245944107647032	-0.0283345720492402	-1.10572743736487	0.0521005623552762	0.0455522131499785	0.0564797699733005	0.0575833857772184	0.026673640167364	0.0257898130238556	0.019851614196912	0.0260625756706812	-6.06340752462062	1.33267420087929e-09	4.93598293565673e-07	2.7147906146112e-05	4.93598293565673e-07	TRUE	TRUE	0.001	FALSE	7
Dipk2b	ENSMUSG00000037358.6	chrX	18414880	18461397	-	46517	protein_coding	6753.625	116521	0.0300233676094652	0.0611362945915812	0.031112926982116	1.0259433068296	0.0220141416408793	0.0243711884462514	0.0410449484917079	0.0326631918590221	0.0427477057085083	0.0491329239615445	0.0750736938933372	0.0775908548029347	6.02648811156476	1.67560631156091e-09	6.0953171737156e-07	3.41337761728074e-05	6.0953171737156e-07	TRUE	TRUE	0.001	FALSE	7
Cxcl2	ENSMUSG00000058427.10	chr5	90903870	90905938	+	2068	protein_coding	303	6979.75	0.0506353980583366	0.021901076150869	-0.0287343219074677	-1.20914453187261	0.0514345696291113	0.0479421076436002	0.0488679668235822	0.054296948137053	0.0229958189420105	0.0194602533504681	0.0208720810084728	0.0242761513025244	-5.98986588661073	2.10014147477469e-09	7.50561087414652e-07	4.27819819826351e-05	7.50561087414652e-07	TRUE	TRUE	0.001	FALSE	7
Dsc2	ENSMUSG00000024331.11	chr18	20030632	20059554	-	28922	protein_coding	4294.125	109790.625	0.0304582415079057	0.0615392472056952	0.0310810056977895	1.0146741447326	0.0308363385087132	0.0280235189656853	0.0335424591216717	0.0294306494355526	0.0601940726326032	0.0630295142027309	0.0587202040179036	0.0642131979695432	5.98631560902155	2.14647673278018e-09	7.53894440059743e-07	4.37258775234651e-05	7.53894440059743e-07	TRUE	TRUE	0.001	FALSE	7
