gene_name	feature_type	feature_rank	chr	start	end	strand	feature_length	ctrl_coverage	ctrl_methylated	ctrl_ch_sites	mut_coverage	mut_methylated	mut_ch_sites	mch_ctrl	mch_mut	delta_mch	enhancer_overlap	enhancer_status	gene_edger_logFC	gene_edger_fdr	gene_mch_diff	gene_mch_sig	gene_mch_hyper	gene_mch_hypo	midpoint_mb	facet_label
Arhgap26	Exon	3	chr18	38993144	38993629	+	485	7280	89	900	13532	155	900	0.0122252747252747	0.011454330475909	-0.000770944249365768	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	38.9933865	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	3	chr18	38993618	38993639	+	21	268	1	32	382	6	32	0.00373134328358209	0.0157068062827225	0.0119754629991404	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	38.9936285	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	3	chr18	38993629	39097629	+	104000	2939511	78799	175685	5164679	290050	175865	0.0268068396410151	0.056160315094123	0.0293534754531079	TRUE	Active enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.045629	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	3	chr18	39097619	39097640	+	21	245	2	16	373	6	16	0.00816326530612245	0.0160857908847185	0.00792252557859605	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.0976295	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	4	chr18	39097629	39097725	+	96	1945	152	116	2954	326	116	0.0781491002570694	0.110358835477319	0.0322097352202495	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.097677	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	4	chr18	39097714	39097735	+	21	532	93	32	817	196	32	0.174812030075188	0.239902080783354	0.0650900507081658	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.0977245	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	4	chr18	39097725	39099310	+	1585	45623	1390	2868	76007	3105	2868	0.0304670889682835	0.040851500519689	0.0103844115514054	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.0985175	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	4	chr18	39099300	39099321	+	21	625	30	32	1023	33	32	0.048	0.032258064516129	-0.015741935483871	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.0993105	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	5	chr18	39099310	39099402	+	92	2729	155	136	4420	324	136	0.0567973616709417	0.0733031674208145	0.0165058057498727	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.099356	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	5	chr18	39099391	39099412	+	21	754	38	32	1278	80	32	0.0503978779840849	0.0625978090766823	0.0121999310925974	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.0994015	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	5	chr18	39099402	39099571	+	169	4978	385	288	9071	932	288	0.0773402973081559	0.10274501157535	0.0254047142671941	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.0994865	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	5	chr18	39099561	39099582	+	21	468	1	28	857	14	28	0.00213675213675214	0.0163360560093349	0.0141993038725828	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.0995715	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	6	chr18	39099571	39100149	+	578	18702	461	1072	33266	982	1072	0.0246497700780665	0.0295196296518968	0.00486985957383031	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.09986	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	6	chr18	39100138	39100159	+	21	325	3	24	500	5	24	0.00923076923076923	0.01	0.000769230769230769	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1001485	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	6	chr18	39100149	39102168	+	2019	60175	1154	3556	107388	2732	3556	0.0191773992521811	0.025440458896711	0.00626305964452985	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1011585	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	6	chr18	39102158	39102179	+	21	474	1	32	762	12	32	0.00210970464135021	0.015748031496063	0.0136383268547128	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1021685	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	7	chr18	39102168	39102240	+	72	2012	41	132	3240	102	132	0.0203777335984095	0.0314814814814815	0.0111037478830719	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.102204	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	7	chr18	39102229	39102250	+	21	720	12	48	1236	36	48	0.0166666666666667	0.029126213592233	0.0124595469255663	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1022395	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	7	chr18	39102240	39110454	+	8214	236713	5261	14160	386506	10446	14172	0.02222522632893	0.0270267473208695	0.00480152099193956	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.106347	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	7	chr18	39110444	39110465	+	21	455	3	44	715	5	44	0.00659340659340659	0.00699300699300699	0.0003996003996004	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1104545	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	8	chr18	39110454	39110556	+	102	1636	24	152	2672	40	152	0.0146699266503667	0.0149700598802395	0.000300133229872773	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.110505	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	8	chr18	39110545	39110566	+	21	556	15	48	941	19	48	0.026978417266187	0.0201912858660999	-0.00678713140008716	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1105555	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	8	chr18	39110556	39111789	+	1233	24579	278	2022	43767	1115	2044	0.0113104682859351	0.0254758151118423	0.0141653468259071	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1111725	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	8	chr18	39111779	39111800	+	21	652	3	40	1123	16	40	0.00460122699386503	0.0142475512021371	0.0096463242082721	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1117895	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	9	chr18	39111789	39111900	+	111	3013	70	192	5497	184	192	0.0232326584799203	0.0334728033472803	0.01024014486736	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1118445	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	9	chr18	39111889	39111910	+	21	629	19	40	1049	43	40	0.0302066772655008	0.0409914204003813	0.0107847431348805	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1118995	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	9	chr18	39111900	39120118	+	8218	223828	4368	14562	354123	7988	14570	0.0195149847204103	0.0225571341031224	0.00304214938271205	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.116009	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	9	chr18	39120108	39120129	+	21	506	30	52	780	7	52	0.0592885375494071	0.00897435897435897	-0.0503141785750481	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1201185	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	10	chr18	39120118	39120223	+	105	1921	105	188	2967	36	188	0.0546590317542946	0.0121334681496461	-0.0425255636046485	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1201705	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	10	chr18	39120212	39120233	+	21	373	14	40	679	3	40	0.0375335120643432	0.00441826215022091	-0.0331152499141222	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1202225	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	10	chr18	39120223	39121773	+	1550	47117	636	2876	75445	1408	2876	0.0134983127109111	0.0186626018954205	0.00516428918450937	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.120998	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	10	chr18	39121763	39121784	+	21	570	8	32	841	9	32	0.0140350877192982	0.0107015457788347	-0.00333354194046353	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1217735	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	11	chr18	39121773	39121903	+	130	4265	40	236	6228	81	236	0.00937866354044549	0.0130057803468208	0.00362711680637532	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.121838	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	11	chr18	39121892	39121913	+	21	770	20	36	965	37	36	0.025974025974026	0.0383419689119171	0.0123679429378911	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1219025	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	11	chr18	39121903	39126832	+	4929	122842	2262	7871	209940	6100	7910	0.0184138975269045	0.0290559207392588	0.0106420232123544	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1243675	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	11	chr18	39126822	39126843	+	21	927	9	44	1232	19	44	0.00970873786407767	0.0154220779220779	0.00571334005800025	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1268325	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	12	chr18	39126832	39126933	+	101	3749	53	180	5203	107	180	0.0141371032275273	0.0205650586200269	0.00642795539249957	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1268825	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	12	chr18	39126922	39126943	+	21	1106	7	52	1389	15	52	0.00632911392405063	0.0107991360691145	0.00447002214506384	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1269325	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	12	chr18	39126933	39132055	+	5122	154579	2632	8537	245505	4684	8544	0.0170268923980618	0.0190790411600578	0.00205214876199601	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.129494	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	12	chr18	39132045	39132066	+	21	899	12	40	1286	8	40	0.0133481646273637	0.00622083981337481	-0.00712732481398893	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1320555	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	13	chr18	39132055	39132150	+	95	3180	57	144	4625	76	144	0.0179245283018868	0.0164324324324324	-0.00149209586945436	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1321025	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	13	chr18	39132139	39132160	+	21	935	18	44	1422	6	44	0.0192513368983957	0.00421940928270042	-0.0150319276156953	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1321495	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	13	chr18	39132150	39150039	+	17889	458540	10527	29930	733641	22015	29983	0.0229576481877263	0.0300078648821426	0.00705021669441637	TRUE	Active enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1410945	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	13	chr18	39150029	39150050	+	21	676	5	44	1476	9	44	0.00739644970414201	0.00609756097560976	-0.00129888872853226	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1500395	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	14	chr18	39150039	39150118	+	79	2433	25	160	5267	60	160	0.010275380189067	0.0113916840706284	0.00111630388156145	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1500785	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	14	chr18	39150107	39150128	+	21	538	5	36	1126	4	36	0.00929368029739777	0.00355239786856128	-0.00574128242883649	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1501175	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	14	chr18	39150118	39205283	+	55165	1480035	36113	89967	2468780	81303	90314	0.0244000986463158	0.0329324605675678	0.00853236192125199	TRUE	Active enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.1777005	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	14	chr18	39205273	39205294	+	21	397	6	28	702	29	28	0.0151133501259446	0.0413105413105413	0.0261971911845967	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2052835	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	15	chr18	39205283	39205320	+	37	1033	34	72	1664	56	72	0.0329138431752178	0.0336538461538462	0.000740002978628342	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2053015	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	15	chr18	39205309	39205330	+	21	500	38	36	615	30	36	0.076	0.0487804878048781	-0.0272195121951219	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2053195	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	15	chr18	39205320	39227367	+	22047	594571	13583	36696	1003943	41744	36783	0.0228450428964749	0.0415800498633887	0.0187350069669137	TRUE	Active enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2163435	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	15	chr18	39227357	39227378	+	21	766	20	32	1191	48	32	0.0261096605744125	0.0403022670025189	0.0141926064281064	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2273675	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	16	chr18	39227367	39227433	+	66	2466	53	108	3946	167	108	0.021492295214923	0.0423213380638621	0.0208290428489392	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2274	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	16	chr18	39227422	39227443	+	21	968	16	44	1602	64	44	0.0165289256198347	0.0399500624219725	0.0234211368021378	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2274325	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	16	chr18	39227433	39229890	+	2457	67290	1838	4064	107300	3779	4064	0.0273146084113538	0.0352190121155638	0.00790440370421	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2286615	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	16	chr18	39229880	39229901	+	21	600	19	40	963	20	40	0.0316666666666667	0.0207684319833853	-0.0108982346832814	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2298905	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	17	chr18	39229890	39229965	+	75	2438	82	152	3769	41	152	0.0336341263330599	0.0108782170336959	-0.0227559092993639	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2299275	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	17	chr18	39229954	39229975	+	21	586	20	36	915	30	36	0.0341296928327645	0.0327868852459016	-0.00134280758686287	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2299645	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	17	chr18	39229965	39243605	+	13640	364202	7408	22405	591943	14788	22508	0.0203403605691347	0.0249821351042246	0.00464177453508985	TRUE	Active enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.236785	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	17	chr18	39243595	39243616	+	21	590	8	36	1022	11	36	0.0135593220338983	0.0107632093933464	-0.00279611264055193	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2436055	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	18	chr18	39243605	39243693	+	88	2688	41	160	4620	31	160	0.0152529761904762	0.00670995670995671	-0.00854301948051948	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.243649	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	18	chr18	39243682	39243703	+	21	617	13	40	1039	5	40	0.0210696920583468	0.00481231953801732	-0.0162573725203295	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2436925	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	18	chr18	39243693	39245282	+	1589	44993	951	2792	74542	1278	2792	0.0211366212521948	0.0171446969493708	-0.00399192430282396	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2444875	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	18	chr18	39245272	39245293	+	21	643	17	32	1078	11	32	0.0264385692068429	0.0102040816326531	-0.0162344875741899	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2452825	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	19	chr18	39245282	39245341	+	59	2058	50	104	3578	37	104	0.0242954324586978	0.0103409726103969	-0.0139544598483009	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2453115	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	19	chr18	39245330	39245351	+	21	709	10	36	1249	12	36	0.0141043723554302	0.00960768614891913	-0.00449668620651105	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2453405	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Intron	19	chr18	39245341	39246818	+	1477	41947	531	2396	67028	996	2396	0.0126588313824588	0.0148594617174912	0.00220063033503238	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2460795	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Acceptor	19	chr18	39246808	39246829	+	21	621	5	40	788	9	40	0.00805152979066022	0.0114213197969543	0.00336979000629409	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2468185	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	Exon	20	chr18	39246818	39246924	+	106	2688	27	196	3744	53	196	0.0100446428571429	0.0141559829059829	0.00411134004884005	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.246871	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
Arhgap26	SpliceSite_Donor	20	chr18	39246913	39246934	+	21	505	6	48	808	16	48	0.0118811881188119	0.0198019801980198	0.00792079207920792	FALSE	No enhancer	0.704215640764072	4.81031639917514e-18	0.0170988603431517	TRUE	TRUE	FALSE	39.2469235	Arhgap26 (chr18, gene logFC = 0.70, FDR = 4.8e-18)
