gene_name	chr	mch_hyper	k119ub_gained
Zbtb16	chr9	FALSE	FALSE
Ppp2r2b	chr18	FALSE	FALSE
Fgf20	chr8	TRUE	TRUE
Kbtbd12	chr6	TRUE	TRUE
Shank2	chr7	FALSE	FALSE
Nfia	chr4	TRUE	TRUE
Grxcr1	chr5	TRUE	TRUE
Myo3b	chr2	TRUE	TRUE
Prune2	chr19	TRUE	TRUE
Ptchd4	chr17	TRUE	TRUE
Klhl29	chr12	FALSE	TRUE
Ralgps1	chr2	FALSE	FALSE
Pex14	chr4	FALSE	FALSE
Ift57	chr16	TRUE	TRUE
Elp4	chr2	TRUE	TRUE
Kctd8	chr5	TRUE	TRUE
Slc5a10	chr11	FALSE	FALSE
Ebf2	chr14	FALSE	FALSE
Sybu	chr15	TRUE	TRUE
Mark1	chr1	FALSE	TRUE
Galnt7	chr8	TRUE	TRUE
Epha5	chr5	TRUE	TRUE
Psd3	chr8	TRUE	TRUE
Asb15	chr6	TRUE	TRUE
Npvf	chr6	TRUE	TRUE
Prkcb	chr7	FALSE	FALSE
Adam22	chr5	FALSE	TRUE
Itgb5	chr16	TRUE	TRUE
Spag17	chr3	TRUE	TRUE
Lpp	chr16	TRUE	TRUE
Runx1	chr16	FALSE	TRUE
Vav2	chr2	FALSE	FALSE
Astn2	chr4	FALSE	TRUE
Dip2c	chr13	FALSE	TRUE
Sh3pxd2a	chr19	FALSE	FALSE
Nbea	chr3	FALSE	TRUE
Hcn1	chr13	TRUE	TRUE
Dsc2	chr18	TRUE	TRUE
Fbh1	chr2	FALSE	FALSE
Ptprk	chr10	TRUE	TRUE
Zfpm2	chr15	FALSE	TRUE
Rab3c	chr13	TRUE	TRUE
Focad	chr4	TRUE	TRUE
Mbd5	chr2	FALSE	FALSE
Samd12	chr15	TRUE	TRUE
Cdk15	chr1	TRUE	TRUE
Adamts14	chr10	FALSE	FALSE
Isx	chr8	TRUE	TRUE
Slc39a11	chr11	FALSE	TRUE
Fam72a	chr1	TRUE	TRUE
Ercc8	chr13	TRUE	TRUE
Bank1	chr3	TRUE	TRUE
Lrrc36	chr8	TRUE	TRUE
Wipf3	chr6	TRUE	FALSE
Rxra	chr2	FALSE	FALSE
Gnaq	chr19	FALSE	TRUE
Cacnb4	chr2	FALSE	TRUE
Fam83g	chr11	FALSE	FALSE
Col5a1	chr2	FALSE	FALSE
Syn2	chr6	TRUE	TRUE
Rap1gap2	chr11	FALSE	FALSE
Rgs7	chr1	FALSE	TRUE
Pld5	chr1	TRUE	TRUE
Rbfox1	chr16	FALSE	FALSE
Adk	chr14	FALSE	TRUE
Kcnn3	chr3	FALSE	FALSE
Baz2b	chr2	FALSE	TRUE
Dnah11	chr12	TRUE	TRUE
Syt2	chr1	FALSE	FALSE
Lrfn2	chr17	FALSE	FALSE
Syt1	chr10	TRUE	TRUE
Nek7	chr1	FALSE	TRUE
Sema3a	chr5	TRUE	TRUE
Dkk3	chr7	FALSE	FALSE
Robo2	chr16	TRUE	TRUE
Ascc3	chr10	FALSE	TRUE
Gabrb3	chr7	FALSE	TRUE
Bcl2l15	chr3	TRUE	TRUE
Fam20c	chr5	FALSE	FALSE
Snd1	chr6	TRUE	TRUE
Sik3	chr9	FALSE	FALSE
Glt8d2	chr10	TRUE	TRUE
Xkr6	chr14	FALSE	TRUE
Pdlim7	chr13	FALSE	FALSE
Cenpf	chr1	TRUE	TRUE
Ctnna3	chr10	TRUE	TRUE
Lrrn1	chr6	TRUE	TRUE
Hecw2	chr1	FALSE	TRUE
Ppl	chr16	FALSE	FALSE
Rgl1	chr1	FALSE	TRUE
Aff3	chr1	FALSE	TRUE
F830045P16Rik	chr2	TRUE	TRUE
Tcf20	chr15	FALSE	FALSE
Shld1	chr2	TRUE	TRUE
Ncor2	chr5	FALSE	FALSE
Unc13c	chr9	FALSE	TRUE
Brinp3	chr1	TRUE	TRUE
Nfasc	chr1	FALSE	FALSE
Prdm5	chr6	TRUE	TRUE
Ncoa1	chr12	FALSE	TRUE
Rapgef2	chr3	FALSE	TRUE
Togaram2	chr17	FALSE	FALSE
Gria2	chr3	FALSE	TRUE
Fsip1	chr2	FALSE	TRUE
Mgll	chr6	TRUE	TRUE
Nsmaf	chr4	TRUE	TRUE
Gm1043	chr5	FALSE	TRUE
Anks1	chr17	FALSE	FALSE
Card11	chr5	FALSE	FALSE
Akt3	chr1	FALSE	TRUE
Prickle1	chr15	FALSE	TRUE
Hspa12a	chr19	FALSE	TRUE
Fmn1	chr2	FALSE	FALSE
Erc2	chr14	FALSE	TRUE
Wdr7	chr18	FALSE	TRUE
St18	chr1	TRUE	TRUE
Gphn	chr12	FALSE	TRUE
Dennd1a	chr2	FALSE	TRUE
Clvs1	chr4	FALSE	TRUE
Prr16	chr18	TRUE	TRUE
Nav1	chr1	FALSE	FALSE
Lrrc28	chr7	TRUE	TRUE
Myt1l	chr12	TRUE	TRUE
Serpinb8	chr1	TRUE	TRUE
B3gnt2	chr11	FALSE	FALSE
Megf6	chr4	FALSE	FALSE
Cntnap5a	chr1	TRUE	TRUE
Flrt3	chr2	TRUE	TRUE
Cntn4	chr6	TRUE	TRUE
Lca5l	chr16	TRUE	TRUE
Smad6	chr9	FALSE	FALSE
Osbpl10	chr9	FALSE	TRUE
Fmn2	chr1	FALSE	TRUE
Alg8	chr7	TRUE	TRUE
Camk1d	chr2	FALSE	TRUE
Zfp827	chr8	FALSE	TRUE
Fam120b	chr17	FALSE	TRUE
Farp1	chr14	FALSE	TRUE
Cd276	chr9	TRUE	TRUE
Cdh20	chr1	TRUE	TRUE
Fbln2	chr6	FALSE	FALSE
Mbnl2	chr14	FALSE	TRUE
Kcnab1	chr3	TRUE	TRUE
Sez6l	chr5	FALSE	FALSE
Galnt13	chr2	FALSE	TRUE
Pnpla7	chr2	FALSE	FALSE
Cep128	chr12	TRUE	TRUE
Otc	chrX	TRUE	TRUE
Myo18b	chr5	FALSE	FALSE
Ttc7b	chr12	FALSE	FALSE
Msrb3	chr10	FALSE	TRUE
Rapgef1	chr2	FALSE	FALSE
Atg7	chr6	FALSE	FALSE
Dipk2b	chrX	TRUE	TRUE
Snx29	chr16	FALSE	FALSE
1700019D03Rik	chr1	TRUE	TRUE
Ctnnbl1	chr2	FALSE	FALSE
Cadm2	chr16	TRUE	TRUE
Sobp	chr10	FALSE	TRUE
Coro1c	chr5	FALSE	FALSE
Osbpl5	chr7	FALSE	FALSE
Slc4a4	chr5	FALSE	FALSE
Abat	chr16	FALSE	FALSE
Hs6st3	chr14	FALSE	TRUE
Nr3c2	chr8	FALSE	TRUE
Grk5	chr19	FALSE	TRUE
Dnm3	chr1	FALSE	TRUE
Lhpp	chr7	TRUE	TRUE
Ntrk2	chr13	FALSE	TRUE
Mms22l	chr4	FALSE	TRUE
Uggt2	chr14	FALSE	TRUE
Ldlrad4	chr18	TRUE	TRUE
Mtss1	chr15	FALSE	TRUE
Nmrk1	chr19	TRUE	TRUE
Smad3	chr9	FALSE	FALSE
Neb	chr2	TRUE	TRUE
Prdm16	chr4	FALSE	FALSE
Pkig	chr2	TRUE	TRUE
Rag1	chr2	TRUE	TRUE
Stom	chr2	TRUE	TRUE
Fryl	chr5	FALSE	TRUE
Nrros	chr16	TRUE	TRUE
Triqk	chr4	TRUE	TRUE
Gabrb2	chr11	FALSE	TRUE
Capsl	chr15	TRUE	TRUE
Lipc	chr9	TRUE	TRUE
Pcca	chr14	FALSE	TRUE
Nr3c1	chr18	TRUE	TRUE
Nsf	chr11	FALSE	FALSE
Tdo2	chr3	TRUE	TRUE
Zfp462	chr4	FALSE	FALSE
Fibcd1	chr2	FALSE	FALSE
Tmeff2	chr1	TRUE	TRUE
Slc24a4	chr12	FALSE	FALSE
Chst15	chr7	TRUE	TRUE
Reln	chr5	FALSE	TRUE
Serpinb1b	chr13	TRUE	TRUE
Sdk2	chr11	FALSE	FALSE
Zfp704	chr3	FALSE	TRUE
Rabgap1l	chr1	FALSE	TRUE
Sorbs1	chr19	FALSE	TRUE
Mdga1	chr17	FALSE	FALSE
Efr3b	chr12	TRUE	TRUE
Strbp	chr2	FALSE	TRUE
Zfp516	chr18	FALSE	FALSE
Siah3	chr14	FALSE	TRUE
Syne3	chr12	FALSE	FALSE
Cobl	chr11	TRUE	TRUE
Mpped2	chr2	FALSE	TRUE
Ston2	chr12	FALSE	FALSE
Tmprss11g	chr5	TRUE	TRUE
Ppfia2	chr10	FALSE	TRUE
Ndrg1	chr15	FALSE	FALSE
Tasp1	chr2	FALSE	TRUE
Gpr158	chr2	FALSE	TRUE
Dennd1b	chr1	FALSE	TRUE
Eml4	chr17	FALSE	TRUE
Barx2	chr9	FALSE	FALSE
Pde4dip	chr3	FALSE	FALSE
Rgs3	chr4	TRUE	TRUE
Col19a1	chr1	TRUE	TRUE
Kif18a	chr2	TRUE	TRUE
Prex1	chr2	FALSE	FALSE
Galnt17	chr5	FALSE	FALSE
Abcc4	chr14	FALSE	TRUE
Trp53bp2	chr1	TRUE	TRUE
Mycbp2	chr14	FALSE	TRUE
Zbtb7c	chr18	FALSE	FALSE
Tln2	chr9	FALSE	FALSE
Tle3	chr9	FALSE	FALSE
Olfm3	chr3	FALSE	TRUE
Jakmip3	chr7	FALSE	FALSE
Dnmt3a	chr12	FALSE	FALSE
Zfpm1	chr8	FALSE	FALSE
Macf1	chr4	FALSE	FALSE
Cdc42bpa	chr1	FALSE	FALSE
Tmprss11d	chr5	TRUE	TRUE
Atp8a1	chr5	FALSE	TRUE
Dclk1	chr3	TRUE	TRUE
Lrrtm4	chr6	TRUE	TRUE
Lmx1b	chr2	FALSE	FALSE
Dbn1	chr13	FALSE	FALSE
Tshz1	chr18	TRUE	TRUE
Plxdc1	chr11	FALSE	FALSE
Rad51b	chr12	FALSE	TRUE
Pdia5	chr16	FALSE	TRUE
Pde4d	chr13	TRUE	TRUE
Nrxn3	chr12	TRUE	TRUE
Plekhd1	chr12	FALSE	FALSE
Kctd12	chr14	TRUE	TRUE
Kalrn	chr16	FALSE	FALSE
Mgat5	chr1	FALSE	TRUE
Efcab2	chr1	TRUE	TRUE
Pax3	chr1	FALSE	FALSE
Arhgef3	chr14	TRUE	TRUE
Srgap3	chr6	FALSE	FALSE
Coro7	chr16	FALSE	FALSE
Epas1	chr17	FALSE	FALSE
Zfp407	chr18	FALSE	TRUE
Lrrn2	chr1	FALSE	FALSE
Med12l	chr3	FALSE	TRUE
Inf2	chr12	FALSE	FALSE
Trim71	chr9	FALSE	FALSE
Slc22a23	chr13	FALSE	TRUE
Tlcd4	chr3	TRUE	TRUE
Ece1	chr4	FALSE	FALSE
Srgap2	chr1	FALSE	TRUE
Cntnap4	chr8	FALSE	TRUE
Cav2	chr6	TRUE	TRUE
Zfp804a	chr2	TRUE	TRUE
Jakmip1	chr5	FALSE	FALSE
Hibadh	chr6	FALSE	TRUE
Rps6ka2	chr17	FALSE	TRUE
Foxo6	chr4	FALSE	FALSE
1700011L22Rik	chr8	TRUE	TRUE
Rbms3	chr9	FALSE	FALSE
Pbx1	chr1	FALSE	TRUE
Syn3	chr10	FALSE	TRUE
Hpse2	chr19	FALSE	FALSE
Sec16b	chr1	FALSE	FALSE
Rims1	chr1	FALSE	TRUE
1700017N19Rik	chr10	TRUE	TRUE
Slc9a9	chr9	FALSE	TRUE
Mindy3	chr2	FALSE	TRUE
Slc10a7	chr8	FALSE	TRUE
Osbpl1a	chr18	TRUE	TRUE
Atg4c	chr4	FALSE	TRUE
Tmem156	chr5	TRUE	TRUE
Ptgis	chr2	FALSE	FALSE
Sv2c	chr13	FALSE	TRUE
Sort1	chr3	TRUE	TRUE
Lrp1b	chr2	TRUE	TRUE
Kif16b	chr2	FALSE	TRUE
Cbs	chr17	FALSE	FALSE
Rptor	chr11	FALSE	FALSE
Unc5a	chr13	FALSE	FALSE
Rin2	chr2	FALSE	TRUE
Tbca	chr13	FALSE	TRUE
Capzb	chr4	FALSE	FALSE
Lrrc4	chr6	TRUE	TRUE
Igsf3	chr3	FALSE	FALSE
Ccdc88a	chr11	FALSE	FALSE
Nos2	chr11	FALSE	FALSE
Pacs2	chr12	FALSE	FALSE
Ppp4r4	chr12	FALSE	TRUE
Arhgef10l	chr4	FALSE	FALSE
Mpp7	chr18	FALSE	TRUE
Cdh10	chr15	TRUE	TRUE
Actr3b	chr5	FALSE	TRUE
Frmd6	chr12	TRUE	TRUE
Pls1	chr9	FALSE	TRUE
Bicdl1	chr5	FALSE	FALSE
Eya1	chr1	TRUE	TRUE
Ntn4	chr10	TRUE	TRUE
Bnc2	chr4	FALSE	FALSE
Edn2	chr4	FALSE	FALSE
Itpr3	chr17	FALSE	FALSE
Slc49a4	chr16	FALSE	TRUE
Mcc	chr18	FALSE	TRUE
Ptprs	chr17	FALSE	FALSE
Nphp4	chr4	FALSE	FALSE
Kcnip4	chr5	FALSE	TRUE
Ano3	chr2	TRUE	TRUE
Cd47	chr16	TRUE	TRUE
Elovl6	chr3	FALSE	TRUE
Brinp2	chr1	TRUE	TRUE
Islr2	chr9	FALSE	FALSE
Nrg2	chr18	FALSE	TRUE
Klhl32	chr4	FALSE	TRUE
Ralgps2	chr1	FALSE	TRUE
Marchf10	chr11	FALSE	FALSE
Fgf5	chr5	FALSE	FALSE
Rell1	chr5	TRUE	TRUE
Zhx2	chr15	TRUE	TRUE
Hcn4	chr9	FALSE	FALSE
Jakmip2	chr18	FALSE	TRUE
Hs3st5	chr10	TRUE	TRUE
Nckap5	chr1	TRUE	TRUE
9130401M01Rik	chr15	TRUE	TRUE
Dlg2	chr7	TRUE	TRUE
Filip1l	chr16	FALSE	FALSE
Casz1	chr4	FALSE	FALSE
Ano6	chr15	FALSE	TRUE
Spire1	chr18	FALSE	TRUE
Ankef1	chr2	TRUE	TRUE
Fam81b	chr13	TRUE	TRUE
Vwc2l	chr1	TRUE	TRUE
Tbc1d14	chr5	FALSE	TRUE
Sardh	chr2	FALSE	FALSE
Chn1	chr2	FALSE	TRUE
Ppp2r5e	chr12	FALSE	TRUE
Caln1	chr5	TRUE	FALSE
Arhgap12	chr18	FALSE	TRUE
Chrdl2	chr7	FALSE	FALSE
Gng12	chr6	FALSE	TRUE
Egfr	chr11	FALSE	FALSE
Fyn	chr10	FALSE	TRUE
Rfx3	chr19	FALSE	TRUE
Nrg4	chr9	TRUE	TRUE
Rbfox3	chr11	FALSE	FALSE
Lgr4	chr2	TRUE	TRUE
Cdh2	chr18	FALSE	TRUE
Slc1a1	chr19	FALSE	TRUE
Fbxl17	chr17	FALSE	TRUE
Epha4	chr1	FALSE	FALSE
Ttc3	chr16	FALSE	FALSE
Megf10	chr18	FALSE	FALSE
Septin9	chr11	FALSE	FALSE
Ablim1	chr19	FALSE	TRUE
Wnt4	chr4	FALSE	FALSE
Ebag9	chr15	TRUE	TRUE
CK137956	chr4	FALSE	FALSE
Oprl1	chr2	TRUE	TRUE
Myo18a	chr11	FALSE	FALSE
Fgd5	chr6	FALSE	FALSE
Ccdc13	chr9	FALSE	FALSE
Podn	chr4	FALSE	FALSE
Plcl1	chr1	FALSE	TRUE
Gpr68	chr12	TRUE	TRUE
Mtfr1	chr3	TRUE	TRUE
Daam1	chr12	FALSE	TRUE
Arhgef17	chr7	FALSE	FALSE
Shank1	chr7	FALSE	FALSE
Sirpa	chr2	FALSE	TRUE
Itgb1bp1	chr12	TRUE	TRUE
Kcnj3	chr2	FALSE	TRUE
Ube2o	chr11	FALSE	FALSE
Myo1e	chr9	FALSE	FALSE
Rps6kc1	chr1	FALSE	TRUE
Klf7	chr1	FALSE	TRUE
Add2	chr6	FALSE	FALSE
Vash2	chr1	FALSE	FALSE
Deptor	chr15	FALSE	TRUE
Tbc1d2	chr4	FALSE	TRUE
Ssbp2	chr13	FALSE	TRUE
Scai	chr2	FALSE	TRUE
Tmem144	chr3	TRUE	TRUE
Arid1b	chr17	FALSE	TRUE
Lrrc1	chr9	FALSE	TRUE
Meis1	chr11	FALSE	FALSE
Setbp1	chr18	FALSE	TRUE
Rnf220	chr4	FALSE	FALSE
Phlpp1	chr1	FALSE	TRUE
Spsb1	chr4	FALSE	FALSE
Qsox1	chr1	FALSE	TRUE
Fut8	chr12	FALSE	TRUE
Chd7	chr4	FALSE	FALSE
Metap1d	chr2	FALSE	TRUE
Fez2	chr17	TRUE	TRUE
Myrfl	chr10	TRUE	TRUE
Cradd	chr10	FALSE	TRUE
Bhmt	chr13	TRUE	TRUE
Ptpn4	chr1	FALSE	TRUE
Tcerg1l	chr7	FALSE	FALSE
Map7	chr10	FALSE	TRUE
Pkia	chr3	FALSE	TRUE
Stxbp5	chr10	FALSE	TRUE
Cyth4	chr15	FALSE	FALSE
Sh3gl2	chr4	FALSE	TRUE
Yipf7	chr5	TRUE	TRUE
Ubr4	chr4	FALSE	FALSE
Lonrf2	chr1	FALSE	FALSE
Ccnk	chr12	FALSE	FALSE
Gabrg1	chr5	TRUE	TRUE
Osbpl9	chr4	FALSE	TRUE
Atp11a	chr8	FALSE	FALSE
Crppa	chr12	FALSE	TRUE
Bicd1	chr6	FALSE	TRUE
Scg2	chr1	TRUE	TRUE
Ttll7	chr3	FALSE	TRUE
Adamts17	chr7	FALSE	FALSE
Upp2	chr2	TRUE	TRUE
Disp3	chr4	FALSE	FALSE
Cfap74	chr4	FALSE	FALSE
Chil5	chr3	TRUE	TRUE
Zic3	chrX	FALSE	TRUE
Syne2	chr12	FALSE	TRUE
Chn2	chr6	FALSE	FALSE
Thsd7b	chr1	TRUE	TRUE
Kcnb1	chr2	FALSE	FALSE
Ptk2b	chr14	FALSE	FALSE
Gpm6a	chr8	FALSE	TRUE
Pde3a	chr6	FALSE	TRUE
Gnao1	chr8	FALSE	FALSE
Fam172a	chr13	FALSE	TRUE
Adam23	chr1	FALSE	TRUE
Sptbn1	chr11	FALSE	TRUE
Pcnx	chr12	FALSE	TRUE
Hecw1	chr13	FALSE	TRUE
Smarca4	chr9	FALSE	FALSE
Pclo	chr5	FALSE	TRUE
Nr4a2	chr2	TRUE	TRUE
Cdh12	chr15	FALSE	FALSE
Sap30	chr8	TRUE	TRUE
Gnptab	chr10	FALSE	TRUE
Macroh2a1	chr13	FALSE	FALSE
Camk2a	chr18	FALSE	TRUE
Dcp1b	chr6	FALSE	TRUE
Macrod2	chr2	TRUE	TRUE
C1qtnf1	chr11	FALSE	FALSE
Ola1	chr2	FALSE	TRUE
Slc4a10	chr2	FALSE	TRUE
Dnm2	chr9	FALSE	TRUE
Ptpru	chr4	FALSE	FALSE
Grip2	chr6	FALSE	FALSE
Ccser1	chr6	FALSE	TRUE
Igf2bp3	chr6	FALSE	FALSE
Arpp21	chr9	FALSE	TRUE
Dcstamp	chr15	TRUE	TRUE
Nme7	chr1	FALSE	TRUE
Fntb	chr12	TRUE	TRUE
Phldb1	chr9	FALSE	FALSE
Ovol2	chr2	FALSE	FALSE
AW554918	chr18	FALSE	TRUE
Esyt2	chr12	FALSE	TRUE
Enkur	chr2	TRUE	TRUE
Tet2	chr3	FALSE	TRUE
Gzmn	chr14	TRUE	TRUE
Insr	chr8	FALSE	TRUE
Lcorl	chr5	FALSE	TRUE
Cd200r3	chr16	TRUE	TRUE
Icos	chr1	TRUE	TRUE
Lmntd1	chr6	FALSE	FALSE
Slc7a14	chr3	FALSE	TRUE
Dtnb	chr12	FALSE	FALSE
Pax8	chr2	FALSE	FALSE
Rgs17	chr10	FALSE	TRUE
Prkg1	chr19	FALSE	TRUE
Nphp1	chr2	TRUE	TRUE
App	chr16	FALSE	TRUE
Il20rb	chr9	TRUE	TRUE
Fry	chr5	FALSE	TRUE
Bmp6	chr13	FALSE	FALSE
Src	chr2	FALSE	FALSE
Map3k4	chr17	FALSE	FALSE
Large1	chr8	FALSE	TRUE
Bmpr1b	chr3	FALSE	TRUE
Glp1r	chr17	FALSE	FALSE
Pde8a	chr7	FALSE	FALSE
Pou2f1	chr1	FALSE	TRUE
Ppm1e	chr11	FALSE	FALSE
Sdc3	chr4	FALSE	FALSE
Cacna1a	chr8	FALSE	TRUE
Alpl	chr4	FALSE	FALSE
Schip1	chr3	TRUE	TRUE
Adgrb2	chr4	FALSE	FALSE
Ppp2r5c	chr12	FALSE	TRUE
Bnc1	chr7	FALSE	FALSE
Kif3b	chr2	FALSE	FALSE
Kyat3	chr3	FALSE	TRUE
Kcnk13	chr12	FALSE	FALSE
Ube2w	chr1	FALSE	TRUE
Mcph1	chr8	FALSE	FALSE
Atxn2	chr5	FALSE	FALSE
Paqr5	chr9	FALSE	FALSE
F13a1	chr13	FALSE	TRUE
Slc39a10	chr1	FALSE	TRUE
Mrps9	chr1	FALSE	TRUE
Clmn	chr12	FALSE	FALSE
Ankrd44	chr1	FALSE	TRUE
Mical2	chr7	FALSE	TRUE
Gsn	chr2	FALSE	FALSE
Ikzf2	chr1	FALSE	TRUE
Btbd7	chr12	FALSE	TRUE
Rsph14	chr10	FALSE	TRUE
Dgkg	chr16	FALSE	TRUE
Lin7a	chr10	FALSE	TRUE
Aftph	chr11	FALSE	FALSE
Kiz	chr2	FALSE	TRUE
Paqr8	chr1	TRUE	TRUE
Tmem61	chr4	FALSE	FALSE
Myo1b	chr1	FALSE	FALSE
Exoc2	chr13	FALSE	TRUE
Msh3	chr13	FALSE	TRUE
Cers4	chr8	FALSE	TRUE
Phf14	chr6	FALSE	TRUE
Lgr6	chr1	FALSE	FALSE
Umodl1	chr17	FALSE	FALSE
4930523C07Rik	chr1	TRUE	TRUE
Apba1	chr19	FALSE	TRUE
Mapt	chr11	FALSE	FALSE
Pepd	chr7	FALSE	FALSE
Prep	chr10	FALSE	TRUE
Il4ra	chr7	FALSE	FALSE
Man1c1	chr4	FALSE	FALSE
Aox1	chr1	TRUE	TRUE
Arvcf	chr16	FALSE	TRUE
Pde1a	chr2	FALSE	TRUE
Phyhipl	chr10	FALSE	TRUE
Angel1	chr12	TRUE	TRUE
Chdh	chr14	FALSE	FALSE
Esrrb	chr12	FALSE	FALSE
Prr5	chr15	FALSE	FALSE
Vit	chr17	FALSE	FALSE
Fam78b	chr1	TRUE	TRUE
Acvr2a	chr2	FALSE	TRUE
Slc2a13	chr15	FALSE	TRUE
Tnfrsf19	chr14	FALSE	FALSE
Xpr1	chr1	FALSE	TRUE
Unc5c	chr3	TRUE	TRUE
Lmbr1	chr5	FALSE	TRUE
Smarca2	chr19	FALSE	TRUE
Iqsec3	chr6	FALSE	TRUE
Arl4a	chr12	FALSE	TRUE
Slitrk2	chrX	TRUE	TRUE
Grm1	chr10	FALSE	TRUE
Epb41l3	chr17	FALSE	TRUE
Nckap1	chr2	FALSE	TRUE
Sgsm3	chr15	FALSE	FALSE
Atp9b	chr18	FALSE	FALSE
Sox6	chr7	TRUE	FALSE
Stim2	chr5	FALSE	TRUE
Rnf213	chr11	FALSE	FALSE
Dpt	chr1	TRUE	TRUE
Rgs20	chr1	FALSE	TRUE
Bckdhb	chr9	FALSE	TRUE
Tmco4	chr4	FALSE	FALSE
Ralyl	chr3	FALSE	TRUE
Pde7b	chr10	FALSE	TRUE
Fcho2	chr13	FALSE	TRUE
Pld1	chr3	FALSE	TRUE
Tmem163	chr1	FALSE	TRUE
Cpeb1	chr7	FALSE	TRUE
Mettl21e	chr1	TRUE	TRUE
Ttc29	chr8	FALSE	TRUE
Aktip	chr8	FALSE	TRUE
Fgf12	chr16	FALSE	FALSE
Exph5	chr9	TRUE	TRUE
Egflam	chr15	FALSE	FALSE
Cenpj	chr14	TRUE	TRUE
Rngtt	chr4	FALSE	TRUE
Sorl1	chr9	FALSE	TRUE
Ninj2	chr6	FALSE	TRUE
Usp7	chr16	FALSE	FALSE
Fbxw11	chr11	FALSE	TRUE
Diaph3	chr14	FALSE	TRUE
Colgalt2	chr1	FALSE	FALSE
Ccar2	chr14	FALSE	FALSE
Sntg1	chr1	FALSE	TRUE
Taf3	chr2	FALSE	TRUE
Pms1	chr1	TRUE	TRUE
E130308A19Rik	chr4	FALSE	TRUE
Lnpk	chr2	FALSE	TRUE
Olfml2b	chr1	TRUE	TRUE
Rgma	chr7	FALSE	TRUE
Vstm2l	chr2	FALSE	FALSE
Adck1	chr12	FALSE	TRUE
Vps13a	chr19	FALSE	TRUE
Th	chr7	FALSE	FALSE
Rhbdl3	chr11	FALSE	FALSE
