gene_name	chr	mch_gain	mecp2_gain
Adamts16	chr13	TRUE	TRUE
Thada	chr17	TRUE	TRUE
Bcl11a	chr11	TRUE	TRUE
1110002E22Rik	chr3	TRUE	TRUE
Bmper	chr9	TRUE	FALSE
Atp2b3	chrX	FALSE	TRUE
Aif1l	chr2	FALSE	FALSE
Scube2	chr7	TRUE	TRUE
Acer2	chr4	FALSE	TRUE
Zfhx3	chr8	TRUE	FALSE
Amotl1	chr9	TRUE	TRUE
Sh3bp4	chr1	FALSE	TRUE
Prkag2	chr5	TRUE	FALSE
Timp3	chr10	FALSE	FALSE
Adamtsl1	chr4	TRUE	FALSE
Crocc2	chr1	FALSE	TRUE
Dab1	chr4	TRUE	FALSE
Lmo7	chr14	TRUE	FALSE
Sfmbt2	chr2	TRUE	TRUE
Sorbs3	chr14	FALSE	FALSE
Galntl6	chr8	TRUE	FALSE
Pate2	chr9	TRUE	FALSE
Myo5c	chr9	TRUE	TRUE
Bcor	chrX	FALSE	FALSE
E130114P18Rik	chr4	TRUE	FALSE
Tjp2	chr19	FALSE	FALSE
Plxnc1	chr10	TRUE	FALSE
Efnb2	chr8	FALSE	TRUE
Pde1c	chr6	TRUE	FALSE
Lama3	chr18	TRUE	TRUE
Fgfr2	chr7	TRUE	TRUE
Frem1	chr4	TRUE	FALSE
Mab21l2	chr3	FALSE	FALSE
Atg9b	chr5	FALSE	FALSE
Prdm8	chr5	FALSE	TRUE
Mtus1	chr8	TRUE	TRUE
Fhdc1	chr3	TRUE	TRUE
Pappa	chr4	TRUE	FALSE
Mmp15	chr8	FALSE	FALSE
Mapk13	chr17	FALSE	FALSE
Cdk6	chr5	TRUE	FALSE
Pcdh19	chrX	TRUE	FALSE
Eomes	chr9	TRUE	FALSE
Sypl2	chr3	FALSE	TRUE
Fbxo2	chr4	FALSE	FALSE
Cd40	chr2	TRUE	TRUE
Metrnl	chr11	FALSE	TRUE
Ccbe1	chr18	TRUE	FALSE
Eya2	chr2	TRUE	TRUE
Ntn1	chr11	FALSE	FALSE
Plekha7	chr7	TRUE	FALSE
Inpp5a	chr7	TRUE	FALSE
Nynrin	chr14	FALSE	FALSE
Bmp8b	chr4	FALSE	FALSE
Fhit	chr14	TRUE	TRUE
Gm20605	chr5	FALSE	FALSE
Gucd1	chr10	TRUE	FALSE
Tmem255b	chr8	FALSE	FALSE
Runx2	chr17	TRUE	FALSE
Abca4	chr3	TRUE	FALSE
Gabrb1	chr5	TRUE	TRUE
Ranbp3l	chr15	TRUE	FALSE
Fggy	chr4	TRUE	TRUE
Nceh1	chr3	TRUE	FALSE
Ttc41	chr10	TRUE	TRUE
Pou3f2	chr4	FALSE	FALSE
Kcnq3	chr15	TRUE	TRUE
Nhsl2	chrX	TRUE	FALSE
Gp5	chr16	FALSE	FALSE
Has3	chr8	FALSE	FALSE
Hsf4	chr8	FALSE	FALSE
Plxna4	chr6	TRUE	FALSE
Hs6st2	chrX	TRUE	FALSE
Zfp503	chr14	FALSE	FALSE
3425401B19Rik	chr14	FALSE	FALSE
Epb41	chr4	TRUE	FALSE
Fras1	chr5	TRUE	FALSE
Vim	chr2	FALSE	FALSE
Bhlhe22	chr3	FALSE	TRUE
Gnas	chr2	TRUE	FALSE
Cacna1s	chr1	FALSE	FALSE
Apcdd1	chr18	FALSE	FALSE
Ankrd33b	chr15	FALSE	TRUE
Il11	chr7	FALSE	FALSE
Wars2	chr3	TRUE	TRUE
Adra2c	chr5	FALSE	FALSE
Dmd	chrX	TRUE	TRUE
Aff1	chr5	FALSE	FALSE
Dpyd	chr3	TRUE	TRUE
Pgk1	chrX	FALSE	FALSE
Zmym3	chrX	FALSE	FALSE
Proser2	chr2	TRUE	TRUE
Mbp	chr18	FALSE	FALSE
Arhgap22	chr14	TRUE	FALSE
Crhr1	chr11	FALSE	FALSE
Synpo	chr18	FALSE	FALSE
Mical1	chr10	FALSE	FALSE
Cldn23	chr8	FALSE	FALSE
Rftn1	chr17	TRUE	FALSE
Sall2	chr14	FALSE	FALSE
Nefl	chr14	FALSE	TRUE
Ttc28	chr5	TRUE	FALSE
Rab37	chr11	TRUE	FALSE
Plcb1	chr2	TRUE	FALSE
Adamts7	chr9	FALSE	FALSE
Kcnc4	chr3	FALSE	FALSE
Six4	chr12	FALSE	TRUE
Dsg2	chr18	TRUE	TRUE
Arhgap15	chr2	TRUE	FALSE
Epha6	chr16	TRUE	FALSE
Kcnk12	chr17	TRUE	FALSE
Kcnd3	chr3	FALSE	FALSE
Kcnn2	chr18	TRUE	FALSE
Mycn	chr12	FALSE	TRUE
Id2	chr12	FALSE	FALSE
Pfdn4	chr2	FALSE	FALSE
Fgf13	chrX	TRUE	TRUE
Ryr3	chr2	TRUE	FALSE
Ebf3	chr7	TRUE	TRUE
Marchf11	chr15	TRUE	FALSE
Tpm1	chr9	TRUE	FALSE
Pigk	chr3	TRUE	FALSE
Zfp64	chr2	TRUE	TRUE
Usp6nl	chr2	TRUE	FALSE
Cx3cl1	chr8	FALSE	FALSE
Stac2	chr11	FALSE	FALSE
Egr2	chr10	FALSE	TRUE
Sdcbp2	chr2	FALSE	FALSE
Eno4	chr19	TRUE	FALSE
Jag1	chr2	FALSE	FALSE
Inhba	chr13	TRUE	TRUE
Tns3	chr11	TRUE	FALSE
Igfn1	chr1	TRUE	TRUE
Utrn	chr10	TRUE	FALSE
Plbd1	chr6	TRUE	FALSE
Kcns2	chr15	FALSE	TRUE
Mmp11	chr10	FALSE	TRUE
Prxl2c	chr13	FALSE	FALSE
Ccno	chr13	FALSE	FALSE
Crtac1	chr19	TRUE	FALSE
Frmd3	chr4	TRUE	FALSE
Enpp1	chr10	TRUE	FALSE
Car2	chr3	TRUE	TRUE
Ogt	chrX	FALSE	FALSE
Gas2l3	chr10	TRUE	FALSE
Nhlh2	chr3	TRUE	TRUE
Inhbb	chr1	FALSE	FALSE
Sema3d	chr5	TRUE	TRUE
Wnt5b	chr6	TRUE	TRUE
Esrrg	chr1	TRUE	TRUE
Fzd8	chr18	TRUE	TRUE
Fhod3	chr18	TRUE	FALSE
Dok2	chr14	FALSE	TRUE
Mocos	chr18	TRUE	FALSE
Acot11	chr4	TRUE	TRUE
Fat4	chr3	TRUE	FALSE
Dll4	chr2	FALSE	FALSE
Rgmb	chr17	TRUE	TRUE
Thrb	chr14	TRUE	TRUE
1110004F10Rik	chr7	TRUE	FALSE
Slc25a13	chr6	TRUE	FALSE
Wrap53	chr11	TRUE	FALSE
Myb	chr10	TRUE	TRUE
Zfp385a	chr15	FALSE	TRUE
Ank3	chr10	TRUE	FALSE
Gne	chr4	TRUE	FALSE
Anxa11	chr14	FALSE	FALSE
Bhlhb9	chrX	TRUE	TRUE
Abcd1	chrX	FALSE	FALSE
Fam149a	chr8	TRUE	TRUE
Ptprt	chr2	TRUE	TRUE
Ccdc162	chr10	TRUE	TRUE
Adamts1	chr16	FALSE	FALSE
Kcna3	chr3	FALSE	FALSE
Pex7	chr10	TRUE	TRUE
Tsc22d3	chrX	TRUE	FALSE
Vstm2a	chr11	TRUE	TRUE
Ctnna2	chr6	TRUE	TRUE
F3	chr3	FALSE	FALSE
Grhl2	chr15	TRUE	TRUE
Nfic	chr10	TRUE	FALSE
Neu2	chr1	TRUE	TRUE
Tmem9	chr1	TRUE	FALSE
Foxq1	chr13	TRUE	FALSE
Ntf3	chr6	TRUE	TRUE
Lrrtm1	chr6	FALSE	FALSE
Samd4	chr14	TRUE	FALSE
Dap	chr15	TRUE	FALSE
Vwa5b2	chr16	FALSE	FALSE
Satb1	chr17	TRUE	FALSE
Epb41l4a	chr18	TRUE	FALSE
Hey2	chr10	TRUE	FALSE
Tspan2	chr3	TRUE	FALSE
Ltbp4	chr7	FALSE	FALSE
Efna5	chr17	TRUE	TRUE
Zfp36l1	chr12	TRUE	TRUE
Id4	chr13	FALSE	FALSE
Sgcz	chr8	TRUE	FALSE
Maged1	chrX	FALSE	FALSE
Minar1	chr9	TRUE	FALSE
Ttc34	chr4	TRUE	TRUE
Nectin2	chr7	TRUE	FALSE
Mt1	chr8	FALSE	FALSE
Rnf144b	chr13	TRUE	TRUE
Galr1	chr18	FALSE	FALSE
Lgr5	chr10	TRUE	FALSE
Enc1	chr13	FALSE	TRUE
Akain1	chr17	TRUE	FALSE
Wnt5a	chr14	TRUE	TRUE
Synpo2l	chr14	TRUE	FALSE
Tmem164	chrX	TRUE	FALSE
Chst2	chr9	TRUE	FALSE
Nlgn3	chrX	TRUE	FALSE
Dlg3	chrX	TRUE	FALSE
Pcdh17	chr14	TRUE	TRUE
Ermard	chr17	TRUE	TRUE
Myc	chr15	TRUE	TRUE
Rcn1	chr2	TRUE	FALSE
Bcl2l11	chr2	TRUE	FALSE
Mid1	chrX	TRUE	FALSE
Egr3	chr14	TRUE	FALSE
Erich3	chr3	TRUE	TRUE
Pard3	chr8	TRUE	FALSE
Csmd1	chr8	TRUE	FALSE
Ptn	chr6	TRUE	FALSE
Irx3	chr8	FALSE	FALSE
Ttc7	chr17	TRUE	FALSE
Lhfpl2	chr13	TRUE	TRUE
Rgs9bp	chr7	TRUE	FALSE
Oprm1	chr10	TRUE	TRUE
Dll1	chr17	TRUE	FALSE
Mmel1	chr4	TRUE	FALSE
Lrp4	chr2	TRUE	TRUE
Uncx	chr5	TRUE	TRUE
Scel	chr14	TRUE	FALSE
Tmem74b	chr2	TRUE	TRUE
Plod2	chr9	TRUE	TRUE
Cebpa	chr7	FALSE	TRUE
Cped1	chr6	TRUE	TRUE
Siae	chr9	TRUE	TRUE
Ebf1	chr11	TRUE	TRUE
Ndufs2	chr1	TRUE	TRUE
Lrrc7	chr3	TRUE	FALSE
H2-DMa	chr17	TRUE	TRUE
Tchh	chr3	TRUE	TRUE
Fzd5	chr1	FALSE	FALSE
Gas7	chr11	TRUE	FALSE
Cited1	chrX	FALSE	FALSE
Nhsl1	chr10	TRUE	TRUE
Pax6	chr2	TRUE	TRUE
Slc35d3	chr10	TRUE	FALSE
Tgfbr1	chr4	TRUE	FALSE
Tiam2	chr17	TRUE	FALSE
Ccnd1	chr7	TRUE	FALSE
Cdk14	chr5	TRUE	TRUE
Rarb	chr14	TRUE	FALSE
Tsku	chr7	TRUE	FALSE
Lratd1	chr12	FALSE	TRUE
Syde1	chr10	TRUE	FALSE
Magee1	chrX	FALSE	FALSE
Pcdh8	chr14	FALSE	FALSE
Zmat5	chr11	TRUE	FALSE
Itpr2	chr6	TRUE	FALSE
Hes1	chr16	TRUE	FALSE
Rgs6	chr12	TRUE	TRUE
Arl4c	chr1	TRUE	FALSE
Lnx1	chr5	TRUE	FALSE
Ndrg4	chr8	TRUE	FALSE
Cmtm7	chr9	TRUE	FALSE
Adrb2	chr18	TRUE	TRUE
Kcnk9	chr15	TRUE	FALSE
Rnaseh2b	chr14	TRUE	TRUE
Grb10	chr11	TRUE	TRUE
Efnb1	chrX	TRUE	FALSE
En1	chr1	TRUE	TRUE
Rprm	chr2	TRUE	FALSE
Nrn1	chr13	TRUE	FALSE
Creb3l1	chr2	TRUE	FALSE
Gpc6	chr14	TRUE	FALSE
Trpm8	chr1	TRUE	TRUE
Oplah	chr15	TRUE	FALSE
Gabra4	chr5	TRUE	FALSE
Kank3	chr17	TRUE	FALSE
Syndig1l	chr12	TRUE	FALSE
Tubb2b	chr13	TRUE	FALSE
Speg	chr1	TRUE	FALSE
