gene_name	gene_id	ctrl_M1	ctrl_M2	ctrl_F1	ctrl_F2	mut_M1	mut_M2	mut_F1	mut_F2
Pkhd1	ENSMUSG00000043760.16	0.0156947363097634	0.0120843854199154	0.0119614636651829	0.0133770308564018	0.011369161586999	0.0170942989513745	0.0133409773807576	0.0182663140223962
Il17a	ENSMUSG00000025929.4	0.0186809226333494	0.0140606691837	0.0102902279068082	0.00879129390805933	0.00808483830323394	0.0173806085886946	0.0102260814526178	0.0153372803132721
Il17f	ENSMUSG00000041872.9	0.014021466088148	0.0123698139954957	0.0129462690123506	0.0138256261751782	0.0102980226179083	0.0176851528214688	0.0128285082542611	0.0163690813803117
Mcm3	ENSMUSG00000041859.10	0.0154845488847495	0.0134667674931218	0.0113960113960114	0.00979467010145956	0.0102511679452762	0.0172603279271725	0.0111566705185075	0.0193918721526084
Paqr8	ENSMUSG00000025931.15	0.0232366104606035	0.0201900888339554	0.0199807949063247	0.0212651788732621	0.0242931607462498	0.029705917810511	0.0283787487438438	0.0321177793334606
Efhc1	ENSMUSG00000041809.5	0.0179893422982011	0.0137790920621811	0.0160717294586233	0.0199885153996541	0.012755956791143	0.0180440285533252	0.0157951131602374	0.0204834512121083
Tram2	ENSMUSG00000041779.5	0.0254402690254177	0.023176316002473	0.0202851133442393	0.024234064157489	0.0190349251758179	0.0239093879838813	0.0215045995475536	0.0259187073385751
Tmem14a	ENSMUSG00000025933.15	0.0276384380839972	0.0210640449301317	0.019080486663547	0.0222193939779609	0.014257783125282	0.0202179582145285	0.0200226992710742	0.0221040748698154
Gsta3	ENSMUSG00000025934.15	0.0184248056309518	0.0153394537657927	0.0142560412852386	0.0157133584317798	0.00993396580062862	0.0175902668178214	0.0141913262349103	0.0173667013921773
Khdc1a	ENSMUSG00000067750.3	0.0119286392906154	0.0174924673585537	0.0124705089315807	0.0185438079493998	0.0144792636260213	0.0193906810035842	0.0115594961882665	0.0179364951119011
Khdc1c	ENSMUSG00000041722.7	0.0302624806999485	0.0217739893661912	0.0127193917430541	0.0109461688409057	0.00891993551853842	0.0158237457404096	0.0107862035024402	0.0138065233506301
Khdc1b	ENSMUSG00000085079.3	0.0120031796502385	0.00987145414112925	0.0189454584267264	0.0201681539175736	0.00687528111546617	0.0151537087978379	0.0192868470865094	0.0201500760875269
Kcnq5	ENSMUSG00000028033.16	0.0221398551748094	0.0188427388405083	0.017941805494806	0.019424516098312	0.0166691960468165	0.0221025318046472	0.0188003267134578	0.0236521375729837
Rims1	ENSMUSG00000041670.17	0.0183866962214003	0.0151145002528888	0.0159362329979111	0.017011533746253	0.0127685201601861	0.0181348610759356	0.0151822069378333	0.0198621398953312
Ppp1r14bl	ENSMUSG00000073730.2	0.0329056981006331	0.0318532051791246	0.0292823755842728	0.0217444566948426	0.0309117593102183	0.04386343371588	0.040110695100114	0.035542490646713
Ogfrl1	ENSMUSG00000026158.11	0.0221145566780261	0.0118974843466341	0.0137905052283888	0.01562585714346	0.0165040238433834	0.0184467306622974	0.0151015623971096	0.0205105689017124
B3gat2	ENSMUSG00000026156.8	0.0253384563332236	0.0213968391426716	0.0211309714480962	0.0219110343137407	0.0206764640687022	0.026780477218338	0.0224136018634426	0.0273098102461279
Smap1	ENSMUSG00000026155.13	0.0173098961221397	0.0143395738000601	0.0143400967554775	0.0146160423184974	0.0120115867052178	0.0171732401179984	0.0144409284147372	0.0182619462055759
Sdhaf4	ENSMUSG00000026154.4	0.0207300826005862	0.0161814149796123	0.0127187319726396	0.017072499114905	0.0153169163070153	0.0202670042582576	0.0146091887893482	0.0178836696136262
Fam135a	ENSMUSG00000026153.15	0.0197370192281805	0.0167442822770654	0.0156573975389982	0.0174807373008873	0.0159647124491176	0.0218187408468254	0.0178313175427001	0.0233180435611803
Col9a1	ENSMUSG00000026147.16	0.0279809797463417	0.0256424174248649	0.0251287309731264	0.0266260006322031	0.0453170058546023	0.0493766564456812	0.0457053872441595	0.0505334919792107
Col19a1	ENSMUSG00000026141.13	0.0272936276227701	0.0241938477414374	0.0248902587728315	0.0256707209251294	0.0274986466079722	0.0334985806156288	0.0300294735257019	0.0340041702303908
Lmbrd1	ENSMUSG00000073725.8	0.0175734899062057	0.0132980201137184	0.0119125395152792	0.0138197218725868	0.0105393100636481	0.0157350705148772	0.0122465421372872	0.0176987163429741
Adgrb3	ENSMUSG00000033569.17	0.0210396051382279	0.0181336745722408	0.0179724660883844	0.018863125606662	0.0141239711959697	0.0200153974868577	0.0167162750679902	0.0213091202178452
4931408C20Rik	ENSMUSG00000073722.3	0.0150416431836684	0.0135726795096322	0.0163939124702645	0.0175765548490828	0.0103517936335274	0.0185808433041141	0.0132717285189201	0.0212812593404404
Gm597	ENSMUSG00000048411.4	0.0080672268907563	0.0121021963245182	0.0127575748100435	0.0092824654228163	0.0100438000302069	0.0185176987886031	0.0138471805138472	0.0199536509682234
Phf3	ENSMUSG00000048874.15	0.0156991806835966	0.0132192183301709	0.0117674556781742	0.0128951865855797	0.00921258913369633	0.0152062824418327	0.0119670574727871	0.0159877028913309
Ptp4a1	ENSMUSG00000026064.16	0.0198355104015481	0.00883541686248708	0.00779198489659315	0.0139297626054542	0.0114281082833522	0.0155325252629675	0.00912254470046903	0.0202272037462602
Ptp4a1	ENSMUSG00000117310.2	0.0195646258503401	0.009934388553212	0.00796660346605462	0.0138498385921066	0.0140191509860595	0.0158600148920328	0.00970280322336249	0.0200749408637039
Gm5698	ENSMUSG00000117091.1	0.00373895309313392	0.00558139534883721	0.013857998289136	0.00594717509183138	0.0172974824456243	0.0142685775617148	0.0120738636363636	0.00920927278501111
4931428L18Rik	ENSMUSG00000086727.8	0.0195177512168515	0.0156904092416892	0.0158481250015923	0.0172649132408331	0.0173543019946734	0.0221361229497611	0.0200140776247208	0.0235169018381178
Lgsn	ENSMUSG00000050217.13	0.0222477164142258	0.0176545178477162	0.0181110391095525	0.0202332611667049	0.0220690698832862	0.0264379551470605	0.0248858424775416	0.0268720448016454
Pih1d3	ENSMUSG00000026063.4	0.00977877524847707	0.012779552715655	0.00570136636193847	0.00851546977008232	0.0097868638538495	0.0138595686094539	0.0102773944901746	0.0182575907918238
Khdrbs2	ENSMUSG00000026058.11	0.0227646871732595	0.01904138709164	0.0187582743201433	0.0198319487891031	0.0202559118267229	0.0259785174633843	0.0221910138204016	0.0267026550998857
Gm5415	ENSMUSG00000091318.2	0.014475834695307	0.00971407624633431	0.00954531458483014	0.0158118010026996	0.00805516568011228	0.0228900503290747	0.0126534055348445	0.0185762020728323
Prim2	ENSMUSG00000026134.11	0.0210729484589262	0.0162928574693281	0.0157825153372358	0.0178812347717525	0.0146184903103925	0.0196078044590629	0.0165097412210576	0.0213945479763094
Rab23	ENSMUSG00000004768.14	0.0166689753890197	0.015543277650347	0.0134313096826745	0.0124812191457394	0.00909615425709991	0.0182731305913876	0.0113790853618227	0.017183586044992
Bag2	ENSMUSG00000042215.8	0.0231597306609101	0.0227429897160194	0.0212061862632539	0.0204258383449135	0.0228831703691582	0.0263510107594167	0.0263546289606771	0.0315236026974511
Zfp451	ENSMUSG00000042197.13	0.0192078205644491	0.0142185318539202	0.0154929040619005	0.0150338510553564	0.0106526101488318	0.0180799961924922	0.0151094215822842	0.0188569898912405
Bend6	ENSMUSG00000042182.16	0.0197451797271874	0.0170388785376563	0.0160606625644851	0.0181467485435364	0.013120046682883	0.0201826370624556	0.0166277460111487	0.0208078168432021
Dst	ENSMUSG00000026131.20	0.0205211826888285	0.0167117758168264	0.0172453282048382	0.017890002717445	0.0134739932985235	0.0185260025160048	0.0150793537434939	0.0200991477257096
Ccdc115	ENSMUSG00000042111.9	0.0174084285151635	0.00871017778308078	0.0159571300982435	0.00556849245722385	0.00659573144172733	0.0133126504908316	0.012496471735393	0.0228394353265236
Imp4	ENSMUSG00000026127.13	0.0168967955636607	0.0113266676615431	0.0140732127821659	0.0155134235662531	0.00853352682303579	0.0161460727140325	0.0154884570236077	0.0138943358171326
Ptpn18	ENSMUSG00000026126.15	0.0278067473502947	0.0244821092278719	0.0208256177491452	0.0236287132032455	0.0184221292844804	0.0236592058840001	0.0200788024836854	0.0268019726858877
Prss39	ENSMUSG00000026125.9	0.0296094320058374	0.0252339973257449	0.00938312305839092	0.0135616102110947	0.0148145003820358	0.0149306371972725	0.0191964919475685	0.0220671319375208
Cfc1	ENSMUSG00000026124.4	0.027627244713633	0.0329741526290664	0.0316747884072839	0.0323707738156407	0.0287159970592051	0.0326231025915985	0.0311790295237181	0.0313323818319201
Prss40	ENSMUSG00000037529.13	0.0238926145127941	0.0210356130012634	0.0215965551507122	0.0223865485716857	0.0176288797396224	0.0232743304370804	0.0210257062970369	0.028000774620612
Amer3	ENSMUSG00000045174.10	0.0204760238011901	0.0112483521522325	0.0144388680137688	0.0186257780768584	0.0154258367277402	0.019951638680753	0.0190903631593919	0.0210431137232337
Arhgef4	ENSMUSG00000037509.21	0.024559833991509	0.0205107910378056	0.0206183834649639	0.0220017785980331	0.0158652564216514	0.0209809716619976	0.0189271347992565	0.0227566836974339
Fam168b	ENSMUSG00000037503.12	0.0188407053345881	0.011011234907898	0.0126903553299492	0.0129028297833159	0.0091323721047543	0.0160271633530255	0.0127169046399216	0.016597188560349
Plekhb2	ENSMUSG00000026123.11	0.0197929316323848	0.0122791018657728	0.0169511296087196	0.0161543929179141	0.011223905334097	0.0182028167459607	0.0135013501350135	0.0189365225023939
Hs6st1	ENSMUSG00000045216.7	0.0209119681162818	0.0176208455283251	0.0113903481177556	0.0161807992283771	0.0138747441828886	0.0195143975117889	0.0162056611012596	0.0186006672750939
Uggt1	ENSMUSG00000037470.14	0.0160608906172355	0.0125119417756677	0.0124881760471111	0.0139381417142293	0.00992505292848108	0.0160030730859772	0.0119896019959357	0.0161197474731666
Neurl3	ENSMUSG00000047180.8	0.0441118415406533	0.0377872542051647	0.0352525793732569	0.0380335158532114	0.0465457523588527	0.0459414585197561	0.0436911568413314	0.0498121193211878
Arid5a	ENSMUSG00000037447.16	0.0263477908390758	0.0240751993223959	0.0250649740103958	0.0255704169944925	0.025422481923659	0.0210035278190876	0.0176478197910972	0.024844832077319
Kansl3	ENSMUSG00000010453.12	0.0199683906479917	0.0136286641581649	0.0104409841720616	0.0132329237880908	0.00853101383962458	0.0153905179693276	0.0117805877668357	0.0177703478003017
Fer1l5	ENSMUSG00000037432.15	0.0218894667657313	0.0209182953827662	0.0173425849620719	0.0170535253739634	0.0124183762526156	0.0186930121688168	0.0153187266464769	0.0187799891642396
Lman2l	ENSMUSG00000001143.13	0.0206178395787394	0.0127662666495257	0.0141159869349411	0.0132300014396084	0.0145574815315533	0.0177063647554484	0.0146357081144961	0.0163946178449322
Cnnm4	ENSMUSG00000037408.10	0.0212813599597861	0.0184599219574014	0.0184334779921231	0.0186711153800785	0.0192824530728234	0.0234725870688925	0.020566724122428	0.0246417762178836
Cnnm3	ENSMUSG00000001138.13	0.0203626471441287	0.0181290119688477	0.0160530582578553	0.016248221416441	0.0138209603575168	0.018691960864329	0.0154193832930469	0.0234908113579644
Ankrd23	ENSMUSG00000067653.12	0.0157925270191874	0.0180688029150145	0.0212776719326938	0.0258499244700171	0.0219829436243865	0.0237261025211364	0.021518325042148	0.0233968804159445
Gm42417	ENSMUSG00000109510.1	0.0197938871347747	0.0177184715432833	0.0214130186341381	0.0253592982019536	0.0236969979364974	0.0248700568744644	0.0227682901737162	0.0255601732104973
Ankrd39	ENSMUSG00000079610.9	0.029774833478135	0.0236250796142965	0.0219433235300823	0.0235256925326343	0.0233071735615412	0.0268027752502275	0.0253540768852665	0.0292595255212078
Sema4c	ENSMUSG00000026121.13	0.0181778009882296	0.012648300824452	0.0175311570871782	0.0160283665185233	0.0172299891085043	0.0244429795649308	0.0154655165891121	0.0238131249474834
Fam178b	ENSMUSG00000046337.17	0.036134964985499	0.0330247860317689	0.0332594531977153	0.0344659594190957	0.0315774678681305	0.0350435533902137	0.0327949710184747	0.0364432731697713
Cox5b	ENSMUSG00000061518.11	0.00422523066310253	0.00375485266976389	0.00848599137931035	0.00855259250460296	0.0121330451154034	0.012736375191305	0.00968755166143164	0.0111642743221691
Actr1b	ENSMUSG00000037351.9	0.0160988998316304	0.0121318976554793	0.0126644768071088	0.0124789549826987	0.0110078705728028	0.0177865237981489	0.0141394397201341	0.0241869681781093
4933424G06Rik	ENSMUSG00000102416.4	0.0217492908715833	0.0166852129598271	0.0157572524747164	0.0187801689460982	0.0134650622288148	0.0178438911628653	0.0170245370681287	0.0213330303227063
Zap70	ENSMUSG00000026117.10	0.0186761489686423	0.0193251846564007	0.0183765864617366	0.0226060677885755	0.0119215244532057	0.0203922421913766	0.0147044243188819	0.0208823271766743
Tmem131	ENSMUSG00000026116.11	0.0234929358380596	0.0213111132041756	0.0215002938698051	0.0225094740886726	0.0192849192780347	0.0241643597480234	0.0206502519043092	0.024817032723718
Vwa3b	ENSMUSG00000050122.19	0.0216893592336654	0.0166612513087115	0.0176602580025502	0.0179602956185393	0.0153660802602246	0.0204622305221956	0.0182614219806084	0.022353963461385
Cnga3	ENSMUSG00000026114.14	0.0216974031539561	0.0223004659932019	0.0189591003394675	0.0199680449729818	0.0138065798688243	0.020565161185102	0.0195522394389493	0.0223467604794268
Inpp4a	ENSMUSG00000026113.17	0.022642493031038	0.0191006324948351	0.0206374274096273	0.0197828293257297	0.0174169423732955	0.0223402395425027	0.0201865322434393	0.0238829202009806
Coa5	ENSMUSG00000026112.7	0.0170223970756792	0.0152363283540714	0.0153749743390274	0.0136082474226804	0.0108073057386793	0.0160383194915731	0.0136794502470348	0.0176120146785666
Unc50	ENSMUSG00000026111.15	0.0115445936341459	0.0115583956652335	0.0105372514099139	0.0102425208974923	0.00976775236288254	0.0104722766319724	0.0113313622394733	0.0159351937450056
Mgat4a	ENSMUSG00000026110.15	0.0235963162585409	0.022293393448305	0.0208959492381852	0.0234895279468441	0.0171987002062537	0.0238344493927482	0.0197996809844527	0.0234077641647788
2010300C02Rik	ENSMUSG00000026090.16	0.0259936120650321	0.0240303349899268	0.0228555638398642	0.0242556795381433	0.0208034326899786	0.0245106274421962	0.0214684373440844	0.0246754232784147
Tsga10	ENSMUSG00000060771.15	0.0184434009391548	0.0133633934963585	0.0132363503401805	0.0144496626321874	0.0125994320540711	0.0168827454838876	0.0147811316029457	0.0190363784906559
Lipt1	ENSMUSG00000037216.5	0.0110967114855014	0.0131379640792606	0.0104978175589812	0.0142900030021015	0.00940201946913356	0.0131143300569064	0.0115197871632857	0.0168467994177944
Mitd1	ENSMUSG00000026088.15	0.0215269905454206	0.00991760220664453	0.010810188737149	0.0140383464071351	0.00915613434816004	0.0149698238169646	0.0125347211385412	0.016127144207825
Mrpl30	ENSMUSG00000026087.11	0.0147720538203209	0.0135681689839899	0.00915661220189068	0.0150675726125588	0.00806980964516004	0.0117894383952954	0.00956997265722098	0.0147026809786158
Lyg2	ENSMUSG00000061584.6	0.0118847072326404	0.0109481602425797	0.0132496075353218	0.0157958540429143	0.00919712824363005	0.0165820360281877	0.0117915627841946	0.0173167498660349
Lyg1	ENSMUSG00000026085.11	0.0144446240430253	0.00933819543685014	0.00765667513660588	0.00870165012999416	0.00693606355184807	0.0132135978334197	0.0125278184877599	0.018565286486886
Txndc9	ENSMUSG00000058407.12	0.0113062978882452	0.00975507543304153	0.0120683411090518	0.0107911797454655	0.00730990510821648	0.0146530491305395	0.0134056372423275	0.0165243544093753
Eif5b	ENSMUSG00000026083.12	0.0167477497330192	0.011716695250934	0.0112596895126519	0.0136783050266531	0.00897922391358079	0.0151424103725895	0.0119981084685153	0.0157801631243053
Rev1	ENSMUSG00000026082.11	0.0156621297444838	0.0115383965626953	0.0109753935643086	0.0132236785744881	0.00929226967878574	0.0158461382079387	0.0113178571332461	0.0161898808722236
Aff3	ENSMUSG00000037138.18	0.0423546080151127	0.0405008198454312	0.0411416195695149	0.0415557032674803	0.0345205798038348	0.0394325052871896	0.0374378447140761	0.0417012920838632
Lonrf2	ENSMUSG00000048814.11	0.0187441345316503	0.0130705645032995	0.0127465479396609	0.0148215108048643	0.00828765464930281	0.015726358388383	0.0113635268532587	0.0170815211741785
Chst10	ENSMUSG00000026080.13	0.0216290647177206	0.0190355168689243	0.0180101032286405	0.018176658657939	0.0149808655611213	0.0210702871544166	0.0159002920876344	0.0221714644099687
Nms	ENSMUSG00000067604.8	0.0199584001524269	0.0224331320103538	0.0148505303760849	0.0132451106686966	0.0124281182554283	0.016994947448056	0.0163274514926259	0.025398800036284
