gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	mch_ctrl	mch_mut	mch_diff	ctrl_M1_mch	ctrl_M2_mch	ctrl_F1_mch	ctrl_F2_mch	mut_M1_mch	mut_M2_mch	mut_F1_mch	mut_F2_mch	n_ch_sites_mean	total_coverage_mean	edger_logFC	edger_logCPM	edger_F	edger_pval	edger_fdr	p_bonferroni	sig_bonferroni	sig_fdr005	sig_fdr010
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	+	protein_coding	75075	0.026344532194134	0.0477331353809134	0.0213886031867794	0.0279809797463417	0.0256424174248649	0.0251287309731264	0.0266260006322031	0.0453170058546023	0.0493766564456812	0.0457053872441595	0.0505334919792107	29313.25	671668	0.802035765454069	7.06207055273037	392.190035788764	2.99751474073948e-17	3.51325380474338e-14	6.32385684853808e-13	TRUE	TRUE	TRUE
Gprin3	ENSMUSG00000045441.5	chr6	59347225	59426294	-	protein_coding	79069	0.0293056980802082	0.0521299766054108	0.0228242785252025	0.0307840620306515	0.0282047673888973	0.0278252545406532	0.030408708360631	0.0487551033170444	0.0530493943733312	0.0511172938586638	0.0555981148726037	30576.875	686978.625	0.77696008897358	7.2339152986876	382.831812771059	4.03026602182169e-17	4.47508011907222e-14	8.50265222623722e-13	TRUE	TRUE	TRUE
Maml3	ENSMUSG00000061143.15	chr3	51685906	52105076	-	protein_coding	419170	0.0295674662555225	0.0413556073602415	0.011788141104719	0.0312555979751605	0.0284873712766571	0.0291594639102908	0.0293674318599816	0.0380059728121181	0.0430747219126998	0.0399844835618548	0.0443572511542934	177902	3862131	0.417638557659465	9.51634352320109	369.585771647608	6.20091163936292e-17	6.54103164278198e-14	1.3082063285564e-12	TRUE	TRUE	TRUE
Csrnp3	ENSMUSG00000044647.16	chr2	65845766	66031546	+	protein_coding	185780	0.0379449557609866	0.0269828082266473	-0.0109621475343393	0.0390909645178042	0.0370099934888307	0.0372248285053174	0.0384540365319941	0.0242870626460207	0.0284832457202456	0.0255710480942288	0.0295898764460943	70012.75	1645443.75	-0.572624403015241	8.17999641100526	365.383006029283	7.1308456967177e-17	7.16378341255492e-14	1.50439451663653e-12	TRUE	TRUE	TRUE
Nrxn1	ENSMUSG00000024109.18	chr17	90033630	91093071	-	protein_coding	1059441	0.0194148092252232	0.0160739183445989	-0.00334089088062437	0.0217556583178207	0.0181804003395055	0.0182547636671202	0.0194684145764467	0.0121655206232099	0.0182552901725213	0.0149310515634518	0.0189438110192125	377346.875	8195611	-0.467025238119109	9.60761131934792	353.929548277729	1.05171571344627e-16	1.00854756393527e-13	2.2188046406576e-12	TRUE	TRUE	TRUE
Erbb4	ENSMUSG00000062209.15	chr1	68032185	69108059	-	protein_coding	1075874	0.0354548904836379	0.0453275558236622	0.00987266534002426	0.0372200398743204	0.034329054067708	0.0347984079405548	0.0354720600519685	0.0420468672024697	0.0472213178644029	0.0440610944891191	0.047980943738657	362636.875	8381127.875	0.296110733716055	10.8384837067822	344.531128274487	1.45958966321592e-16	1.24592275072292e-13	3.07929631248663e-12	TRUE	TRUE	TRUE
Pcgf5	ENSMUSG00000024805.16	chr19	36348308	36460970	+	protein_coding	112662	0.0426127720840346	0.0288340681469107	-0.0137787039371239	0.0446976785708381	0.0430578306063171	0.0411828135837545	0.0415127655752286	0.0259878982182557	0.0304293039159762	0.0269341737795893	0.0319848966738214	45195	1021594.25	-0.652186170088793	7.6317031353012	344.319926277934	1.47051923076819e-16	1.24592275072292e-13	3.10235442115164e-12	TRUE	TRUE	TRUE
Tenm2	ENSMUSG00000049336.16	chr11	36006655	37235964	-	protein_coding	1229309	0.0320334688837872	0.0277747588850432	-0.00425870999874403	0.0337834781611293	0.0311384277377649	0.0314370543808876	0.031774915255367	0.0239930390242382	0.0299366229053811	0.0265602865992142	0.0306090870113392	477175.5	11061853.5	-0.307624192345654	10.8026599431563	344.206568988419	1.47642170773442e-16	1.24592275072292e-13	3.1148068768073e-12	TRUE	TRUE	TRUE
Enox1	ENSMUSG00000022012.9	chr14	77156762	77721760	+	protein_coding	564998	0.0479738551894944	0.0398333125127566	-0.0081405426767378	0.0488457319159197	0.0471891876004092	0.0474781730778688	0.0483823281637798	0.0362714128878077	0.041505125119674	0.038557704538781	0.0429990075047636	227807.25	5212427	-0.332509637836953	10.275441877286	341.293883113569	1.63717849625037e-16	1.32844441289977e-13	3.45395547353941e-12	TRUE	TRUE	TRUE
Slc6a6	ENSMUSG00000030096.8	chr6	91684052	91759066	+	protein_coding	75014	0.0523238434910471	0.0340150975749313	-0.0183087459161157	0.0520968561268838	0.0516146454283095	0.0519206191422891	0.0536632532667058	0.0303273423581739	0.0359424983816706	0.0325711530782551	0.0372193964816258	36179.125	702031.75	-0.696453520658879	7.35669914304986	324.482034192517	3.02244998870494e-16	2.3616528671003e-13	6.37646274117081e-12	TRUE	TRUE	TRUE
Zfp608	ENSMUSG00000052713.9	chr18	54888047	54992555	-	protein_coding	104508	0.0312847086057852	0.0501309137822974	0.0188462051765122	0.0325576352580291	0.0291757722260431	0.0313119460164539	0.0320934809226148	0.04714774078478	0.05230054777832	0.0483401479605399	0.0527352186055496	42457.875	970758.125	0.628223733228908	7.73812977273925	323.265069963592	3.16320638235419e-16	2.37617967397499e-13	6.67341650485264e-12	TRUE	TRUE	TRUE
Cytip	ENSMUSG00000026832.12	chr2	58129136	58195532	-	protein_coding	66396	0.026881592159655	0.0483077737667396	0.0214261816070846	0.0294323226598659	0.0256655336190217	0.025811664010285	0.0266168483494472	0.0449011492524085	0.050036729963606	0.0465142734162426	0.0517789424347011	25436	589216	0.776533081512002	6.89052045546136	322.410128615105	3.2663037657143e-16	2.37617967397499e-13	6.89092105452747e-12	TRUE	TRUE	TRUE
Camta1	ENSMUSG00000014592.21	chr4	150917321	151861876	-	protein_coding	944555	0.03012104009381	0.0261242623188587	-0.00399677777495133	0.0317738814996073	0.0295024590162729	0.0287594335873087	0.030448386272051	0.0221318782673182	0.0284101457801047	0.024396900053745	0.0295581251742668	431831.5	8952112.75	-0.328384039150905	10.3994791500138	321.111198365569	3.42992789319061e-16	2.41203962542141e-13	7.23611887626422e-12	TRUE	TRUE	TRUE
Lsamp	ENSMUSG00000061080.11	chr16	39984360	42181679	+	protein_coding	2197319	0.0276963268576234	0.0349292851227733	0.0072329582651499	0.0294925614712831	0.0264802421447835	0.0270677201990609	0.027744783615366	0.0311026041957537	0.0367854357027041	0.0335671472145088	0.0382619533781264	779572	17573465.125	0.247749552370523	11.5331896749598	317.600698637972	3.91794307996525e-16	2.66634984380732e-13	8.26568451580269e-12	TRUE	TRUE	TRUE
Ctnnd2	ENSMUSG00000022240.10	chr15	30172592	31029341	+	protein_coding	856749	0.0240968090969345	0.020586143672557	-0.00351066542437752	0.0261169505997308	0.0231128834334592	0.0231315728761274	0.0240258294784206	0.0173560937896123	0.0221456780147419	0.0191268826421457	0.0237159202437281	319678.625	7044572.875	-0.359880263606731	9.72895679380891	312.473179876778	4.7699684855145e-16	3.1447507855906e-13	1.00632025138899e-11	TRUE	TRUE	TRUE
Patj	ENSMUSG00000061859.17	chr4	98395784	98719603	+	protein_coding	323819	0.0193572756775629	0.0295842482524923	0.0102269725749294	0.0213174615921873	0.0180681485189205	0.0186602151615143	0.0193832774376295	0.0260858864827982	0.0318092578744987	0.0280382346900785	0.0324036139625938	126685.875	2844259.875	0.509305800239703	8.53908484998215	305.69174639195	6.21661170616827e-16	3.87244711079677e-13	1.31151857165032e-11	TRUE	TRUE	TRUE
Btbd3	ENSMUSG00000062098.11	chr2	138256564	138589292	+	protein_coding	332728	0.0347447209742849	0.047790980587707	0.0130462596134221	0.0361101032806925	0.0342060038003613	0.0339153886465434	0.0347473881695423	0.043738444989274	0.0494086249988151	0.0465691235641794	0.0514477287985596	121803	2718014.875	0.396499724428239	9.23560318960224	305.593146179151	6.24084949362895e-16	3.87244711079677e-13	1.3166320176709e-11	TRUE	TRUE	TRUE
Tjp1	ENSMUSG00000030516.14	chr7	65296164	65527781	-	protein_coding	231617	0.0407696335592383	0.0307914454503749	-0.0099781881088634	0.0422635134597734	0.0404561158973294	0.0402185310743493	0.0401403738055011	0.0274523095559771	0.0329065526309466	0.0300731089421863	0.0327338106723897	93819	2065726.875	-0.477874810605031	8.64882605632132	294.580850119014	9.71031968271844e-16	5.85310326703745e-13	2.04858614346311e-11	TRUE	TRUE	TRUE
Tmem178b	ENSMUSG00000057716.7	chr6	39871460	40255150	+	protein_coding	383690	0.0499247050495826	0.0396953805499329	-0.0102293244996497	0.0507542643000534	0.0494470273708089	0.050249664740941	0.0492478637865272	0.0357920763784591	0.0412027867162361	0.0396139655668504	0.0421726935381861	158268.125	3427799.75	-0.386877511812155	9.70166008529998	291.75583364961	1.0903141771834e-15	6.38954394334393e-13	2.30023581960381e-11	TRUE	TRUE	TRUE
Abr	ENSMUSG00000017631.19	chr11	76416733	76623558	-	protein_coding	206825	0.0481922430443689	0.0362315305055378	-0.0119607125388311	0.0488270948586296	0.0487060501585059	0.0479474271434871	0.0472884000168531	0.0320084375637828	0.0382502190752631	0.0353266683625289	0.0393407970205764	92268.25	1845682.625	-0.486619323729966	8.7170774808107	283.670636758349	1.52785221700317e-15	8.71164816813942e-13	3.22330982221159e-11	TRUE	TRUE	TRUE
Ephb1	ENSMUSG00000032537.15	chr9	101922127	102354693	-	protein_coding	432566	0.0358522898746074	0.0291295866986904	-0.00672270317591703	0.0371515634428749	0.034585205345023	0.0358806696161538	0.0357917210943779	0.025157135651628	0.0309616060100668	0.0283297749353045	0.0320698301977623	186905.875	3784730.375	-0.391931952341116	9.37256486658392	282.490672014788	1.60615128651068e-15	8.91709833987259e-13	3.38849736915158e-11	TRUE	TRUE	TRUE
Plekha6	ENSMUSG00000041757.17	chr1	133164209	133303435	+	protein_coding	139226	0.041199119473182	0.0296268306123131	-0.0115722888608689	0.0419064870093464	0.0400482576387252	0.0413816240792761	0.0414601091653804	0.0266698550652935	0.0312937315037247	0.027461969996218	0.0330817658840163	66149.125	1241245.875	-0.561922449639867	7.89193069466719	275.802108007117	2.14001530902633e-15	1.15763853780842e-12	4.51479029745284e-11	TRUE	TRUE	TRUE
Cerkl	ENSMUSG00000075256.9	chr2	79330542	79456785	-	protein_coding	126243	0.0224010478498205	0.0370281678178183	0.0146271199679977	0.0243397478889257	0.0208585020757131	0.0216409567999401	0.0227649846347031	0.0329271904509357	0.0395493849503589	0.0362694794506412	0.0393666164193372	47614.5	1064418.5	0.642154422290159	7.41296485828296	273.465506212134	2.3692437506074e-15	1.24590439941509e-12	4.99839354065644e-11	TRUE	TRUE	TRUE
Gabbr2	ENSMUSG00000039809.10	chr4	46662304	46991873	-	protein_coding	329569	0.0253111794838964	0.0202951778865573	-0.00501600159733915	0.0268974230893545	0.0238176016552828	0.0250959926930273	0.0254337004979211	0.0166883245526555	0.0221882732167462	0.0187869824443865	0.0235171313324409	152038.75	2928052.75	-0.461209704896327	8.48487377906049	272.968842396075	2.42129593667435e-15	1.24590439941509e-12	5.10820803760188e-11	TRUE	TRUE	TRUE
Tafa5	ENSMUSG00000054863.9	chr15	87544298	87759364	+	protein_coding	215066	0.0275153572368312	0.0206032933705755	-0.00691206386625575	0.0292528822899808	0.0271103519591801	0.0265080668531456	0.0271901278450183	0.0169691174643515	0.0224215144712488	0.0198696052282688	0.0231529363184327	99764.25	2045956	-0.542735349698253	8.0524167863758	271.154163747394	2.62220451343947e-15	1.31715830047697e-12	5.53206486200326e-11	TRUE	TRUE	TRUE
Gsg1l	ENSMUSG00000046182.8	chr7	125878419	126082411	-	protein_coding	203992	0.0506186268354443	0.0394539784061962	-0.0111646484292481	0.0523138880053883	0.0505568731722454	0.0493577003056818	0.0502460458584617	0.0365835127037135	0.040761021679772	0.0384859602451361	0.0419854189961634	93679.375	1898765.875	-0.414259167560879	8.85583192056946	268.680568401947	2.92549001118354e-15	1.43532704106835e-12	6.17190627659392e-11	TRUE	TRUE	TRUE
Rnf157	ENSMUSG00000052949.14	chr11	116336352	116413032	-	protein_coding	76680	0.0655223034551502	0.0456834989191339	-0.0198388045360163	0.0637334888149699	0.0657988953860541	0.0656797649840099	0.0668770646355667	0.042094954605188	0.0473397688325076	0.0439901207252321	0.0493091515136077	32824.25	770940.375	-0.571779759204454	7.85895163207003	266.125590476668	3.27881323855605e-15	1.57211642940493e-12	6.9173122893817e-11	TRUE	TRUE	TRUE
Tgfbr3	ENSMUSG00000029287.14	chr5	107106569	107289629	-	protein_coding	183060	0.0371239485284172	0.0276426595949569	-0.00948128893346031	0.0396549196099143	0.0359423965606615	0.0367309144589789	0.0361675634841139	0.024222834559653	0.0294499736887979	0.0270061999498635	0.029891630181513	77591.75	1617037.375	-0.512916820352558	8.14797023881066	262.710083545766	3.82468598563065e-15	1.79309778308555e-12	8.06894002388499e-11	TRUE	TRUE	TRUE
Sema6d	ENSMUSG00000027200.17	chr2	124089968	124667770	+	protein_coding	577802	0.024829470766487	0.033751302606769	0.00892183184028204	0.0267279549780087	0.024255523240481	0.0233506715447446	0.0249837333027137	0.0306932636409125	0.035257678985235	0.0326271291376316	0.036427138663297	224912.875	5232117.125	0.36605400753413	9.68796237843828	261.185081384549	4.09933737446196e-15	1.8571864142068e-12	8.64837205890239e-11	TRUE	TRUE	TRUE
Cacna1e	ENSMUSG00000004110.17	chr1	154390730	154884501	-	protein_coding	493771	0.0217562279369622	0.0174191552417872	-0.00433707269517495	0.0238675056008839	0.0205180019428519	0.0206730749373521	0.0219663292667608	0.0138675442807534	0.019976603072603	0.0162193102522368	0.0196131633615556	203361.5	4163572.75	-0.481785657953047	8.7772893123934	260.982194206375	4.13744899595769e-15	1.8571864142068e-12	8.72877614677195e-11	TRUE	TRUE	TRUE
Msi2	ENSMUSG00000069769.13	chr11	88339381	88718513	-	protein_coding	379132	0.0281092225068599	0.0227518497791065	-0.00535737272775339	0.0298493955865491	0.0269643532490281	0.027029702198633	0.0285934389932295	0.0189502480950986	0.0248721527766537	0.0216485576764941	0.0255364405681798	171025.75	3284167	-0.430203848826453	8.80876224792643	259.856673970672	4.35592093645492e-15	1.91451799992478e-12	9.18968639963894e-11	TRUE	TRUE	TRUE
Hgd	ENSMUSG00000022821.13	chr16	37580152	37632020	+	protein_coding	51868	0.0314170631567474	0.0529528451251978	0.0215357819684505	0.0320742543085689	0.0304206054554025	0.0316365763958542	0.0315368164671637	0.0481664118926622	0.0541983656573746	0.0522589066107347	0.0571876963400198	21706.125	468748.5	0.695099479654119	6.73776658126541	257.869765473966	4.77250808443538e-15	2.01438202285783e-12	1.00685603057333e-10	TRUE	TRUE	TRUE
Dlgap4	ENSMUSG00000061689.15	chr2	156613704	156764363	+	protein_coding	150659	0.0340773268315774	0.0250534659348682	-0.00902386089670924	0.035597788504677	0.0332421315526934	0.0339032121150226	0.0335661751539165	0.0215456862420841	0.0258613028629222	0.023966439596578	0.0288404350378883	72832.25	1361855.125	-0.549088417206923	7.75829240594478	257.847530581371	4.7774059409865e-15	2.01438202285783e-12	1.00788933136992e-10	TRUE	TRUE	TRUE
Phex	ENSMUSG00000057457.11	chrX	157162074	157415312	-	protein_coding	253238	0.0227423150592983	0.0366935718293751	0.0139512567700768	0.0281937851470512	0.0254977174663756	0.0178902137138796	0.0193875439098866	0.0406799020170825	0.0467538268538699	0.0268918945066852	0.0324486639398626	93902.75	1528911.5	0.605138207555447	7.81120047675612	257.433613401477	4.86957781512772e-15	2.01438202285783e-12	1.02733483165749e-10	TRUE	TRUE	TRUE
Prkar2b	ENSMUSG00000002997.15	chr12	31958475	32061296	-	protein_coding	102821	0.058499211218819	0.0433968523815333	-0.0151023588372857	0.0603911719125741	0.0571132283867217	0.0574777314507723	0.0590147131252079	0.0404514024380726	0.0452612191200117	0.0414787900422945	0.0463959979257542	39744.375	962667.125	-0.490222258941973	8.06114146428133	255.637025754547	5.29242811826672e-15	2.1471991540591e-12	1.11654356011073e-10	TRUE	TRUE	TRUE
Afap1	ENSMUSG00000029094.12	chr5	35893318	36003923	+	protein_coding	110605	0.0537059860698742	0.039881008654309	-0.0138249774155652	0.0554645058775571	0.0533425084638281	0.0527430043155902	0.0532739256225213	0.0354448046308806	0.0413564164937557	0.0396011279339152	0.0431216855586844	51059.5	1100334.75	-0.499158204152525	8.12311801909105	254.060658711561	5.69609187264518e-15	2.26736698560746e-12	1.20170450237195e-10	TRUE	TRUE	TRUE
Ephb2	ENSMUSG00000028664.14	chr4	136647538	136835988	-	protein_coding	188450	0.0331453278729559	0.0250282675592608	-0.00811706031369505	0.0348492587805309	0.0327324359335945	0.0323799358273503	0.032619680950348	0.0219561689179509	0.0265810995149936	0.023773323603381	0.0278024782007179	91595.375	1605046.75	-0.501841789897803	7.97301345141204	253.653414791161	5.80568056594156e-15	2.26819338703091e-12	1.22482442899669e-10	TRUE	TRUE	TRUE
Zbtb20	ENSMUSG00000022708.16	chr16	42875880	43642602	+	protein_coding	766722	0.0273724342712657	0.0359248640383483	0.0085524297670826	0.0293259699883147	0.0262763027734873	0.0263800865190155	0.0275073778042452	0.0326135048416596	0.0375571763061301	0.0350267505811875	0.0385020244244159	278912.125	6386904.5	0.319456862975036	10.0891809406941	245.778505825889	8.43943296477974e-15	3.23721304105379e-12	1.78046717257958e-10	TRUE	TRUE	TRUE
Lrrc4c	ENSMUSG00000050587.14	chr2	96318168	97631666	+	protein_coding	1313498	0.0247428877870891	0.0315560677809279	0.00681317999383875	0.0264275705407017	0.0237997561637777	0.0239255976387624	0.0248186268051147	0.0283198356683462	0.033298025303154	0.0300862328383162	0.034520177313895	450876.375	9823749.125	0.264245512037436	10.5415610656179	239.024822259595	1.17341438585839e-14	4.42062916043828e-12	2.47555232984544e-10	TRUE	TRUE	TRUE
Megf11	ENSMUSG00000036466.17	chr9	64385625	64709205	+	protein_coding	323580	0.0282092533625712	0.0229046814111553	-0.00530457195141587	0.0307231945340254	0.0270265461616293	0.0273716990225276	0.0277155737321025	0.0188567792733181	0.0247976347629404	0.0218839409574831	0.0260803706508797	149294.25	2768152.25	-0.434428454322499	8.56618842110246	238.024220054893	1.23301726831577e-14	4.56367812450137e-12	2.60129653096578e-10	TRUE	TRUE	TRUE
Hdac9	ENSMUSG00000004698.11	chr12	34047579	34917095	-	protein_coding	869516	0.0216280641556609	0.019520462265661	-0.00210760188999986	0.0235186196161398	0.0203900506379417	0.0205320412047323	0.0220715451638298	0.0153158012407907	0.0211360742693108	0.0179262565571592	0.0237037169953834	316240.5	7245569.25	-0.326505326896997	9.64472483378628	235.950187982422	1.36720209848287e-14	4.97307977098156e-12	2.8843862671693e-10	TRUE	TRUE	TRUE
Cmip	ENSMUSG00000034390.16	chr8	117257063	117459430	+	protein_coding	202367	0.0415558685451009	0.0319125880689327	-0.00964328047616819	0.0418899238655541	0.0420728465380016	0.0414833914271168	0.0407773123497313	0.0273422884325408	0.0334418405321933	0.03068398071971	0.0361822425912869	96348.25	1955631.625	-0.478447147339527	8.59725657347393	235.36509214148	1.4078405556502e-14	5.03410376314445e-12	2.97012122025523e-10	TRUE	TRUE	TRUE
Gm20696	ENSMUSG00000030068.4	chr6	99257483	99666797	-	protein_coding	409314	0.0320668011526402	0.0270702860056066	-0.00499651514703359	0.0335873330206693	0.0310178264183121	0.0311833075631283	0.0324787376084511	0.0231823344414871	0.029171956368565	0.0254926107153959	0.0304342424969786	173243.25	3747704.875	-0.356802210192052	9.22029875261204	234.419774130129	1.4762722731621e-14	5.19081935781682e-12	3.11449161469009e-10	TRUE	TRUE	TRUE
