gene_name	mch_logfc	mch_fdr	mch_sig	mch_direction	mch_diff	cg_mc_log2fc	cg_mc_diff	cg_mc_qvalue	cg_mc_ctrl	cg_mc_mut	cg_hmc_log2fc	cg_hmc_diff	cg_hmc_qvalue	cg_hmc_ctrl	cg_hmc_mut
1110051M20Rik	-0.26243939993383	2.9007918091627e-05	TRUE	Hypomethylated	-0.00185240867323059	0.0266691720434751	0.01295217365253	8.5329371147281e-09	0.694204413463789	0.707156587116319	-0.262161527428994	-0.0261493292500297	1.26783270010904e-56	0.157372196572988	0.131222867322958
1110059E24Rik	-0.233591102115754	0.00257027754835116	TRUE	Hypomethylated	-0.00117002602565385	0.0798981404418894	0.0405534839634105	1.32034315908204e-51	0.712171631856877	0.752725115820288	-0.370176139196761	-0.0379783402117584	9.468189320347e-71	0.167814103698957	0.129835763487198
1110059G10Rik	-0.166788674313329	0.704312665865314	FALSE	Hypomethylated	0.000101728733775418	0.0570792250263077	0.0202977526326662	0.260602719876351	0.502950010691248	0.523247763323915	-0.132265730682184	-0.00573169973229094	0.476259531672284	0.0654284338596444	0.0596967341273535
1110065P20Rik	-0.448852380344054	0.378707231177673	FALSE	Hypomethylated	-0.00520858531492473	0.154124961189257	0.0574611125011826	0.114168662368391	0.509648753689255	0.567109866190438	-0.145719083664894	-0.0170088642412003	0.522080868370485	0.177044212617983	0.160035348376783
1190005I06Rik	-0.254910386480851	0.00280522714070067	TRUE	Hypomethylated	-0.00290613287028031	-0.0265163339759918	-0.0131913284317379	0.0031538077695919	0.724326851052371	0.711135522620633	0.0634467480743763	0.00672942292290674	0.0736959799190383	0.149678116707103	0.15640753963001
1190007I07Rik	-0.557481433398972	0.300299702468434	FALSE	Hypomethylated	-0.000331581414145533	0.058993130990513	0.0219569497958599	0.204294587270424	0.52606025815982	0.54801720795568	-0.293786248288499	-0.0272731125826244	0.0123529296015171	0.148029027791757	0.120755915209133
1300017J02Rik	-0.376123740630659	0.00173665872619916	TRUE	Hypomethylated	-0.00131712339330135	-0.0190812139755712	-0.0101938966736673	0.00174055125700439	0.77584972028572	0.765655823612053	0.0505834009011735	0.00230902004836586	0.332399534943201	0.0647080648279334	0.0670170848762993
1500009C09Rik	-0.166360934778603	0.362231036507717	FALSE	Hypomethylated	-0.000417827762092732	-0.0825810866757911	-0.0372803587323924	1.19949185173746e-05	0.670107427128496	0.632827068396103	0.19689412715081	0.0219041782043384	0.00120663245169803	0.149794624107039	0.171698802311377
1500009L16Rik	-0.0256972753108609	0.787872045603735	FALSE	Hypomethylated	0.00159809358516335	-0.00330329730249879	-0.00160626803010322	0.702851805069481	0.702331250187935	0.700724982157831	0.121158192033406	0.012559110825439	3.24948584295356e-06	0.143356340817887	0.155915451643326
1500011B03Rik	-0.0131691679319044	0.958896686045851	FALSE	Hypomethylated	0.00140329226402543	0.120561109457858	0.0486209412835271	2.37420423624328e-16	0.557850785910186	0.606471727193713	-0.167455088074763	-0.0231333815003732	3.14533570602152e-06	0.211094077030077	0.187960695529704
1520401A03Rik	-0.103244499773276	0.612941183679725	FALSE	Hypomethylated	0.000578660055385375	0.0112377713880492	0.0050093350850211	0.717609277942796	0.640592542489507	0.645601877574528	-0.0231930223533588	-0.00133863540278942	0.849377700971539	0.0839393728348782	0.0826007374320888
1600012H06Rik	-0.0809247147137699	0.718427521663709	FALSE	Hypomethylated	0.00120666456852792	0.0660305572471897	0.0345941580469638	4.59771625802667e-10	0.738679160113351	0.773273318160315	-0.388855502487237	-0.0246907667684595	2.04873032180123e-11	0.104504652760589	0.0798138859921294
1600014C10Rik	-0.197914076540245	0.376965948990387	FALSE	Hypomethylated	0.00103332570369812	0.133264815244286	0.0586341861139184	4.32589557158507e-16	0.605894755685417	0.664528941799335	-0.133579787502969	-0.0185889291059423	0.00377831352478774	0.210202947197648	0.191614018091706
1600014C23Rik	0.289408211892943	0.68710628303863	FALSE	Hypermethylated	0.00777697342700304	-0.221331543985206	-0.0707834375576092	0.115779706888276	0.497680669834965	0.426897232277356	-0.695013651464522	-0.0981059060460726	0.00648742959147731	0.256622541022367	0.158516634976295
1700001C19Rik	0.102939729011121	0.489596702259204	FALSE	Hypermethylated	0.00219344614589714	-0.0265719596371598	-0.0135820731090056	0.046556636970961	0.74423545981354	0.730653386704535	0.280110945323549	0.0104002823163589	0.0173934013927887	0.0485340739262932	0.0589343562426521
1700001F09Rik	-0.377321536842056	0.281530447946029	FALSE	Hypomethylated	-0.000767055030986574	-0.0335487602580315	-0.0165622602620117	0.277006973593652	0.72053896938103	0.703976709119018	0.403691425492655	0.00293141768327399	0.459706114489365	0.00907873164862596	0.0120101493318999
1700001J03Rik	-0.325595749068216	0.416117394035053	FALSE	Hypomethylated	-0.00378158029906991	-0.006762944029561	-0.00344703787357203	0.862147095865987	0.737059125875951	0.733612088002379	-0.261494829577815	-0.0104654258628013	0.22073972913104	0.0631295795555644	0.0526641536927631
1700001K19Rik	-0.0857718029360609	0.698263741145334	FALSE	Hypomethylated	0.00129916718662966	0.0437154333623728	0.0221956173654407	0.00041164135845332	0.721457142423459	0.743652759788899	-0.284618456855388	-0.0215130810387609	6.18315587322662e-07	0.12015708379054	0.0986440027517789
1700001L19Rik	-0.353184865430511	0.0743371394763817	FALSE	Hypomethylated	-0.0013307007259952	-0.042226268190902	-0.0197946169199998	0.00258691283349921	0.686244889650512	0.666450272730512	0.276451972601006	0.0119868291696408	0.000574719977467023	0.0567524670639634	0.0687392962336042
1700001O22Rik	-0.233534123597785	0.169586776115962	FALSE	Hypomethylated	-0.00335078306505211	-0.00097106338339951	-0.000449451203912377	0.92173485178007	0.667968004332666	0.667518553128753	-0.115440540158099	-0.0106441094212073	0.11307801650332	0.138415649874457	0.127771540453249
1700001P01Rik	-0.201591466523369	0.597325953429083	FALSE	Hypomethylated	-0.000509664872326385	-0.012181767991979	-0.00611607957755878	0.570002757770274	0.72739379359067	0.721277714013111	-0.320946307081816	-0.0144014123599899	0.00265137647404057	0.0722036738646907	0.0578022615047008
1700003E16Rik	0.0215917487225898	0.943198238339686	FALSE	Hypermethylated	0.00172814900594489	-0.0627621449307596	-0.0275621910404104	0.0157744579829337	0.647445024905716	0.619882833865305	0.022422055823672	0.00110950026381607	0.819828529175895	0.0708349012321008	0.0719444014959169
1700003F12Rik	0.040428795128617	0.885802309275467	FALSE	Hypermethylated	0.00663173236411763	0.15530689015783	0.0729404830620106	0.00442210763978519	0.641751291324765	0.714691774386775	-0.347170662699163	-0.0656555823076116	0.00691690534856818	0.306980082471024	0.241324500163412
1700003H04Rik	0.258431407597675	0.081834072719879	FALSE	Hypermethylated	0.00444566884310071	-0.0136375116390051	-0.00788975415031423	0.157135169290937	0.838598166116067	0.830708411965753	0.15285702729794	0.00755354809597074	0.0433685390913559	0.0675817965556919	0.0751353446516626
1700006A11Rik	-0.347678268309971	0.0291963320152366	TRUE	Hypomethylated	-0.000665779654319586	-0.00387636221235389	-0.00230036701285863	0.738171882797887	0.857295687064921	0.854995320052062	0.0672415133747621	0.00206852352539726	0.526359072876609	0.0433548171539075	0.0454233406793048
1700007K13Rik	-0.250528642175001	0.453945471809517	FALSE	Hypomethylated	-0.00426023671055767	-0.0698225381240961	-0.032061216012664	0.00887165080867382	0.678618745505745	0.646557529493081	0.0638218060194801	0.00565128437944645	0.525704555588824	0.124942749842332	0.130594034221779
1700008O03Rik	-0.190228586962298	0.192837954358969	FALSE	Hypomethylated	0.000691525087148304	-0.00670067011919985	-0.00294252227032588	0.770552752650635	0.63501534596804	0.632072823697714	0.0573050797948186	0.00404399204082177	0.332399534943201	0.0998016877362557	0.103845679777077
1700008P02Rik	-0.398774289246633	0.39310195407094	FALSE	Hypomethylated	-0.000229932245310443	-0.0163923329825854	-0.00905244596809829	0.577007374863907	0.801243775307708	0.79219132933961	-0.0349297375501998	-0.00116544023859456	0.899490062927152	0.0487209857965646	0.04755554555797
1700009N14Rik	-0.148286751372523	0.857657045440881	FALSE	Hypomethylated	-0.000139489253125777	0.0105427685264876	0.00663006951659439	0.473782305422302	0.903961925286199	0.910591994802793	-0.236062508678177	-0.00511180042253491	0.423305052110852	0.0338663181510751	0.0287545177285402
1700010B08Rik	-0.439748819734171	0.481799658221286	FALSE	Hypomethylated	-0.00264539420540688	-0.0347817828005586	-0.0202841743195137	0.177764951526571	0.851539300613078	0.831255126293564	-0.0758919286890008	-0.00284539614886908	0.753561039910714	0.0555257570685844	0.0526803609197153
1700010I14Rik	-0.271180602068704	0.0323160600295501	TRUE	Hypomethylated	-0.00151133221302549	-0.00864964833732555	-0.0046202218339928	0.385232011644216	0.772930006008527	0.768309784174534	-0.0109816688467726	-0.000810398831288611	0.841041385367791	0.106870258283753	0.106059859452464
1700011L22Rik	0.421206899088932	8.50591305139449e-06	TRUE	Hypermethylated	0.0118399019644853	0.0201371162037698	0.0106158822583213	0.00570376811265623	0.755264187800067	0.765880070058388	0.0644338860137164	0.00626333387536795	0.0791128212453656	0.137129665413837	0.143392999289205
1700012A03Rik	-0.0570735507819067	0.814492068926549	FALSE	Hypomethylated	0.00111917284076848	-0.00694883093563712	-0.00333158547399615	0.815436099296437	0.693360723632623	0.690029138158627	0.43187577872035	0.0310112797148558	1.18509337033749e-05	0.0888610037065754	0.119872283421431
1700012B07Rik	-0.315072921238441	0.0124145062322914	TRUE	Hypomethylated	-0.00130612060013759	0.004803249905041	0.0027386090242687	0.458027640183883	0.821194873065556	0.823933482089824	-0.161000834096377	-0.00626010586803559	0.0019376387573989	0.0592837671255037	0.0530236612574681
1700012B09Rik	-0.442852494490988	0.0248518001951608	TRUE	Hypomethylated	-0.00101258291421189	-0.0137623880182973	-0.0067365163676274	0.362396097061152	0.709554745831028	0.7028182294634	-0.071281088718883	-0.00178671816831613	0.579116048129021	0.0370630339485278	0.0352763157802117
1700012P22Rik	-0.0962578486832901	0.720968943124656	FALSE	Hypomethylated	0.00101884420731394	-0.00315373476487619	-0.0016115234436459	0.904076625368388	0.73800720051984	0.736395677076195	0.119971375943115	0.000550895159720371	0.754761021919557	0.00635306408873088	0.00690395924845125
1700013F07Rik	-0.0608647148297038	0.742553039493255	FALSE	Hypomethylated	-6.57048198204023e-05	-0.0131732695226721	-0.00589283371546212	0.39930420957373	0.648315513103275	0.642422679387813	0.0843388036700574	0.00419793789180015	0.386625430618856	0.0697311804292781	0.0739291183210783
1700013G24Rik	0.0600183699831416	0.907497210687897	FALSE	Hypermethylated	0.00268009688557662	-0.0345210565513803	-0.0204726318207535	0.0634821968684092	0.865864056847764	0.845391425027011	0.0408221170961218	0.0015072938245076	0.842556592087191	0.0525192004338841	0.0540264942583917
1700013H16Rik	-0.0461650975437617	0.903965530230612	FALSE	Hypomethylated	0.00276976003866046	-0.0182263171011042	-0.0108353682230107	0.0412854458344548	0.863097259707203	0.852261891484192	-0.187768764873758	-0.00272073032805578	0.450633496406803	0.0222942166546232	0.0195734863265674
1700014D04Rik	-0.305867875552389	0.32434469971435	FALSE	Hypomethylated	-0.000691708460679659	0.0601350099909126	0.0304041182838797	0.000446826484448731	0.714326735097574	0.744730853381454	-0.265940500047866	-0.0200162571357193	0.000552598204701848	0.118901204335879	0.0988849472001598
1700015F17Rik	-0.21290702073167	0.139404708335125	FALSE	Hypomethylated	0.000296412843771762	-0.00829159706523794	-0.00467000219387148	0.308812714347925	0.814893486329876	0.810223484136004	0.0297993870073597	0.00106093984278942	0.740878478599653	0.0508352534068512	0.0518961932496406
1700015G11Rik	-0.30436863214262	0.446732997160413	FALSE	Hypomethylated	-0.0019047421697851	-0.0185436591143184	-0.0103323224075317	0.46451906893166	0.809030998885441	0.798698676477909	0.107665366724192	0.00292010149392687	0.736579253317433	0.0376869015605041	0.040607003054431
1700016C15Rik	-0.37963998885773	0.0325380757952191	TRUE	Hypomethylated	-0.00031518531683138	-0.005267766205117	-0.00309399890251127	0.755072517532782	0.848908415775569	0.845814416873058	-0.256309164641792	-0.00946397123974628	0.0010934143543004	0.0581421632760049	0.0486781920362586
1700016D06Rik	0.116771817521717	0.181621468645276	FALSE	Hypermethylated	0.00308029449315681	-0.0207268567917077	-0.0111958636386684	0.000994234038823058	0.784900598628427	0.773704734989759	0.299682205696209	0.0198718078617933	9.3201340525149e-19	0.0860723706884644	0.105944178550258
1700016H13Rik	-0.391713055984134	0.0907315992594841	FALSE	Hypomethylated	-0.00320596036975916	-0.0152382294956662	-0.00777998446732642	0.391152141566014	0.740474866617251	0.732694882149924	-0.0456753343875592	-0.00248531084823865	0.727780417484669	0.0797499104467518	0.0772645995985132
1700016K19Rik	-0.374547031698208	0.283238129988288	FALSE	Hypomethylated	-0.0010904542074225	-0.0371624416468928	-0.0161801925773758	0.285693786859549	0.636261262555201	0.620081069977826	0.0487194171904154	0.0039207998729763	0.673316575511502	0.114154619582814	0.11807541945579
1700017B05Rik	-0.20962546047344	0.287977292280011	FALSE	Hypomethylated	-0.000663602125895165	-0.0601154843369284	-0.0252713653390511	0.0129790869222051	0.619204006654259	0.593932641315208	0.0574099534651697	0.00758231183058466	0.321638553347221	0.186775226558657	0.194357538389242
1700017N19Rik	0.612567615582011	9.23008735088504e-06	TRUE	Hypermethylated	0.00982721890069667	0.0247443337218839	0.0133544142840057	0.00219859633934886	0.771958410152102	0.785312824436108	0.0285721099476584	0.00186165199824236	0.614036008906314	0.0930728683899963	0.0949345203882387
1700018B08Rik	-0.305631094599236	0.172054013514767	FALSE	Hypomethylated	-0.00138429099629323	-0.00290855194059605	-0.00148632650116243	0.914512294099524	0.737988583809496	0.736502257308334	-0.0499538111383264	-0.00248425727021831	0.56132481859426	0.0729960876130561	0.0705118303428378
1700018F24Rik	-0.563629123524056	0.370149630612821	FALSE	Hypomethylated	-0.00481678298919757	0.0488529665595539	0.0217409406952345	0.423601621240716	0.631230646517163	0.652971587212397	-0.278698244549766	-0.00957635636458602	0.531636453516102	0.0545147201586752	0.0449383637940892
1700019A02Rik	-0.131834260193663	0.417465801832313	FALSE	Hypomethylated	0.000967584979176404	0.03967329173235	0.0226803104872516	4.03530088574491e-06	0.813467467612585	0.836147778099837	-0.426598355869398	-0.0214100573444768	2.53459422162351e-10	0.0836376054550622	0.0622275481105854
1700019D03Rik	0.382254878699619	6.42037464818792e-07	TRUE	Hypermethylated	0.00877236611354963	0.0407871065800632	0.0202343810969583	2.44190440070534e-11	0.705647865141774	0.725882246238732	0.0845108577980891	0.00753689579154349	0.000939544194588221	0.124931598245323	0.132468494036867
1700019N19Rik	-0.124821425858392	0.487223636945937	FALSE	Hypomethylated	-0.00108233413630375	-0.0567510485108732	-0.0282527486573958	0.0122110651518875	0.732445370743492	0.704192622086097	0.214332284198183	0.0230495006802114	0.00902158037708229	0.143909321841512	0.166958822521724
1700020A23Rik	-0.169865274816046	0.880700728175113	FALSE	Hypomethylated	-0.00470252635859119	-0.17653440181511	-0.0652414121122191	0.276125642806314	0.566459290567949	0.50121787845573	-0.22775938090659	-0.0385216345309838	0.528194372619913	0.263774779267139	0.225253144736155
1700020D05Rik	-0.791557298657369	0.297589674806547	FALSE	Hypomethylated	-0.0034538302003496	0.0619056225797885	0.0296675057989267	0.0661957900263902	0.676666126834138	0.706333632633064	-0.294884731143373	-0.035645452528267	0.00482787889156628	0.192821391074079	0.157175938545812
1700020L24Rik	-0.0855587856814673	0.843369546714157	FALSE	Hypomethylated	0.0013661747062855	0.0282101549918476	0.00972296828506336	0.637176907639765	0.492396509432166	0.502119477717229	-0.291177072063089	-0.0260557925326198	0.0159062907930541	0.142564468071698	0.116508675539079
1700020N01Rik	-0.258460460461597	0.0336113802409045	TRUE	Hypomethylated	-0.00167058778217552	0.00665869481286098	0.00349404627188354	0.522647566623266	0.755286047047884	0.758780093319768	0.0308835957767648	0.00220231445940061	0.477322223677358	0.101781599823184	0.103983914282585
1700021F07Rik	-0.485212166264952	0.0509806478645906	FALSE	Hypomethylated	-0.0035291183208574	-0.0140060542965686	-0.00828103935544355	0.280719258839858	0.857136516443239	0.848855477087796	0.274245936742308	0.00872519859965552	0.0298043852741193	0.0416752140277527	0.0504004126274082
1700022I11Rik	-0.221853590733793	0.306351358217044	FALSE	Hypomethylated	0.00042315526332521	0.0162003094270875	0.008757458163834	0.214418674492677	0.775512190955679	0.784269649119513	-0.241022507261923	-0.0199784925118062	7.45772842425144e-05	0.129853068944511	0.109874576432705
1700024B05Rik	-0.305314385168766	0.0350973983908246	TRUE	Hypomethylated	0.00081791799964287	-0.0229204639976718	-0.0110121415306463	0.0905458128509324	0.698663772217694	0.687651630687048	-0.168960107328082	-0.000813768066369236	0.483778098145316	0.00736332330324505	0.00654955523687582
1700024G13Rik	-0.0190491749548025	0.906256119636612	FALSE	Hypomethylated	0.00214418605998436	-0.00202823939488578	-0.000907634546384539	0.850961748827639	0.646058117230166	0.645150482683782	0.0809110952246341	0.00697714300733182	0.145844595106125	0.120950825021197	0.127927968028529
1700025B11Rik	-0.351073371395028	0.559757922495925	FALSE	Hypomethylated	-0.0011750184440343	0.00911901159296585	0.0053392511851883	0.714680752813009	0.842042191517503	0.847381442702691	-0.151887101237693	-0.00371412823489358	0.59787085116666	0.0371681782139975	0.0334540499791039
1700025C18Rik	-0.128525931233918	0.401394719384432	FALSE	Hypomethylated	-0.00139703597930968	-0.0486559080144995	-0.0236697280271946	0.00126206759648653	0.713731865271606	0.690062137244412	0.133257419277267	0.012731495285646	0.0257719759813281	0.131568201924279	0.144299697209925
1700025G04Rik	-0.0441341262407454	0.327255281480602	FALSE	Hypomethylated	0.000890211366202025	0.17232677999867	0.0628224610672886	4.8151057076211e-306	0.495154571891374	0.557977032958663	-0.15518120308931	-0.0327439834859851	2.57751048524615e-120	0.321081062571652	0.288337079085667
1700028J19Rik	-0.177215655853532	0.351098001207344	FALSE	Hypomethylated	-0.000551346502338054	-0.0126157883396971	-0.00629124226542244	0.443678335869846	0.722593475707841	0.716302233442418	-0.076113518167	-0.00292809714966656	0.582161087803915	0.0569775910984295	0.0540494939487629
1700028K03Rik	-0.00233988486529339	0.993541014833864	FALSE	Hypomethylated	0.00107477614839323	0.0202587971538785	0.0111574232828888	0.0646822490950269	0.788990858413998	0.800148281696887	-0.308948479674661	-0.0147866796007016	5.93943931665656e-05	0.0767062925529687	0.0619196129522671
1700028P14Rik	0.323332446167983	1.85209509959808e-06	TRUE	Hypermethylated	0.00842713338561281	0.0243903529716463	0.0129869076271879	9.36094979267212e-08	0.761703443870029	0.774690351497216	0.00335833120465223	0.000255987439763669	0.956579892063662	0.109840902776159	0.110096890215923
1700029F12Rik	0.079093354243517	0.708157731740182	FALSE	Hypermethylated	0.00401295326400891	-0.00228722321186288	-0.00130520239424092	0.735059248991776	0.823925732635932	0.822620530241691	0.437474389665178	0.0182569997745927	1.28976753519241e-07	0.0515397400448291	0.0697967398194217
1700029H14Rik	-0.238786017547745	0.228467747079388	FALSE	Hypomethylated	-0.000541962304725578	-0.0122294236501299	-0.00621577895269276	0.493596978424021	0.736382606585907	0.730166827633214	-0.0309922019923621	-0.0028327551311885	0.87272420777811	0.1332869347284	0.130454179597212
1700029I15Rik	0.0470672523948214	0.935369691873391	FALSE	Hypermethylated	0.00345346215839799	0.200801075537681	0.0510020798438424	0.0124218769866762	0.341524857902889	0.392526937746731	-0.138164864792202	-0.0281848822328518	0.202342372545649	0.308619297301995	0.280434415069144
1700029J07Rik	-0.229454280351694	0.159091411462996	FALSE	Hypomethylated	0.000270940730089771	-0.0179687601373711	-0.00995428926952491	0.0486290270980088	0.804208104513243	0.794253815243718	-0.0134738469986347	-0.0005462055727328	0.847963662237117	0.0587577953097858	0.058211589737053
1700029P11Rik	-0.693275774604051	0.342072945402359	FALSE	Hypomethylated	-0.00233652097307728	-0.0100111596773882	-0.00615400602922311	0.626732383027129	0.889926268469957	0.883772262440734	0.0599863122148126	0.00187750897691507	0.839840642462521	0.0442226001249042	0.0461001091018192
1700030J22Rik	0.139184769728574	0.528080832675751	FALSE	Hypermethylated	0.00327339242076521	-0.00508289304419548	-0.00250406829923033	0.763752195637932	0.711991100040239	0.709487031741009	0.110491610681821	0.00435443038784324	0.219241474970119	0.0547066103272273	0.0590610407150705
1700030K09Rik	-0.140712804162413	0.473868072959671	FALSE	Hypomethylated	0.00107787618187054	0.0601572064470512	0.0320118183282371	5.21042685186111e-07	0.751815365869729	0.783827184197966	-0.33423343895067	-0.0271369535437685	4.70919657836396e-08	0.131226660906926	0.104089707363158
1700031F05Rik	-0.491151566178629	0.180859179186105	FALSE	Hypomethylated	-0.00317562220031953	0.00164309571793744	0.00089759001997769	0.966887963486752	0.787666465963958	0.788564055983935	-0.39245125405654	-0.0096697111579107	0.134589188535195	0.0406007352046843	0.0309310240467736
1700031L13Rik	-0.250910215820228	0.741433622964227	FALSE	Hypomethylated	0.0039027135138894	0.0215396024903797	0.0134596121470794	0.26219435837203	0.894794556281121	0.9082541684282	-0.145249259633485	-0.00340158254835421	0.668890293527643	0.0355157026785155	0.0321141201301613
1700034E13Rik	0.0656205749405728	0.735869343369528	FALSE	Hypermethylated	0.00260733036563613	0.0158175759716615	0.00841452619331418	0.290198384228908	0.763275493912163	0.771690020105478	0.0390514882348581	0.00241623637597878	0.642458423431874	0.0880613369580219	0.0904775733340007
1700034J05Rik	-0.356534666565802	0.353637706858284	FALSE	Hypomethylated	-0.00233516530991474	-0.0304568165273876	-0.0152981219903908	0.306395070554767	0.732325732233864	0.717027610243473	-0.018567032949978	-0.00090087106296656	0.949204952903281	0.0704508581736739	0.0695499871107073
1700037C18Rik	-0.296761109488997	0.245478313388759	FALSE	Hypomethylated	-4.36496733471018e-05	0.0014394466581724	0.000611351704212226	0.930425921527309	0.612425709550388	0.6130370612546	-0.0613408185805678	-0.00665194940517883	0.482974376508659	0.159798945631196	0.153146996226018
1700037H04Rik	-0.275705496242295	0.142590048746337	FALSE	Hypomethylated	-0.00063497381993121	-0.00237359321331527	-0.00133267612602639	0.98525534599611	0.810681154854639	0.809348478728612	-0.145567513011867	-0.00925261109724707	0.0323256751301963	0.0964051573529057	0.0871525462556586
1700042G07Rik	0.0996568498216983	0.928748883358201	FALSE	Hypermethylated	0.00438126825864805	0.447244161173145	0.0723402004742325	0.00203719260293747	0.199046684950084	0.271386885424316	0.139154764312957	0.0279596908872461	0.345737531900718	0.27611856382868	0.304078254715926
1700056E22Rik	0.822941206782314	0.339034519715868	FALSE	Hypermethylated	0.00840372302140635	0.833227126943536	0.0216226180505799	0.169242853879516	0.0276622119299465	0.0492848299805264	-0.613198344689818	-0.0203827901599309	0.112592988408574	0.0588665482115139	0.038483758051583
1700057G04Rik	-0.0457992219436215	0.770458357368585	FALSE	Hypomethylated	0.00195300139232524	-0.00250843905722536	-0.00148130481659359	0.730820061397868	0.852693441604969	0.851212136788376	-0.263962145137111	-0.00713336917104883	7.85804371454781e-05	0.042663084531971	0.0355297153609221
1700064H15Rik	-0.0724047208369957	0.680654311168209	FALSE	Hypomethylated	0.00143876438950995	0.0687113047495757	0.0282296536377376	4.83702239596116e-05	0.578720364818639	0.606950018456377	-0.0277054631007725	-0.00169864387058027	0.773333861962668	0.0893048151076852	0.0876061712371049
1700066B19Rik	-0.275050599718577	0.0396020172126317	TRUE	Hypomethylated	-0.00111008267285108	-0.00480032138463896	-0.00245103233955879	0.745596090293243	0.73786274946627	0.735411717126711	-0.0889390237005349	-0.00470369644853286	0.244401574759364	0.0786754717469935	0.0739717752984607
1700066M21Rik	0.011510743436281	0.975171795210195	FALSE	Hypermethylated	0.000839345421649179	0.11051745205864	0.0490820708077704	4.21291645534156e-07	0.616489711844552	0.665571782652323	-0.345824594317264	-0.0265940121551033	2.80261197068288e-05	0.124771399072709	0.0981773869176054
