gene_name	gene_id	chr	start	end	gene_length	promoter_state	body_state	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_hyper	mch_hypo	pc_body_polycomb	pc_body_polycomb_mixed	pc_repressed_bivalent	pc_k27me3_peak	pc_k119ub_top	gb_ctrl_signal	gb_mut_signal	gb_log2fc	gb_signal_class	k119ub_cutoff
Gm5965	ENSMUSG00000009047.4	chr16	88777895	88778728	833	Unmarked_Promoter	Unmarked	0.00448529678676076	0.0169471685745029	0.0124618717877421	1.81063728272822	0.0441367872061998	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Lyrm2	ENSMUSG00000045854.4	chr4	32800252	32801559	1307	Active_Promoter	Active	0.0216982795479704	0.013507237098921	-0.00819104244904944	-1.80551567231607	0.0143869608367184	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	2.806611	4.602632	0.672076	quantifiable	2.55434
Pf4	ENSMUSG00000029373.7	chr5	90772434	90773383	949	Unmarked_Promoter	Unmarked	0.0245200946176283	0.0116881606324378	-0.0128319339851904	-1.7537264496736	0.0227875788818101	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2.246288	0.875428	-1.170672	quantifiable	2.55434
Tas2r106	ENSMUSG00000057754.2	chr6	131677959	131678886	927	Unmarked_Promoter	Unmarked	0.0128668662267621	0.00649325696103791	-0.0063736092657242	-1.75230925268562	0.103506280671155	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.47719	0.073206	-1.24896	one_condition	2.55434
Calm4	ENSMUSG00000033765.5	chr13	3837756	3838673	917	Repressed_Promoter	Polycomb	0.0106982157146509	0.0189055987928852	0.00820738307823432	1.70500476942358	0.0576658655030555	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	1.962814	1.408603	-0.422501	quantifiable	2.55434
Defa29	ENSMUSG00000074437.5	chr8	21325886	21327020	1134	Unmarked_Promoter	Unmarked	0.0178219133770956	0.0121854133137995	-0.00563650006329612	-1.67894335472185	0.0347980702925624	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.333973	0.296872	-0.099963	quantifiable	2.55434
H3c15	ENSMUSG00000081058.5	chr3	96238107	96239127	1020	Active_Promoter	Active	0.00947038000016608	0.0276554433120344	0.0181850633118683	1.6781227802803	0.0284290381665474	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4.443819	5.633686	0.327819	quantifiable	2.55434
Imp3	ENSMUSG00000032288.9	chr9	56937474	56938398	924	Active_Promoter	Enhancer_Marked	0.020051684938341	0.00935264824052254	-0.0106990366978184	-1.63110065751594	0.0646015967151294	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.818663	2.336272	0.326384	quantifiable	2.55434
Olfr1008	ENSMUSG00000050603.1	chr2	85689430	85690372	942	Unmarked_Promoter	Unmarked	0.0040564633174344	0.00915942861681914	0.00510296529938475	1.62040777072421	0.11394344342395	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Tas2r137	ENSMUSG00000052850.5	chr6	40491232	40492305	1073	Unmarked_Promoter	Unmarked	0.0127601392092882	0.00808156601604987	-0.00467857319323836	-1.61033273513321	0.0799755079442762	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.258912	1.004977	-0.271733	quantifiable	2.55434
Olfr1248	ENSMUSG00000111239.1	chr2	89617167	89618245	1078	Unmarked_Promoter	Unmarked	0.00560667785153486	0.0131797513214049	0.00757307346987008	1.60906377638109	0.108630904082842	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Olfr761	ENSMUSG00000109376.1	chr17	37952050	37953079	1029	Unmarked_Promoter	Unmarked	0.00477980453611393	0.0123676657639954	0.00758786122788146	1.60799472800153	0.0825519961303686	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Rpl9-ps1	ENSMUSG00000081906.2	chr11	83645045	83645621	576	Unmarked_Promoter	Unmarked	0.0171017724458351	0.00731951185859304	-0.00978226058724209	-1.60771312969574	0.0999256565151165	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Erich4	ENSMUSG00000074261.3	chr7	25614619	25615892	1273	Unmarked_Promoter	Unmarked	0.0215422978411159	0.0112068526410721	-0.0103354452000438	-1.60503295085867	0.0986697422577594	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.320139	1.265001	-0.052589	quantifiable	2.55434
Nppa	ENSMUSG00000041616.9	chr4	148000721	148002079	1358	Unmarked_Promoter	Unmarked	0.0249275719583202	0.0114492536592424	-0.0134783182990778	-1.59928602517576	0.0292036598794196	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1.617616	1.419491	-0.164565	quantifiable	2.55434
Fam47c	ENSMUSG00000078315.5	chrX	78737762	78739401	1639	Unmarked_Promoter	Unmarked	0.00666142497763007	0.0165580738995445	0.00989664892191439	1.55502849038012	0.0704739974951827	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.257178	0.166367	-0.304385	one_condition	2.55434
Tas2r115	ENSMUSG00000071149.3	chr6	132737002	132738035	1033	Unmarked_Promoter	Unmarked	0.0119958340490973	0.00647212456370623	-0.00552370948539111	-1.55311478434802	0.0964776693739046	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.453008	0.233934	-0.567895	quantifiable	2.55434
Mettl26	ENSMUSG00000025731.16	chr17	25875073	25877169	2096	Unmarked_Promoter	Unmarked	0.0200331523238586	0.0155080938891448	-0.00452505843471373	-1.55246269091693	0.00710317763215512	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1.239995	1.277395	0.036486	quantifiable	2.55434
Olfr993	ENSMUSG00000075220.1	chr2	85413932	85414877	945	Unmarked_Promoter	Unmarked	0.020334777563055	0.00747341660240216	-0.0128613609606529	-1.5457321410999	0.04514251023524	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Npvf	ENSMUSG00000029831.7	chr6	50650671	50654439	3768	Unmarked_Promoter	Unmarked	0.0271282666726436	0.0792525759910402	0.0521243093183966	1.53968887168773	2.26075509534322e-09	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.039366	4.547467	1.920324	quantifiable	2.55434
Mageh1	ENSMUSG00000047238.4	chrX	153036165	153037575	1410	Active_Promoter	Active	0.00715484971561486	0.0146107193726777	0.00745586965706283	1.53188865201619	0.122121751417657	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.914911	3.294757	0.719186	quantifiable	2.55434
Neurog1	ENSMUSG00000048904.5	chr13	56250477	56252163	1686	Repressed_Promoter	Polycomb	0.0298256906637342	0.0119305132148427	-0.0178951774488915	-1.52919749931582	0.0253626134029309	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.260116	3.517988	-0.261259	quantifiable	2.55434
Scgb1b7	ENSMUSG00000078759.3	chr7	31712664	31713978	1314	Unmarked_Promoter	Unmarked	0.00240940795046402	0.00761894341033375	0.00520953545986973	1.5272478747407	0.317833040292	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.295769	0.179693	-0.367637	one_condition	2.55434
Fam181b	ENSMUSG00000051515.9	chr7	93079864	93081867	2003	Active_Promoter	Active	0.0262013880528054	0.0215632838359454	-0.00463810421685998	-1.52375345342326	0.025104839068416	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Krtap1-4	ENSMUSG00000075567.4	chr11	99583061	99583654	593	Unmarked_Promoter	Unmarked	0.00850936805668519	0.0218595693403767	0.0133502012836916	1.51795877428466	0.101703379788333	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.442036	0.579208	0.271571	quantifiable	2.55434
Gm5773	ENSMUSG00000068879.4	chr3	93772999	93774142	1143	Unmarked_Promoter	Unmarked	0.0111586883759178	0.00520444932529486	-0.00595423905062289	-1.51363276872682	0.147807454376952	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Gm3755	ENSMUSG00000091227.1	chr14	7440923	7450917	9994	Unmarked_Promoter	Unmarked	0.0229163145041748	0.0113989229681229	-0.011517391536052	-1.50106878994135	0.0018259963080257	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Vmn1r113	ENSMUSG00000091638.2	chr7	20787284	20788208	924	Unmarked_Promoter	Unmarked	0.0114570807756599	0.0105455755844092	-0.00091150519125072	-1.49824154841233	0.209486903487756	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.209832	0.137154	NA	no_signal	2.55434
Rnf208	ENSMUSG00000044628.5	chr2	25242928	25244262	1334	Active_Promoter	Active	0.0180353849771108	0.0101453818690136	-0.00789000310809727	-1.49703310677687	0.0483987045853901	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1.765381	1.688265	-0.057147	quantifiable	2.55434
Olfr345	ENSMUSG00000059251.1	chr2	36640040	36640976	936	Unmarked_Promoter	Unmarked	0.0118626059171092	0.00752816027669995	-0.00433444564040924	-1.4870806892517	0.125916116452029	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Defb11	ENSMUSG00000045337.4	chr8	21905375	21906412	1037	Unmarked_Promoter	Unmarked	0.0153787082362928	0.00990361822270484	-0.00547509001358797	-1.48182747852798	0.098527160423023	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.565697	0.490959	-0.14416	quantifiable	2.55434
Tas2r121	ENSMUSG00000071150.1	chr6	132700089	132701007	918	Unmarked_Promoter	Unmarked	0.0125506821496714	0.00881938407677515	-0.00373129807289627	-1.47373798009969	0.118165011806024	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.352737	0.218948	-0.383641	one_condition	2.55434
Olfr437	ENSMUSG00000071481.4	chr6	43163281	43169861	6580	Unmarked_Promoter	Enhancer_Marked	0.03177677326712	0.0901804682837172	0.0584036950165971	1.47133006033204	5.84323640680014e-11	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Scgb2b26	ENSMUSG00000066586.3	chr7	33943001	33945040	2039	Unmarked_Promoter	Unmarked	0.0159207681775316	0.00792610392586254	-0.00799466425166908	-1.47122963992	0.0218480820599144	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.222218	0.114026	-0.404546	one_condition	2.55434
7420426K07Rik	ENSMUSG00000074123.1	chr9	98903118	98904622	1504	Unmarked_Promoter	Unmarked	0.0188577590845814	0.00946049467838972	-0.00939726440619166	-1.45934632893236	0.0372108527189408	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Gm21958	ENSMUSG00000094487.1	chr3	54713175	54714353	1178	Unmarked_Promoter	Unmarked	0.016370189222642	0.0079434380975921	-0.0084267511250499	-1.45810343615811	0.0759314866224368	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
H2bc14	ENSMUSG00000114279.1	chr13	21722043	21722567	524	Unmarked_Promoter	Enhancer_Marked	0.0101345400149609	0.0189268643151057	0.00879232430014484	1.45201609840205	0.18455127692427	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	10.334704	13.522602	0.380761	quantifiable	2.55434
Rfpl4b	ENSMUSG00000094311.1	chr10	38820540	38821779	1239	Unmarked_Promoter	Unmarked	0.0151958036795661	0.00868885353390251	-0.00650695014566359	-1.43026644380896	0.0865965186305145	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.165137	1.087432	-0.083278	quantifiable	2.55434
H2bc1	ENSMUSG00000050799.3	chr13	23933772	23934156	384	Unmarked_Promoter	Unmarked	0.0235022641510539	0.012039612641914	-0.0114626515091399	-1.42271508766835	0.144403509256019	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Scgb1b19	ENSMUSG00000095232.2	chr7	33287290	33288611	1321	Unmarked_Promoter	Unmarked	0.00724112999765712	0.0180875137095517	0.0108463837118945	1.42152731002967	0.0403827416293673	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.260933	0.188208	-0.236403	one_condition	2.55434
Gm9507	ENSMUSG00000094913.3	chr10	77810966	77811843	877	Unmarked_Promoter	Enhancer_Marked	0.0220472794713252	0.0131410337469856	-0.00890624572433959	-1.41724050578625	0.173273330518919	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Msmp	ENSMUSG00000078719.2	chr4	43583215	43584494	1279	Unmarked_Promoter	Unmarked	0.0262470729945113	0.0103900548063896	-0.0158570181881217	-1.40502572325751	0.0416173549678592	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1.165147	1.199986	0.035832	quantifiable	2.55434
Krtap5-2	ENSMUSG00000054759.6	chr7	142174534	142176005	1471	Unmarked_Promoter	Unmarked	0.0240746334866223	0.0158772853266872	-0.00819734815993517	-1.39793618050565	0.0218913696011316	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.910756	0.73283	-0.246941	quantifiable	2.55434
1110025L11Rik	ENSMUSG00000068073.2	chr16	89063411	89064002	591	Unmarked_Promoter	Unmarked	0.0102866674720575	0.0282967953078729	0.0180101278358154	1.3735574402245	0.117197904946606	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Gm7876	ENSMUSG00000091700.7	chr14	4709237	4717678	8441	Unmarked_Promoter	Unmarked	0.0166306030891321	0.0121007169462805	-0.00452988614285161	-1.36936712400117	0.0587034420844089	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Vmn1r158	ENSMUSG00000094700.1	chr7	22789858	22790782	924	Unmarked_Promoter	Unmarked	0.0178365460302025	0.0102222880342817	-0.00761425799592085	-1.36646470943854	0.0606365687730509	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.327917	0.203051	-0.372939	one_condition	2.55434
Ifnab	ENSMUSG00000100079.1	chr4	88690301	88691359	1058	Repressed_Promoter	Polycomb	0.0231098219912561	0.012180362264986	-0.0109294597262701	-1.36399526747314	0.0956510684177256	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	2.057207	1.938331	-0.077341	quantifiable	2.55434
H3c6	ENSMUSG00000069273.2	chr13	23561533	23562369	836	Active_Promoter	Active	0.0159433667281855	0.0168297172289535	0.000886350500768018	-1.36086076150592	0.30693628674639	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4.738215	8.634213	0.836513	quantifiable	2.55434
Ctag2l2	ENSMUSG00000079532.1	chrX	74740926	74742188	1262	Unmarked_Promoter	Unmarked	0.0234378326296287	0.0137900141415913	-0.00964781848803739	-1.35425528429703	0.107349133910041	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.443875	0.467506	0.050443	quantifiable	2.55434
Krtap24-1	ENSMUSG00000050239.3	chr16	88610704	88612279	1575	Unmarked_Promoter	Unmarked	0.0130684462360599	0.0105443777666782	-0.0025240684693817	-1.35414939746103	0.125125241884953	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.310786	0.855869	-0.508675	quantifiable	2.55434
Lce6a	ENSMUSG00000086848.3	chr3	92620080	92621660	1580	Unmarked_Promoter	Unmarked	0.0180597474199471	0.00960481546200994	-0.00845493195793719	-1.34936706904614	0.0665418615915036	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.737136	0.373763	-0.688616	quantifiable	2.55434
Hspb1	ENSMUSG00000004951.10	chr5	135887918	135889563	1645	Repressed_Promoter	Polycomb	0.0226571387191149	0.0147059397147795	-0.00795119900433543	-1.34713701195858	0.135201469839993	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	5.384886	3.604524	-0.551376	quantifiable	2.55434
Mrpl43	ENSMUSG00000025208.9	chr19	45004828	45006442	1614	Unmarked_Promoter	Active	0.0207334109566436	0.011327744591315	-0.00940566636532857	-1.34466146187506	0.05736192550364	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.905204	1.510051	0.620521	quantifiable	2.55434
Olfr583	ENSMUSG00000073960.1	chr7	103051299	103052259	960	Unmarked_Promoter	Unmarked	0.0104210164184927	0.00887692617376373	-0.001544090244729	-1.34331404683845	0.135612264250938	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
H1f1	ENSMUSG00000049539.3	chr13	23763665	23764406	741	Active_Promoter	Active	0.0215809869360279	0.0103223047106304	-0.0112586822253976	-1.34189272432279	0.160225538206922	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	5.962986	8.84873	0.552579	quantifiable	2.55434
Tmem190	ENSMUSG00000013091.5	chr7	4782936	4784341	1405	Unmarked_Promoter	Active	0.00908803401042459	0.023855167717214	0.0147671337067895	1.34060313147848	0.0355771249286855	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.508438	3.419574	0.415663	quantifiable	2.55434
Vmn1r115	ENSMUSG00000091435.1	chr7	20844097	20844985	888	Unmarked_Promoter	Unmarked	0.00652099645820901	0.00463579376426155	-0.00188520269394747	-1.34017680947603	0.413319904416843	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.156602	0.129803	NA	no_signal	2.55434
Gm19402	ENSMUSG00000095970.1	chr10	77689956	77690757	801	Repressed_Promoter	Enhancer_Marked	0.00813838463461489	0.0153628338536304	0.00722444921901551	1.33836530752867	0.169426641821062	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	2.55434
Gsc2	ENSMUSG00000022738.7	chr16	17913106	17915059	1953	Repressed_Promoter	Polycomb	0.024374953199148	0.0132268118638982	-0.0111481413352498	-1.32944417351735	0.0323961678516435	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.148195	4.545641	0.125626	quantifiable	2.55434
Igll1	ENSMUSG00000075370.12	chr16	16860670	16863985	3315	Unmarked_Promoter	Unmarked	0.0164666509765303	0.0130197318740728	-0.0034469191024575	-1.31080520865667	0.0261345685297462	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1.000249	0.64392	-0.49809	quantifiable	2.55434
Olfr1164	ENSMUSG00000075136.4	chr2	88092854	88093966	1112	Unmarked_Promoter	Unmarked	0.0161003579361628	0.0123582920607139	-0.0037420658754489	-1.30620982671301	0.0901288220153907	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Tas2r102	ENSMUSG00000056901.1	chr6	132762130	132763174	1044	Unmarked_Promoter	Unmarked	0.0142676216586832	0.00854396363064093	-0.00572365802804225	-1.30485742394122	0.240796309532397	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.56409	0.331525	-0.507409	quantifiable	2.55434
Psme2b	ENSMUSG00000078153.3	chr11	48945353	48946190	837	Unmarked_Promoter	Unmarked	0.00764706329102189	0.0169084790988834	0.00926141580786147	1.30249996961605	0.150715053387913	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.805887	0.893831	0.118632	quantifiable	2.55434
Nccrp1	ENSMUSG00000047586.4	chr7	28543595	28547254	3659	Repressed_Promoter	Polycomb	0.0248833789003958	0.0133977618047659	-0.0114856170956299	-1.30062718846595	0.00505932434754564	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.180994	3.006371	-0.447889	quantifiable	2.55434
Tas2r107	ENSMUSG00000053389.4	chr6	131659117	131660149	1032	Unmarked_Promoter	Unmarked	0.0187391280491203	0.0109139560227114	-0.00782517202640888	-1.29864084631565	0.126781572974706	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.288098	0.154026	-0.441725	one_condition	2.55434
Olfr519	ENSMUSG00000066239.2	chr7	108893460	108894420	960	Unmarked_Promoter	Unmarked	0.0195917458707107	0.00865122262059139	-0.0109405232501193	-1.29602123048823	0.0995311935519988	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Rnase2a	ENSMUSG00000047222.7	chr14	51255261	51256112	851	Unmarked_Promoter	Unmarked	0.0106834436603315	0.00699446413702211	-0.00368897952330935	-1.28895708454218	0.18188113911085	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.993352	0.624339	-0.52298	quantifiable	2.55434
Pth2	ENSMUSG00000038300.6	chr7	45180994	45181838	844	Unmarked_Promoter	Enhancer_Marked	0.018722707181563	0.0122029716795742	-0.00651973550198878	-1.28649033690017	0.158333979457907	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3.678027	3.742874	0.023801	quantifiable	2.55434
Tceal9	ENSMUSG00000042712.10	chrX	136245078	136247139	2061	Unmarked_Promoter	Enhancer_Marked	0.0229552630557998	0.0146161591316574	-0.00833910392414238	-1.28227875711904	0.135389925864438	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.447591	1.526648	0.066814	quantifiable	2.55434
