gene_name	gene_id	chr	start	end	gene_length	gene_midpoint	bin_start	bin_end	subcompartment	mut_subcompartment	label_changed	rank_ctrl	rank_mut	h3k27me3_overlap	h3k27ac_overlap	mark_category	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mch_hyper	mch_hypo
Runx1t1	ENSMUSG00000006586.15	chr4	13743435	13893649	150214	13818542	13800001	13900000	A.1	A.1	FALSE	0.826251577618847	0.833541406575115	TRUE	TRUE	H3K27me3 + H3K27ac	0.0388851256335426	0.062282111174255	0.0233969855407124	0.629816196957794	1.39178947360121e-15	TRUE	Hypermethylated	TRUE	FALSE
Btbd11	ENSMUSG00000020042.15	chr10	85386813	85660292	273479	85523553	85500001	85600000	A.2	A.2	FALSE	0.524610854017669	0.526009155222638	TRUE	FALSE	H3K27me3 only	0.0437518773607595	0.0312552806128405	-0.012496596747919	-0.559519405894851	1.62867882316599e-15	TRUE	Hypomethylated	FALSE	TRUE
Trpm3	ENSMUSG00000052387.16	chr19	22139045	22995410	856365	22567228	22500001	22600000	A.1	A.1	FALSE	0.959612957509466	0.935081148564295	TRUE	TRUE	H3K27me3 + H3K27ac	0.0231301443580463	0.0346791959487539	0.0115490515907076	0.503316927880416	2.4006788018813e-15	TRUE	Hypermethylated	TRUE	FALSE
Pcdh9	ENSMUSG00000055421.8	chr14	93013409	93890679	877270	93452044	93400001	93500000	A.1	A.1	FALSE	0.879259570887674	0.787765293383271	FALSE	TRUE	H3K27ac only	0.0303739024695834	0.0421892334192686	0.0118153309496852	0.406051180141993	4.05136941446509e-15	TRUE	Hypermethylated	TRUE	FALSE
Cog5	ENSMUSG00000035933.5	chr12	31654868	31937630	282762	31796249	31700001	31800000	A.1	A.1	FALSE	0.939840134623475	0.928838951310862	FALSE	TRUE	H3K27ac only	0.0220625280856643	0.0381392677670208	0.0160767396813565	0.698366375461975	9.16612856247155e-15	TRUE	Hypermethylated	TRUE	FALSE
Cadps	ENSMUSG00000054423.14	chr14	12372562	12823079	450517	12597821	12500001	12600000	A.1	A.1	FALSE	0.670172486327303	0.754889721181856	FALSE	TRUE	H3K27ac only	0.0376948755829827	0.0296110983526095	-0.00808377723037319	-0.452971446494937	1.20018286437172e-14	TRUE	Hypomethylated	FALSE	TRUE
Zbbx	ENSMUSG00000034151.13	chr3	75037906	75165034	127128	75101470	75100001	75200000	B.2	B.1	TRUE	0.194362641985696	0.394923012900541	FALSE	FALSE	Neither	0.0206600089699952	0.0379188803863125	0.0172588714163172	0.826865004786908	3.37856554912633e-14	TRUE	Hypermethylated	TRUE	FALSE
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	75075	24215147	24200001	24300000	A.1	A.1	FALSE	0.878838872528397	0.903870162297128	FALSE	TRUE	H3K27ac only	0.026344532194134	0.0477331353809134	0.0213886031867794	0.802035765454069	3.51325380474338e-14	TRUE	Hypermethylated	TRUE	FALSE
Gprin3	ENSMUSG00000045441.5	chr6	59347225	59426294	79069	59386760	59300001	59400000	A.1	A.1	FALSE	0.762305427008835	0.74615064502705	FALSE	TRUE	H3K27ac only	0.0293056980802082	0.0521299766054108	0.0228242785252025	0.77696008897358	4.47508011907222e-14	TRUE	Hypermethylated	TRUE	FALSE
Maml3	ENSMUSG00000061143.15	chr3	51685906	52105076	419170	51895491	51800001	51900000	A.1	A.1	FALSE	0.998737904922171	0.999167707032876	FALSE	TRUE	H3K27ac only	0.0295674662555225	0.0413556073602415	0.011788141104719	0.417638557659465	6.54103164278198e-14	TRUE	Hypermethylated	TRUE	FALSE
Csrnp3	ENSMUSG00000044647.16	chr2	65845766	66031546	185780	65938656	65900001	66000000	A.2	A.2	FALSE	0.582667227597812	0.475239284228048	TRUE	TRUE	H3K27me3 + H3K27ac	0.0379449557609866	0.0269828082266473	-0.0109621475343393	-0.572624403015241	7.16378341255492e-14	TRUE	Hypomethylated	FALSE	TRUE
Nrxn1	ENSMUSG00000024109.18	chr17	90033630	91093071	1059441	90563351	90500001	90600000	A.1	A.1	FALSE	0.792595708876735	0.785268414481898	FALSE	TRUE	H3K27ac only	0.0194148092252232	0.0160739183445989	-0.00334089088062437	-0.467025238119109	1.00854756393527e-13	TRUE	Hypomethylated	FALSE	TRUE
Erbb4	ENSMUSG00000062209.15	chr1	68032185	69108059	1075874	68570122	68500001	68600000	A.2	A.2	FALSE	0.517879680269247	0.585101955888473	FALSE	TRUE	H3K27ac only	0.0354548904836379	0.0453275558236622	0.00987266534002426	0.296110733716055	1.24592275072292e-13	TRUE	Hypermethylated	TRUE	FALSE
Pcgf5	ENSMUSG00000024805.16	chr19	36348308	36460970	112662	36404639	36400001	36500000	A.1	A.2	TRUE	0.676062263357173	0.616312942155639	TRUE	TRUE	H3K27me3 + H3K27ac	0.0426127720840346	0.0288340681469107	-0.0137787039371239	-0.652186170088793	1.24592275072292e-13	TRUE	Hypomethylated	FALSE	TRUE
Tenm2	ENSMUSG00000049336.16	chr11	36006655	37235964	1229309	36621310	36600001	36700000	B.1	B.1	FALSE	0.463609591922592	0.371202663337495	TRUE	TRUE	H3K27me3 + H3K27ac	0.0320334688837872	0.0277747588850432	-0.00425870999874403	-0.307624192345654	1.24592275072292e-13	TRUE	Hypomethylated	FALSE	TRUE
Enox1	ENSMUSG00000022012.9	chr14	77156762	77721760	564998	77439261	77400001	77500000	A.1	A.1	FALSE	0.665544804375263	0.842280482729921	TRUE	TRUE	H3K27me3 + H3K27ac	0.0479738551894944	0.0398333125127566	-0.0081405426767378	-0.332509637836953	1.32844441289977e-13	TRUE	Hypomethylated	FALSE	TRUE
Slc6a6	ENSMUSG00000030096.8	chr6	91684052	91759066	75014	91721559	91700001	91800000	A.1	A.1	FALSE	0.705090450147245	0.915522263836871	FALSE	TRUE	H3K27ac only	0.0523238434910471	0.0340150975749313	-0.0183087459161157	-0.696453520658879	2.3616528671003e-13	TRUE	Hypomethylated	FALSE	TRUE
Zfp608	ENSMUSG00000052713.9	chr18	54888047	54992555	104508	54940301	54900001	55000000	A.1	A.1	FALSE	0.853596970971813	0.824386183936746	FALSE	TRUE	H3K27ac only	0.0312847086057852	0.0501309137822974	0.0188462051765122	0.628223733228908	2.37617967397499e-13	TRUE	Hypermethylated	TRUE	FALSE
Cytip	ENSMUSG00000026832.12	chr2	58129136	58195532	66396	58162334	58100001	58200000	A.1	A.1	FALSE	0.821623895666807	0.746566791510612	FALSE	TRUE	H3K27ac only	0.026881592159655	0.0483077737667396	0.0214261816070846	0.776533081512002	2.37617967397499e-13	TRUE	Hypermethylated	TRUE	FALSE
Camta1	ENSMUSG00000014592.21	chr4	150917321	151861876	944555	151389599	151300001	151400000	A.1	A.1	FALSE	0.892301220025242	0.970453599667083	FALSE	TRUE	H3K27ac only	0.03012104009381	0.0261242623188587	-0.00399677777495133	-0.328384039150905	2.41203962542141e-13	TRUE	Hypomethylated	FALSE	TRUE
Lsamp	ENSMUSG00000061080.11	chr16	39984360	42181679	2197319	41083020	41000001	41100000	B.2	B.1	TRUE	0.298695835086243	0.377444860590928	FALSE	TRUE	H3K27ac only	0.0276963268576234	0.0349292851227733	0.0072329582651499	0.247749552370523	2.66634984380732e-13	TRUE	Hypermethylated	TRUE	FALSE
Ctnnd2	ENSMUSG00000022240.10	chr15	30172592	31029341	856749	30600967	30600001	30700000	A.1	A.1	FALSE	0.904501472444258	0.937578027465668	FALSE	TRUE	H3K27ac only	0.0240968090969345	0.020586143672557	-0.00351066542437752	-0.359880263606731	3.1447507855906e-13	TRUE	Hypomethylated	FALSE	TRUE
Patj	ENSMUSG00000061859.17	chr4	98395784	98719603	323819	98557694	98500001	98600000	A.1	A.2	TRUE	0.806689103912495	0.57136912193092	FALSE	TRUE	H3K27ac only	0.0193572756775629	0.0295842482524923	0.0102269725749294	0.509305800239703	3.87244711079677e-13	TRUE	Hypermethylated	TRUE	FALSE
Btbd3	ENSMUSG00000062098.11	chr2	138256564	138589292	332728	138422928	138400001	138500000	A.1	A.1	FALSE	0.824989482541018	0.826466916354557	FALSE	TRUE	H3K27ac only	0.0347447209742849	0.047790980587707	0.0130462596134221	0.396499724428239	3.87244711079677e-13	TRUE	Hypermethylated	TRUE	FALSE
Tjp1	ENSMUSG00000030516.14	chr7	65296164	65527781	231617	65411973	65400001	65500000	B.1	A.2	TRUE	0.432898611695414	0.559300873907616	TRUE	FALSE	H3K27me3 only	0.0407696335592383	0.0307914454503749	-0.0099781881088634	-0.477874810605031	5.85310326703745e-13	TRUE	Hypomethylated	FALSE	TRUE
Tmem178b	ENSMUSG00000057716.7	chr6	39871460	40255150	383690	40063305	40000001	40100000	A.1	A.1	FALSE	0.750946571308372	0.905118601747815	TRUE	TRUE	H3K27me3 + H3K27ac	0.0499247050495826	0.0396953805499329	-0.0102293244996497	-0.386877511812155	6.38954394334393e-13	TRUE	Hypomethylated	FALSE	TRUE
Abr	ENSMUSG00000017631.19	chr11	76416733	76623558	206825	76520146	76500001	76600000	A.1	A.1	FALSE	0.701724863273033	0.775697045359967	TRUE	FALSE	H3K27me3 only	0.0481922430443689	0.0362315305055378	-0.0119607125388311	-0.486619323729966	8.71164816813942e-13	TRUE	Hypomethylated	FALSE	TRUE
Ephb1	ENSMUSG00000032537.15	chr9	101922127	102354693	432566	102138410	102100001	102200000	A.1	A.1	FALSE	0.95793016407236	0.93424885559717	FALSE	TRUE	H3K27ac only	0.0358522898746074	0.0291295866986904	-0.00672270317591703	-0.391931952341116	8.91709833987259e-13	TRUE	Hypomethylated	FALSE	TRUE
Plekha6	ENSMUSG00000041757.17	chr1	133164209	133303435	139226	133233822	133200001	133300000	A.2	A.1	TRUE	0.623474968447623	0.785268414481898	TRUE	TRUE	H3K27me3 + H3K27ac	0.041199119473182	0.0296268306123131	-0.0115722888608689	-0.561922449639867	1.15763853780842e-12	TRUE	Hypomethylated	FALSE	TRUE
Cerkl	ENSMUSG00000075256.9	chr2	79330542	79456785	126243	79393664	79300001	79400000	A.1	A.2	TRUE	0.960454354228018	0.484394506866417	FALSE	TRUE	H3K27ac only	0.0224010478498205	0.0370281678178183	0.0146271199679977	0.642154422290159	1.24590439941509e-12	TRUE	Hypermethylated	TRUE	FALSE
Gabbr2	ENSMUSG00000039809.10	chr4	46662304	46991873	329569	46827089	46800001	46900000	A.1	A.1	FALSE	0.999158603281447	0.999583853516438	FALSE	TRUE	H3K27ac only	0.0253111794838964	0.0202951778865573	-0.00501600159733915	-0.461209704896327	1.24590439941509e-12	TRUE	Hypomethylated	FALSE	TRUE
Tafa5	ENSMUSG00000054863.9	chr15	87544298	87759364	215066	87651831	87600001	87700000	A.1	A.1	FALSE	0.761884728649558	0.823970037453184	FALSE	TRUE	H3K27ac only	0.0275153572368312	0.0206032933705755	-0.00691206386625575	-0.542735349698253	1.31715830047697e-12	TRUE	Hypomethylated	FALSE	TRUE
Gsg1l	ENSMUSG00000046182.8	chr7	125878419	126082411	203992	125980415	125900001	126000000	A.2	A.1	TRUE	0.653344551956247	0.915522263836871	TRUE	TRUE	H3K27me3 + H3K27ac	0.0506186268354443	0.0394539784061962	-0.0111646484292481	-0.414259167560879	1.43532704106835e-12	TRUE	Hypomethylated	FALSE	TRUE
Rnf157	ENSMUSG00000052949.14	chr11	116336352	116413032	76680	116374692	116300001	116400000	A.1	A.1	FALSE	0.864955826672276	0.920099875156055	TRUE	FALSE	H3K27me3 only	0.0655223034551502	0.0456834989191339	-0.0198388045360163	-0.571779759204454	1.57211642940493e-12	TRUE	Hypomethylated	FALSE	TRUE
Tgfbr3	ENSMUSG00000029287.14	chr5	107106569	107289629	183060	107198099	107100001	107200000	A.2	A.1	TRUE	0.607067732435844	0.950894714939659	FALSE	TRUE	H3K27ac only	0.0371239485284172	0.0276426595949569	-0.00948128893346031	-0.512916820352558	1.79309778308555e-12	TRUE	Hypomethylated	FALSE	TRUE
Sema6d	ENSMUSG00000027200.17	chr2	124089968	124667770	577802	124378869	124300001	124400000	B.2	B.1	TRUE	0.263777871266302	0.419059508947149	TRUE	TRUE	H3K27me3 + H3K27ac	0.024829470766487	0.033751302606769	0.00892183184028204	0.36605400753413	1.8571864142068e-12	TRUE	Hypermethylated	TRUE	FALSE
Cacna1e	ENSMUSG00000004110.17	chr1	154390730	154884501	493771	154637616	154600001	154700000	A.1	A.1	FALSE	0.881783761043332	0.944236371202663	FALSE	TRUE	H3K27ac only	0.0217562279369622	0.0174191552417872	-0.00433707269517495	-0.481785657953047	1.8571864142068e-12	TRUE	Hypomethylated	FALSE	TRUE
Msi2	ENSMUSG00000069769.13	chr11	88339381	88718513	379132	88528947	88500001	88600000	A.1	A.1	FALSE	0.801009676062263	0.867665418227216	FALSE	TRUE	H3K27ac only	0.0281092225068599	0.0227518497791065	-0.00535737272775339	-0.430203848826453	1.91451799992478e-12	TRUE	Hypomethylated	FALSE	TRUE
Hgd	ENSMUSG00000022821.13	chr16	37580152	37632020	51868	37606086	37600001	37700000	A.1	A.1	FALSE	0.992427429533025	0.976279650436954	FALSE	TRUE	H3K27ac only	0.0314170631567474	0.0529528451251978	0.0215357819684505	0.695099479654119	2.01438202285783e-12	TRUE	Hypermethylated	TRUE	FALSE
Dlgap4	ENSMUSG00000061689.15	chr2	156613704	156764363	150659	156689034	156600001	156700000	A.1	A.1	FALSE	0.908708456037022	0.952143154390345	FALSE	TRUE	H3K27ac only	0.0340773268315774	0.0250534659348682	-0.00902386089670924	-0.549088417206923	2.01438202285783e-12	TRUE	Hypomethylated	FALSE	TRUE
Prkar2b	ENSMUSG00000002997.15	chr12	31958475	32061296	102821	32009886	32000001	32100000	B.1	B.1	FALSE	0.43920908708456	0.456512692467749	TRUE	FALSE	H3K27me3 only	0.058499211218819	0.0433968523815333	-0.0151023588372857	-0.490222258941973	2.1471991540591e-12	TRUE	Hypomethylated	FALSE	TRUE
Afap1	ENSMUSG00000029094.12	chr5	35893318	36003923	110605	35948621	35900001	36000000	A.1	A.1	FALSE	0.712242322254943	0.898044111527258	TRUE	FALSE	H3K27me3 only	0.0537059860698742	0.039881008654309	-0.0138249774155652	-0.499158204152525	2.26736698560746e-12	TRUE	Hypomethylated	FALSE	TRUE
Ephb2	ENSMUSG00000028664.14	chr4	136647538	136835988	188450	136741763	136700001	136800000	A.1	A.1	FALSE	0.917963819941102	0.863087806908032	FALSE	TRUE	H3K27ac only	0.0331453278729559	0.0250282675592608	-0.00811706031369505	-0.501841789897803	2.26819338703091e-12	TRUE	Hypomethylated	FALSE	TRUE
Zbtb20	ENSMUSG00000022708.16	chr16	42875880	43642602	766722	43259241	43200001	43300000	A.1	A.2	TRUE	0.876314682372739	0.55264253017062	FALSE	TRUE	H3K27ac only	0.0273724342712657	0.0359248640383483	0.0085524297670826	0.319456862975036	3.23721304105379e-12	TRUE	Hypermethylated	TRUE	FALSE
Lrrc4c	ENSMUSG00000050587.14	chr2	96318168	97631666	1313498	96974917	96900001	97000000	A.1	A.2	TRUE	0.693731594446782	0.588847274240533	FALSE	TRUE	H3K27ac only	0.0247428877870891	0.0315560677809279	0.00681317999383875	0.264245512037436	4.42062916043828e-12	TRUE	Hypermethylated	TRUE	FALSE
Megf11	ENSMUSG00000036466.17	chr9	64385625	64709205	323580	64547415	64500001	64600000	A.1	A.1	FALSE	0.986537652503155	0.998751560549313	FALSE	TRUE	H3K27ac only	0.0282092533625712	0.0229046814111553	-0.00530457195141587	-0.434428454322499	4.56367812450137e-12	TRUE	Hypomethylated	FALSE	TRUE
Hdac9	ENSMUSG00000004698.11	chr12	34047579	34917095	869516	34482337	34400001	34500000	B.1	B.1	FALSE	0.473706352545225	0.374531835205993	TRUE	TRUE	H3K27me3 + H3K27ac	0.0216280641556609	0.019520462265661	-0.00210760188999986	-0.326505326896997	4.97307977098156e-12	TRUE	Hypomethylated	FALSE	TRUE
Cmip	ENSMUSG00000034390.16	chr8	117257063	117459430	202367	117358247	117300001	117400000	A.2	A.1	TRUE	0.603281447202356	0.66916354556804	TRUE	FALSE	H3K27me3 only	0.0415558685451009	0.0319125880689327	-0.00964328047616819	-0.478447147339527	5.03410376314445e-12	TRUE	Hypomethylated	FALSE	TRUE
Gm20696	ENSMUSG00000030068.4	chr6	99257483	99666797	409314	99462140	99400001	99500000	A.1	A.1	FALSE	0.740849810685738	0.715355805243446	FALSE	TRUE	H3K27ac only	0.0320668011526402	0.0270702860056066	-0.00499651514703359	-0.356802210192052	5.19081935781682e-12	TRUE	Hypomethylated	FALSE	TRUE
Ccdc192	ENSMUSG00000058925.11	chr18	57533779	57731065	197286	57632422	57600001	57700000	A.1	A.1	FALSE	0.933529659234329	0.859758635039534	FALSE	TRUE	H3K27ac only	0.0311064153838948	0.0437083920338592	0.0126019766499644	0.424150311519031	7.0060800467962e-12	TRUE	Hypermethylated	TRUE	FALSE
Epha3	ENSMUSG00000052504.7	chr16	63543533	63864175	320642	63703854	63700001	63800000	A.1	A.2	TRUE	0.797644089188052	0.652933832709114	FALSE	TRUE	H3K27ac only	0.0317222961265713	0.0429121385410209	0.0111898424144496	0.361934777032521	7.0060800467962e-12	TRUE	Hypermethylated	TRUE	FALSE
D430042O09Rik	ENSMUSG00000032743.15	chr7	125707887	125874793	166906	125791340	125700001	125800000	A.1	A.1	FALSE	0.75347076146403	0.915522263836871	TRUE	TRUE	H3K27me3 + H3K27ac	0.0688655401821942	0.0545703842917619	-0.0142951558904322	-0.362875613994118	7.0060800467962e-12	TRUE	Hypomethylated	FALSE	TRUE
Snca	ENSMUSG00000025889.13	chr6	60731574	60829855	98281	60780715	60700001	60800000	A.1	A.2	TRUE	0.721497686159024	0.527257594673325	FALSE	TRUE	H3K27ac only	0.0286772556764082	0.0443873691124029	0.0157101134359947	0.586118798230916	7.0060800467962e-12	TRUE	Hypermethylated	TRUE	FALSE
Cacna2d2	ENSMUSG00000010066.15	chr9	107399611	107529343	129732	107464477	107400001	107500000	A.1	A.1	FALSE	0.999579301640724	0.983354140657512	FALSE	TRUE	H3K27ac only	0.0389354122533475	0.028363708738843	-0.0105717035145044	-0.548418662574978	7.36919823913913e-12	TRUE	Hypomethylated	FALSE	TRUE
Pappa2	ENSMUSG00000073530.11	chr1	158711726	158980490	268764	158846108	158800001	158900000	A.2	A.1	TRUE	0.643247791333614	0.756970453599667	TRUE	TRUE	H3K27me3 + H3K27ac	0.0234655891091608	0.0336042365534687	0.0101386474443078	0.43796141023974	1.14335562030728e-11	TRUE	Hypermethylated	TRUE	FALSE
Arhgef38	ENSMUSG00000040969.14	chr3	133112277	133234949	122672	133173613	133100001	133200000	A.1	A.1	FALSE	0.673538073201515	0.668331252600916	FALSE	FALSE	Neither	0.0211501155107351	0.0348993279880038	0.0137492124772687	0.629380649037586	1.2591207886485e-11	TRUE	Hypermethylated	TRUE	FALSE
Nos1	ENSMUSG00000029361.18	chr5	117781031	117958840	177809	117869936	117800001	117900000	A.1	A.1	FALSE	0.822044594026084	0.853932584269663	FALSE	TRUE	H3K27ac only	0.0340419655744181	0.0265955811895094	-0.00744638438490868	-0.460095249479455	1.44746199427635e-11	TRUE	Hypomethylated	FALSE	TRUE
Lamb3	ENSMUSG00000026639.18	chr1	193207698	193343878	136180	193275788	193200001	193300000	A.1	A.1	FALSE	0.952461085401767	0.946733250104037	FALSE	TRUE	H3K27ac only	0.0342611996310923	0.0486914686220025	0.0144302689909102	0.439948159320804	1.69868733830918e-11	TRUE	Hypermethylated	TRUE	FALSE
Fam107b	ENSMUSG00000026655.15	chr2	3570487	3782142	211655	3676315	3600001	3700000	A.1	A.1	FALSE	0.878418174169121	0.848938826466916	FALSE	TRUE	H3K27ac only	0.0313781900184578	0.042701313837628	0.0113231238191702	0.383100721599497	1.72457688349489e-11	TRUE	Hypermethylated	TRUE	FALSE
Nln	ENSMUSG00000021710.11	chr13	104023056	104109614	86558	104066335	104000001	104100000	A.2	A.2	FALSE	0.571729070256626	0.637536412817312	TRUE	TRUE	H3K27me3 + H3K27ac	0.0575609184952809	0.0434593102356271	-0.0141016082596538	-0.462840357126964	1.72457688349489e-11	TRUE	Hypomethylated	FALSE	TRUE
Zic4	ENSMUSG00000036972.14	chr9	91362412	91389348	26936	91375880	91300001	91400000	A.1	A.1	FALSE	0.870004206983593	0.762796504369538	FALSE	TRUE	H3K27ac only	0.0216585116640554	0.04761580255408	0.0259572908900246	1.07055550092011	1.8061831816614e-11	TRUE	Hypermethylated	TRUE	FALSE
Pag1	ENSMUSG00000027508.15	chr3	9687478	9833679	146201	9760579	9700001	9800000	A.1	A.1	FALSE	0.821623895666807	0.924261339991677	FALSE	TRUE	H3K27ac only	0.0423113946884508	0.0326126229847831	-0.00969877170366765	-0.44643184564619	1.84260509379302e-11	TRUE	Hypomethylated	FALSE	TRUE
Fstl4	ENSMUSG00000036264.9	chr11	52764633	53188538	423905	52976586	52900001	53000000	B.2	A.2	TRUE	0.287757677745057	0.52434456928839	TRUE	FALSE	H3K27me3 only	0.0372081711402457	0.0318697181418249	-0.00533845299842072	-0.307902921704225	1.97632496913304e-11	TRUE	Hypomethylated	FALSE	TRUE
Opcml	ENSMUSG00000062257.13	chr9	27790774	28925410	1134636	28358092	28300001	28400000	A.1	A.1	FALSE	0.940681531342028	0.867665418227216	TRUE	TRUE	H3K27me3 + H3K27ac	0.0325910388398212	0.0398012483581322	0.00721020951831099	0.215772239315337	1.97632496913304e-11	TRUE	Hypermethylated	TRUE	FALSE
Kcnq1	ENSMUSG00000009545.14	chr7	143106361	143427042	320681	143266702	143200001	143300000	A.2	A.2	FALSE	0.544804375262936	0.535580524344569	TRUE	FALSE	H3K27me3 only	0.0435621732210969	0.0367224007788732	-0.00683977244222367	-0.321025294687241	1.99114960892126e-11	TRUE	Hypomethylated	FALSE	TRUE
Heg1	ENSMUSG00000075254.12	chr16	33684369	33771576	87207	33727973	33700001	33800000	A.1	A.1	FALSE	0.981068573832562	0.829588014981273	FALSE	TRUE	H3K27ac only	0.0253317607196292	0.0401595974667267	0.0148278367470974	0.589056922476944	2.07818578943075e-11	TRUE	Hypermethylated	TRUE	FALSE
Prkce	ENSMUSG00000045038.14	chr17	86167784	86657919	490135	86412852	86400001	86500000	A.1	A.1	FALSE	0.880311316785864	0.895131086142323	FALSE	TRUE	H3K27ac only	0.0278684512770983	0.0241311054072469	-0.0037373458698514	-0.326694727729326	2.13735371614806e-11	TRUE	Hypomethylated	FALSE	TRUE
D430041D05Rik	ENSMUSG00000068373.15	chr2	104143072	104411013	267941	104277043	104200001	104300000	A.1	A.1	FALSE	0.987799747580984	0.991677070328756	FALSE	TRUE	H3K27ac only	0.0221742610663647	0.018039137244261	-0.00413512382210377	-0.467291713167693	2.73092512792312e-11	TRUE	Hypomethylated	FALSE	TRUE
Wdr25	ENSMUSG00000040877.16	chr12	108893630	109028452	134822	108961041	108900001	109000000	A.2	A.2	FALSE	0.534707614640303	0.596754057428215	TRUE	FALSE	H3K27me3 only	0.0528285624194687	0.0415321926728011	-0.0112963697466676	-0.397370484269199	2.90516087878087e-11	TRUE	Hypomethylated	FALSE	TRUE
Tmem51	ENSMUSG00000040616.3	chr4	142030991	142084304	53313	142057648	142000001	142100000	A.1	A.1	FALSE	0.976440891880522	0.936745734498544	FALSE	TRUE	H3K27ac only	0.028763225114143	0.0467705685682087	0.0180073434540657	0.632809859891717	2.93833135765939e-11	TRUE	Hypermethylated	TRUE	FALSE
Ncald	ENSMUSG00000051359.15	chr15	37366174	37792570	426396	37579372	37500001	37600000	A.1	A.1	FALSE	0.994530921329407	0.951310861423221	FALSE	TRUE	H3K27ac only	0.0290335467751639	0.0379618057496212	0.00892825897445735	0.313919146919715	3.0316837982042e-11	TRUE	Hypermethylated	TRUE	FALSE
Igsf21	ENSMUSG00000040972.8	chr4	140026845	140246784	219939	140136815	140100001	140200000	A.1	A.1	FALSE	0.901977282288599	0.863503953391594	FALSE	TRUE	H3K27ac only	0.0280300226428876	0.022757308400826	-0.00527271424206153	-0.440941583534908	3.2074036698191e-11	TRUE	Hypomethylated	FALSE	TRUE
