"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","over_represented_padj"
"GO:0034739",0.0478196043792216,0.999024587784376,1,7,"histone H4K16 deacetylase activity, hydrolytic mechanism","MF",1
"GO:0141050",0.0478196043792216,0.999024587784376,1,7,"histone H3K deacetylase activity","MF",1
"GO:0141051",0.0478196043792216,0.999024587784376,1,7,"histone H4K deacetylase activity","MF",1
"GO:0141221",0.0478196043792216,0.999024587784376,1,7,"histone deacetylase activity, hydrolytic mechanism","MF",1
"GO:0005539",0.048330604564701,0.991188487797348,3,113,"glycosaminoglycan binding","MF",1
"GO:0106104",0.04905037414046,0.999001337157449,1,6,"regulation of glutamate receptor clustering","BP",1
"GO:1904717",0.04905037414046,0.999001337157449,1,6,"regulation of AMPA glutamate receptor clustering","BP",1
"GO:0048368",0.0493008641277304,0.9989247679681,1,9,"lateral mesoderm development","BP",1
"GO:0071900",0.0498949897746733,0.990769764598669,3,129,"regulation of protein serine/threonine kinase activity","BP",1
"GO:1990034",0.0499154593626555,0.998965431462056,1,6,"calcium ion export across plasma membrane","BP",1
"GO:0060179",0.0499758462450598,0.998881233489973,1,10,"male mating behavior","BP",1
"GO:1902809",0.050183630048515,0.998924736852197,1,7,"regulation of skeletal muscle fiber differentiation","BP",1
"GO:0035860",0.0505223582665744,0.998870285743778,1,9,"glial cell-derived neurotrophic factor receptor signaling pathway","BP",1
"GO:0001558",0.0512295770003317,0.987364880783374,4,212,"regulation of cell growth","BP",1
"GO:0004190",0.0515177376884862,0.998824873058085,1,9,"aspartic-type endopeptidase activity","MF",1
"GO:0070001",0.0515177376884862,0.998824873058085,1,9,"aspartic-type peptidase activity","MF",1
"GO:0031984",0.0516253920260741,0.981335638789796,7,526,"organelle subcompartment","CC",1
"GO:0010832",0.052549788161258,0.99876178544439,1,10,"negative regulation of myotube differentiation","BP",1
"GO:0099054",0.0528400594239766,0.99416059618792,2,39,"presynapse assembly","BP",1
"GO:0004407",0.0529965000513322,0.998755719967003,1,9,"histone deacetylase activity","MF",1
"GO:0033558",0.0529965000513322,0.998755719967003,1,9,"protein lysine deacetylase activity","MF",1
"GO:0090288",0.0530477269054747,0.994034142186519,2,67,"negative regulation of cellular response to growth factor stimulus","BP",1
"GO:0098887",0.0532417274570303,0.998821336524802,1,6,"neurotransmitter receptor transport, endosome to postsynaptic membrane","BP",1
"GO:0043433",0.0532593229487224,0.993986793716588,2,73,"negative regulation of DNA-binding transcription factor activity","BP",1
"GO:1900747",0.0533512873929178,0.998738828377961,1,9,"negative regulation of vascular endothelial growth factor signaling pathway","BP",1
"GO:0014831",0.0534824607560807,0.998777094753695,1,7,"gastro-intestinal system smooth muscle contraction","BP",1
"GO:0043406",0.053502963724307,0.993988221751434,2,53,"positive regulation of MAP kinase activity","BP",1
"GO:0040037",0.0547572908169312,0.998612455564072,1,14,"negative regulation of fibroblast growth factor receptor signaling pathway","BP",1
"GO:2001222",0.0547866545130331,0.993806809631123,2,42,"regulation of neuron migration","BP",1
"GO:0030812",0.0555244647742204,0.998632822648298,1,9,"negative regulation of nucleotide catabolic process","BP",1
"GO:0033122",0.0555244647742204,0.998632822648298,1,9,"negative regulation of purine nucleotide catabolic process","BP",1
"GO:0045820",0.0555244647742204,0.998632822648298,1,9,"negative regulation of glycolytic process","BP",1
"GO:0031435",0.0567164275022526,0.998594735200707,1,8,"mitogen-activated protein kinase kinase kinase binding","MF",1
"GO:2000628",0.0569197030450356,0.993360882154419,2,60,"regulation of miRNA metabolic process","BP",1
"GO:0031420",0.0571100636338391,0.998520423013569,1,11,"alkali metal ion binding","MF",1
"GO:0005388",0.0572925382891096,0.998632869472695,1,6,"P-type calcium transporter activity","MF",1
"GO:0014870",0.0577403417712624,0.998572162816563,1,7,"response to muscle inactivity","BP",1
"GO:0014877",0.0577403417712624,0.998572162816563,1,7,"response to muscle inactivity involved in regulation of muscle adaptation","BP",1
"GO:0014894",0.0577403417712624,0.998572162816563,1,7,"response to denervation involved in regulation of muscle adaptation","BP",1
"GO:0048712",0.0577865820983922,0.998540580374551,1,8,"negative regulation of astrocyte differentiation","BP",1
"GO:0043501",0.0579354236278763,0.998491814514926,1,10,"skeletal muscle adaptation","BP",1
"GO:0150011",0.0580923390849934,0.998524915205302,1,8,"regulation of neuron projection arborization","BP",1
"GO:0032836",0.0582344733763691,0.99858699460205,1,6,"glomerular basement membrane development","BP",1
"GO:0061042",0.0585601849062009,0.998430729003012,1,12,"vascular wound healing","BP",1
"GO:0030017",0.0593124250017433,0.988251603093802,3,120,"sarcomere","CC",1
"GO:0014820",0.0593724563921101,0.998415178060225,1,10,"tonic smooth muscle contraction","BP",1
"GO:0031434",0.0593729614982241,0.998434355279276,1,9,"mitogen-activated protein kinase kinase binding","MF",1
"GO:0005172",0.0603669059600668,0.99836100618405,1,10,"vascular endothelial growth factor receptor binding","MF",1
"GO:0051610",0.0606654458131919,0.998344561549362,1,10,"serotonin uptake","BP",1
"GO:1900748",0.0618565699650315,0.998358583233197,1,7,"positive regulation of vascular endothelial growth factor signaling pathway","BP",1
"GO:0042910",0.0627272262081508,0.998184198552239,1,13,"xenobiotic transmembrane transporter activity","MF",1
"GO:1902548",0.0628748845309858,0.998220242882162,1,10,"negative regulation of cellular response to vascular endothelial growth factor stimulus","BP",1
"GO:2000177",0.0632028253326104,0.992162608909269,2,69,"regulation of neural precursor cell proliferation","BP",1
"GO:0010586",0.0632073578308845,0.992179649540045,2,62,"miRNA metabolic process","BP",1
"GO:0001675",0.0639348149580471,0.998158966055487,1,10,"acrosome assembly","BP",1
"GO:0097623",0.0643420788884386,0.998116687988489,1,11,"potassium ion export across plasma membrane","BP",1
"GO:0098576",0.0649093837724533,0.998082907676458,1,11,"lumenal side of membrane","CC",1
"GO:0045860",0.0651529572082676,0.986574211953527,3,134,"positive regulation of protein kinase activity","BP",1
"GO:0003014",0.0652479918937722,0.991752768233589,2,74,"renal system process","BP",1
"GO:0099639",0.0652656176654922,0.998170130844234,1,7,"neurotransmitter receptor transport, endosome to plasma membrane","BP",1
"GO:0005912",0.065843256885104,0.986410965899128,3,110,"adherens junction","CC",1
"GO:0033674",0.0665119796692202,0.9861746521989,3,137,"positive regulation of kinase activity","BP",1
"GO:1903911",0.0666464488636621,0.997977557668502,1,11,"positive regulation of receptor clustering","BP",1
"GO:2001028",0.0666988114380175,0.998018414249063,1,9,"positive regulation of endothelial cell chemotaxis","BP",1
"GO:0005123",0.0670688149126,0.997934802627356,1,12,"death receptor binding","MF",1
"GO:0030903",0.0687777977633411,0.99784434145827,1,11,"notochord development","BP",1
"GO:1903428",0.0690528724507204,0.997874080676249,1,9,"positive regulation of reactive oxygen species biosynthetic process","BP",1
"GO:0021819",0.069195224358687,0.997839084635455,1,10,"layer formation in cerebral cortex","BP",1
"GO:0099172",0.0693572104007469,0.991038567227264,2,45,"presynapse organization","BP",1
"GO:0010951",0.0701481080271612,0.9977226557289,1,13,"negative regulation of endopeptidase activity","BP",1
"GO:0019227",0.0704372324119509,0.997786766237272,1,9,"neuronal action potential propagation","BP",1
"GO:0098870",0.0704372324119509,0.997786766237272,1,9,"action potential propagation","BP",1
"GO:0005884",0.0709930827929927,0.990641080931737,2,58,"actin filament","CC",1
"GO:0090129",0.0711565821069369,0.997775209882049,1,8,"positive regulation of synapse maturation","BP",1
"GO:0014854",0.071281003523523,0.997704959484016,1,10,"response to inactivity","BP",1
"GO:0036312",0.0713434648309909,0.997728629467222,1,9,"phosphatidylinositol 3-kinase regulatory subunit binding","MF",1
"GO:0014041",0.0719718246775958,0.997687863589997,1,9,"regulation of neuron maturation","BP",1
"GO:0014874",0.0721416368348134,0.997625201195399,1,11,"response to stimulus involved in regulation of muscle adaptation","BP",1
"GO:0090493",0.0722850334374699,0.997638914717946,1,10,"catecholamine uptake","BP",1
"GO:0090494",0.0722850334374699,0.997638914717946,1,10,"dopamine uptake","BP",1
"GO:0016460",0.0725119447987812,0.99768838369256,1,8,"myosin II complex","CC",1
"GO:0034260",0.0725455761162415,0.997598152576263,1,11,"negative regulation of GTPase activity","BP",1
"GO:0030016",0.0726919999727021,0.984337752063896,3,132,"myofibril","CC",1
"GO:0097421",0.0727293773821164,0.997566146541167,1,12,"liver regeneration","BP",1
"GO:0043502",0.0727435492776089,0.99027414199082,2,59,"regulation of muscle adaptation","BP",1
"GO:0032982",0.0739283085746384,0.997528739784308,1,10,"myosin filament","CC",1
"GO:0043292",0.0741263319031104,0.983895333095046,3,135,"contractile muscle fiber","CC",1
"GO:0030516",0.0744448687448388,0.989924589839513,2,57,"regulation of axon extension","BP",1
"GO:0070316",0.074600050693075,0.997437468576561,1,12,"regulation of G0 to G1 transition","BP",1
"GO:0034143",0.0754020593777827,0.997363392077583,1,13,"regulation of toll-like receptor 4 signaling pathway","BP",1
"GO:0048680",0.0763379083139535,0.997434041780126,1,8,"positive regulation of axon regeneration","BP",1
"GO:0070572",0.0763379083139535,0.997434041780126,1,8,"positive regulation of neuron projection regeneration","BP",1
"GO:2000345",0.0765969421358296,0.99729634107005,1,12,"regulation of hepatocyte proliferation","BP",1
"GO:0010466",0.076602535080378,0.997261703518131,1,14,"negative regulation of peptidase activity","BP",1
"GO:0045023",0.0769446842295821,0.997252763170751,1,13,"G0 to G1 transition","BP",1
"GO:0050921",0.0770151984734242,0.989339919931519,2,66,"positive regulation of chemotaxis","BP",1
"GO:1903579",0.0772595072664246,0.997270828952939,1,11,"negative regulation of ATP metabolic process","BP",1
"GO:0016925",0.0774234733723329,0.997187826942967,1,15,"protein sumoylation","BP",1
"GO:0098969",0.0775702151315481,0.997308153483479,1,9,"neurotransmitter receptor transport to postsynaptic membrane","BP",1
"GO:1903540",0.0775702151315481,0.997308153483479,1,9,"establishment of protein localization to postsynaptic membrane","BP",1
"GO:0098528",0.0784170408409788,0.997128430748703,1,14,"skeletal muscle fiber differentiation","BP",1
"GO:0099084",0.0787932113276892,0.989032437996048,2,49,"postsynaptic specialization organization","BP",1
"GO:0045980",0.0795978201804139,0.997076922130048,1,12,"negative regulation of nucleotide metabolic process","BP",1
"GO:1900543",0.0795978201804139,0.997076922130048,1,12,"negative regulation of purine nucleotide metabolic process","BP",1
"GO:0015662",0.0797754844165841,0.99706365483146,1,12,"P-type ion transporter activity","MF",1
"GO:0140358",0.0797754844165841,0.99706365483146,1,12,"P-type transmembrane transporter activity","MF",1
"GO:0006939",0.0802950927333105,0.988610350982706,2,69,"smooth muscle contraction","BP",1
"GO:0050772",0.0803689724410701,0.988641792027036,2,57,"positive regulation of axonogenesis","BP",1
"GO:0051347",0.0812674019406444,0.981630709612917,3,155,"positive regulation of transferase activity","BP",1
"GO:0010575",0.0817380793154799,0.996894034609779,1,13,"positive regulation of vascular endothelial growth factor production","BP",1
"GO:0097113",0.0820155501468069,0.99703132364987,1,8,"AMPA glutamate receptor clustering","BP",1
"GO:0097688",0.0820155501468069,0.99703132364987,1,8,"glutamate receptor clustering","BP",1
"GO:0042059",0.0824481667061977,0.996860326073343,1,12,"negative regulation of epidermal growth factor receptor signaling pathway","BP",1
"GO:0060055",0.0831558241054758,0.996734707836947,1,16,"angiogenesis involved in wound healing","BP",1
"GO:0010592",0.0836208354012392,0.996768894263113,1,12,"positive regulation of lamellipodium assembly","BP",1
"GO:0002076",0.0836959698914884,0.996762989892003,1,12,"osteoblast development","BP",1
"GO:0099638",0.0839555748484431,0.996800188411938,1,10,"endosome to plasma membrane protein transport","BP",1
"GO:0045596",0.0847675478206059,0.971268834067794,5,372,"negative regulation of cell differentiation","BP",1
"GO:0005614",0.0849372009959897,0.996723643820179,1,10,"interstitial matrix","CC",1
"GO:0030038",0.0852412937636008,0.987487874935107,2,70,"contractile actin filament bundle assembly","BP",1
"GO:0043149",0.0852412937636008,0.987487874935107,2,70,"stress fiber assembly","BP",1
"GO:0010738",0.0858273728481165,0.996570018885979,1,13,"regulation of protein kinase A signaling","BP",1
"GO:0007350",0.0861302088763969,0.996492927421526,1,16,"blastoderm segmentation","BP",1
"GO:0034237",0.0868672404146136,0.996536741429256,1,11,"protein kinase A regulatory subunit binding","MF",1
"GO:2001026",0.0873811923868653,0.996442543156719,1,13,"regulation of endothelial cell chemotaxis","BP",1
"GO:0034236",0.0879182033230419,0.996450957211455,1,11,"protein kinase A catalytic subunit binding","MF",1
"GO:0002221",0.0884894926510787,0.986676351891239,2,89,"pattern recognition receptor signaling pathway","BP",1
"GO:0002758",0.0884894926510787,0.986676351891239,2,89,"innate immune response-activating signaling pathway","BP",1
"GO:0004180",0.088822096868023,0.996300928364218,1,14,"carboxypeptidase activity","MF",1
"GO:0042908",0.0889949242332467,0.996224678409343,1,18,"xenobiotic transport","BP",1
"GO:0032148",0.0894295949381773,0.996249268725044,1,14,"activation of protein kinase B activity","BP",1
"GO:0045296",0.08960983271632,0.986564824454558,2,51,"cadherin binding","MF",1
"GO:0048010",0.0896120976168637,0.986495233931829,2,63,"vascular endothelial growth factor receptor signaling pathway","BP",1
"GO:1901505",0.0901720573429222,0.996060489375278,1,25,"carbohydrate derivative transmembrane transporter activity","MF",1
"GO:0048339",0.0904263392776126,0.996163705277232,1,14,"paraxial mesoderm development","BP",1
"GO:0043405",0.0911517824195072,0.986062149875338,2,81,"regulation of MAP kinase activity","BP",1
"GO:0046580",0.0918850544320356,0.996016976819305,1,15,"negative regulation of Ras protein signal transduction","BP",1
"GO:0005227",0.0925127832536669,0.996101352246478,1,10,"calcium-activated cation channel activity","MF",1
"GO:0006837",0.0937867785421785,0.995786855979991,1,19,"serotonin transport","BP",1
