"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","over_represented_padj"
"GO:0032053",0.00550842972831118,0.999885208062696,2,4,"ciliary basal body organization","BP",1
"GO:0015501",0.00593281996302301,0.999908639033686,2,3,"glutamate:sodium symporter activity","MF",1
"GO:0015370",0.00598272775516216,0.998996676272508,5,40,"solute:sodium symporter activity","MF",1
"GO:0086046",0.00610854620795719,0.999904483105324,2,3,"membrane depolarization during SA node cell action potential","BP",1
"GO:0003015",0.0063032686762715,0.997860636163352,11,138,"heart process","BP",1
"GO:0086016",0.00647641092622532,0.999570807422486,3,8,"AV node cell action potential","BP",1
"GO:0086027",0.00647641092622532,0.999570807422486,3,8,"AV node cell to bundle of His cell signaling","BP",1
"GO:0086067",0.00684987799008998,0.999515620168193,3,9,"AV node cell to bundle of His cell communication","BP",1
"GO:0009932",0.00685673925842182,1,1,1,"cell tip growth","BP",1
"GO:0031705",0.00685673925842182,1,1,1,"bombesin receptor binding","MF",1
"GO:0031708",0.00685673925842182,1,1,1,"endothelin B receptor binding","MF",1
"GO:0060585",0.00685673925842182,1,1,1,"positive regulation of prostaglandin-endoperoxide synthase activity","BP",1
"GO:0086006",0.00701731742250118,0.999834081995361,2,4,"voltage-gated sodium channel activity involved in cardiac muscle cell action potential","MF",1
"GO:0045619",0.00719077701347164,0.998207181749703,7,86,"regulation of lymphocyte differentiation","BP",1
"GO:0002376",0.00719156664160695,0.995894684338256,37,885,"immune system process","BP",1
"GO:0045321",0.00722272549776295,0.996613120505005,20,394,"leukocyte activation","BP",1
"GO:0007611",0.00722375103468023,0.997133615109075,14,195,"learning or memory","BP",1
"GO:0030048",0.00723310742894001,0.998015523904565,8,73,"actin filament-based movement","BP",1
"GO:0006690",0.00724414537925954,0.999017814909527,4,39,"icosanoid metabolic process","BP",1
"GO:0051239",0.00738191062871666,0.995338417126116,61,1493,"regulation of multicellular organismal process","BP",1
"GO:0006692",0.00758361219990797,0.999342986981578,3,21,"prostanoid metabolic process","BP",1
"GO:0006693",0.00758361219990797,0.999342986981578,3,21,"prostaglandin metabolic process","BP",1
"GO:0051939",0.00782452695062213,0.999804141272722,2,4,"gamma-aminobutyric acid import","BP",1
"GO:0032501",0.0079595159788314,0.994748557886183,115,3107,"multicellular organismal process","BP",1
"GO:0005615",0.00822949740610708,0.995877071661752,23,542,"extracellular space","CC",1
"GO:1902105",0.00827215916524603,0.997236834791885,10,148,"regulation of leukocyte differentiation","BP",1
"GO:0015081",0.00866100464499676,0.99752908079989,8,86,"sodium ion transmembrane transporter activity","MF",1
"GO:0046456",0.00884116419628047,0.999194208512542,3,20,"icosanoid biosynthetic process","BP",1
"GO:0030154",0.00915051371154298,0.993942687492575,84,2115,"cell differentiation","BP",1
"GO:0048869",0.00915051371154298,0.993942687492575,84,2115,"cellular developmental process","BP",1
"GO:0043177",0.00923886534405898,0.997595323068679,7,77,"organic acid binding","MF",1
"GO:0042116",0.00939068149345555,0.998226295358554,5,46,"macrophage activation","BP",1
"GO:0048646",0.00940643280241887,0.99473303189232,32,675,"anatomical structure formation involved in morphogenesis","BP",1
"GO:0002682",0.00941469175302364,0.995035201275905,26,563,"regulation of immune system process","BP",1
"GO:0002643",0.00942269509757473,0.999673002242512,2,6,"regulation of tolerance induction","BP",1
"GO:0086045",0.00947264416833839,0.999813328301861,2,3,"membrane depolarization during AV node cell action potential","BP",1
"GO:0098912",0.00947264416833839,0.999813328301861,2,3,"membrane depolarization during atrial cardiac muscle cell action potential","BP",1
"GO:0050793",0.00948819565278649,0.994021416831819,55,1282,"regulation of developmental process","BP",1
"GO:0045628",0.00962592364290028,0.9996301469775,2,8,"regulation of T-helper 2 cell differentiation","BP",1
"GO:0021934",0.00962927327599566,0.999808582767807,2,3,"hindbrain tangential cell migration","BP",1
"GO:0034351",0.00970169465906616,0.999685240075505,2,5,"negative regulation of glial cell apoptotic process","BP",1
"GO:0042310",0.00972249927176481,0.997443087080918,7,78,"vasoconstriction","BP",1
"GO:0002455",0.0097542627581057,0.999622612279344,2,8,"humoral immune response mediated by circulating immunoglobulin","BP",1
"GO:0005368",0.00978376062197097,0.999681169532427,2,5,"taurine transmembrane transporter activity","MF",1
"GO:0045581",0.00979153125418531,0.999073525134753,3,20,"negative regulation of T cell differentiation","BP",1
"GO:0015171",0.00981972576416047,0.997761585448865,6,53,"amino acid transmembrane transporter activity","MF",1
"GO:0086010",0.0098408248364803,0.998634389472994,4,20,"membrane depolarization during action potential","BP",1
"GO:1902106",0.0103821356707076,0.997982448833856,5,49,"negative regulation of leukocyte differentiation","BP",1
"GO:0099537",0.0104654091765093,0.994264828399546,29,494,"trans-synaptic signaling","BP",1
"GO:0046635",0.0105762332564698,0.998408608237731,4,36,"positive regulation of alpha-beta T cell activation","BP",1
"GO:0046873",0.0106370381196683,0.995290613768796,16,237,"metal ion transmembrane transporter activity","MF",1
"GO:0015377",0.0106453920567097,0.999000686149196,3,15,"chloride:monoatomic cation symporter activity","MF",1
"GO:0060307",0.0107159213098293,0.998991604054794,3,15,"regulation of ventricular cardiac muscle cell membrane repolarization","BP",1
"GO:0060372",0.0109351800585982,0.999673506503294,2,4,"regulation of atrial cardiac muscle cell membrane repolarization","BP",1
"GO:0030534",0.0112091062900131,0.996113534455407,10,113,"adult behavior","BP",1
"GO:0045933",0.0112992096266267,0.998277621353906,4,33,"positive regulation of muscle contraction","BP",1
"GO:0030312",0.0113888062974942,0.994908525021955,16,261,"external encapsulating structure","CC",1
"GO:0031012",0.0113888062974942,0.994908525021955,16,261,"extracellular matrix","CC",1
"GO:0120161",0.0114379514435371,0.996895979000785,7,78,"regulation of cold-induced thermogenesis","BP",1
"GO:2000514",0.0115066109450717,0.9982253585872,4,36,"regulation of CD4-positive, alpha-beta T cell activation","BP",1
"GO:0086014",0.0117180505610317,0.998928517990755,3,11,"atrial cardiac muscle cell action potential","BP",1
"GO:0086026",0.0117180505610317,0.998928517990755,3,11,"atrial cardiac muscle cell to AV node cell signaling","BP",1
"GO:0086066",0.0117180505610317,0.998928517990755,3,11,"atrial cardiac muscle cell to AV node cell communication","BP",1
"GO:0150099",0.0122382073436218,0.999612132518307,2,4,"neuron-glial cell signaling","BP",1
"GO:1901148",0.0122622899119812,1,1,1,"gene expression involved in extracellular matrix organization","BP",1
"GO:2000516",0.0124207007434383,0.998710082193205,3,21,"positive regulation of CD4-positive, alpha-beta T cell activation","BP",1
"GO:0140659",0.0125137084327508,1,1,1,"cytoskeletal motor regulator activity","MF",1
"GO:0140661",0.0125137084327508,1,1,1,"cytoskeletal motor inhibitor activity","MF",1
"GO:1904113",0.0125137084327508,1,1,1,"negative regulation of muscle filament sliding","BP",1
"GO:0050890",0.0125438281041103,0.994666900304419,14,211,"cognition","BP",1
"GO:0033559",0.0125503221161149,0.99799215098238,4,43,"unsaturated fatty acid metabolic process","BP",1
"GO:0007600",0.0126622883470068,0.99443046836911,15,241,"sensory perception","BP",1
"GO:0001791",0.0126706075128578,1,1,1,"IgM binding","MF",1
"GO:0001793",0.0126706075128578,1,1,1,"IgM receptor activity","MF",1
"GO:0002172",0.0126706075128578,1,1,1,"high-affinity IgM receptor activity","MF",1
"GO:0160006",0.0126706075128578,1,1,1,"Fc receptor-mediated immune complex endocytosis","BP",1
"GO:0070278",0.0129218620789243,0.999420587650506,2,8,"extracellular matrix constituent secretion","BP",1
"GO:0002694",0.0130188198927917,0.994610956295427,13,238,"regulation of leukocyte activation","BP",1
"GO:0005244",0.0130530024508598,0.995652259698941,9,106,"voltage-gated monoatomic ion channel activity","MF",1
"GO:0001986",0.0130852036802669,1,1,1,"negative regulation of the force of heart contraction involved in baroreceptor response to increased systemic arterial blood pressure","BP",1
"GO:0001659",0.013115154530103,0.995950336134204,8,100,"temperature homeostasis","BP",1
"GO:0045620",0.0131979389234816,0.99857991689137,3,24,"negative regulation of lymphocyte differentiation","BP",1
"GO:1903707",0.0134165053282803,0.997209762100544,5,53,"negative regulation of hemopoiesis","BP",1
"GO:0004500",0.013490824232882,1,1,1,"dopamine beta-monooxygenase activity","MF",1
"GO:0006589",0.013490824232882,1,1,1,"octopamine biosynthetic process","BP",1
"GO:0042309",0.013490824232882,1,1,1,"homoiothermy","BP",1
"GO:0046333",0.013490824232882,1,1,1,"octopamine metabolic process","BP",1
"GO:0007613",0.0137818120736937,0.99537115635631,9,104,"memory","BP",1
"GO:0022832",0.013838276414964,0.995344280772764,9,107,"voltage-gated channel activity","MF",1
"GO:0061337",0.0138724623824654,0.997130807773272,5,42,"cardiac conduction","BP",1
"GO:0045580",0.0138845812648862,0.996538786378871,6,70,"regulation of T cell differentiation","BP",1
"GO:0035710",0.0139309013888817,0.997075425388677,5,53,"CD4-positive, alpha-beta T cell activation","BP",1
"GO:0008324",0.0140954608460875,0.993381929611822,17,274,"monoatomic cation transmembrane transporter activity","MF",1
"GO:0043005",0.0142052703340871,0.991191223360421,44,856,"neuron projection","CC",1
"GO:0004697",0.0142065499441253,0.998575452842974,3,12,"diacylglycerol-dependent serine/threonine kinase activity","MF",1
"GO:0004698",0.0142065499441253,0.998575452842974,3,12,"calcium,diacylglycerol-dependent serine/threonine kinase activity","MF",1
"GO:0004699",0.0142065499441253,0.998575452842974,3,12,"diacylglycerol-dependent, calcium-independent serine/threonine kinase activity","MF",1
"GO:0004666",0.0143408776986658,1,1,1,"prostaglandin-endoperoxide synthase activity","MF",1
"GO:1903706",0.0143427939476592,0.994489486426456,11,183,"regulation of hemopoiesis","BP",1
"GO:0007268",0.0146119848125582,0.991847230971443,28,486,"chemical synaptic transmission","BP",1
"GO:0098916",0.0146119848125582,0.991847230971443,28,486,"anterograde trans-synaptic signaling","BP",1
"GO:0001775",0.0146496919726135,0.992382390367601,22,468,"cell activation","BP",1
"GO:0006937",0.0146797839357515,0.995369858718938,8,103,"regulation of muscle contraction","BP",1
"GO:0032496",0.0147515484239815,0.994944707804399,9,138,"response to lipopolysaccharide","BP",1
"GO:0099625",0.0147759884193747,0.998417217841433,3,16,"ventricular cardiac muscle cell membrane repolarization","BP",1
"GO:0106106",0.0150025026727651,0.995699500766746,7,81,"cold-induced thermogenesis","BP",1
"GO:0099623",0.0152474397424201,0.998333223174904,3,17,"regulation of cardiac muscle cell membrane repolarization","BP",1
"GO:0001525",0.015263700126588,0.992753287848501,17,311,"angiogenesis","BP",1
"GO:0003333",0.0153665699361063,0.996700388243586,5,51,"amino acid transmembrane transport","BP",1
"GO:0002250",0.015370054448669,0.994682901773821,9,153,"adaptive immune response","BP",1
"GO:0032715",0.0156686022312242,0.998209688650276,3,23,"negative regulation of interleukin-6 production","BP",1
"GO:0004913",0.015938361700328,1,1,1,"interleukin-4 receptor activity","MF",1
"GO:0032502",0.0160580825368957,0.988988501283211,108,2897,"developmental process","BP",1
"GO:0002377",0.0160758444658161,0.997229129079321,4,44,"immunoglobulin production","BP",1
"GO:0048148",0.0163088575334307,0.998187020749324,3,16,"behavioral response to cocaine","BP",1
"GO:0015296",0.0166497406155845,0.998118743907608,3,17,"monoatomic anion:monoatomic cation symporter activity","MF",1
"GO:0071307",0.0167185840641386,1,1,1,"cellular response to vitamin K","BP",1
"GO:1900142",0.0167185840641386,1,1,1,"negative regulation of oligodendrocyte apoptotic process","BP",1
"GO:2000532",0.0167185840641386,1,1,1,"regulation of renal albumin absorption","BP",1
"GO:2000533",0.0167185840641386,1,1,1,"negative regulation of renal albumin absorption","BP",1
"GO:0050865",0.0169081710048707,0.992502354011969,14,267,"regulation of cell activation","BP",1
"GO:0042415",0.0169238078565371,0.999081485841888,2,10,"norepinephrine metabolic process","BP",1
"GO:0015812",0.0169814224582988,0.998101954403765,3,15,"gamma-aminobutyric acid transport","BP",1
"GO:0023051",0.0172447341862474,0.988377778711278,70,1699,"regulation of signaling","BP",1
"GO:0009950",0.017319742025056,0.999093283178274,2,8,"dorsal/ventral axis specification","BP",1
"GO:0099536",0.0173795172552217,0.990062484785701,29,514,"synaptic signaling","BP",1
"GO:0002508",0.0174396011701934,0.999923703040443,1,2,"central tolerance induction","BP",1
"GO:0060996",0.0175291807923711,0.994342762936579,8,81,"dendritic spine development","BP",1
"GO:0019865",0.0175698760189119,0.999152592683985,2,6,"immunoglobulin binding","MF",1
"GO:0086001",0.0176086506924144,0.996138172812129,5,41,"cardiac muscle cell action potential","BP",1
"GO:0044057",0.0176113389087917,0.990983156690299,20,371,"regulation of system process","BP",1
"GO:0002237",0.0176180359926762,0.99377226470922,9,145,"response to molecule of bacterial origin","BP",1
"GO:0045064",0.0176197070346437,0.999006646096,2,11,"T-helper 2 cell differentiation","BP",1
"GO:0032571",0.0181560705717723,0.999917275075406,1,2,"response to vitamin K","BP",1
"GO:0008015",0.0184046487348028,0.991078598757268,17,303,"blood circulation","BP",1
"GO:0010646",0.0184159230531859,0.987541063907767,70,1705,"regulation of cell communication","BP",1
"GO:0045621",0.0188618184417011,0.995713802549269,5,56,"positive regulation of lymphocyte differentiation","BP",1
"GO:0001221",0.0188740713128555,0.994354250903487,7,75,"transcription coregulator binding","MF",1
"GO:0010460",0.0189489248692747,0.997735072955942,3,18,"positive regulation of heart rate","BP",1
"GO:0045907",0.0191478769637474,0.996577956331494,4,34,"positive regulation of vasoconstriction","BP",1
"GO:0034466",0.0194291078709497,0.999905206130257,1,2,"chromaffin granule lumen","CC",1
"GO:0034220",0.0195177719316713,0.989298079732728,24,449,"monoatomic ion transmembrane transport","BP",1
"GO:0022843",0.0195924217636095,0.993504892046558,8,95,"voltage-gated monoatomic cation channel activity","MF",1
"GO:0035725",0.0197107678379387,0.993458392254828,8,95,"sodium ion transmembrane transport","BP",1
"GO:0035563",0.0197253019572967,0.998987934528398,2,6,"positive regulation of chromatin binding","BP",1
"GO:0019371",0.0207187915045993,0.99989213284674,1,2,"cyclooxygenase pathway","BP",1
"GO:0030425",0.0207707460128983,0.988169414958607,27,466,"dendrite","CC",1
"GO:0022890",0.0210188078551351,0.989904257069678,16,264,"inorganic cation transmembrane transporter activity","MF",1
"GO:1990845",0.0213767007047945,0.993393259738449,7,91,"adaptive thermogenesis","BP",1
"GO:0043370",0.0215384150994401,0.997214775295178,3,24,"regulation of CD4-positive, alpha-beta T cell differentiation","BP",1
"GO:0097447",0.0215685552231983,0.987672960587615,27,467,"dendritic tree","CC",1
"GO:0015800",0.0216751517443486,0.994955891980621,5,45,"acidic amino acid transport","BP",1
"GO:0036477",0.0219124747096814,0.986716350056164,34,631,"somatodendritic compartment","CC",1
"GO:0030593",0.0221253168563781,0.995877799345799,4,33,"neutrophil chemotaxis","BP",1
"GO:0005216",0.0222266603907828,0.989834419079746,14,212,"monoatomic ion channel activity","MF",1
"GO:1902871",0.0222826991780095,0.999875134352931,1,2,"positive regulation of amacrine cell differentiation","BP",1
"GO:0006636",0.022511214418696,0.997019892017691,3,26,"unsaturated fatty acid biosynthetic process","BP",1
"GO:0002830",0.0226520818890431,0.998564273042991,2,10,"positive regulation of type 2 immune response","BP",1
"GO:0002440",0.0227818618109026,0.993598059858524,6,91,"production of molecular mediator of immune response","BP",1
"GO:0048265",0.0228135038690945,0.99568328872027,4,36,"response to pain","BP",1
"GO:0046638",0.0232436315161506,0.996905848615432,3,24,"positive regulation of alpha-beta T cell differentiation","BP",1
"GO:0032971",0.0235279649449398,0.999860699490857,1,2,"regulation of muscle filament sliding","BP",1
"GO:0099624",0.0235609992484444,0.998669991847162,2,6,"atrial cardiac muscle cell membrane repolarization","BP",1
"GO:0031406",0.0237012470377246,0.993335212728005,6,72,"carboxylic acid binding","MF",1
"GO:0007626",0.0238023244355482,0.989762491251749,12,165,"locomotory behavior","BP",1
"GO:0086041",0.0238226608524114,1,1,1,"voltage-gated potassium channel activity involved in SA node cell action potential depolarization","MF",1
"GO:0002521",0.0240589603057157,0.988513676926777,15,291,"leukocyte differentiation","BP",1
"GO:0086002",0.0240757802060762,0.995419219902778,4,31,"cardiac muscle cell action potential involved in contraction","BP",1
"GO:0015075",0.0242739742785742,0.987602785433176,18,316,"monoatomic ion transmembrane transporter activity","MF",1
"GO:0005248",0.0246021196741476,0.99683269093624,3,15,"voltage-gated sodium channel activity","MF",1
"GO:1901741",0.0247411862608092,0.998389840958542,2,9,"positive regulation of myoblast fusion","BP",1
"GO:0050804",0.0247758699203608,0.986470593452214,22,370,"modulation of chemical synaptic transmission","BP",1
"GO:0099177",0.0248751693060676,0.986410282563559,22,371,"regulation of trans-synaptic signaling","BP",1
"GO:0042997",0.0255460915528313,0.999835607602554,1,2,"negative regulation of Golgi to plasma membrane protein transport","BP",1
"GO:0015294",0.0257463202496377,0.993651064426115,5,58,"solute:monoatomic cation symporter activity","MF",1
"GO:0043371",0.025833785484257,0.998189695926012,2,12,"negative regulation of CD4-positive, alpha-beta T cell differentiation","BP",1
"GO:0031460",0.0258531209941864,0.9998316058107,1,2,"glycine betaine transport","BP",1
"GO:0098655",0.0259741369332388,0.985928783568114,21,390,"monoatomic cation transmembrane transport","BP",1
"GO:0034992",0.0260455481447023,0.99836469496749,2,7,"microtubule organizing center attachment site","CC",1
"GO:0034993",0.0260455481447023,0.99836469496749,2,7,"meiotic nuclear membrane microtubule tethering complex","CC",1
"GO:0106083",0.0260455481447023,0.99836469496749,2,7,"nuclear membrane protein complex","CC",1
"GO:0106094",0.0260455481447023,0.99836469496749,2,7,"nuclear membrane microtubule tethering complex","CC",1
"GO:0030217",0.0261337025646736,0.99076974672554,8,131,"T cell differentiation","BP",1
"GO:0043367",0.0262061852107041,0.994799984372593,4,39,"CD4-positive, alpha-beta T cell differentiation","BP",1
"GO:0030853",0.0262207722036345,0.998347718636631,2,7,"negative regulation of granulocyte differentiation","BP",1
"GO:0006865",0.0262246180945181,0.991545759133818,7,92,"amino acid transport","BP",1
"GO:1901739",0.0263737230909651,0.99815612153101,2,11,"regulation of myoblast fusion","BP",1
"GO:0032623",0.0264445221096211,0.994774659571993,4,35,"interleukin-2 production","BP",1
"GO:0003013",0.0265256018096247,0.986573825540558,17,317,"circulatory system process","BP",1
"GO:0043196",0.0268147526302548,0.998139421338258,2,10,"varicosity","CC",1
"GO:0005261",0.0268153353348774,0.988249657548669,12,174,"monoatomic cation channel activity","MF",1
"GO:0016705",0.0271146161688586,0.993212622840564,5,60,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF",1
"GO:0060064",0.0272021532597352,1,1,1,"Spemann organizer formation at the anterior end of the primitive streak","BP",1
"GO:1902305",0.027248342193313,0.994614250899711,4,31,"regulation of sodium ion transmembrane transport","BP",1
"GO:0005234",0.0275912690362095,0.998303535859237,2,6,"extracellularly glutamate-gated ion channel activity","MF",1
"GO:0008028",0.0276495507415543,0.996028753596967,3,27,"monocarboxylic acid transmembrane transporter activity","MF",1
"GO:0001790",0.0277743699174852,0.999805456106654,1,2,"polymeric immunoglobulin binding","MF",1
"GO:0019763",0.0277743699174852,0.999805456106654,1,2,"immunoglobulin receptor activity","MF",1
"GO:0099622",0.0278618134659254,0.996093639183675,3,20,"cardiac muscle cell membrane repolarization","BP",1
"GO:0001777",0.0279480035563858,0.999802998530257,1,2,"T cell homeostatic proliferation","BP",1
"GO:0046013",0.0279480035563858,0.999802998530257,1,2,"regulation of T cell homeostatic proliferation","BP",1
"GO:0004497",0.0279826410698023,0.995986711892402,3,25,"monooxygenase activity","MF",1
"GO:0070410",0.0280455565896931,0.998099200988486,2,8,"co-SMAD binding","MF",1
"GO:0071875",0.0281210865815707,0.995988171998272,3,23,"adrenergic receptor signaling pathway","BP",1
"GO:0002507",0.0286349241070314,0.997879208407979,2,12,"tolerance induction","BP",1
"GO:0046813",0.0287465967860889,0.99979149384142,1,2,"receptor-mediated virion attachment to host cell","BP",1
"GO:0045823",0.0288042058452108,0.995836868767971,3,24,"positive regulation of heart contraction","BP",1
"GO:0046639",0.0288840320364295,0.997806374743669,2,14,"negative regulation of alpha-beta T cell differentiation","BP",1
"GO:0007275",0.0291616976044065,0.979367632199436,90,2355,"multicellular organism development","BP",1
"GO:0086003",0.0295174359903917,0.992510261869943,5,50,"cardiac muscle cell contraction","BP",1
"GO:0021534",0.0296507443557736,0.997928924993677,2,8,"cell proliferation in hindbrain","BP",1
"GO:0021924",0.0296507443557736,0.997928924993677,2,8,"cell proliferation in external granule layer","BP",1
"GO:0021930",0.0296507443557736,0.997928924993677,2,8,"cerebellar granule cell precursor proliferation","BP",1
"GO:0106423",0.0298495030313419,0.99977506014803,1,2,"tubulin-tyrosine carboxypeptidase","MF",1
"GO:0038093",0.030348933349362,0.997853226299327,2,8,"Fc receptor signaling pathway","BP",1
"GO:0045624",0.0303853563946022,0.997744515143755,2,10,"positive regulation of T-helper cell differentiation","BP",1
"GO:0003008",0.0306317236126128,0.98016663407657,41,942,"system process","BP",1
"GO:0060999",0.0308764347650729,0.993640123524818,4,32,"positive regulation of dendritic spine development","BP",1
"GO:0002826",0.0310805625718501,0.999675198261546,1,3,"negative regulation of T-helper 1 type immune response","BP",1
"GO:0045626",0.0310805625718501,0.999675198261546,1,3,"negative regulation of T-helper 1 cell differentiation","BP",1
"GO:0090327",0.0311716728016911,0.999673277601967,1,3,"negative regulation of locomotion involved in locomotory behavior","BP",1
"GO:0009931",0.0314405288095317,0.995468503344788,3,17,"calcium-dependent protein serine/threonine kinase activity","MF",1
"GO:0008116",0.031538135687337,1,1,1,"prostaglandin-I synthase activity","MF",1
"GO:0003407",0.0316319006688636,0.991773234545433,5,57,"neural retina development","BP",1
"GO:0061003",0.0316837467035388,0.995419702251355,3,17,"positive regulation of dendritic spine morphogenesis","BP",1
"GO:0015175",0.031789652818194,0.995244432185419,3,23,"neutral L-amino acid transmembrane transporter activity","MF",1
"GO:0031915",0.0319123619918215,0.997567401222965,2,10,"positive regulation of synaptic plasticity","BP",1
"GO:0001818",0.0322358126712621,0.989083303629003,7,114,"negative regulation of cytokine production","BP",1
"GO:0015267",0.0322816749449628,0.984454148442939,14,233,"channel activity","MF",1
"GO:0022803",0.0322816749449628,0.984454148442939,14,233,"passive transmembrane transporter activity","MF",1
"GO:0000803",0.0324642331920561,0.997818871041903,2,6,"sex chromosome","CC",1
"GO:0060143",0.0326885296905215,0.99739945727395,2,12,"positive regulation of syncytium formation by plasma membrane fusion","BP",1
"GO:0045576",0.0327108759219337,0.994973229378609,3,28,"mast cell activation","BP",1
"GO:0051899",0.032923945054588,0.991375408906055,5,53,"membrane depolarization","BP",1
"GO:0001223",0.032998500871244,0.99309526650147,4,30,"transcription coactivator binding","MF",1
"GO:0031418",0.0334880585734927,0.997336391690653,2,11,"L-ascorbic acid binding","MF",1
"GO:0005921",0.0343935594219667,0.997129587034117,2,14,"gap junction","CC",1
