"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","over_represented_padj"
"GO:0000447",0.0106335928117087,0.999958012425343,1,4,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",1
"GO:0009952",0.0109297193751658,0.998300561927009,4,104,"anterior/posterior pattern specification","BP",1
"GO:0007492",0.0112516121669471,0.998823905634778,3,53,"endoderm development","BP",1
"GO:0030511",0.01133370022364,0.999474485882901,2,16,"positive regulation of transforming growth factor beta receptor signaling pathway","BP",1
"GO:1903846",0.01133370022364,0.999474485882901,2,16,"positive regulation of cellular response to transforming growth factor beta stimulus","BP",1
"GO:0043087",0.011632964430512,0.997231024937579,6,123,"regulation of GTPase activity","BP",1
"GO:0034329",0.011793401718205,0.995534902483135,12,334,"cell junction assembly","BP",1
"GO:0035331",0.0118249741841318,0.999466649714852,2,11,"negative regulation of hippo signaling","BP",1
"GO:0035282",0.0119841329734413,0.998716181012087,3,55,"segmentation","BP",1
"GO:0065008",0.0123137486571524,0.993756693794999,28,1427,"regulation of biological quality","BP",1
"GO:0021554",0.0123545752322926,0.999429805904362,2,11,"optic nerve development","BP",1
"GO:0007389",0.012516101090674,0.996546800973687,7,241,"pattern specification process","BP",1
"GO:0051336",0.0126913878869598,0.99650227632174,7,185,"regulation of hydrolase activity","BP",1
"GO:0000966",0.0130073775653608,0.999930148299697,1,6,"RNA 5'-end processing","BP",1
"GO:0021545",0.0136768087968679,0.998483889590901,3,39,"cranial nerve development","BP",1
"GO:0030576",0.0145402820466217,1,1,1,"Cajal body organization","BP",1
"GO:0120187",0.0145402820466217,1,1,1,"positive regulation of protein localization to chromatin","BP",1
"GO:0090497",0.0145524751251559,0.998345070176092,3,41,"mesenchymal cell migration","BP",1
"GO:0006974",0.0145864859980363,0.995847142881839,7,270,"DNA damage response","BP",1
"GO:0021604",0.0146558925359631,0.999287456877507,2,9,"cranial nerve structural organization","BP",1
"GO:0021884",0.0148734278570991,0.998329179781226,3,29,"forebrain neuron development","BP",1
"GO:0042440",0.0150973199891565,0.999163276774031,2,22,"pigment metabolic process","BP",1
"GO:0071168",0.0150992599194053,0.999191866286489,2,15,"protein localization to chromatin","BP",1
"GO:0060425",0.0152308635216188,0.998234333680933,3,43,"lung morphogenesis","BP",1
"GO:0007224",0.0153187282612522,0.997387484523993,4,79,"smoothened signaling pathway","BP",1
"GO:0046620",0.0156650479310806,0.997325793282652,4,66,"regulation of organ growth","BP",1
"GO:0000479",0.0157571443522124,0.999894462382964,1,7,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",1
"GO:0060326",0.015827784691586,0.99654760045624,5,127,"cell chemotaxis","BP",1
"GO:0048664",0.0159130634135461,0.999905757574489,1,4,"neuron fate determination","BP",1
"GO:0009967",0.0159420932953711,0.99287899115389,16,758,"positive regulation of signal transduction","BP",1
"GO:0022607",0.0165017988246866,0.991664518583867,24,1159,"cellular component assembly","BP",1
"GO:0050896",0.0166586638361371,0.99120539224264,47,3285,"response to stimulus","BP",1
"GO:0006511",0.0171640034318776,0.995511485347437,6,199,"ubiquitin-dependent protein catabolic process","BP",1
"GO:0019941",0.0173267675343692,0.995458488297059,6,202,"modification-dependent protein catabolic process","BP",1
"GO:0043632",0.0173267675343692,0.995458488297059,6,202,"modification-dependent macromolecule catabolic process","BP",1
"GO:0005911",0.0175339801422557,0.993576163261619,10,308,"cell-cell junction","CC",1
"GO:0022038",0.0180682345938909,0.998899129820819,2,22,"corpus callosum development","BP",1
"GO:0014911",0.0184154366896837,0.997718600829722,3,39,"positive regulation of smooth muscle cell migration","BP",1
"GO:0003002",0.0187428425555648,0.994996808611001,6,214,"regionalization","BP",1
"GO:0008375",0.0188484567904542,0.998829672560303,2,21,"acetylglucosaminyltransferase activity","MF",1
"GO:1990830",0.0191311351707786,0.997556319650905,3,58,"cellular response to leukemia inhibitory factor","BP",1
"GO:0009730",0.0198905924544572,1,1,1,"detection of carbohydrate stimulus","BP",1
"GO:0009732",0.0198905924544572,1,1,1,"detection of hexose stimulus","BP",1
"GO:0034287",0.0198905924544572,1,1,1,"detection of monosaccharide stimulus","BP",1
"GO:0051594",0.0198905924544572,1,1,1,"detection of glucose","BP",1
"GO:2000970",0.0198905924544572,1,1,1,"regulation of detection of glucose","BP",1
"GO:2000972",0.0198905924544572,1,1,1,"positive regulation of detection of glucose","BP",1
"GO:0019748",0.0199638875139743,0.998738354509466,2,18,"secondary metabolic process","BP",1
"GO:1902533",0.0203799268737128,0.991627358656932,12,521,"positive regulation of intracellular signal transduction","BP",1
"GO:0035101",0.020709734724708,1,1,1,"FACT complex","CC",1
"GO:0048667",0.021085071613078,0.991015655264502,13,413,"cell morphogenesis involved in neuron differentiation","BP",1
"GO:0045186",0.0211218797173792,1,1,1,"zonula adherens assembly","BP",1
"GO:0035239",0.0211490932844015,0.991263211461637,12,532,"tube morphogenesis","BP",1
"GO:1905634",0.0214831858900602,0.999827824142385,1,4,"regulation of protein localization to chromatin","BP",1
"GO:0030091",0.0215079010408772,1,1,1,"protein repair","BP",1
"GO:0033743",0.0215079010408772,1,1,1,"peptide-methionine (R)-S-oxide reductase activity","MF",1
"GO:0033745",0.0215079010408772,1,1,1,"L-methionine-(R)-S-oxide reductase activity","MF",1
"GO:1904754",0.0215654788080971,0.998596216876853,2,16,"positive regulation of vascular associated smooth muscle cell migration","BP",1
"GO:0001888",0.0216516911854276,0.999883184193415,1,2,"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity","MF",1
"GO:0099175",0.0221835707038854,0.993916310254459,6,115,"regulation of postsynapse organization","BP",1
"GO:0030323",0.0222506084064067,0.994696413853397,5,142,"respiratory tube development","BP",1
"GO:0030855",0.0222857233374275,0.991943789504741,9,398,"epithelial cell differentiation","BP",1
"GO:0021767",0.022325044585966,1,1,1,"mammillary body development","BP",1
"GO:0061373",0.022325044585966,1,1,1,"mammillary axonal complex development","BP",1
"GO:1903056",0.022325044585966,1,1,1,"regulation of melanosome organization","BP",1
"GO:1904516",0.022325044585966,1,1,1,"myofibroblast cell apoptotic process","BP",1
"GO:1904520",0.022325044585966,1,1,1,"regulation of myofibroblast cell apoptotic process","BP",1
"GO:0021978",0.0224250303346342,0.999772786796639,1,11,"telencephalon regionalization","BP",1
"GO:0071621",0.022625579895467,0.996944469483499,3,47,"granulocyte chemotaxis","BP",1
"GO:0051153",0.0230446098962978,0.99684568278668,3,56,"regulation of striated muscle cell differentiation","BP",1
"GO:0061884",0.023362495562548,0.999863874443618,1,2,"regulation of mini excitatory postsynaptic potential","BP",1
"GO:0061885",0.023362495562548,0.999863874443618,1,2,"positive regulation of mini excitatory postsynaptic potential","BP",1
"GO:0098816",0.023362495562548,0.999863874443618,1,2,"mini excitatory postsynaptic potential","BP",1
"GO:0016049",0.0236414459982823,0.991947573163279,8,265,"cell growth","BP",1
"GO:1904684",0.0237306239011846,0.99985952402741,1,2,"negative regulation of metalloendopeptidase activity","BP",1
"GO:0008023",0.0238877524166175,0.998357866335599,2,16,"transcription elongation factor complex","CC",1
"GO:0048532",0.0243950522377793,0.998385025542292,2,11,"anatomical structure arrangement","BP",1
"GO:0098974",0.0246366715665603,0.998319600480745,2,13,"postsynaptic actin cytoskeleton organization","BP",1
"GO:0042706",0.0247362280108199,0.999847286914775,1,2,"eye photoreceptor cell fate commitment","BP",1
"GO:0046552",0.0247362280108199,0.999847286914775,1,2,"photoreceptor cell fate commitment","BP",1
"GO:0000462",0.0247676047553705,0.999732919033429,1,8,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",1
"GO:0046189",0.025012389936797,0.998168576539807,2,26,"phenol-containing compound biosynthetic process","BP",1
"GO:0048013",0.0251690513243077,0.995072502978307,4,56,"ephrin receptor signaling pathway","BP",1
"GO:0002280",0.0255762620170324,1,1,1,"monocyte activation involved in immune response","BP",1
"GO:1901842",0.0255762620170324,1,1,1,"negative regulation of high voltage-gated calcium channel activity","BP",1
"GO:0009790",0.0256543390188722,0.988728019204815,13,622,"embryo development","BP",1
"GO:0090724",0.0258151020100771,1,1,1,"central region of growth cone","CC",1
"GO:0060563",0.0259459737128787,0.998033127997182,2,35,"neuroepithelial cell differentiation","BP",1
"GO:0033059",0.0259754934082092,0.99808692351063,2,21,"cellular pigmentation","BP",1
"GO:0000466",0.0261212187279991,0.999708791660762,1,7,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",1
"GO:2000481",0.0265603017587672,1,1,1,"positive regulation of cAMP-dependent protein kinase activity","BP",1
"GO:0030490",0.0267017833324296,0.999684452276022,1,9,"maturation of SSU-rRNA","BP",1
"GO:0008355",0.026732631553152,0.999715115645362,1,5,"olfactory learning","BP",1
"GO:0099180",0.0269210212441756,0.999818914769677,1,2,"zinc ion import into synaptic vesicle","BP",1
"GO:1902915",0.0271158622922365,0.999816265544883,1,2,"negative regulation of protein polyubiquitination","BP",1
"GO:0019894",0.0271275505136727,0.997991600591296,2,17,"kinesin binding","MF",1
"GO:0048853",0.0271343298740801,0.999674092305281,1,9,"forebrain morphogenesis","BP",1
"GO:0010611",0.027362922732376,0.996037690317754,3,44,"regulation of cardiac muscle hypertrophy","BP",1
"GO:0014743",0.0277498172205918,0.995952351710118,3,46,"regulation of muscle hypertrophy","BP",1
"GO:0099173",0.0279423168667258,0.990221821837468,8,189,"postsynapse organization","BP",1
"GO:0099174",0.0280019372222613,0.9959927343356,3,30,"regulation of presynapse organization","BP",1
"GO:0098917",0.0280677199247108,0.997996334262836,2,11,"retrograde trans-synaptic signaling","BP",1
"GO:0001952",0.0281209346346831,0.994263536254969,4,68,"regulation of cell-matrix adhesion","BP",1
"GO:0140882",0.0281769129561649,0.999735753659429,1,3,"zinc export across plasma membrane","BP",1
"GO:0005871",0.0285806172980028,0.99783692450841,2,16,"kinesin complex","CC",1
"GO:0006642",0.0285825583598957,0.999795696469419,1,2,"triglyceride mobilization","BP",1
"GO:0005543",0.0286572095848405,0.990666461508868,7,220,"phospholipid binding","MF",1
"GO:0042835",0.0288927015258718,1,1,1,"BRE binding","MF",1
"GO:1902866",0.0288927015258718,1,1,1,"regulation of retina development in camera-type eye","BP",1
"GO:0000460",0.0290424003117636,0.999626372492184,1,9,"maturation of 5.8S rRNA","BP",1
"GO:0036339",0.0291355749324443,1,1,1,"lymphocyte adhesion to endothelial cell of high endothelial venule","BP",1
"GO:0060506",0.0291355749324443,1,1,1,"smoothened signaling pathway involved in lung development","BP",1
"GO:0060792",0.0291355749324443,1,1,1,"sweat gland development","BP",1
"GO:0061973",0.0291355749324443,1,1,1,"membrane bone morphogenesis","BP",1
"GO:0061974",0.0291355749324443,1,1,1,"perichondral bone morphogenesis","BP",1
"GO:0048584",0.029165301922204,0.985431219493291,18,1002,"positive regulation of response to stimulus","BP",1
"GO:0030857",0.0294760087707439,0.997602015549459,2,37,"negative regulation of epithelial cell differentiation","BP",1
"GO:0099188",0.0300968718070835,0.997657857222687,2,16,"postsynaptic cytoskeleton organization","BP",1
"GO:0090009",0.0302620846369873,0.999600425521187,1,8,"primitive streak formation","BP",1
"GO:0032034",0.0303859869804214,1,1,1,"myosin II head/neck binding","MF",1
"GO:0032038",0.0303859869804214,1,1,1,"myosin II heavy chain binding","MF",1
"GO:0048382",0.0305225139814752,0.999601699491765,1,7,"mesendoderm development","BP",1
"GO:0000266",0.0308917006254317,0.997561958585227,2,16,"mitochondrial fission","BP",1
"GO:0005783",0.030973854206912,0.986011969565112,13,679,"endoplasmic reticulum","CC",1
"GO:0120040",0.0310358522550632,0.999678987873818,1,3,"regulation of macrophage proliferation","BP",1
"GO:0120041",0.0310358522550632,0.999678987873818,1,3,"positive regulation of macrophage proliferation","BP",1
"GO:0048022",0.0311935495491305,0.999675693792244,1,3,"negative regulation of melanin biosynthetic process","BP",1
"GO:1900377",0.0311935495491305,0.999675693792244,1,3,"negative regulation of secondary metabolite biosynthetic process","BP",1
"GO:0106015",0.0316340222922441,0.999666402539588,1,3,"negative regulation of inflammatory response to wounding","BP",1
"GO:2000058",0.0318540207407845,0.995050991429342,3,61,"regulation of ubiquitin-dependent protein catabolic process","BP",1
"GO:0071947",0.0320847153755729,0.999742095265529,1,2,"protein deubiquitination involved in ubiquitin-dependent protein catabolic process","BP",1
"GO:0045188",0.0323584578445499,0.999552017731824,1,7,"regulation of circadian sleep/wake cycle, non-REM sleep","BP",1
"GO:0099537",0.0324369304629609,0.984885584610124,14,494,"trans-synaptic signaling","BP",1
"GO:0032028",0.0327125832868451,0.999731815088701,1,2,"myosin head/neck binding","MF",1
"GO:0023056",0.0328108836610783,0.983650713912525,17,870,"positive regulation of signaling","BP",1
"GO:0071622",0.0329313781638559,0.997205075481464,2,26,"regulation of granulocyte chemotaxis","BP",1
"GO:0001756",0.0329347081086139,0.9971781051284,2,31,"somitogenesis","BP",1
"GO:0043476",0.0331305579713713,0.999724858220317,1,2,"pigment accumulation","BP",1
"GO:0043482",0.0331305579713713,0.999724858220317,1,2,"cellular pigment accumulation","BP",1
"GO:0007229",0.0331488128392937,0.994831180783835,3,44,"integrin-mediated signaling pathway","BP",1
"GO:0097530",0.0332169186928411,0.99475755813932,3,60,"granulocyte migration","BP",1
"GO:0030901",0.0334131357872765,0.997124450304276,2,29,"midbrain development","BP",1
"GO:1902407",0.0335228106450157,0.999718247035841,1,2,"assembly of actomyosin apparatus involved in mitotic cytokinesis","BP",1
"GO:1903475",0.0335228106450157,0.999718247035841,1,2,"mitotic actomyosin contractile ring assembly","BP",1
"GO:1903479",0.0335228106450157,0.999718247035841,1,2,"mitotic actomyosin contractile ring assembly actin filament organization","BP",1
"GO:0036022",0.0337585037433561,0.999619717572195,1,3,"limb joint morphogenesis","BP",1
"GO:0007399",0.0339341454023538,0.981023357700024,28,1433,"nervous system development","BP",1
"GO:0010647",0.0339859897011806,0.982989643138681,17,869,"positive regulation of cell communication","BP",1
"GO:0061302",0.0342157185903452,1,1,1,"smooth muscle cell-matrix adhesion","BP",1
"GO:1905609",0.0342157185903452,1,1,1,"positive regulation of smooth muscle cell-matrix adhesion","BP",1
"GO:2000097",0.0342157185903452,1,1,1,"regulation of smooth muscle cell-matrix adhesion","BP",1
"GO:1905049",0.0342528988983272,0.999608408035579,1,3,"negative regulation of metallopeptidase activity","BP",1
"GO:0030234",0.0350357769552466,0.984399370080506,12,509,"enzyme regulator activity","MF",1
"GO:0003415",0.035046763846525,0.999539095405972,1,4,"chondrocyte hypertrophy","BP",1
"GO:1902748",0.0350796845239904,0.999691218733549,1,2,"positive regulation of lens fiber cell differentiation","BP",1
"GO:0140447",0.0358136488345472,0.999678039352684,1,2,"cytokine precursor processing","BP",1
"GO:0051897",0.0360508072024796,0.99198012898867,4,97,"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",1
"GO:0061517",0.036188455021012,0.999454270176702,1,6,"macrophage proliferation","BP",1
"GO:0061072",0.0362639126096867,0.999506265243235,1,4,"iris morphogenesis","BP",1
"GO:0062111",0.036845523607043,0.999434122322439,1,6,"zinc ion import into organelle","BP",1
"GO:1901381",0.03691860977573,0.99672592007896,2,20,"positive regulation of potassium ion transmembrane transport","BP",1
"GO:0099159",0.037293415663274,0.996762590826154,2,15,"regulation of modification of postsynaptic structure","BP",1
"GO:0099545",0.0372969211737637,0.997084303676255,2,8,"trans-synaptic signaling by trans-synaptic complex","BP",1
"GO:0010764",0.0378925411962202,0.999460540512435,1,4,"negative regulation of fibroblast migration","BP",1
"GO:0006935",0.0381684557264177,0.988016352795581,6,195,"chemotaxis","BP",1
"GO:0070012",0.0381972728066106,0.999633300493207,1,2,"oligopeptidase activity","MF",1
"GO:0042330",0.0382675478638586,0.987977055285754,6,196,"taxis","BP",1
"GO:0035871",0.0384941267218356,0.999443130021089,1,4,"protein K11-linked deubiquitination","BP",1
"GO:0051602",0.0387483419296686,0.996416879650723,2,25,"response to electrical stimulus","BP",1
"GO:0021602",0.038922931977547,0.996447465616867,2,20,"cranial nerve morphogenesis","BP",1
"GO:1904328",0.0391069059929026,0.999615444656039,1,2,"regulation of myofibroblast contraction","BP",1
"GO:1904330",0.0391069059929026,0.999615444656039,1,2,"positive regulation of myofibroblast contraction","BP",1
"GO:1990764",0.0391069059929026,0.999615444656039,1,2,"myofibroblast contraction","BP",1
"GO:0002524",0.0392042988695899,0.999358737955307,1,6,"hypersensitivity","BP",1
"GO:0048588",0.0392552873479598,0.987639994528394,6,151,"developmental cell growth","BP",1
"GO:0032020",0.0393139176212875,0.999611320569676,1,2,"ISG15-protein conjugation","BP",1
"GO:0042296",0.0393139176212875,0.999611320569676,1,2,"ISG15 transferase activity","MF",1
"GO:0090166",0.0393725581418388,0.999417202157976,1,4,"Golgi disassembly","BP",1
"GO:0035295",0.0396613315742292,0.981430973707247,13,660,"tube development","BP",1
"GO:0035330",0.0398991614302563,0.996308872459162,2,20,"regulation of hippo signaling","BP",1
"GO:0048812",0.0401197433003236,0.981233896465412,13,445,"neuron projection morphogenesis","BP",1
"GO:0010762",0.0406627035568099,0.996160380055182,2,23,"regulation of fibroblast migration","BP",1
"GO:0040011",0.0407303673480006,0.98036245722372,14,657,"locomotion","BP",1
"GO:0071840",0.0407677772889421,0.97626431567709,42,2706,"cellular component organization or biogenesis","BP",1
"GO:0043547",0.0409131714974326,0.990544445868761,4,90,"positive regulation of GTPase activity","BP",1
"GO:0016891",0.0411926387404351,0.999244830630011,1,9,"RNA endonuclease activity, producing 5'-phosphomonoesters","MF",1
"GO:0007166",0.0413222554255935,0.977387979016593,22,1269,"cell surface receptor signaling pathway","BP",1
"GO:0051603",0.0415978594723165,0.986630110593164,6,253,"proteolysis involved in protein catabolic process","BP",1
"GO:0106014",0.0421386955812303,0.999287591568582,1,5,"regulation of inflammatory response to wounding","BP",1
"GO:1902555",0.0421664002232273,0.999198641745502,1,10,"endoribonuclease complex","CC",1
"GO:0031267",0.0424166928972441,0.988035629326084,5,128,"small GTPase binding","MF",1
"GO:0032625",0.0424670160844467,0.999545724998852,1,2,"interleukin-21 production","BP",1
"GO:0032665",0.0424670160844467,0.999545724998852,1,2,"regulation of interleukin-21 production","BP",1
"GO:0032745",0.0424670160844467,0.999545724998852,1,2,"positive regulation of interleukin-21 production","BP",1
"GO:0050789",0.0427769297725121,0.977444921729342,57,4278,"regulation of biological process","BP",1
"GO:1905030",0.0428051303297671,0.999310123655369,1,4,"voltage-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","MF",1
"GO:0036301",0.042943224346062,0.999535363846052,1,2,"macrophage colony-stimulating factor production","BP",1
"GO:1901256",0.042943224346062,0.999535363846052,1,2,"regulation of macrophage colony-stimulating factor production","BP",1
"GO:0060441",0.0433950074299024,0.995731553109236,2,25,"epithelial tube branching involved in lung morphogenesis","BP",1
"GO:1905348",0.043653803578062,0.999132057828225,1,11,"endonuclease complex","CC",1
"GO:0099536",0.0437102548159504,0.978743620563087,14,514,"synaptic signaling","BP",1
"GO:0021649",0.0437251823300441,0.999518091073908,1,2,"vestibulocochlear nerve structural organization","BP",1
"GO:0061552",0.0437251823300441,0.999518091073908,1,2,"ganglion morphogenesis","BP",1
"GO:0097374",0.0437251823300441,0.999518091073908,1,2,"sensory neuron axon guidance","BP",1
"GO:1904835",0.0437251823300441,0.999518091073908,1,2,"dorsal root ganglion morphogenesis","BP",1
"GO:0048023",0.043973540461578,0.999223604310903,1,5,"positive regulation of melanin biosynthetic process","BP",1
"GO:1900378",0.043973540461578,0.999223604310903,1,5,"positive regulation of secondary metabolite biosynthetic process","BP",1
"GO:0060562",0.04398326690316,0.985693916829825,6,221,"epithelial tube morphogenesis","BP",1
"GO:0046790",0.0441517770168714,0.999346373031646,1,3,"virion binding","MF",1
"GO:0016893",0.0444322332078123,0.999100561521797,1,11,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF",1
"GO:0120039",0.0444713152282011,0.978871800900177,13,452,"plasma membrane bounded cell projection morphogenesis","BP",1
"GO:0005547",0.0446230428373344,0.995595101321753,2,21,"phosphatidylinositol-3,4,5-trisphosphate binding","MF",1
"GO:2000689",0.0460872267202099,0.999287169229845,1,3,"actomyosin contractile ring assembly actin filament organization","BP",1
"GO:0048308",0.0464787159492374,0.999096015723876,1,6,"organelle inheritance","BP",1
"GO:0048313",0.0464787159492374,0.999096015723876,1,6,"Golgi inheritance","BP",1
"GO:0021540",0.0464835923627155,0.999131526861012,1,5,"corpus callosum morphogenesis","BP",1
"GO:0006518",0.0464931484666517,0.995239665391463,2,26,"peptide metabolic process","BP",1
"GO:0048858",0.046824981003177,0.977577136685642,13,457,"cell projection morphogenesis","BP",1
"GO:0030307",0.0468941271826173,0.988672685931733,4,93,"positive regulation of cell growth","BP",1
"GO:0042555",0.046903414689034,0.999079260537703,1,6,"MCM complex","CC",1
"GO:0007172",0.0477573729459439,0.999423894228654,1,2,"signal complex assembly","BP",1
"GO:0060235",0.0478813459408902,0.999229945265543,1,3,"lens induction in camera-type eye","BP",1
"GO:0035265",0.048875002350161,0.985655271669124,5,136,"organ growth","BP",1
"GO:1905244",0.0493396674754434,0.994916366097252,2,18,"regulation of modification of synaptic structure","BP",1
"GO:0048026",0.0494769325025126,0.998945498515063,1,7,"positive regulation of mRNA splicing, via spliceosome","BP",1
"GO:2000543",0.0496157354924315,0.999070368324987,1,4,"positive regulation of gastrulation","BP",1
"GO:0060327",0.0501587632419324,0.999363696817332,1,2,"cytoplasmic actin-based contraction involved in cell motility","BP",1
"GO:1901386",0.0501942281348005,0.998985758503012,1,5,"negative regulation of voltage-gated calcium channel activity","BP",1
"GO:0060495",0.0502614830634474,0.999361053397737,1,2,"cell-cell signaling involved in lung development","BP",1
"GO:0016477",0.0505829531011427,0.973342661450202,17,838,"cell migration","BP",1
"GO:0034502",0.0506115755148141,0.994489984287728,2,35,"protein localization to chromosome","BP",1
"GO:0070269",0.0508864857718039,0.99882900915434,1,10,"pyroptotic inflammatory response","BP",1
"GO:0021852",0.0509681765664723,0.999342714640407,1,2,"pyramidal neuron migration to cerebral cortex","BP",1
