"SYMBOL","n_mecp2_peaks","n_mecp2_sig_peaks","mecp2_has_sig","mecp2_Fold","mecp2_min_FDR","n_h2a_peaks","n_h2a_sig_peaks","h2a_has_sig","h2a_Fold","h2a_min_FDR","sig","quadrant","go_eligible","has_physical_overlap","n_total_peaks","gene_length","mch_gene_id","mch_chr","mch_start","mch_end","mch_strand","mch_gene_type","mch_gene_length","mch_ctrl","mch_mut","mch_diff","ctrl_M1_mch","ctrl_M2_mch","ctrl_F1_mch","ctrl_F2_mch","mut_M1_mch","mut_M2_mch","mut_F1_mch","mut_F2_mch","n_ch_sites_mean","total_coverage_mean","edger_logFC","edger_logCPM","edger_F","edger_pval","edger_fdr","p_bonferroni","sig_bonferroni","sig_fdr005","sig_fdr010","gencode_chr","gencode_start","gencode_end","mch_sig","mch_sig_vs_mecp2","mch_sig_vs_h2a","mch_direction","quadrant_mecp2","quadrant_h2a"
"1700024G13Rik",4,0,FALSE,0.225576185,0.066389479,2,1,TRUE,0.250295065,0.002054019,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,6,12324,"ENSMUSG00000072473.4","chr14",32376067,32388391,"-","protein_coding",12324,0.0375307527126725,0.0396749387726569,0.00214418605998436,0.0424511315019951,0.0391098961705393,0.0340617603346728,0.0345002228434828,0.0354538700712654,0.0424605902572004,0.0373915727055297,0.0433937220566319,5411.25,111667.875,-0.0190491749548025,4.5350568700672,0.0410087806952886,0.841090904985774,0.906256119636612,1,FALSE,FALSE,FALSE,"chr14",32376067,32388390,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"1700025C18Rik",2,0,FALSE,-0.0383394175,0.735283048,1,0,FALSE,0.157603768,0.327084018,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,12058,"ENSMUSG00000078935.1","chr2",165078692,165090750,"-","protein_coding",12058,0.0290651690666113,0.0276681330873016,-0.00139703597930968,0.0305687539434208,0.0271196865460841,0.0304695901541403,0.0281026456228001,0.0266655295438716,0.0286628635035481,0.0254362808593899,0.0299078584423969,5566,115564,-0.128525931233918,4.14435916686142,1.44256020105328,0.24050958182389,0.401394719384432,1,FALSE,FALSE,FALSE,"chr2",165078692,165090749,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"1700025G04Rik",5,0,FALSE,-0.00833295,0.727501464,9,5,TRUE,0.482291931,1.33e-12,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,14,237723,"ENSMUSG00000032666.16","chr1",151852402,152090125,"-","protein_coding",237723,0.021889171606767,0.0227793829729691,0.00089021136620202,0.0234191576871922,0.0212339936311248,0.0207852823294824,0.0221182527792688,0.0199048701911072,0.0237426349788081,0.0218003637936449,0.0256696629283161,96404,2087914.75,-0.0441341262407454,7.96327874525519,1.90683508307871,0.179023235700224,0.327255281480602,1,FALSE,FALSE,FALSE,"chr1",151852402,152090124,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"1700029H14Rik",2,0,FALSE,-0.066295359,0.427285859,2,1,TRUE,-0.537567436,0.000148078,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,11729,"ENSMUSG00000031452.15","chr8",13550732,13562461,"-","protein_coding",11729,0.0206186793727311,0.0200767170680055,-0.00054196230472557,0.0211997487437186,0.0225914108629479,0.0171234520495344,0.0215601058347236,0.0155860631598025,0.0193487408322958,0.0180292794102257,0.0273427848696982,5708.375,109070.75,-0.238786017547745,3.5589631949026,2.77885229973539,0.107470916339567,0.228467747079388,1,FALSE,FALSE,FALSE,"chr8",13550732,13562460,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"1700113H08Rik",1,0,FALSE,-0.053577427,0.823594255,2,0,FALSE,0.0212188495,0.097124179,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,172545,"ENSMUSG00000047129.11","chr10",87058044,87230589,"+","protein_coding",172545,0.0154770503503892,0.0164763789560285,0.00099932860563922,0.0177041482979238,0.0137083075135371,0.0141283264139386,0.0163674191761575,0.0134353626917669,0.0178458295804766,0.0154281987088275,0.019196124843043,63263.625,1365985.875,-0.0681787528661899,6.86941957692881,1.92991922794576,0.176504210318699,0.323941655075563,1,FALSE,FALSE,FALSE,"chr10",87058044,87230588,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"1700129C05Rik",3,1,TRUE,1.831457033,6.12e-10,3,3,TRUE,0.609994351,2.64e-46,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,6,9854,"ENSMUSG00000021977.11","chr14",59133039,59142893,"-","protein_coding",9854,0.0143356704517022,0.0132842415191825,-0.00105142893251968,0.0191908387340339,0.0138225919303428,0.00932437037266503,0.0150048807697671,0.0106102234111778,0.0137314235760877,0.0138489854551984,0.0149463336342662,4011.625,80721.25,-0.257572052897158,2.579784266191,1.63950235651986,0.211653901750575,0.367856379315471,1,FALSE,FALSE,FALSE,"chr14",59133039,59142892,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"2210016L21Rik",1,0,FALSE,-0.143212646,0.499293914,1,1,TRUE,-0.31470476,0.049844681,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,7626,"ENSMUSG00000029559.15","chr5",114942157,114949783,"+","protein_coding",7626,0.0156736534372764,0.0158191954034645,0.00014554196618811,0.0216743684173489,0.0157995392706568,0.0126042632066728,0.012616442854427,0.0128281920734751,0.0168047900392561,0.0148379428743916,0.0188058566267351,3645.375,64978.25,-0.158267218341147,2.45192108660797,0.64024035231303,0.430845203885484,0.593634245118154,1,FALSE,FALSE,FALSE,"chr5",114942157,114949782,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"2310011J03Rik",2,0,FALSE,-0.032379011,0.499113747,1,1,TRUE,-0.555554181,1.18e-08,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,2284,"ENSMUSG00000020133.8","chr10",80318253,80320537,"-","protein_coding",2284,0.0143230252300667,0.0217203947186555,0.00739736948858879,0.0234410708455762,0.00699771228636792,0.0119297194768893,0.0149235983114335,0.0289069052278446,0.0174024163568773,0.0169174285508603,0.0236548287390399,1166,23185.125,0.557207019679957,1.22143715201509,2.57274441104122,0.120750223739356,0.248220343819397,1,FALSE,FALSE,FALSE,"chr10",80318253,80320536,FALSE,"Not significant","Not significant","mCH not sig","Q2 (down / up)","Q2 (down / up)"
"2310022B05Rik",1,0,FALSE,0.051560817,0.838882094,2,0,FALSE,-0.0109515315,0.708709904,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,3,27614,"ENSMUSG00000031983.7","chr8",124635755,124663369,"-","protein_coding",27614,0.0253340876775003,0.0259798720571592,0.00064578437965884,0.0271197587700249,0.0256649628110557,0.0243782764765127,0.024173352652408,0.0222523816080198,0.0270515057211115,0.0254770484651484,0.029138552434357,12989.125,255780.125,-0.0639355806465291,5.13303834964814,0.683070446644049,0.416021537018529,0.580154811266835,1,FALSE,FALSE,FALSE,"chr8",124635755,124663368,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q3 (down / down)"
"2510009E07Rik",1,0,FALSE,-0.00411645,0.991656802,1,1,TRUE,0.450931924,0.005023311,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,45621,"ENSMUSG00000043391.10","chr16",21649044,21694665,"-","protein_coding",45621,0.0190544328252916,0.0188722428962431,-0.00018218992904852,0.0198014803538558,0.0196421287520695,0.0186321098510248,0.0181420123442162,0.0155851059847106,0.0204255796836153,0.0171337293612761,0.0223445565553701,18858.125,419521.625,-0.158981308655812,5.41885704986545,4.84920533568399,0.0366911363011367,0.106110062034967,1,FALSE,FALSE,FALSE,"chr16",21649044,21694664,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"2610318N02Rik",1,0,FALSE,0.025475551,0.931504944,1,0,FALSE,0.20732481,0.10404986,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,11770,"ENSMUSG00000049916.12","chr16",17113397,17125167,"-","protein_coding",11770,0.0174751863011353,0.0159224523021074,-0.00155273399902783,0.0231139000028784,0.0156319841072759,0.0149142346702247,0.0162406264241621,0.0117744804039932,0.0189614409555731,0.0169073847409221,0.0160465031079414,5435.375,111048.75,-0.294409366228108,3.3110189767529,3.61614497873599,0.068311617211834,0.164837034006412,1,FALSE,FALSE,FALSE,"chr16",17113397,17125166,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"2810459M11Rik",1,0,FALSE,-0.273988477,0.184882738,3,1,TRUE,-0.346898217,0.035178783,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,9594,"ENSMUSG00000026227.11","chr1",86045862,86055456,"+","protein_coding",9594,0.0382736210337175,0.0303788058258463,-0.00789481520787122,0.0377261934004749,0.0404292199752373,0.0364287989805671,0.0385102717785909,0.0282074234444283,0.0306199787782325,0.0343505045904547,0.0283373164902697,4265.75,78609.5,-0.317029252839719,3.86474407352032,6.71627882357309,0.0154395775901709,0.0561117602790415,1,FALSE,FALSE,TRUE,"chr1",86045862,86055455,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"2900026A02Rik",6,0,FALSE,-0.0740110755,0.136932515,5,4,TRUE,-0.4246688205,2.22e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,11,134914,"ENSMUSG00000051339.10","chr5",113086322,113221236,"-","protein_coding",134914,0.0298401075880044,0.0279929317065546,-0.00184717588144977,0.0316337151388237,0.0292837666928473,0.0291421158848032,0.0293008326355434,0.0248385538193217,0.0286972264534909,0.0270174805095609,0.031418466043845,66240.75,1207404,-0.180199863551776,7.54465549472097,25.8383733415459,2.66894113741984e-05,0.00038513441296953,0.563066511761464,FALSE,TRUE,TRUE,"chr5",113086322,113221235,TRUE,"Not significant","Significant","mCH down","Q3 (down / down)","Q3 (down / down)"
"3425401B19Rik",3,0,FALSE,-0.009151921,0.877331257,2,0,FALSE,-0.0516218835,0.151718202,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,26175,"ENSMUSG00000071540.4","chr14",32659118,32685293,"-","protein_coding",26175,0.0209497734492608,0.0202083832074657,-0.00074139024179512,0.0249132583020059,0.0210796197604636,0.0197691102962553,0.0180371054383185,0.0152443513947845,0.0212196092392101,0.0197566867188855,0.0246128854769827,12202.875,253335.125,-0.235847797197795,4.81101305949909,6.07748388003583,0.0205815320810313,0.0694684737691725,1,FALSE,FALSE,TRUE,"chr14",32659118,32685292,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"4930469K13Rik",1,0,FALSE,0.228815583,0.310582733,1,1,TRUE,0.520158116,1.25e-07,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,124594,"ENSMUSG00000085684.2","chr11",33973960,34098554,"-","protein_coding",124594,0.0188139552322005,0.0199849316088682,0.00117097637666777,0.0231481761767822,0.0174979399932141,0.0174921219629447,0.0171175827958608,0.0163008781333944,0.0223402123822881,0.0190671802349383,0.0222314556848521,51249.75,1043006.25,-0.0666207526112165,6.76130912756839,1.53015521468342,0.227101399468093,0.386196858340993,1,FALSE,FALSE,FALSE,"chr11",33973960,34098553,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"4930523C07Rik",2,1,TRUE,0.937307595,0.000429938,2,2,TRUE,0.6225354975,7.82e-15,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,4,35825,"ENSMUSG00000090394.8","chr1",160044381,160080208,"+","protein_coding",35827,0.0276323098090033,0.0352440603159159,0.00761175050691259,0.0291406304042058,0.0275710128447779,0.025180523421667,0.0286370725653625,0.0346773451164503,0.0367733403698166,0.0351995760911266,0.03432597968627,15201.75,346877,0.331376167773679,5.87613887972608,29.0473620583854,1.19019994605016e-05,0.00019975853828019,0.251096482618203,FALSE,TRUE,TRUE,"chr1",160044381,160080207,TRUE,"Significant","Significant","mCH up","Q1 (up / up)","Q1 (up / up)"
"4930578I06Rik",1,0,FALSE,0.009733155,0.978120002,2,0,FALSE,0.0162683515,0.76770242,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,18452,"ENSMUSG00000021961.6","chr14",63969338,63987790,"-","protein_coding",18452,0.0233462439534676,0.0245219378987509,0.00117569394528333,0.0275994810060234,0.0191123469962111,0.0222362631506828,0.0244368846609529,0.0206309038576699,0.0270114595898673,0.023953816214891,0.0264915719325755,8842.375,166854.125,-0.0561457576323528,4.4236842682929,0.287928184429767,0.59609484313619,0.734611420389287,1,FALSE,FALSE,FALSE,"chr14",63969338,63987789,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"4931429L15Rik",9,1,TRUE,1.054949008,0.003923495,2,0,FALSE,0.1680580235,0.173418918,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,11,16626,"ENSMUSG00000056617.12","chr9",46303360,46319986,"-","protein_coding",16626,0.0273772374492429,0.024711604500332,-0.00266563294891091,0.0326456924704475,0.0260603492915313,0.0270987049171869,0.0237042031178057,0.0214310131741566,0.0275277790835162,0.0210125308479287,0.0288750948957263,7847.625,135621.625,-0.309358406651512,4.23256568378636,8.38198937307562,0.00756155748009979,0.0329940389157529,1,FALSE,TRUE,TRUE,"chr9",46303360,46319985,TRUE,"Significant","Not significant","mCH down","Q4 (up / down)","Q4 (up / down)"
"4933402J07Rik",5,3,TRUE,1.409127081,1.47e-16,4,3,TRUE,0.335762658,2.8e-06,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,25572,"ENSMUSG00000069971.5","chr8",87563852,87589424,"+","protein_coding",25572,0.023546669303263,0.0232862469724832,-0.00026042233077982,0.0248781989204934,0.0240786599506972,0.0205420955634468,0.0246877227784149,0.0203039513677812,0.0246272935779817,0.0224244273416047,0.0257893156025654,10861.875,220214.875,-0.115782012718761,4.79515555437014,1.67342287667646,0.20712975502696,0.362459890660565,1,FALSE,FALSE,FALSE,"chr8",87563852,87589423,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"4933424G06Rik",1,0,FALSE,-0.017187273,0.957256755,1,0,FALSE,-0.112842956,0.484415297,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,47805,"ENSMUSG00000102416.4","chr1",36710148,36757953,"+","protein_coding",47805,0.0182429813130562,0.0174166301956288,-0.00082635111742745,0.0217492908715833,0.0166852129598271,0.0157572524747164,0.0187801689460982,0.0134650622288148,0.0178438911628653,0.0170245370681287,0.0213330303227063,20254.625,403902.75,-0.24847197031487,5.26299315248405,9.36531800766858,0.00506755553475462,0.0242861700422416,1,FALSE,TRUE,TRUE,"chr1",36710148,36757952,TRUE,"Not significant","Not significant","mCH down","Q3 (down / down)","Q3 (down / down)"
"4933427D14Rik",1,0,FALSE,-0.081709246,0.713479086,1,1,TRUE,0.461185496,0.000561039,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,53531,"ENSMUSG00000020807.15","chr11",72153928,72207459,"-","protein_coding",53531,0.017170657275294,0.0172468385352795,7.61812599855867e-05,0.0189958952144471,0.016265717495571,0.0164811671908568,0.0169398492003009,0.012367566017383,0.019062630674423,0.0165295472829198,0.0210276101663924,22560.625,473339.625,-0.203767993351715,5.43837661140976,8.29338226924184,0.0078449337147977,0.0339079218563997,1,FALSE,TRUE,TRUE,"chr11",72153928,72207458,TRUE,"Not significant","Significant","mCH down","Q3 (down / down)","Q4 (up / down)"
"5031439G07Rik",1,0,FALSE,-0.076406175,0.741306092,2,0,FALSE,-0.1545232135,0.071554187,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,44616,"ENSMUSG00000036046.14","chr15",84943935,84988551,"-","protein_coding",44616,0.026071326902467,0.0210296696943949,-0.00504165720807213,0.0282531366122697,0.0238714244240097,0.0247626017528179,0.0273981448207708,0.0162063764889068,0.0236173165769911,0.0200074230089136,0.0242875627027682,21626.75,411514.75,-0.479812032438145,5.69897582527604,54.7241020574801,7.24668438133443e-08,2.70111838150199e-06,0.00152883300393013,TRUE,TRUE,TRUE,"chr15",84943935,84988550,TRUE,"Not significant","Not significant","mCH down","Q3 (down / down)","Q3 (down / down)"
