"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","over_represented_padj"
"GO:0042454",0.0269598944078499,0.997343589688331,3,6,"ribonucleoside catabolic process","BP",1
"GO:0141038",0.0273985583237221,0.997684042483796,3,5,"phosphatidylinositol 3-kinase activator activity","MF",1
"GO:0035910",0.027636346920554,0.999021754339641,2,3,"ascending aorta morphogenesis","BP",1
"GO:0034238",0.0279297842497812,0.9990055511118,2,3,"macrophage fusion","BP",1
"GO:0099579",0.0282533299552677,1,2,2,"G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","MF",1
"GO:2000679",0.0291802058856705,0.996398559661563,3,9,"positive regulation of transcription regulatory region DNA binding","BP",1
"GO:0050542",0.0293357767333501,1,2,2,"icosanoid binding","MF",1
"GO:0050543",0.0293357767333501,1,2,2,"icosatetraenoic acid binding","MF",1
"GO:0050544",0.0293357767333501,1,2,2,"arachidonate binding","MF",1
"GO:0097728",0.0298857769359835,0.997382628693599,3,5,"9+0 motile cilium","CC",1
"GO:0035631",0.0308049768500904,0.998841635454283,2,3,"CD40 receptor complex","CC",1
"GO:0003017",0.0312906613326561,1,2,2,"lymph circulation","BP",1
"GO:0014020",0.0314373061181743,0.98596210183122,13,59,"primary neural tube formation","BP",1
"GO:0030061",0.0323716585469439,0.9965662642493,3,6,"mitochondrial crista","CC",1
"GO:0010668",0.0330999814778949,0.998191988342557,2,4,"ectodermal cell differentiation","BP",1
"GO:0034478",0.0331869804249754,1,2,2,"phosphatidylglycerol catabolic process","BP",1
"GO:0009176",0.0333215626718395,0.994861959473162,4,8,"pyrimidine deoxyribonucleoside monophosphate metabolic process","BP",1
"GO:0030742",0.0347250979692479,0.994209004098083,4,9,"GTP-dependent protein binding","MF",1
"GO:0050659",0.0349035321326224,1,2,2,"N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity","MF",1
"GO:0021780",0.0349295356213793,0.995039357602281,4,7,"glial cell fate specification","BP",1
"GO:0005169",0.0354342034217619,1,2,2,"neurotrophin TRKB receptor binding","MF",1
"GO:0048665",0.036377484537234,0.988633207907597,7,24,"neuron fate specification","BP",1
"GO:0060075",0.0375037566928405,0.99577548095009,3,6,"regulation of resting membrane potential","BP",1
"GO:0042149",0.0389215082141625,0.990352832742996,5,18,"cellular response to glucose starvation","BP",1
"GO:0051156",0.0390888639006418,0.99245850721837,4,12,"glucose 6-phosphate metabolic process","BP",1
"GO:0003215",0.0391748565168234,0.992882262449645,4,10,"cardiac right ventricle morphogenesis","BP",1
"GO:0043094",0.0395983374073291,0.990137896033033,5,18,"metabolic compound salvage","BP",1
"GO:0002248",0.0402976134795205,0.99823696076075,2,3,"connective tissue replacement involved in inflammatory response wound healing","BP",1
"GO:0006474",0.0415092892230745,0.997427576280781,2,4,"N-terminal protein amino acid acetylation","BP",1
"GO:0045113",0.0418636370720094,1,2,2,"regulation of integrin biosynthetic process","BP",1
"GO:0002762",0.0427366620886703,0.984882498130736,8,28,"negative regulation of myeloid leukocyte differentiation","BP",1
"GO:0031946",0.0430504802250994,0.994044319918497,3,8,"regulation of glucocorticoid biosynthetic process","BP",1
"GO:0098631",0.0435819115944313,0.98314427997239,10,28,"cell adhesion mediator activity","MF",1
"GO:0042073",0.0436828572670799,0.988944944462213,5,17,"intraciliary transport","BP",1
"GO:1901890",0.0451872793354313,0.973736826317856,25,91,"positive regulation of cell junction assembly","BP",1
"GO:0060023",0.0452242036388447,0.997058754255895,2,4,"soft palate development","BP",1
"GO:0006616",0.0453965673023603,0.997041193523874,2,4,"SRP-dependent cotranslational protein targeting to membrane, translocation","BP",1
"GO:0032525",0.0454183691124569,0.9965889069832,2,5,"somite rostral/caudal axis specification","BP",1
"GO:0035905",0.0454228022941232,0.997038517201041,2,4,"ascending aorta development","BP",1
"GO:0006591",0.0477187095103682,0.996800790579699,2,4,"ornithine metabolic process","BP",1
"GO:0070888",0.0480249168047416,0.98324109113463,7,34,"E-box binding","MF",1
"GO:0009164",0.0492529942170147,0.990761278413055,4,9,"nucleoside catabolic process","BP",1
"GO:0021915",0.0495487908880326,0.972927675849267,18,98,"neural tube development","BP",1
"GO:0036071",0.0505486008071463,1,2,2,"N-glycan fucosylation","BP",1
"GO:0045638",0.0506214742666957,0.978528639778821,10,43,"negative regulation of myeloid cell differentiation","BP",1
"GO:0032584",0.0508119659541155,0.991781529848946,4,7,"growth cone membrane","CC",1
"GO:0001841",0.0512267569321827,0.975248016581425,13,63,"neural tube formation","BP",1
"GO:0010888",0.0512477995142781,0.989461543300358,4,11,"negative regulation of lipid storage","BP",1
"GO:0003406",0.0513290003217895,0.997419673161515,2,3,"retinal pigment epithelium development","BP",1
"GO:0098609",0.0513890080890423,0.960509838102643,91,451,"cell-cell adhesion","BP",1
"GO:0006488",0.0516345987319068,0.996379512375484,2,4,"dolichol-linked oligosaccharide biosynthetic process","BP",1
"GO:0097411",0.0517697896432345,0.996364616956784,2,4,"hypoxia-inducible factor-1alpha signaling pathway","BP",1
"GO:0008607",0.0519474380613665,1,2,2,"phosphorylase kinase regulator activity","MF",1
"GO:0019433",0.0519974821058772,0.992663297128936,3,7,"triglyceride catabolic process","BP",1
"GO:0016607",0.0526054622091246,0.968917748449191,23,117,"nuclear speck","CC",1
"GO:0009219",0.0528750983910453,0.989372544523826,4,10,"pyrimidine deoxyribonucleotide metabolic process","BP",1
"GO:0001520",0.0530729371059115,0.995648690632739,2,5,"outer dense fiber","CC",1
"GO:0016879",0.0531349995715485,0.988938738727275,4,11,"ligase activity, forming carbon-nitrogen bonds","MF",1
"GO:0046983",0.0537454795445907,0.959550170804197,73,448,"protein dimerization activity","MF",1
"GO:0021502",0.0546987390418347,0.997146750814863,2,3,"neural fold elevation formation","BP",1
"GO:0031943",0.0547222136643428,0.991294383381887,3,9,"regulation of glucocorticoid metabolic process","BP",1
"GO:0030222",0.0550113454176223,0.996000537197917,2,4,"eosinophil differentiation","BP",1
"GO:0030332",0.0553193256688554,0.985216820565603,5,16,"cyclin binding","MF",1
"GO:0001556",0.0553499180524418,0.985431505491345,5,15,"oocyte maturation","BP",1
"GO:0072529",0.0554080248186813,0.988683367410443,4,10,"pyrimidine-containing compound catabolic process","BP",1
"GO:0032350",0.0555640320100282,0.980750939482521,7,25,"regulation of hormone metabolic process","BP",1
"GO:0090733",0.0561297610837451,1,2,2,"tenascin complex","CC",1
"GO:0098965",0.0561297610837451,1,2,2,"extracellular matrix of synaptic cleft","CC",1
"GO:0071549",0.0573587913211204,0.984130840140872,5,18,"cellular response to dexamethasone stimulus","BP",1
"GO:0007605",0.0577484404406201,0.964582878116217,26,119,"sensory perception of sound","BP",1
"GO:1905709",0.0577641514197284,0.99031310224338,3,10,"negative regulation of membrane permeability","BP",1
"GO:0009129",0.0582557491054724,0.987894420290785,4,10,"pyrimidine nucleoside monophosphate metabolic process","BP",1
"GO:0035335",0.059753096687487,0.981587989189928,6,18,"peptidyl-tyrosine dephosphorylation","BP",1
"GO:1901658",0.0600199868047632,0.987398300344018,4,10,"glycosyl compound catabolic process","BP",1
"GO:0046527",0.0601324575327655,0.995398673375865,2,4,"glucosyltransferase activity","MF",1
"GO:0097485",0.0603967275952774,0.958982097939884,40,181,"neuron projection guidance","BP",1
"GO:0070235",0.0610011423767,0.996608135113524,2,3,"regulation of activation-induced cell death of T cells","BP",1
"GO:0031944",0.0611340128418632,0.995277204166375,2,4,"negative regulation of glucocorticoid metabolic process","BP",1
"GO:0031947",0.0611340128418632,0.995277204166375,2,4,"negative regulation of glucocorticoid biosynthetic process","BP",1
"GO:0090032",0.0611340128418632,0.995277204166375,2,4,"negative regulation of steroid hormone biosynthetic process","BP",1
"GO:0002719",0.0620184121622832,0.989605220061283,3,9,"negative regulation of cytokine production involved in immune response","BP",1
"GO:0070831",0.0627623967288204,0.991219136294749,3,6,"basement membrane assembly","BP",1
"GO:0021886",0.0632398986405234,0.991123293802511,3,6,"hypothalamus gonadotrophin-releasing hormone neuron differentiation","BP",1
"GO:0021888",0.0632398986405234,0.991123293802511,3,6,"hypothalamus gonadotrophin-releasing hormone neuron development","BP",1
"GO:0097545",0.0637712339894034,0.984950270869977,4,14,"axonemal doublet microtubule","CC",1
"GO:0097649",0.0637712339894034,0.984950270869977,4,14,"A axonemal microtubule","CC",1
"GO:0160110",0.0637712339894034,0.984950270869977,4,14,"axonemal microtubule doublet inner sheath","CC",1
"GO:0003735",0.0640597888997329,0.988520928025803,3,11,"structural constituent of ribosome","MF",1
"GO:1903430",0.064551676748314,0.990019236392185,3,7,"negative regulation of cell maturation","BP",1
"GO:0099560",0.0647920731293633,0.969493491885893,14,34,"synaptic membrane adhesion","BP",1
"GO:0002228",0.0654874562586057,0.980826289747061,5,20,"natural killer cell mediated immunity","BP",1
"GO:0097433",0.0659555125710446,1,2,2,"dense body","CC",1
"GO:0098920",0.0660951404388693,0.990543179105738,3,6,"retrograde trans-synaptic signaling by lipid","BP",1
"GO:0098921",0.0660951404388693,0.990543179105738,3,6,"retrograde trans-synaptic signaling by endocannabinoid","BP",1
"GO:0009162",0.0664974897353365,0.981522861349405,5,15,"deoxyribonucleoside monophosphate metabolic process","BP",1
"GO:0010459",0.0671902634021105,0.989431272318151,3,7,"negative regulation of heart rate","BP",1
"GO:1904478",0.0672264650786459,0.993177899008278,2,6,"regulation of intestinal absorption","BP",1
"GO:0034483",0.06875520611565,0.982575283803462,5,11,"heparan sulfate sulfotransferase activity","MF",1
"GO:0098632",0.0689066916083721,0.974490237160973,8,21,"cell-cell adhesion mediator activity","MF",1
"GO:0014012",0.069850067654019,0.994169317523655,2,4,"peripheral nervous system axon regeneration","BP",1
"GO:0001523",0.0700502158656049,0.982151833399802,4,18,"retinoid metabolic process","BP",1
"GO:0006248",0.0717799935112076,0.99085994362916,3,5,"CMP catabolic process","BP",1
"GO:0005372",0.0722059081056084,0.99236570294084,2,6,"water transmembrane transporter activity","MF",1
"GO:0001594",0.0725245040409273,1,1,1,"trace-amine receptor activity","MF",1
"GO:1990080",0.0725245040409273,1,1,1,"2-phenylethylamine receptor activity","MF",1
"GO:0003061",0.0725245040411566,1,1,1,"positive regulation of the force of heart contraction by norepinephrine","BP",1
"GO:0004940",0.0725245040411566,1,1,1,"beta1-adrenergic receptor activity","MF",1
"GO:0072051",0.072524504041181,1,1,1,"juxtaglomerular apparatus development","BP",1
"GO:0015112",0.0725245040412856,1,1,1,"nitrate transmembrane transporter activity","MF",1
"GO:0015706",0.0725245040412856,1,1,1,"nitrate transmembrane transport","BP",1
"GO:1902025",0.0725245040412856,1,1,1,"nitrate import","BP",1
"GO:1904340",0.0725245040412873,1,1,1,"positive regulation of dopaminergic neuron differentiation","BP",1
"GO:2000759",0.0725245040413659,1,1,1,"regulation of N-terminal peptidyl-lysine acetylation","BP",1
"GO:2000761",0.0725245040413659,1,1,1,"positive regulation of N-terminal peptidyl-lysine acetylation","BP",1
"GO:0042585",0.0725245040414416,1,1,1,"germinal vesicle","CC",1
"GO:0051355",0.0725245040415145,1,1,1,"proprioception involved in equilibrioception","BP",1
"GO:0014839",0.0725245040415256,1,1,1,"myoblast migration involved in skeletal muscle regeneration","BP",1
"GO:2000818",0.0725245040415256,1,1,1,"negative regulation of myoblast proliferation","BP",1
"GO:0002302",0.0725245040416487,1,1,1,"CD8-positive, alpha-beta T cell differentiation involved in immune response","BP",1
"GO:0098654",0.0725245040416619,1,1,1,"CENP-A recruiting complex","CC",1
"GO:0140462",0.0725245040416619,1,1,1,"pericentric heterochromatin organization","BP",1
"GO:0061386",0.0725245040416782,1,1,1,"closure of optic fissure","BP",1
"GO:0045643",0.0725245040417085,1,1,1,"regulation of eosinophil differentiation","BP",1
"GO:0045645",0.0725245040417085,1,1,1,"positive regulation of eosinophil differentiation","BP",1
"GO:0032797",0.0725245040417427,1,1,1,"SMN complex","CC",1
"GO:0008999",0.072524802623558,1,1,1,"protein-N-terminal-alanine acetyltransferase activity","MF",1
"GO:0031414",0.072524802623558,1,1,1,"N-terminal protein acetyltransferase complex","CC",1
"GO:0031415",0.072524802623558,1,1,1,"NatA complex","CC",1
"GO:1990189",0.072524802623558,1,1,1,"protein N-terminal-serine acetyltransferase activity","MF",1
"GO:1990190",0.072524802623558,1,1,1,"protein-N-terminal-glutamate acetyltransferase activity","MF",1
"GO:0002331",0.0725298885987149,1,1,1,"pre-B cell allelic exclusion","BP",1
"GO:0097519",0.0725298885987149,1,1,1,"DNA recombinase complex","CC",1
"GO:1905347",0.0725298885987149,1,1,1,"endodeoxyribonuclease complex","CC",1
"GO:1990238",0.0725298885987149,1,1,1,"double-stranded DNA endonuclease activity","MF",1
"GO:0001708",0.0725397983862569,0.964006081210339,12,60,"cell fate specification","BP",1
"GO:2000552",0.0725474916566749,1,1,1,"negative regulation of T-helper 2 cell cytokine production","BP",1
"GO:0043529",0.0725524181805946,1,1,1,"GET complex","CC",1
"GO:0071816",0.0725524181805946,1,1,1,"tail-anchored membrane protein insertion into ER membrane","BP",1
"GO:0006114",0.072603987152521,1,1,1,"glycerol biosynthetic process","BP",1
"GO:0019401",0.072603987152521,1,1,1,"alditol biosynthetic process","BP",1
"GO:0034439",0.072603987152521,1,1,1,"lipoprotein lipid oxidation","BP",1
"GO:0034442",0.072603987152521,1,1,1,"regulation of lipoprotein oxidation","BP",1
"GO:0042160",0.072603987152521,1,1,1,"lipoprotein modification","BP",1
"GO:0042161",0.072603987152521,1,1,1,"lipoprotein oxidation","BP",1
"GO:0060587",0.072603987152521,1,1,1,"regulation of lipoprotein lipid oxidation","BP",1
"GO:0071298",0.072603987152521,1,1,1,"cellular response to L-ascorbic acid","BP",1
"GO:1904649",0.072603987152521,1,1,1,"regulation of fat cell apoptotic process","BP",1
"GO:1904651",0.072603987152521,1,1,1,"positive regulation of fat cell apoptotic process","BP",1
"GO:1990460",0.072603987152521,1,1,1,"leptin receptor binding","MF",1
"GO:2000486",0.072603987152521,1,1,1,"negative regulation of glutamine transport","BP",1
"GO:0007135",0.0726428466420299,1,1,1,"meiosis II","BP",1
"GO:0007147",0.0726428466420299,1,1,1,"female meiosis II","BP",1
"GO:0061983",0.0726428466420299,1,1,1,"meiosis II cell cycle process","BP",1
"GO:0003221",0.0726616004948887,1,2,2,"right ventricular cardiac muscle tissue morphogenesis","BP",1
"GO:0034241",0.0727105455946168,1,1,1,"positive regulation of macrophage fusion","BP",1
"GO:1902071",0.0728759663750985,1,1,1,"regulation of hypoxia-inducible factor-1alpha signaling pathway","BP",1
"GO:1902073",0.0728759663750985,1,1,1,"positive regulation of hypoxia-inducible factor-1alpha signaling pathway","BP",1
"GO:0004346",0.0729547017767962,1,1,1,"glucose-6-phosphatase activity","MF",1
"GO:0050309",0.0729547017767962,1,1,1,"sugar-terminal-phosphatase activity","MF",1
"GO:0021796",0.0732292238733866,0.992194472210901,2,6,"cerebral cortex regionalization","BP",1
"GO:0009032",0.0732307741473886,1,1,1,"thymidine phosphorylase activity","MF",1
"GO:0071691",0.0737503468168584,1,2,2,"cardiac muscle thin filament assembly","BP",1
"GO:0004499",0.0737509902424669,1,1,1,"N,N-dimethylaniline monooxygenase activity","MF",1
"GO:0019747",0.0739562870278341,1,1,1,"regulation of isoprenoid metabolic process","BP",1
"GO:1901738",0.0739562870278341,1,1,1,"regulation of vitamin A metabolic process","BP",1
"GO:0003345",0.0740464035726462,1,1,1,"proepicardium cell migration involved in pericardium morphogenesis","BP",1
"GO:0001956",0.0741513253844606,0.976123824005217,6,17,"positive regulation of neurotransmitter secretion","BP",1
"GO:0006579",0.0743696705880568,1,1,1,"amino-acid betaine catabolic process","BP",1
"GO:0047150",0.0743696705880568,1,1,1,"betaine-homocysteine S-methyltransferase activity","MF",1
"GO:0071266",0.0743696705880568,1,1,1,"'de novo' L-methionine biosynthetic process","BP",1
"GO:1905691",0.0745584414230132,1,1,1,"lipid droplet disassembly","BP",1
"GO:0060427",0.0747484238888227,1,1,1,"lung connective tissue development","BP",1
"GO:0071954",0.0747484238888227,1,1,1,"chemokine (C-C motif) ligand 11 production","BP",1
"GO:0090717",0.0749116525360887,1,1,1,"adaptive immune memory response involving T cells and B cells","BP",1
"GO:0004569",0.074936887627122,1,1,1,"glycoprotein endo-alpha-1,2-mannosidase activity","MF",1
"GO:0034656",0.0752593652587202,0.982325755056115,4,11,"nucleobase-containing small molecule catabolic process","BP",1
"GO:1900194",0.0759958259047718,0.993334491580496,2,4,"negative regulation of oocyte maturation","BP",1
"GO:2000677",0.0760416620227258,0.976271913596878,5,23,"regulation of transcription regulatory region DNA binding","BP",1
"GO:0034388",0.0761275659898038,1,1,1,"Pwp2p-containing subcomplex of 90S preribosome","CC",1
"GO:0004949",0.076135616426801,1,1,1,"cannabinoid receptor activity","MF",1
"GO:0004069",0.0762651631508799,1,1,1,"L-aspartate:2-oxoglutarate aminotransferase activity","MF",1
"GO:0006532",0.0762651631508799,1,1,1,"aspartate biosynthetic process","BP",1
"GO:0019550",0.0762651631508799,1,1,1,"glutamate catabolic process to aspartate","BP",1
"GO:0034677",0.0763034357536376,1,1,1,"integrin alpha7-beta1 complex","CC",1
"GO:0038171",0.0764073198708898,0.993277039153606,2,4,"cannabinoid signaling pathway","BP",1
"GO:0044665",0.0766654499476168,1,1,1,"MLL1/2 complex","CC",1
"GO:0070443",0.0766654499476168,1,1,1,"Mad-Max complex","CC",1
"GO:0071339",0.0766654499476168,1,1,1,"MLL1 complex","CC",1
"GO:0001792",0.0771854856411089,1,1,1,"polymeric immunoglobulin receptor activity","MF",1
"GO:0042571",0.0771854856411089,1,1,1,"immunoglobulin complex, circulating","CC",1
"GO:0071745",0.0771854856411089,1,1,1,"IgA immunoglobulin complex","CC",1
"GO:0071746",0.0771854856411089,1,1,1,"IgA immunoglobulin complex, circulating","CC",1
"GO:0071749",0.0771854856411089,1,1,1,"polymeric IgA immunoglobulin complex","CC",1
"GO:0071751",0.0771854856411089,1,1,1,"secretory IgA immunoglobulin complex","CC",1
"GO:0008126",0.0772189720105084,0.995059188589169,2,3,"acetylesterase activity","MF",1
"GO:0034338",0.0772189720105084,0.995059188589169,2,3,"short-chain carboxylesterase activity","MF",1
"GO:0006071",0.0775199959185383,0.9870271442134,3,7,"glycerol metabolic process","BP",1
"GO:0004751",0.0780263588789648,1,1,1,"ribose-5-phosphate isomerase activity","MF",1
"GO:0006014",0.0780263588789648,1,1,1,"D-ribose metabolic process","BP",1
"GO:0016861",0.0780263588789648,1,1,1,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses","MF",1
"GO:1900128",0.0782057318644809,1,1,1,"regulation of G-protein activated inward rectifier potassium channel activity","BP",1
"GO:0098798",0.0784365227163384,0.967558565820803,8,34,"mitochondrial protein-containing complex","CC",1
"GO:0004535",0.0786796107251412,1,1,1,"poly(A)-specific ribonuclease activity","MF",1
"GO:0019178",0.0786796107251412,1,1,1,"NADP phosphatase activity","MF",1
"GO:0102757",0.0786796107251412,1,1,1,"NADPH phosphatase activity","MF",1
"GO:0018279",0.0794477648146572,0.980101620089281,4,13,"protein N-linked glycosylation via asparagine","BP",1
"GO:0007197",0.079499573035418,0.994823071433024,2,3,"adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway","BP",1
"GO:0010883",0.079526440304555,0.972334569933829,6,23,"regulation of lipid storage","BP",1
"GO:0098830",0.0798186817830398,0.992793307400666,2,4,"presynaptic endosome","CC",1
"GO:0004356",0.0798322506707023,1,1,1,"glutamine synthetase activity","MF",1
"GO:0006542",0.0798322506707023,1,1,1,"glutamine biosynthetic process","BP",1
"GO:0016211",0.0798322506707023,1,1,1,"ammonia ligase activity","MF",1
"GO:0016880",0.0798322506707023,1,1,1,"acid-ammonia (or amide) ligase activity","MF",1
"GO:0033262",0.0799286710819151,0.994778150398335,2,3,"regulation of nuclear cell cycle DNA replication","BP",1
"GO:0003322",0.0799819319519517,1,1,1,"pancreatic A cell development","BP",1
"GO:0021905",0.0799819319519517,1,1,1,"forebrain-midbrain boundary formation","BP",1
"GO:0120006",0.0799819319519517,1,1,1,"regulation of glutamatergic neuron differentiation","BP",1
"GO:0120008",0.0799819319519517,1,1,1,"positive regulation of glutamatergic neuron differentiation","BP",1
"GO:1904937",0.0799819319519517,1,1,1,"sensory neuron migration","BP",1
"GO:0051205",0.0800801732340779,0.98423439194659,3,11,"protein insertion into membrane","BP",1
"GO:0015204",0.0813690069288957,0.994626222789634,2,3,"urea transmembrane transporter activity","MF",1
"GO:0060644",0.0818232615255764,0.97929286649203,4,13,"mammary gland epithelial cell differentiation","BP",1
"GO:0008970",0.082048345992835,0.992470007981051,2,4,"phospholipase A1 activity","MF",1
"GO:0007435",0.0821550706301684,0.966917452002773,8,26,"salivary gland morphogenesis","BP",1
"GO:0099510",0.0825625055454856,1,1,1,"calcium ion binding involved in regulation of cytosolic calcium ion concentration","MF",1
"GO:0099534",0.0825625055454856,1,1,1,"calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration","MF",1
"GO:0001843",0.0827895406960872,0.95938643400571,11,55,"neural tube closure","BP",1
"GO:0007411",0.0829003597636442,0.942340336981058,39,180,"axon guidance","BP",1
"GO:0045296",0.0830319653665138,0.955241725654653,16,51,"cadherin binding","MF",1
"GO:0001997",0.0830756024369071,0.992319171491595,2,4,"positive regulation of the force of heart contraction by epinephrine-norepinephrine","BP",1
"GO:0003099",0.0830756024369071,0.992319171491595,2,4,"positive regulation of the force of heart contraction by chemical signal","BP",1
"GO:0006222",0.0833680133876334,0.992276018812067,2,4,"UMP biosynthetic process","BP",1
"GO:0008655",0.0833680133876334,0.992276018812067,2,4,"pyrimidine-containing compound salvage","BP",1
"GO:0009174",0.0833680133876334,0.992276018812067,2,4,"pyrimidine ribonucleoside monophosphate biosynthetic process","BP",1
"GO:0010138",0.0833680133876334,0.992276018812067,2,4,"pyrimidine ribonucleotide salvage","BP",1
"GO:0032262",0.0833680133876334,0.992276018812067,2,4,"pyrimidine nucleotide salvage","BP",1
"GO:0044206",0.0833680133876334,0.992276018812067,2,4,"UMP salvage","BP",1
"GO:0045822",0.0833705713914509,0.97519088592368,5,15,"negative regulation of heart contraction","BP",1
"GO:0006400",0.0836335931576554,0.974719690482446,5,16,"tRNA modification","BP",1
"GO:0045666",0.0836684999181463,0.954132763421715,15,71,"positive regulation of neuron differentiation","BP",1
"GO:0070232",0.0837226082515014,0.973443007969175,5,21,"regulation of T cell apoptotic process","BP",1
"GO:0010966",0.0839127593804443,0.990320683819603,2,6,"regulation of phosphate transport","BP",1
"GO:0032471",0.0845304086435363,0.994286605016374,2,3,"negative regulation of endoplasmic reticulum calcium ion concentration","BP",1
"GO:0005927",0.0845450651454257,0.994285010910382,2,3,"muscle tendon junction","CC",1
"GO:0001996",0.0846783014356066,0.992081475846732,2,4,"positive regulation of heart rate by epinephrine-norepinephrine","BP",1
