gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Rpl7	ENSMUSG00000043716.13	chr1	16101294	16104662	-	protein_coding	3368	1363	16073	339
Rdh10	ENSMUSG00000025921.7	chr1	16105773	16133734	+	protein_coding	27961	11374	159702	3878
Stau2	ENSMUSG00000025920.19	chr1	16228673	16520112	-	protein_coding	291439	111367	1351958	24382
Ube2w	ENSMUSG00000025939.19	chr1	16540789	16619489	-	protein_coding	78700	30510	366337	6345
Eloc	ENSMUSG00000079658.9	chr1	16641724	16657042	-	protein_coding	15318	5993	79276	1776
Tmem70	ENSMUSG00000025940.6	chr1	16665206	16678275	+	protein_coding	13069	5109	61913	1142
Ly96	ENSMUSG00000025779.10	chr1	16688050	16709611	+	protein_coding	21561	8710	105591	1547
Jph1	ENSMUSG00000042686.5	chr1	16964559	17097889	-	protein_coding	133330	51136	600062	12124
Gdap1	ENSMUSG00000025777.8	chr1	17145361	17164271	+	protein_coding	18910	7001	84388	1718
Pi15	ENSMUSG00000067780.3	chr1	17601900	17630939	+	protein_coding	29039	10234	132296	2317
Crispld1	ENSMUSG00000025776.13	chr1	17727044	17766344	+	protein_coding	39300	14092	172602	2907
Crisp4	ENSMUSG00000025774.14	chr1	18115190	18145902	-	protein_coding	30712	10647	127290	1927
Defb18	ENSMUSG00000073735.1	chr1	18236472	18237443	-	protein_coding	971	306	4038	57
Defb41	ENSMUSG00000067773.6	chr1	18250979	18265138	-	protein_coding	14159	4638	49710	1174
Tfap2d	ENSMUSG00000042596.7	chr1	19103021	19166346	+	protein_coding	63325	21368	248664	3882
Tfap2b	ENSMUSG00000025927.13	chr1	19208913	19238576	+	protein_coding	29663	11601	118361	2214
Pkhd1	ENSMUSG00000043760.16	chr1	20057778	20618064	-	protein_coding	560286	197010	2432153	38172
Il17a	ENSMUSG00000025929.4	chr1	20730904	20734496	+	protein_coding	3592	1333	16648	311
Il17f	ENSMUSG00000041872.9	chr1	20777145	20790617	-	protein_coding	13472	5411	65685	921
Mcm3	ENSMUSG00000041859.10	chr1	20802967	20820312	-	protein_coding	17345	7468	104685	1621
Paqr8	ENSMUSG00000025931.15	chr1	20890605	20939650	+	protein_coding	49045	20294	242204	5628
Efhc1	ENSMUSG00000041809.5	chr1	20951625	20990841	+	protein_coding	39216	15568	195727	3521
Tram2	ENSMUSG00000041779.5	chr1	20996298	21079229	-	protein_coding	82931	36512	488281	12422
Tmem14a	ENSMUSG00000025933.15	chr1	21218574	21230167	+	protein_coding	11593	4940	61002	1686
Gsta3	ENSMUSG00000025934.15	chr1	21240588	21265661	+	protein_coding	25073	10158	130422	2403
Khdc1a	ENSMUSG00000067750.3	chr1	21349640	21352200	+	protein_coding	2560	997	9473	113
Khdc1c	ENSMUSG00000041722.7	chr1	21368330	21370845	+	protein_coding	2515	984	9715	294
Khdc1b	ENSMUSG00000085079.3	chr1	21383555	21386373	+	protein_coding	2818	1200	12580	151
Kcnq5	ENSMUSG00000028033.16	chr1	21398402	21961942	-	protein_coding	563540	206147	2619710	58000
Rims1	ENSMUSG00000041670.17	chr1	22286250	22805994	-	protein_coding	519744	177129	2121262	39003
Ppp1r14bl	ENSMUSG00000073730.2	chr1	23100472	23102253	-	protein_coding	1781	755	12004	395
Ogfrl1	ENSMUSG00000026158.11	chr1	23366423	23397772	-	protein_coding	31349	12358	164914	3647
B3gat2	ENSMUSG00000026156.8	chr1	23761752	23849158	+	protein_coding	87406	34468	431518	10934
Smap1	ENSMUSG00000026155.13	chr1	23844845	23922317	-	protein_coding	77472	26924	324612	5619
Sdhaf4	ENSMUSG00000026154.4	chr1	23995938	24005656	-	protein_coding	9718	4071	56295	1167
Fam135a	ENSMUSG00000026153.15	chr1	24011092	24100341	-	protein_coding	89249	30204	371434	7331
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	+	protein_coding	75075	29173	364033	10186
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	-	protein_coding	325583	118453	1492363	40732
Lmbrd1	ENSMUSG00000073725.8	chr1	24678629	24766301	+	protein_coding	87672	32086	415057	7294
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	-	protein_coding	762232	262478	3152293	66323
4931408C20Rik	ENSMUSG00000073722.3	chr1	26681813	26687460	-	protein_coding	5647	2541	79845	1201
Gm597	ENSMUSG00000048411.4	chr1	28776116	28780252	-	protein_coding	4136	1814	23800	192
Phf3	ENSMUSG00000048874.15	chr1	30802338	30873921	-	protein_coding	71583	24408	304156	4775
Ptp4a1	ENSMUSG00000026064.16	chr1	30940301	30949309	-	protein_coding	9008	2983	35139	697
Ptp4a1	ENSMUSG00000117310.2	chr1	30940301	30949770	-	protein_coding	9469	3200	36750	719
Gm5698	ENSMUSG00000117091.1	chr1	30977242	30977968	-	protein_coding	726	343	5884	22
4931428L18Rik	ENSMUSG00000086727.8	chr1	30997841	31222684	-	protein_coding	224843	82662	1059702	20683
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	+	protein_coding	28325	10415	137722	3064
Pih1d3	ENSMUSG00000026063.4	chr1	31222837	31224288	+	protein_coding	1451	511	6238	61
Khdrbs2	ENSMUSG00000026058.11	chr1	32172713	32658568	+	protein_coding	485855	171831	2144286	48814
Gm5415	ENSMUSG00000091318.2	chr1	32543685	32547294	-	protein_coding	3609	1219	12849	186
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	-	protein_coding	215986	85574	1163150	24511
Rab23	ENSMUSG00000004768.14	chr1	33719886	33742564	+	protein_coding	22678	9588	129942	2166
Bag2	ENSMUSG00000042215.8	chr1	33745483	33757795	-	protein_coding	12312	5284	69949	1620
Zfp451	ENSMUSG00000042197.13	chr1	33761544	33814595	-	protein_coding	53051	20797	270671	5199
Bend6	ENSMUSG00000042182.16	chr1	33852051	33907816	-	protein_coding	55765	21702	280119	5531
Dst	ENSMUSG00000026131.20	chr1	33908224	34308661	+	protein_coding	400437	161945	2139058	43896
Ccdc115	ENSMUSG00000042111.9	chr1	34436669	34439672	-	protein_coding	3003	1327	12695	221
Imp4	ENSMUSG00000026127.13	chr1	34439850	34449356	+	protein_coding	9506	4151	53738	908
Ptpn18	ENSMUSG00000026126.15	chr1	34459761	34475733	+	protein_coding	15972	7153	82462	2293
Prss39	ENSMUSG00000026125.9	chr1	34498409	34503063	+	protein_coding	4654	2322	26039	771
Cfc1	ENSMUSG00000026124.4	chr1	34535647	34544313	+	protein_coding	8666	3919	47055	1300
Prss40	ENSMUSG00000037529.13	chr1	34543967	34560943	-	protein_coding	16976	7729	91409	2184
Amer3	ENSMUSG00000045174.10	chr1	34579656	34590944	+	protein_coding	11288	5335	62854	1287
Arhgef4	ENSMUSG00000037509.21	chr1	34678187	34813309	+	protein_coding	135122	58728	755624	18558
Arhgef4	ENSMUSG00000118272.1	chr1	34801793	34801964	+	protein_coding	171	87	908	26
Fam168b	ENSMUSG00000037503.12	chr1	34813218	34843065	-	protein_coding	29847	12992	161512	3043
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	+	protein_coding	29605	12819	159754	3162
Hs6st1	ENSMUSG00000045216.7	chr1	36068399	36106446	+	protein_coding	38047	18361	213275	4460
Uggt1	ENSMUSG00000037470.14	chr1	36140026	36244720	-	protein_coding	104694	42985	565473	9082
Neurl3	ENSMUSG00000047180.8	chr1	36264596	36274679	-	protein_coding	10083	4798	58261	2570
Arid5a	ENSMUSG00000037447.16	chr1	36307732	36324029	+	protein_coding	16297	8232	103614	2730
Kansl3	ENSMUSG00000010453.12	chr1	36335729	36369181	-	protein_coding	33452	14288	183490	3664
Fer1l5	ENSMUSG00000037432.15	chr1	36372290	36422110	+	protein_coding	49820	23053	279952	6128
Lman2l	ENSMUSG00000001143.13	chr1	36419870	36445271	-	protein_coding	25401	11312	143759	2964
Cnnm4	ENSMUSG00000037408.10	chr1	36471619	36508764	+	protein_coding	37145	16934	218830	4657
Cnnm3	ENSMUSG00000001138.13	chr1	36511866	36528237	+	protein_coding	16371	7791	99987	2036
Ankrd23	ENSMUSG00000067653.12	chr1	36530187	36536883	-	protein_coding	6696	3373	46541	735
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	-	protein_coding	9237	4492	62393	1235
Ankrd39	ENSMUSG00000079610.9	chr1	36537506	36547445	-	protein_coding	9939	4488	55248	1645
Sema4c	ENSMUSG00000026121.13	chr1	36548638	36558349	-	protein_coding	9711	4925	49786	905
Fam178b	ENSMUSG00000046337.17	chr1	36562691	36683183	-	protein_coding	120492	55812	706850	25542
Cox5b	ENSMUSG00000061518.11	chr1	36691448	36693681	+	protein_coding	2233	966	11597	49
Actr1b	ENSMUSG00000037351.9	chr1	36698113	36714422	-	protein_coding	16309	7619	86714	1396
4933424G06Rik	ENSMUSG00000102416.4	chr1	36710148	36757953	+	protein_coding	47805	19873	248192	5398
Zap70	ENSMUSG00000026117.10	chr1	36761797	36782818	+	protein_coding	21021	9993	127114	2374
Tmem131	ENSMUSG00000026116.11	chr1	36792190	36943666	-	protein_coding	151476	62593	853746	20057
Vwa3b	ENSMUSG00000050122.19	chr1	37026595	37187613	+	protein_coding	161018	67907	906758	19667
Cnga3	ENSMUSG00000026114.14	chr1	37214433	37263384	+	protein_coding	48951	21742	277683	6025
Inpp4a	ENSMUSG00000026113.17	chr1	37299864	37410736	+	protein_coding	110872	50433	640698	14507
Coa5	ENSMUSG00000026112.7	chr1	37417083	37430103	-	protein_coding	13020	5374	64562	1099
Unc50	ENSMUSG00000026111.15	chr1	37430138	37439124	+	protein_coding	8986	3692	52059	601
Mgat4a	ENSMUSG00000026110.15	chr1	37439339	37541016	-	protein_coding	101677	42498	541949	12788
2010300C02Rik	ENSMUSG00000026090.16	chr1	37611676	37720085	-	protein_coding	108409	48065	624615	16236
Tsga10	ENSMUSG00000060771.15	chr1	37754775	37866429	-	protein_coding	111654	41243	500450	9230
Lipt1	ENSMUSG00000037216.5	chr1	37871737	37876228	+	protein_coding	4491	1723	24692	274
Mitd1	ENSMUSG00000026088.15	chr1	37874800	37890411	-	protein_coding	15611	6462	85567	1842
Mrpl30	ENSMUSG00000026087.11	chr1	37890476	37898535	+	protein_coding	8059	3288	45559	673
Lyg2	ENSMUSG00000061584.6	chr1	37905922	37916493	-	protein_coding	10571	4332	54019	642
Lyg1	ENSMUSG00000026085.11	chr1	37946735	37957759	-	protein_coding	11024	4787	68053	983
Txndc9	ENSMUSG00000058407.12	chr1	37985188	37997893	-	protein_coding	12705	5153	64212	726
Eif5b	ENSMUSG00000026083.12	chr1	37998009	38055579	+	protein_coding	57570	22632	294965	4940
Rev1	ENSMUSG00000026082.11	chr1	38052785	38129801	-	protein_coding	77016	28906	353911	5543
Aff3	ENSMUSG00000037138.18	chr1	38177325	38664955	-	protein_coding	487630	202416	2964400	125556
Lonrf2	ENSMUSG00000048814.11	chr1	38793644	38836711	-	protein_coding	43067	17470	236554	4434
Chst10	ENSMUSG00000026080.13	chr1	38863866	38898161	-	protein_coding	34295	15288	188820	4084
Nms	ENSMUSG00000067604.8	chr1	38939148	38950276	+	protein_coding	11128	4659	62981	1257
Pdcl3	ENSMUSG00000026078.10	chr1	38985607	38997238	+	protein_coding	11631	5009	63804	1073
Npas2	ENSMUSG00000026077.15	chr1	39193730	39363236	+	protein_coding	169506	73249	991149	20887
Rpl31	ENSMUSG00000073702.11	chr1	39367841	39371911	+	protein_coding	4070	1735	23749	264
Tbc1d8	ENSMUSG00000003134.10	chr1	39371491	39478755	-	protein_coding	107264	47434	607595	13063
Cnot11	ENSMUSG00000003135.15	chr1	39534991	39546889	+	protein_coding	11898	4939	59384	607
Rnf149	ENSMUSG00000048234.13	chr1	39551295	39577405	-	protein_coding	26110	10148	129446	2818
Creg2	ENSMUSG00000050967.5	chr1	39618405	39651474	-	protein_coding	33069	14091	183462	4217
Rfx8	ENSMUSG00000057173.8	chr1	39665300	39720997	-	protein_coding	55697	25433	342834	9435
Gm3646	ENSMUSG00000091937.3	chr1	39804147	39805332	-	protein_coding	1185	488	5526	176
Map4k4	ENSMUSG00000026074.15	chr1	39900912	40026310	+	protein_coding	125398	53251	699504	14426
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	+	protein_coding	51153	21793	277617	5236
Il1r1	ENSMUSG00000026072.12	chr1	40225079	40317257	+	protein_coding	92178	37404	486074	10861
Il1rl2	ENSMUSG00000070942.8	chr1	40324609	40367562	+	protein_coding	42953	17260	224965	3748
Il1rl1	ENSMUSG00000026069.15	chr1	40429569	40465415	+	protein_coding	35846	13737	175708	2736
Il18r1	ENSMUSG00000026070.15	chr1	40465551	40500854	+	protein_coding	35303	13569	186580	2858
Il18rap	ENSMUSG00000026068.11	chr1	40515361	40551705	+	protein_coding	36344	13720	186182	2597
Slc9a4	ENSMUSG00000026065.8	chr1	40580080	40630725	+	protein_coding	50645	20302	275792	4530
Slc9a2	ENSMUSG00000026062.12	chr1	40680573	40769273	+	protein_coding	88700	34088	451356	7994
Mfsd9	ENSMUSG00000041945.12	chr1	40772037	40790687	-	protein_coding	18650	7786	115386	1950
Tmem182	ENSMUSG00000079588.3	chr1	40805600	40856887	+	protein_coding	51287	20292	293133	4844
Pou3f3	ENSMUSG00000045515.4	chr1	42694924	42703176	+	protein_coding	8252	3354	35567	1931
Mrps9	ENSMUSG00000060679.14	chr1	42851232	42905683	+	protein_coding	54451	21470	300162	6314
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	+	protein_coding	82585	33622	434812	7000
Tgfbrap1	ENSMUSG00000070939.9	chr1	43047199	43098637	-	protein_coding	51438	21837	292879	5277
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	+	protein_coding	17238	6867	74685	1270
Fhl2	ENSMUSG00000008136.14	chr1	43123073	43196984	-	protein_coding	73911	30740	409339	8027
Nck2	ENSMUSG00000066877.11	chr1	43444578	43570515	+	protein_coding	125937	52991	710841	20362
Ecrg4	ENSMUSG00000026051.8	chr1	43730601	43742578	+	protein_coding	11977	4986	67675	1076
Uxs1	ENSMUSG00000057363.12	chr1	43746965	43827800	-	protein_coding	80835	33083	419576	7985
Tpp2	ENSMUSG00000041763.14	chr1	43933646	44003000	+	protein_coding	69354	24476	285933	4201
Mettl21c	ENSMUSG00000047343.4	chr1	44009407	44020034	-	protein_coding	10627	4254	62574	847
Gm8251	ENSMUSG00000091844.2	chr1	44055871	44079746	-	protein_coding	23875	8691	106875	1487
Tex30	ENSMUSG00000026049.11	chr1	44086612	44102441	-	protein_coding	15829	5789	59017	1218
Poglut2	ENSMUSG00000026047.13	chr1	44106545	44118808	-	protein_coding	12263	4600	64681	808
Bivm	ENSMUSG00000041684.11	chr1	44118956	44144770	+	protein_coding	25814	9970	124433	1822
Ercc5	ENSMUSG00000026048.16	chr1	44147743	44181260	+	protein_coding	33517	12967	160225	2716
Mettl21e	ENSMUSG00000046828.3	chr1	44204069	44218961	-	protein_coding	14892	5501	68619	1659
Gulp1	ENSMUSG00000056870.9	chr1	44551510	44796838	+	protein_coding	245328	81638	972481	16291
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	+	protein_coding	38169	13072	162238	3299
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	44503	536979	7200
Wdr75	ENSMUSG00000025995.16	chr1	45795165	45823619	+	protein_coding	28454	10607	133830	2059
Gm5269	ENSMUSG00000098549.1	chr1	45889524	45890273	-	protein_coding	749	321	5560	82
Slc40a1	ENSMUSG00000025993.10	chr1	45908067	45926523	-	protein_coding	18456	6919	91568	1922
Dnah7b	ENSMUSG00000041144.12	chr1	46066314	46373550	+	protein_coding	307236	111240	1332291	20671
Dnah7c	ENSMUSG00000101337.6	chr1	46425591	46807476	+	protein_coding	381885	131122	1512360	23106
Slc39a10	ENSMUSG00000025986.6	chr1	46807543	46892852	-	protein_coding	85309	31632	405747	7138
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	102639	1306525	36218
Cavin2	ENSMUSG00000045954.7	chr1	51289125	51302960	+	protein_coding	13835	5544	74329	3010
Nabp1	ENSMUSG00000026107.11	chr1	51465861	51478425	-	protein_coding	12564	4591	54376	1387
Myo1b	ENSMUSG00000018417.14	chr1	51749764	51916071	-	protein_coding	166307	67368	944537	21123
Stat4	ENSMUSG00000062939.11	chr1	51987147	52107189	+	protein_coding	120042	46605	614280	11555
Stat1	ENSMUSG00000026104.14	chr1	52119439	52161865	+	protein_coding	42426	17964	254220	5432
Gls	ENSMUSG00000026103.14	chr1	52163447	52233232	-	protein_coding	69785	24485	293501	5358
Nab1	ENSMUSG00000002881.14	chr1	52457293	52500679	-	protein_coding	43386	16841	214887	4285
Nemp2	ENSMUSG00000043015.15	chr1	52630702	52651919	+	protein_coding	21217	8681	115689	1921
Mfsd6	ENSMUSG00000041439.15	chr1	52656285	52727462	-	protein_coding	71177	28047	358805	7849
Inpp1	ENSMUSG00000026102.9	chr1	52785426	52817688	-	protein_coding	32262	12968	170442	2790
Hibch	ENSMUSG00000041426.12	chr1	52844928	52920986	+	protein_coding	76058	27908	338937	6476
1700019D03Rik	ENSMUSG00000043629.12	chr1	52922323	53020179	-	protein_coding	97856	33595	387238	8826
Mstn	ENSMUSG00000026100.6	chr1	53061639	53068079	+	protein_coding	6440	2279	32141	989
1700019A02Rik	ENSMUSG00000060715.9	chr1	53158576	53187636	-	protein_coding	29060	10037	100010	1635
Pms1	ENSMUSG00000026098.13	chr1	53189186	53297018	-	protein_coding	107832	40667	463887	8841
Ormdl1	ENSMUSG00000026097.9	chr1	53297094	53310309	+	protein_coding	13215	4819	60545	1222
Gm28778	ENSMUSG00000100679.1	chr1	53297110	53318035	+	protein_coding	20925	7628	97685	1711
Osgepl1	ENSMUSG00000026096.14	chr1	53313623	53326343	+	protein_coding	12720	4559	62009	858
Gm28551	ENSMUSG00000099913.1	chr1	53325506	53352667	-	protein_coding	27161	10206	126721	2478
Asnsd1	ENSMUSG00000026095.15	chr1	53344616	53352752	-	protein_coding	8136	3005	38371	584
Gm50478	ENSMUSG00000117809.1	chr1	53348478	53352619	-	protein_coding	4141	1532	20023	344
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	115811	1377021	21548
Stk17b	ENSMUSG00000026094.14	chr1	53755505	53785224	-	protein_coding	29719	10448	136887	2575
Hecw2	ENSMUSG00000042807.15	chr1	53806875	54195168	-	protein_coding	388293	148876	1845762	36329
Ccdc150	ENSMUSG00000025983.11	chr1	54250682	54368727	+	protein_coding	118045	43922	552480	9518
Gtf3c3	ENSMUSG00000041303.7	chr1	54396003	54438971	-	protein_coding	42968	15035	188595	3158
Gm34066	ENSMUSG00000109809.1	chr1	54443403	54456763	-	protein_coding	13360	5358	66640	846
Pgap1	ENSMUSG00000073678.4	chr1	54472993	54557684	-	protein_coding	84691	31416	400800	6144
Ankrd44	ENSMUSG00000052331.14	chr1	54645339	54926387	-	protein_coding	281048	111339	1540804	42763
Sf3b1	ENSMUSG00000025982.13	chr1	54985168	55027481	-	protein_coding	42313	15560	169506	2448
Coq10b	ENSMUSG00000025981.13	chr1	55052769	55072702	+	protein_coding	19933	8069	108979	1639
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	-	protein_coding	10409	4217	55233	776
Hspe1	ENSMUSG00000073676.4	chr1	55088131	55091307	+	protein_coding	3176	1273	14610	235
Mob4	ENSMUSG00000025979.13	chr1	55131230	55154899	+	protein_coding	23669	8844	98768	1793
Rftn2	ENSMUSG00000025978.14	chr1	55170158	55226782	-	protein_coding	56624	23871	316665	6086
Mars2	ENSMUSG00000046994.9	chr1	55237176	55248470	+	protein_coding	11294	4048	50535	934
Boll	ENSMUSG00000025977.15	chr1	55248657	55363469	-	protein_coding	114812	42509	500483	8048
Plcl1	ENSMUSG00000038349.10	chr1	55405920	55754285	+	protein_coding	348365	132349	1744189	40181
Hsfy2	ENSMUSG00000045336.5	chr1	56636043	56637435	-	protein_coding	1392	547	8087	88
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	-	protein_coding	184670	72489	958742	25825
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	+	protein_coding	7804	2980	43056	1020
Tyw5	ENSMUSG00000048495.16	chr1	57388236	57407101	-	protein_coding	18865	7025	86205	1493
Maip1	ENSMUSG00000025971.6	chr1	57406327	57417953	+	protein_coding	11626	4400	58183	732
Spats2l	ENSMUSG00000038305.15	chr1	57774161	57948394	+	protein_coding	174233	71323	996771	22392
Kctd18	ENSMUSG00000054770.16	chr1	57955100	58018956	-	protein_coding	63856	24447	319045	5202
Sgo2a	ENSMUSG00000026039.9	chr1	57995970	58025899	+	protein_coding	29929	11113	143743	2830
Aox1	ENSMUSG00000063558.4	chr1	58029930	58106413	+	protein_coding	76483	31584	421742	8215
Aox3	ENSMUSG00000064294.12	chr1	58113129	58200698	+	protein_coding	87569	36177	481318	8197
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	+	protein_coding	58201	24547	324069	6435
Aox2	ENSMUSG00000079554.2	chr1	58278325	58380259	+	protein_coding	101934	40368	493683	9411
Bzw1	ENSMUSG00000051223.14	chr1	58392897	58407353	+	protein_coding	14456	5685	65465	979
Clk1	ENSMUSG00000026034.17	chr1	58410188	58424066	-	protein_coding	13878	5267	64478	1060
Ppil3	ENSMUSG00000026035.15	chr1	58430993	58445486	-	protein_coding	14493	5964	75724	1205
Nif3l1	ENSMUSG00000026036.17	chr1	58445150	58481816	+	protein_coding	36666	15185	199001	3129
Orc2	ENSMUSG00000026037.14	chr1	58462770	58505109	-	protein_coding	42339	16843	214754	2832
Fam126b	ENSMUSG00000038174.14	chr1	58522805	58586323	-	protein_coding	63518	23173	269744	3884
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	+	protein_coding	9581	3409	34089	720
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	-	protein_coding	49087	19978	235551	4105
Cflar	ENSMUSG00000026031.15	chr1	58711507	58758884	+	protein_coding	47377	19652	253355	5229
Casp8	ENSMUSG00000026029.14	chr1	58795373	58847503	+	protein_coding	52130	18226	204421	3385
Trak2	ENSMUSG00000026028.12	chr1	58900448	58973430	-	protein_coding	72982	27341	352851	5647
Stradb	ENSMUSG00000026027.13	chr1	58973521	58995715	+	protein_coding	22194	8559	108817	2046
C2cd6	ENSMUSG00000072295.7	chr1	58997115	59094900	-	protein_coding	97785	35989	448479	6265
Tmem237	ENSMUSG00000038079.14	chr1	59100589	59120408	-	protein_coding	19819	7714	96777	1305
Mpp4	ENSMUSG00000079550.9	chr1	59120934	59163389	-	protein_coding	42455	17779	232037	4390
Als2	ENSMUSG00000026024.14	chr1	59162925	59237231	-	protein_coding	74306	30243	365644	5993
Cdk15	ENSMUSG00000026023.16	chr1	59256905	59352993	+	protein_coding	96088	38358	475959	14934
Fzd7	ENSMUSG00000041075.8	chr1	59482423	59486955	+	protein_coding	4532	2009	20677	602
