gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Il18r1	ENSMUSG00000026070.15	chr1	40465551	40500854	+	protein_coding	35303	13758	239189	3217
Il18rap	ENSMUSG00000026068.11	chr1	40515361	40551705	+	protein_coding	36344	14059	236122	2931
Slc9a4	ENSMUSG00000026065.8	chr1	40580080	40630725	+	protein_coding	50645	20428	347020	4948
Slc9a2	ENSMUSG00000026062.12	chr1	40680573	40769273	+	protein_coding	88700	34722	577382	7938
Mfsd9	ENSMUSG00000041945.12	chr1	40772037	40790687	-	protein_coding	18650	7892	133971	1747
Tmem182	ENSMUSG00000079588.3	chr1	40805600	40856887	+	protein_coding	51287	20514	360509	4420
Pou3f3	ENSMUSG00000045515.4	chr1	42694924	42703176	+	protein_coding	8252	3382	40597	2452
Mrps9	ENSMUSG00000060679.14	chr1	42851232	42905683	+	protein_coding	54451	21491	393521	5669
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	+	protein_coding	82585	33820	552405	7485
Tgfbrap1	ENSMUSG00000070939.9	chr1	43047199	43098637	-	protein_coding	51438	21891	364353	5800
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	+	protein_coding	17238	6958	111584	1444
Fhl2	ENSMUSG00000008136.14	chr1	43123073	43196984	-	protein_coding	73911	31186	527353	8879
Nck2	ENSMUSG00000066877.11	chr1	43444578	43570515	+	protein_coding	125937	53136	934545	24604
Ecrg4	ENSMUSG00000026051.8	chr1	43730601	43742578	+	protein_coding	11977	5024	87623	1411
Uxs1	ENSMUSG00000057363.12	chr1	43746965	43827800	-	protein_coding	80835	33043	568011	7999
Tpp2	ENSMUSG00000041763.14	chr1	43933646	44003000	+	protein_coding	69354	24555	437059	5252
Mettl21c	ENSMUSG00000047343.4	chr1	44009407	44020034	-	protein_coding	10627	4243	84697	1196
Gm8251	ENSMUSG00000091844.2	chr1	44055871	44079746	-	protein_coding	23875	8698	168443	2168
Tex30	ENSMUSG00000026049.11	chr1	44086612	44102441	-	protein_coding	15829	5863	96317	1268
Poglut2	ENSMUSG00000026047.13	chr1	44106545	44118808	-	protein_coding	12263	4600	90092	1157
Bivm	ENSMUSG00000041684.11	chr1	44118956	44144770	+	protein_coding	25814	10094	176857	2249
Ercc5	ENSMUSG00000026048.16	chr1	44147743	44181260	+	protein_coding	33517	12991	231087	2784
Mettl21e	ENSMUSG00000046828.3	chr1	44204069	44218961	-	protein_coding	14892	5498	105218	2159
Gulp1	ENSMUSG00000056870.9	chr1	44551510	44796838	+	protein_coding	245328	82991	1441878	17721
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	+	protein_coding	38169	13230	255256	2867
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	45005	806776	9684
Wdr75	ENSMUSG00000025995.16	chr1	45795165	45823619	+	protein_coding	28454	10657	199020	2605
Gm5269	ENSMUSG00000098549.1	chr1	45889524	45890273	-	protein_coding	749	321	5590	21
Slc40a1	ENSMUSG00000025993.10	chr1	45908067	45926523	-	protein_coding	18456	6998	127822	1560
Dnah7b	ENSMUSG00000041144.12	chr1	46066314	46373550	+	protein_coding	307236	113397	1913605	21397
Dnah7c	ENSMUSG00000101337.6	chr1	46425591	46807476	+	protein_coding	381885	134125	2192222	26430
Slc39a10	ENSMUSG00000025986.6	chr1	46807543	46892852	-	protein_coding	85309	31882	574852	8397
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	103601	1940884	47971
Cavin2	ENSMUSG00000045954.7	chr1	51289125	51302960	+	protein_coding	13835	5547	100605	4021
Nabp1	ENSMUSG00000026107.11	chr1	51465861	51478425	-	protein_coding	12564	4591	85455	2047
Myo1b	ENSMUSG00000018417.14	chr1	51749764	51916071	-	protein_coding	166307	67793	1211067	22803
Stat4	ENSMUSG00000062939.11	chr1	51987147	52107189	+	protein_coding	120042	46971	831191	12956
Stat1	ENSMUSG00000026104.14	chr1	52119439	52161865	+	protein_coding	42426	18069	314753	5407
Gls	ENSMUSG00000026103.14	chr1	52163447	52233232	-	protein_coding	69785	24720	462330	6121
Nab1	ENSMUSG00000002881.14	chr1	52457293	52500679	-	protein_coding	43386	16791	312448	4416
Nemp2	ENSMUSG00000043015.15	chr1	52630702	52651919	+	protein_coding	21217	8710	156721	2341
Mfsd6	ENSMUSG00000041439.15	chr1	52656285	52727462	-	protein_coding	71177	28256	497271	9965
Inpp1	ENSMUSG00000026102.9	chr1	52785426	52817688	-	protein_coding	32262	13081	230556	3690
Hibch	ENSMUSG00000041426.12	chr1	52844928	52920986	+	protein_coding	76058	27988	479429	7378
1700019D03Rik	ENSMUSG00000043629.12	chr1	52922323	53020179	-	protein_coding	97856	34676	547269	11455
Mstn	ENSMUSG00000026100.6	chr1	53061639	53068079	+	protein_coding	6440	2279	48013	1186
1700019A02Rik	ENSMUSG00000060715.9	chr1	53158576	53187636	-	protein_coding	29060	10368	163269	2567
Pms1	ENSMUSG00000026098.13	chr1	53189186	53297018	-	protein_coding	107832	41146	695155	10538
Ormdl1	ENSMUSG00000026097.9	chr1	53297094	53310309	+	protein_coding	13215	4897	88517	1207
Gm28778	ENSMUSG00000100679.1	chr1	53297110	53318035	+	protein_coding	20925	7706	142976	1745
Osgepl1	ENSMUSG00000026096.14	chr1	53313623	53326343	+	protein_coding	12720	4559	91769	1108
Gm28551	ENSMUSG00000099913.1	chr1	53325506	53352667	-	protein_coding	27161	10350	180110	2099
Asnsd1	ENSMUSG00000026095.15	chr1	53344616	53352752	-	protein_coding	8136	3005	56463	635
Gm50478	ENSMUSG00000117809.1	chr1	53348478	53352619	-	protein_coding	4141	1532	28389	407
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	117250	1960607	22611
Stk17b	ENSMUSG00000026094.14	chr1	53755505	53785224	-	protein_coding	29719	10522	215737	2964
Hecw2	ENSMUSG00000042807.15	chr1	53806875	54195168	-	protein_coding	388293	150314	2571959	41238
Ccdc150	ENSMUSG00000025983.11	chr1	54250682	54368727	+	protein_coding	118045	44049	747033	11075
Gtf3c3	ENSMUSG00000041303.7	chr1	54396003	54438971	-	protein_coding	42968	15278	267105	2632
Gm34066	ENSMUSG00000109809.1	chr1	54443403	54456763	-	protein_coding	13360	5462	89593	983
Pgap1	ENSMUSG00000073678.4	chr1	54472993	54557684	-	protein_coding	84691	31560	586580	7377
Ankrd44	ENSMUSG00000052331.14	chr1	54645339	54926387	-	protein_coding	281048	111778	1993612	46561
Sf3b1	ENSMUSG00000025982.13	chr1	54985168	55027481	-	protein_coding	42313	15592	282480	2811
Coq10b	ENSMUSG00000025981.13	chr1	55052769	55072702	+	protein_coding	19933	8111	142827	1738
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	-	protein_coding	10409	4214	72523	622
Hspe1	ENSMUSG00000073676.4	chr1	55088131	55091307	+	protein_coding	3176	1283	20480	174
Mob4	ENSMUSG00000025979.13	chr1	55131230	55154899	+	protein_coding	23669	8926	157396	1906
Rftn2	ENSMUSG00000025978.14	chr1	55170158	55226782	-	protein_coding	56624	23944	399237	7013
Mars2	ENSMUSG00000046994.9	chr1	55237176	55248470	+	protein_coding	11294	4064	75754	867
Boll	ENSMUSG00000025977.15	chr1	55248657	55363469	-	protein_coding	114812	42910	732825	8521
Plcl1	ENSMUSG00000038349.10	chr1	55405920	55754285	+	protein_coding	348365	132886	2364560	46061
Hsfy2	ENSMUSG00000045336.5	chr1	56636043	56637435	-	protein_coding	1392	547	11483	209
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	-	protein_coding	184670	72668	1307286	30057
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	+	protein_coding	7804	2980	57877	854
Tyw5	ENSMUSG00000048495.16	chr1	57388236	57407101	-	protein_coding	18865	7025	127579	1478
Maip1	ENSMUSG00000025971.6	chr1	57406327	57417953	+	protein_coding	11626	4396	80351	641
Spats2l	ENSMUSG00000038305.15	chr1	57774161	57948394	+	protein_coding	174233	71589	1264181	23219
Kctd18	ENSMUSG00000054770.16	chr1	57955100	58018956	-	protein_coding	63856	24539	430066	4756
Sgo2a	ENSMUSG00000026039.9	chr1	57995970	58025899	+	protein_coding	29929	11111	205957	2551
Aox1	ENSMUSG00000063558.4	chr1	58029930	58106413	+	protein_coding	76483	31872	542123	9615
Aox3	ENSMUSG00000064294.12	chr1	58113129	58200698	+	protein_coding	87569	36481	614137	8805
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	+	protein_coding	58201	24507	401001	6246
Aox2	ENSMUSG00000079554.2	chr1	58278325	58380259	+	protein_coding	101934	40887	626964	9631
Bzw1	ENSMUSG00000051223.14	chr1	58392897	58407353	+	protein_coding	14456	5700	100663	931
Clk1	ENSMUSG00000026034.17	chr1	58410188	58424066	-	protein_coding	13878	5273	92576	1038
Ppil3	ENSMUSG00000026035.15	chr1	58430993	58445486	-	protein_coding	14493	5964	103132	1317
Nif3l1	ENSMUSG00000026036.17	chr1	58445150	58481816	+	protein_coding	36666	15215	255821	2464
Orc2	ENSMUSG00000026037.14	chr1	58462770	58505109	-	protein_coding	42339	16880	300121	2941
Fam126b	ENSMUSG00000038174.14	chr1	58522805	58586323	-	protein_coding	63518	23232	418996	4561
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	+	protein_coding	9581	3466	57034	609
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	-	protein_coding	49087	20065	306347	4271
Cflar	ENSMUSG00000026031.15	chr1	58711507	58758884	+	protein_coding	47377	19746	326858	5346
Casp8	ENSMUSG00000026029.14	chr1	58795373	58847503	+	protein_coding	52130	18656	282556	3630
Trak2	ENSMUSG00000026028.12	chr1	58900448	58973430	-	protein_coding	72982	27975	458320	5755
Stradb	ENSMUSG00000026027.13	chr1	58973521	58995715	+	protein_coding	22194	8584	147731	1637
C2cd6	ENSMUSG00000072295.7	chr1	58997115	59094900	-	protein_coding	97785	36412	640979	7298
Tmem237	ENSMUSG00000038079.14	chr1	59100589	59120408	-	protein_coding	19819	7747	133867	1605
Mpp4	ENSMUSG00000079550.9	chr1	59120934	59163389	-	protein_coding	42455	17857	293530	4006
Als2	ENSMUSG00000026024.14	chr1	59162925	59237231	-	protein_coding	74306	30382	498896	6704
Cdk15	ENSMUSG00000026023.16	chr1	59256905	59352993	+	protein_coding	96088	38981	656337	18836
Fzd7	ENSMUSG00000041075.8	chr1	59482423	59486955	+	protein_coding	4532	2009	22433	327
