gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Xkr9	ENSMUSG00000067813.3	chr1	13668770	13701723	+	protein_coding	32953	12629	195768	4336
Eya1	ENSMUSG00000025932.14	chr1	14168953	14310235	-	protein_coding	141282	55316	988365	36461
Msc	ENSMUSG00000025930.6	chr1	14753345	14755992	-	protein_coding	2647	1233	16486	660
Trpa1	ENSMUSG00000032769.5	chr1	14872647	14918862	-	protein_coding	46215	17085	308158	4812
Kcnb2	ENSMUSG00000092083.4	chr1	15287253	15723750	+	protein_coding	436497	166962	2854342	99038
Terf1	ENSMUSG00000025925.14	chr1	15805645	15844052	+	protein_coding	38407	14285	237761	4512
Sbspon	ENSMUSG00000032719.4	chr1	15853861	15892722	-	protein_coding	38861	15282	237235	5064
4930444P10Rik	ENSMUSG00000067795.13	chr1	16065978	16093325	-	protein_coding	27347	10089	152553	3108
Rpl7	ENSMUSG00000043716.13	chr1	16101294	16104662	-	protein_coding	3368	1363	22176	354
Rdh10	ENSMUSG00000025921.7	chr1	16105773	16133734	+	protein_coding	27961	11410	200220	4596
Stau2	ENSMUSG00000025920.19	chr1	16228673	16520112	-	protein_coding	291439	111942	1800569	34490
Ube2w	ENSMUSG00000025939.19	chr1	16540789	16619489	-	protein_coding	78700	30505	497776	8297
Eloc	ENSMUSG00000079658.9	chr1	16641724	16657042	-	protein_coding	15318	5982	101912	2103
Tmem70	ENSMUSG00000025940.6	chr1	16665206	16678275	+	protein_coding	13069	5064	83260	1667
Ly96	ENSMUSG00000025779.10	chr1	16688050	16709611	+	protein_coding	21561	8737	140642	2614
Jph1	ENSMUSG00000042686.5	chr1	16964559	17097889	-	protein_coding	133330	51499	838514	26935
Gdap1	ENSMUSG00000025777.8	chr1	17145361	17164271	+	protein_coding	18910	7069	119979	2880
Pi15	ENSMUSG00000067780.3	chr1	17601900	17630939	+	protein_coding	29039	10289	184646	3318
Crispld1	ENSMUSG00000025776.13	chr1	17727044	17766344	+	protein_coding	39300	14177	237475	4124
Crisp4	ENSMUSG00000025774.14	chr1	18115190	18145902	-	protein_coding	30712	10694	181605	3761
Defb18	ENSMUSG00000073735.1	chr1	18236472	18237443	-	protein_coding	971	306	5717	121
Defb41	ENSMUSG00000067773.6	chr1	18250979	18265138	-	protein_coding	14159	4755	70857	1213
Tfap2d	ENSMUSG00000042596.7	chr1	19103021	19166346	+	protein_coding	63325	21466	343510	6182
Tfap2b	ENSMUSG00000025927.13	chr1	19208913	19238576	+	protein_coding	29663	11827	153354	2720
Pkhd1	ENSMUSG00000043760.16	chr1	20057778	20618064	-	protein_coding	560286	198971	3175627	58007
Il17a	ENSMUSG00000025929.4	chr1	20730904	20734496	+	protein_coding	3592	1333	21451	329
Il17f	ENSMUSG00000041872.9	chr1	20777145	20790617	-	protein_coding	13472	5446	88154	1443
Mcm3	ENSMUSG00000041859.10	chr1	20802967	20820312	-	protein_coding	17345	7502	126651	2456
Paqr8	ENSMUSG00000025931.15	chr1	20890605	20939650	+	protein_coding	49045	20411	329973	10598
Efhc1	ENSMUSG00000041809.5	chr1	20951625	20990841	+	protein_coding	39216	15707	258599	5297
Tram2	ENSMUSG00000041779.5	chr1	20996298	21079229	-	protein_coding	82931	36616	586449	15200
Tmem14a	ENSMUSG00000025933.15	chr1	21218574	21230167	+	protein_coding	11593	4927	82383	1821
Gsta3	ENSMUSG00000025934.15	chr1	21240588	21265661	+	protein_coding	25073	10275	168944	2934
Khdc1a	ENSMUSG00000067750.3	chr1	21349640	21352200	+	protein_coding	2560	1045	12377	222
Khdc1c	ENSMUSG00000041722.7	chr1	21368330	21370845	+	protein_coding	2515	976	10792	149
Khdc1b	ENSMUSG00000085079.3	chr1	21383555	21386373	+	protein_coding	2818	1192	19057	384
Kcnq5	ENSMUSG00000028033.16	chr1	21398402	21961942	-	protein_coding	563540	208174	3483998	82404
Rims1	ENSMUSG00000041670.17	chr1	22286250	22805994	-	protein_coding	519744	178737	2944144	58477
Ppp1r14bl	ENSMUSG00000073730.2	chr1	23100472	23102253	-	protein_coding	1781	755	14968	532
Ogfrl1	ENSMUSG00000026158.11	chr1	23366423	23397772	-	protein_coding	31349	12407	207259	4251
B3gat2	ENSMUSG00000026156.8	chr1	23761752	23849158	+	protein_coding	87406	34778	550608	15037
Smap1	ENSMUSG00000026155.13	chr1	23844845	23922317	-	protein_coding	77472	27042	441793	8068
Sdhaf4	ENSMUSG00000026154.4	chr1	23995938	24005656	-	protein_coding	9718	4066	69337	1240
Fam135a	ENSMUSG00000026153.15	chr1	24011092	24100341	-	protein_coding	89249	30470	511235	11921
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	+	protein_coding	75075	29290	516034	26077
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	-	protein_coding	325583	119420	2042573	69456
Lmbrd1	ENSMUSG00000073725.8	chr1	24678629	24766301	+	protein_coding	87672	32296	554899	9821
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	-	protein_coding	762232	264717	4392110	93592
4931408C20Rik	ENSMUSG00000073722.3	chr1	26681813	26687460	-	protein_coding	5647	2542	100370	2136
Gm597	ENSMUSG00000048411.4	chr1	28776116	28780252	-	protein_coding	4136	1814	25459	508
Phf3	ENSMUSG00000048874.15	chr1	30802338	30873921	-	protein_coding	71583	24669	410503	6563
Ptp4a1	ENSMUSG00000026064.16	chr1	30940301	30949309	-	protein_coding	9008	3010	46126	933
Ptp4a1	ENSMUSG00000117310.2	chr1	30940301	30949770	-	protein_coding	9469	3227	47771	959
Gm5698	ENSMUSG00000117091.1	chr1	30977242	30977968	-	protein_coding	726	343	6298	58
4931428L18Rik	ENSMUSG00000086727.8	chr1	30997841	31222684	-	protein_coding	224843	83914	1370206	32223
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	+	protein_coding	28325	10594	178922	4808
Pih1d3	ENSMUSG00000026063.4	chr1	31222837	31224288	+	protein_coding	1451	511	10078	184
Khdrbs2	ENSMUSG00000026058.11	chr1	32172713	32658568	+	protein_coding	485855	173561	2868329	76592
Gm5415	ENSMUSG00000091318.2	chr1	32543685	32547294	-	protein_coding	3609	1276	17657	328
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	-	protein_coding	215986	85999	1454249	31113
Rab23	ENSMUSG00000004768.14	chr1	33719886	33742564	+	protein_coding	22678	9614	165274	2840
Bag2	ENSMUSG00000042215.8	chr1	33745483	33757795	-	protein_coding	12312	5278	87490	2758
Zfp451	ENSMUSG00000042197.13	chr1	33761544	33814595	-	protein_coding	53051	20844	362359	6833
Bend6	ENSMUSG00000042182.16	chr1	33852051	33907816	-	protein_coding	55765	21911	366593	7628
Dst	ENSMUSG00000026131.20	chr1	33908224	34308661	+	protein_coding	400437	162355	2726235	54795
Ccdc115	ENSMUSG00000042111.9	chr1	34436669	34439672	-	protein_coding	3003	1335	17426	398
Imp4	ENSMUSG00000026127.13	chr1	34439850	34449356	+	protein_coding	9506	4172	71396	992
Ptpn18	ENSMUSG00000026126.15	chr1	34459761	34475733	+	protein_coding	15972	7128	105440	2826
Prss39	ENSMUSG00000026125.9	chr1	34498409	34503063	+	protein_coding	4654	2329	30090	664
Cfc1	ENSMUSG00000026124.4	chr1	34535647	34544313	+	protein_coding	8666	3930	59555	1866
Prss40	ENSMUSG00000037529.13	chr1	34543967	34560943	-	protein_coding	16976	7710	113604	3181
Amer3	ENSMUSG00000045174.10	chr1	34579656	34590944	+	protein_coding	11288	5361	72993	1536
Arhgef4	ENSMUSG00000037509.21	chr1	34678187	34813309	+	protein_coding	135122	58973	938889	21366
Arhgef4	ENSMUSG00000118272.1	chr1	34801793	34801964	+	protein_coding	171	87	695	31
Fam168b	ENSMUSG00000037503.12	chr1	34813218	34843065	-	protein_coding	29847	12961	206300	3424
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	+	protein_coding	29605	12941	200512	3797
Hs6st1	ENSMUSG00000045216.7	chr1	36068399	36106446	+	protein_coding	38047	18413	267356	4973
Uggt1	ENSMUSG00000037470.14	chr1	36140026	36244720	-	protein_coding	104694	43153	734813	11845
Neurl3	ENSMUSG00000047180.8	chr1	36264596	36274679	-	protein_coding	10083	4792	73717	3672
Arid5a	ENSMUSG00000037447.16	chr1	36307732	36324029	+	protein_coding	16297	8235	111331	2766
Kansl3	ENSMUSG00000010453.12	chr1	36335729	36369181	-	protein_coding	33452	14421	232691	4135
Fer1l5	ENSMUSG00000037432.15	chr1	36372290	36422110	+	protein_coding	49820	23168	334079	6274
Lman2l	ENSMUSG00000001143.13	chr1	36419870	36445271	-	protein_coding	25401	11257	181340	2973
Cnnm4	ENSMUSG00000037408.10	chr1	36471619	36508764	+	protein_coding	37145	17052	258707	6375
Cnnm3	ENSMUSG00000001138.13	chr1	36511866	36528237	+	protein_coding	16371	7804	114598	2692
Ankrd23	ENSMUSG00000067653.12	chr1	36530187	36536883	-	protein_coding	6696	3373	49622	1161
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	-	protein_coding	9237	4492	68818	1759
Ankrd39	ENSMUSG00000079610.9	chr1	36537506	36547445	-	protein_coding	9939	4495	69550	2035
Sema4c	ENSMUSG00000026121.13	chr1	36548638	36558349	-	protein_coding	9711	4934	59505	1417
Fam178b	ENSMUSG00000046337.17	chr1	36562691	36683183	-	protein_coding	120492	56173	843146	30727
Cox5b	ENSMUSG00000061518.11	chr1	36691448	36693681	+	protein_coding	2233	966	13794	154
Actr1b	ENSMUSG00000037351.9	chr1	36698113	36714422	-	protein_coding	16309	7645	102948	2490
4933424G06Rik	ENSMUSG00000102416.4	chr1	36710148	36757953	+	protein_coding	47805	20400	308020	6571
Zap70	ENSMUSG00000026117.10	chr1	36761797	36782818	+	protein_coding	21021	10110	148403	3099
Tmem131	ENSMUSG00000026116.11	chr1	36792190	36943666	-	protein_coding	151476	62758	1088446	27012
Vwa3b	ENSMUSG00000050122.19	chr1	37026595	37187613	+	protein_coding	161018	68303	1115149	24928
Cnga3	ENSMUSG00000026114.14	chr1	37214433	37263384	+	protein_coding	48951	21680	342242	7648
Inpp4a	ENSMUSG00000026113.17	chr1	37299864	37410736	+	protein_coding	110872	50656	788932	18842
Coa5	ENSMUSG00000026112.7	chr1	37417083	37430103	-	protein_coding	13020	5412	88292	1555
Unc50	ENSMUSG00000026111.15	chr1	37430138	37439124	+	protein_coding	8986	3688	63821	1017
Mgat4a	ENSMUSG00000026110.15	chr1	37439339	37541016	-	protein_coding	101677	42628	700964	16408
2010300C02Rik	ENSMUSG00000026090.16	chr1	37611676	37720085	-	protein_coding	108409	48174	777089	19175
Tsga10	ENSMUSG00000060771.15	chr1	37754775	37866429	-	protein_coding	111654	41599	663414	12629
Lipt1	ENSMUSG00000037216.5	chr1	37871737	37876228	+	protein_coding	4491	1746	32291	544
Mitd1	ENSMUSG00000026088.15	chr1	37874800	37890411	-	protein_coding	15611	6478	111055	1791
Mrpl30	ENSMUSG00000026087.11	chr1	37890476	37898535	+	protein_coding	8059	3288	59717	878
Lyg2	ENSMUSG00000061584.6	chr1	37905922	37916493	-	protein_coding	10571	4408	70914	1228
Lyg1	ENSMUSG00000026085.11	chr1	37946735	37957759	-	protein_coding	11024	4837	81173	1507
Txndc9	ENSMUSG00000058407.12	chr1	37985188	37997893	-	protein_coding	12705	5164	86781	1434
Eif5b	ENSMUSG00000026083.12	chr1	37998009	38055579	+	protein_coding	57570	22678	383266	6048
Rev1	ENSMUSG00000026082.11	chr1	38052785	38129801	-	protein_coding	77016	28974	497533	8055
Aff3	ENSMUSG00000037138.18	chr1	38177325	38664955	-	protein_coding	487630	203446	3620895	150996
Lonrf2	ENSMUSG00000048814.11	chr1	38793644	38836711	-	protein_coding	43067	17519	298217	5094
Chst10	ENSMUSG00000026080.13	chr1	38863866	38898161	-	protein_coding	34295	15335	235979	5232
Nms	ENSMUSG00000067604.8	chr1	38939148	38950276	+	protein_coding	11128	4649	77169	1960
Pdcl3	ENSMUSG00000026078.10	chr1	38985607	38997238	+	protein_coding	11631	5009	77115	1344
Npas2	ENSMUSG00000026077.15	chr1	39193730	39363236	+	protein_coding	169506	73670	1217519	29566
Rpl31	ENSMUSG00000073702.11	chr1	39367841	39371911	+	protein_coding	4070	1736	27997	497
Tbc1d8	ENSMUSG00000003134.10	chr1	39371491	39478755	-	protein_coding	107264	47667	760114	16968
Cnot11	ENSMUSG00000003135.15	chr1	39534991	39546889	+	protein_coding	11898	4945	75865	1161
Rnf149	ENSMUSG00000048234.13	chr1	39551295	39577405	-	protein_coding	26110	10139	169498	3080
Creg2	ENSMUSG00000050967.5	chr1	39618405	39651474	-	protein_coding	33069	14150	235074	5683
Rfx8	ENSMUSG00000057173.8	chr1	39665300	39720997	-	protein_coding	55697	25420	399892	10912
Gm3646	ENSMUSG00000091937.3	chr1	39804147	39805332	-	protein_coding	1185	490	7943	150
Map4k4	ENSMUSG00000026074.15	chr1	39900912	40026310	+	protein_coding	125398	53448	876320	18129
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	+	protein_coding	51153	21914	331100	6744
Il1r1	ENSMUSG00000026072.12	chr1	40225079	40317257	+	protein_coding	92178	37561	594042	13148
Il1rl2	ENSMUSG00000070942.8	chr1	40324609	40367562	+	protein_coding	42953	17361	276361	5454
Il1rl1	ENSMUSG00000026069.15	chr1	40429569	40465415	+	protein_coding	35846	13893	221980	3580
Il18r1	ENSMUSG00000026070.15	chr1	40465551	40500854	+	protein_coding	35303	13716	230040	4046
Il18rap	ENSMUSG00000026068.11	chr1	40515361	40551705	+	protein_coding	36344	14168	228428	4195
Slc9a4	ENSMUSG00000026065.8	chr1	40580080	40630725	+	protein_coding	50645	20462	331516	5798
Slc9a2	ENSMUSG00000026062.12	chr1	40680573	40769273	+	protein_coding	88700	34440	564873	10215
Mfsd9	ENSMUSG00000041945.12	chr1	40772037	40790687	-	protein_coding	18650	8036	130310	1910
Tmem182	ENSMUSG00000079588.3	chr1	40805600	40856887	+	protein_coding	51287	20356	348860	6173
Pou3f3	ENSMUSG00000045515.4	chr1	42694924	42703176	+	protein_coding	8252	3420	41102	1720
Mrps9	ENSMUSG00000060679.14	chr1	42851232	42905683	+	protein_coding	54451	21465	369694	7031
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	+	protein_coding	82585	33831	544030	9189
Tgfbrap1	ENSMUSG00000070939.9	chr1	43047199	43098637	-	protein_coding	51438	21913	358419	6637
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	+	protein_coding	17238	6931	110204	2040
Fhl2	ENSMUSG00000008136.14	chr1	43123073	43196984	-	protein_coding	73911	31334	509529	12187
Nck2	ENSMUSG00000066877.11	chr1	43444578	43570515	+	protein_coding	125937	53075	904103	29924
Ecrg4	ENSMUSG00000026051.8	chr1	43730601	43742578	+	protein_coding	11977	5024	86096	1758
Uxs1	ENSMUSG00000057363.12	chr1	43746965	43827800	-	protein_coding	80835	33082	546691	9676
Tpp2	ENSMUSG00000041763.14	chr1	43933646	44003000	+	protein_coding	69354	24565	406544	7288
Mettl21c	ENSMUSG00000047343.4	chr1	44009407	44020034	-	protein_coding	10627	4254	80199	1208
Gm8251	ENSMUSG00000091844.2	chr1	44055871	44079746	-	protein_coding	23875	8722	151670	2555
Tex30	ENSMUSG00000026049.11	chr1	44086612	44102441	-	protein_coding	15829	5898	88581	1435
Poglut2	ENSMUSG00000026047.13	chr1	44106545	44118808	-	protein_coding	12263	4600	82882	1536
Bivm	ENSMUSG00000041684.11	chr1	44118956	44144770	+	protein_coding	25814	10089	163404	2659
Ercc5	ENSMUSG00000026048.16	chr1	44147743	44181260	+	protein_coding	33517	12934	209471	3478
Mettl21e	ENSMUSG00000046828.3	chr1	44204069	44218961	-	protein_coding	14892	5494	98621	3593
Gulp1	ENSMUSG00000056870.9	chr1	44551510	44796838	+	protein_coding	245328	82731	1327078	23681
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	+	protein_coding	38169	13233	230007	3844
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	45030	744984	12345
Wdr75	ENSMUSG00000025995.16	chr1	45795165	45823619	+	protein_coding	28454	10701	185734	3425
Gm5269	ENSMUSG00000098549.1	chr1	45889524	45890273	-	protein_coding	749	321	5859	67
Slc40a1	ENSMUSG00000025993.10	chr1	45908067	45926523	-	protein_coding	18456	6915	118987	2456
Dnah7b	ENSMUSG00000041144.12	chr1	46066314	46373550	+	protein_coding	307236	112816	1758331	30049
Dnah7c	ENSMUSG00000101337.6	chr1	46425591	46807476	+	protein_coding	381885	133514	2034895	33579
Slc39a10	ENSMUSG00000025986.6	chr1	46807543	46892852	-	protein_coding	85309	31848	530761	11020
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	103583	1801107	62598
Cavin2	ENSMUSG00000045954.7	chr1	51289125	51302960	+	protein_coding	13835	5547	97471	3836
Nabp1	ENSMUSG00000026107.11	chr1	51465861	51478425	-	protein_coding	12564	4643	79328	3292
Myo1b	ENSMUSG00000018417.14	chr1	51749764	51916071	-	protein_coding	166307	67654	1160826	25204
Stat4	ENSMUSG00000062939.11	chr1	51987147	52107189	+	protein_coding	120042	46978	791686	15986
Stat1	ENSMUSG00000026104.14	chr1	52119439	52161865	+	protein_coding	42426	18028	314275	8042
Gls	ENSMUSG00000026103.14	chr1	52163447	52233232	-	protein_coding	69785	24730	414104	7157
Nab1	ENSMUSG00000002881.14	chr1	52457293	52500679	-	protein_coding	43386	16802	290624	6775
Nemp2	ENSMUSG00000043015.15	chr1	52630702	52651919	+	protein_coding	21217	8710	154014	2902
Mfsd6	ENSMUSG00000041439.15	chr1	52656285	52727462	-	protein_coding	71177	28188	479194	11153
Inpp1	ENSMUSG00000026102.9	chr1	52785426	52817688	-	protein_coding	32262	13052	219099	3816
Hibch	ENSMUSG00000041426.12	chr1	52844928	52920986	+	protein_coding	76058	28119	457827	10594
1700019D03Rik	ENSMUSG00000043629.12	chr1	52922323	53020179	-	protein_coding	97856	34312	530570	18091
Mstn	ENSMUSG00000026100.6	chr1	53061639	53068079	+	protein_coding	6440	2279	45422	2088
1700019A02Rik	ENSMUSG00000060715.9	chr1	53158576	53187636	-	protein_coding	29060	10419	150140	2920
Pms1	ENSMUSG00000026098.13	chr1	53189186	53297018	-	protein_coding	107832	40850	650204	16041
Ormdl1	ENSMUSG00000026097.9	chr1	53297094	53310309	+	protein_coding	13215	4897	86635	2345
Gm28778	ENSMUSG00000100679.1	chr1	53297110	53318035	+	protein_coding	20925	7706	138033	3240
Osgepl1	ENSMUSG00000026096.14	chr1	53313623	53326343	+	protein_coding	12720	4559	84582	1403
Gm28551	ENSMUSG00000099913.1	chr1	53325506	53352667	-	protein_coding	27161	10229	163045	2727
Asnsd1	ENSMUSG00000026095.15	chr1	53344616	53352752	-	protein_coding	8136	3005	51361	1148
Gm50478	ENSMUSG00000117809.1	chr1	53348478	53352619	-	protein_coding	4141	1532	26660	727
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	117107	1810811	31541
Stk17b	ENSMUSG00000026094.14	chr1	53755505	53785224	-	protein_coding	29719	10498	187745	3972
Hecw2	ENSMUSG00000042807.15	chr1	53806875	54195168	-	protein_coding	388293	150111	2423662	47428
Ccdc150	ENSMUSG00000025983.11	chr1	54250682	54368727	+	protein_coding	118045	43919	712222	12636
Gtf3c3	ENSMUSG00000041303.7	chr1	54396003	54438971	-	protein_coding	42968	15107	251084	3586
Gm34066	ENSMUSG00000109809.1	chr1	54443403	54456763	-	protein_coding	13360	5462	87017	1567
Pgap1	ENSMUSG00000073678.4	chr1	54472993	54557684	-	protein_coding	84691	31598	541363	8910
Ankrd44	ENSMUSG00000052331.14	chr1	54645339	54926387	-	protein_coding	281048	111801	1914512	50763
Sf3b1	ENSMUSG00000025982.13	chr1	54985168	55027481	-	protein_coding	42313	15574	257299	4411
Coq10b	ENSMUSG00000025981.13	chr1	55052769	55072702	+	protein_coding	19933	8126	135904	2070
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	-	protein_coding	10409	4214	68447	1008
Hspe1	ENSMUSG00000073676.4	chr1	55088131	55091307	+	protein_coding	3176	1272	19519	323
Mob4	ENSMUSG00000025979.13	chr1	55131230	55154899	+	protein_coding	23669	8948	147757	2817
Rftn2	ENSMUSG00000025978.14	chr1	55170158	55226782	-	protein_coding	56624	23871	397522	8644
Mars2	ENSMUSG00000046994.9	chr1	55237176	55248470	+	protein_coding	11294	4064	73202	1407
Boll	ENSMUSG00000025977.15	chr1	55248657	55363469	-	protein_coding	114812	42747	673900	10839
Plcl1	ENSMUSG00000038349.10	chr1	55405920	55754285	+	protein_coding	348365	133080	2246832	53466
Hsfy2	ENSMUSG00000045336.5	chr1	56636043	56637435	-	protein_coding	1392	547	9867	237
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	-	protein_coding	184670	72595	1242826	33514
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	+	protein_coding	7804	2980	51221	924
Tyw5	ENSMUSG00000048495.16	chr1	57388236	57407101	-	protein_coding	18865	7025	122951	1956
Maip1	ENSMUSG00000025971.6	chr1	57406327	57417953	+	protein_coding	11626	4446	74333	1017
Spats2l	ENSMUSG00000038305.15	chr1	57774161	57948394	+	protein_coding	174233	71547	1231820	29012
Kctd18	ENSMUSG00000054770.16	chr1	57955100	58018956	-	protein_coding	63856	24591	411145	7247
Sgo2a	ENSMUSG00000026039.9	chr1	57995970	58025899	+	protein_coding	29929	11105	187782	3246
Aox1	ENSMUSG00000063558.4	chr1	58029930	58106413	+	protein_coding	76483	31774	545823	14459
Aox3	ENSMUSG00000064294.12	chr1	58113129	58200698	+	protein_coding	87569	36448	601009	11132
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	+	protein_coding	58201	24723	405799	10139
Aox2	ENSMUSG00000079554.2	chr1	58278325	58380259	+	protein_coding	101934	40545	618970	12892
Bzw1	ENSMUSG00000051223.14	chr1	58392897	58407353	+	protein_coding	14456	5700	90898	1487
Clk1	ENSMUSG00000026034.17	chr1	58410188	58424066	-	protein_coding	13878	5273	90105	1863
Ppil3	ENSMUSG00000026035.15	chr1	58430993	58445486	-	protein_coding	14493	6011	99193	2444
Nif3l1	ENSMUSG00000026036.17	chr1	58445150	58481816	+	protein_coding	36666	15175	258618	4074
Orc2	ENSMUSG00000026037.14	chr1	58462770	58505109	-	protein_coding	42339	16866	286525	4768
Fam126b	ENSMUSG00000038174.14	chr1	58522805	58586323	-	protein_coding	63518	23230	390996	6863
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	+	protein_coding	9581	3425	52597	1023
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	-	protein_coding	49087	20131	302289	5540
Cflar	ENSMUSG00000026031.15	chr1	58711507	58758884	+	protein_coding	47377	19717	322128	7554
Casp8	ENSMUSG00000026029.14	chr1	58795373	58847503	+	protein_coding	52130	18310	266396	4501
Trak2	ENSMUSG00000026028.12	chr1	58900448	58973430	-	protein_coding	72982	27701	438521	7425
Stradb	ENSMUSG00000026027.13	chr1	58973521	58995715	+	protein_coding	22194	8614	134554	2109
C2cd6	ENSMUSG00000072295.7	chr1	58997115	59094900	-	protein_coding	97785	36578	596233	10365
Tmem237	ENSMUSG00000038079.14	chr1	59100589	59120408	-	protein_coding	19819	7721	120521	1893
Mpp4	ENSMUSG00000079550.9	chr1	59120934	59163389	-	protein_coding	42455	17801	284382	5434
Als2	ENSMUSG00000026024.14	chr1	59162925	59237231	-	protein_coding	74306	30343	488363	9214
Cdk15	ENSMUSG00000026023.16	chr1	59256905	59352993	+	protein_coding	96088	38744	648964	29542
