gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Ncoa2	ENSMUSG00000005886.14	chr1	13139104	13374083	-	protein_coding	234979	35744	767944	16879
Tram1	ENSMUSG00000025935.10	chr1	13564697	13589910	-	protein_coding	25213	3796	79525	987
Lactb2	ENSMUSG00000025937.6	chr1	13623329	13660546	-	protein_coding	37217	5575	116049	2090
Xkr9	ENSMUSG00000067813.3	chr1	13668770	13701723	+	protein_coding	32953	4731	91956	1655
Eya1	ENSMUSG00000025932.14	chr1	14168953	14310235	-	protein_coding	141282	21322	454719	20051
Msc	ENSMUSG00000025930.6	chr1	14753345	14755992	-	protein_coding	2647	390	6302	185
Trpa1	ENSMUSG00000032769.5	chr1	14872647	14918862	-	protein_coding	46215	6813	149040	1776
Kcnb2	ENSMUSG00000092083.4	chr1	15287253	15723750	+	protein_coding	436497	64007	1355912	62683
Terf1	ENSMUSG00000025925.14	chr1	15805645	15844052	+	protein_coding	38407	5294	111498	1408
Sbspon	ENSMUSG00000032719.4	chr1	15853861	15892722	-	protein_coding	38861	5603	108150	2204
4930444P10Rik	ENSMUSG00000067795.13	chr1	16065978	16093325	-	protein_coding	27347	3734	70681	1275
Rpl7	ENSMUSG00000043716.13	chr1	16101294	16104662	-	protein_coding	3368	488	10469	80
Rdh10	ENSMUSG00000025921.7	chr1	16105773	16133734	+	protein_coding	27961	4265	92842	2491
Stau2	ENSMUSG00000025920.19	chr1	16228673	16520112	-	protein_coding	291439	42490	858878	15601
Ube2w	ENSMUSG00000025939.19	chr1	16540789	16619489	-	protein_coding	78700	11557	233739	3276
Eloc	ENSMUSG00000079658.9	chr1	16641724	16657042	-	protein_coding	15318	2239	49105	517
Tmem70	ENSMUSG00000025940.6	chr1	16665206	16678275	+	protein_coding	13069	1834	36629	402
Ly96	ENSMUSG00000025779.10	chr1	16688050	16709611	+	protein_coding	21561	3223	64120	1087
Jph1	ENSMUSG00000042686.5	chr1	16964559	17097889	-	protein_coding	133330	19403	389904	9160
Gdap1	ENSMUSG00000025777.8	chr1	17145361	17164271	+	protein_coding	18910	2679	55708	1359
Pi15	ENSMUSG00000067780.3	chr1	17601900	17630939	+	protein_coding	29039	4198	89008	1225
Crispld1	ENSMUSG00000025776.13	chr1	17727044	17766344	+	protein_coding	39300	5670	117394	1548
Crisp4	ENSMUSG00000025774.14	chr1	18115190	18145902	-	protein_coding	30712	4266	93108	1197
Defb18	ENSMUSG00000073735.1	chr1	18236472	18237443	-	protein_coding	971	143	3100	31
Defb41	ENSMUSG00000067773.6	chr1	18250979	18265138	-	protein_coding	14159	1863	34491	463
Tfap2d	ENSMUSG00000042596.7	chr1	19103021	19166346	+	protein_coding	63325	8044	157663	1787
Tfap2b	ENSMUSG00000025927.13	chr1	19208913	19238576	+	protein_coding	29663	4027	64918	793
Pkhd1	ENSMUSG00000043760.16	chr1	20057778	20618064	-	protein_coding	560286	76251	1515317	19863
Il17a	ENSMUSG00000025929.4	chr1	20730904	20734496	+	protein_coding	3592	498	10117	74
Il17f	ENSMUSG00000041872.9	chr1	20777145	20790617	-	protein_coding	13472	1908	37980	544
Mcm3	ENSMUSG00000041859.10	chr1	20802967	20820312	-	protein_coding	17345	2662	55006	500
Paqr8	ENSMUSG00000025931.15	chr1	20890605	20939650	+	protein_coding	49045	7358	142343	4284
Efhc1	ENSMUSG00000041809.5	chr1	20951625	20990841	+	protein_coding	39216	5820	121251	2779
Tram2	ENSMUSG00000041779.5	chr1	20996298	21079229	-	protein_coding	82931	13082	260736	9092
Tmem14a	ENSMUSG00000025933.15	chr1	21218574	21230167	+	protein_coding	11593	1844	37956	1269
Gsta3	ENSMUSG00000025934.15	chr1	21240588	21265661	+	protein_coding	25073	3719	75644	1359
Khdc1a	ENSMUSG00000067750.3	chr1	21349640	21352200	+	protein_coding	2560	380	5259	131
Khdc1c	ENSMUSG00000041722.7	chr1	21368330	21370845	+	protein_coding	2515	376	5287	80
Khdc1b	ENSMUSG00000085079.3	chr1	21383555	21386373	+	protein_coding	2818	418	6901	161
Kcnq5	ENSMUSG00000028033.16	chr1	21398402	21961942	-	protein_coding	563540	80653	1681529	42907
Rims1	ENSMUSG00000041670.17	chr1	22286250	22805994	-	protein_coding	519744	69997	1474714	30067
Ppp1r14bl	ENSMUSG00000073730.2	chr1	23100472	23102253	-	protein_coding	1781	228	5104	174
Ogfrl1	ENSMUSG00000026158.11	chr1	23366423	23397772	-	protein_coding	31349	4584	93378	1797
B3gat2	ENSMUSG00000026156.8	chr1	23761752	23849158	+	protein_coding	87406	12987	260820	7857
Smap1	ENSMUSG00000026155.13	chr1	23844845	23922317	-	protein_coding	77472	10374	216136	3543
Sdhaf4	ENSMUSG00000026154.4	chr1	23995938	24005656	-	protein_coding	9718	1476	29421	579
Fam135a	ENSMUSG00000026153.15	chr1	24011092	24100341	-	protein_coding	89249	11829	253132	5419
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	+	protein_coding	75075	11084	233803	9399
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	-	protein_coding	325583	46038	962788	36452
Lmbrd1	ENSMUSG00000073725.8	chr1	24678629	24766301	+	protein_coding	87672	12234	266009	4064
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	-	protein_coding	762232	104848	2209430	55390
4931408C20Rik	ENSMUSG00000073722.3	chr1	26681813	26687460	-	protein_coding	5647	895	39668	696
Gm597	ENSMUSG00000048411.4	chr1	28776116	28780252	-	protein_coding	4136	648	12407	109
Phf3	ENSMUSG00000048874.15	chr1	30802338	30873921	-	protein_coding	71583	9433	201248	2452
Ptp4a1	ENSMUSG00000026064.16	chr1	30940301	30949309	-	protein_coding	9008	1163	22103	289
Ptp4a1	ENSMUSG00000117310.2	chr1	30940301	30949770	-	protein_coding	9469	1207	22445	296
Gm5698	ENSMUSG00000117091.1	chr1	30977242	30977968	-	protein_coding	726	133	2508	13
4931428L18Rik	ENSMUSG00000086727.8	chr1	30997841	31222684	-	protein_coding	224843	32088	632113	12941
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	+	protein_coding	28325	4149	83495	2199
Pih1d3	ENSMUSG00000026063.4	chr1	31222837	31224288	+	protein_coding	1451	205	4184	27
Khdrbs2	ENSMUSG00000026058.11	chr1	32172713	32658568	+	protein_coding	485855	68719	1415830	36389
Gm5415	ENSMUSG00000091318.2	chr1	32543685	32547294	-	protein_coding	3609	525	8401	149
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	-	protein_coding	215986	32068	677480	13577
Rab23	ENSMUSG00000004768.14	chr1	33719886	33742564	+	protein_coding	22678	3463	71585	1002
Bag2	ENSMUSG00000042215.8	chr1	33745483	33757795	-	protein_coding	12312	1875	39329	1186
Zfp451	ENSMUSG00000042197.13	chr1	33761544	33814595	-	protein_coding	53051	7937	174444	3262
Bend6	ENSMUSG00000042182.16	chr1	33852051	33907816	-	protein_coding	55765	8382	175419	3985
Dst	ENSMUSG00000026131.20	chr1	33908224	34308661	+	protein_coding	400437	59969	1254666	28479
Ccdc115	ENSMUSG00000042111.9	chr1	34436669	34439672	-	protein_coding	3003	417	6790	39
Imp4	ENSMUSG00000026127.13	chr1	34439850	34449356	+	protein_coding	9506	1444	28788	421
Ptpn18	ENSMUSG00000026126.15	chr1	34459761	34475733	+	protein_coding	15972	2438	44874	1564
Prss39	ENSMUSG00000026125.9	chr1	34498409	34503063	+	protein_coding	4654	738	11014	219
Cfc1	ENSMUSG00000026124.4	chr1	34535647	34544313	+	protein_coding	8666	1339	25170	1323
Prss40	ENSMUSG00000037529.13	chr1	34543967	34560943	-	protein_coding	16976	2730	51134	1576
Amer3	ENSMUSG00000045174.10	chr1	34579656	34590944	+	protein_coding	11288	1780	29837	562
Arhgef4	ENSMUSG00000037509.21	chr1	34678187	34813309	+	protein_coding	135122	21662	415104	12851
Arhgef4	ENSMUSG00000118272.1	chr1	34801793	34801964	+	protein_coding	171	28	291	11
Fam168b	ENSMUSG00000037503.12	chr1	34813218	34843065	-	protein_coding	29847	4794	96779	1197
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	+	protein_coding	29605	4535	86954	1528
Hs6st1	ENSMUSG00000045216.7	chr1	36068399	36106446	+	protein_coding	38047	6174	107645	2006
Uggt1	ENSMUSG00000037470.14	chr1	36140026	36244720	-	protein_coding	104694	16318	341550	4695
Neurl3	ENSMUSG00000047180.8	chr1	36264596	36274679	-	protein_coding	10083	1650	31737	2121
Arid5a	ENSMUSG00000037447.16	chr1	36307732	36324029	+	protein_coding	16297	2622	46078	1880
Kansl3	ENSMUSG00000010453.12	chr1	36335729	36369181	-	protein_coding	33452	5097	100303	1200
Fer1l5	ENSMUSG00000037432.15	chr1	36372290	36422110	+	protein_coding	49820	7904	137960	2713
Lman2l	ENSMUSG00000001143.13	chr1	36419870	36445271	-	protein_coding	25401	3838	76690	1108
Cnnm4	ENSMUSG00000037408.10	chr1	36471619	36508764	+	protein_coding	37145	5911	110085	2655
Cnnm3	ENSMUSG00000001138.13	chr1	36511866	36528237	+	protein_coding	16371	2573	47132	881
Ankrd23	ENSMUSG00000067653.12	chr1	36530187	36536883	-	protein_coding	6696	1105	19995	623
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	-	protein_coding	9237	1494	28072	881
Ankrd39	ENSMUSG00000079610.9	chr1	36537506	36547445	-	protein_coding	9939	1530	29255	991
Sema4c	ENSMUSG00000026121.13	chr1	36548638	36558349	-	protein_coding	9711	1451	19917	397
Fam178b	ENSMUSG00000046337.17	chr1	36562691	36683183	-	protein_coding	120492	19331	364294	21010
Cox5b	ENSMUSG00000061518.11	chr1	36691448	36693681	+	protein_coding	2233	334	6095	40
Actr1b	ENSMUSG00000037351.9	chr1	36698113	36714422	-	protein_coding	16309	2560	41744	535
4933424G06Rik	ENSMUSG00000102416.4	chr1	36710148	36757953	+	protein_coding	47805	7364	140437	3185
Zap70	ENSMUSG00000026117.10	chr1	36761797	36782818	+	protein_coding	21021	3443	63958	1819
Tmem131	ENSMUSG00000026116.11	chr1	36792190	36943666	-	protein_coding	151476	23525	510779	16056
Vwa3b	ENSMUSG00000050122.19	chr1	37026595	37187613	+	protein_coding	161018	25047	494134	11481
Cnga3	ENSMUSG00000026114.14	chr1	37214433	37263384	+	protein_coding	48951	7880	150859	3967
Inpp4a	ENSMUSG00000026113.17	chr1	37299864	37410736	+	protein_coding	110872	18195	349244	9168
Coa5	ENSMUSG00000026112.7	chr1	37417083	37430103	-	protein_coding	13020	1990	40598	452
Unc50	ENSMUSG00000026111.15	chr1	37430138	37439124	+	protein_coding	8986	1374	29243	273
Mgat4a	ENSMUSG00000026110.15	chr1	37439339	37541016	-	protein_coding	101677	15642	314886	10477
2010300C02Rik	ENSMUSG00000026090.16	chr1	37611676	37720085	-	protein_coding	108409	17429	348077	12428
Tsga10	ENSMUSG00000060771.15	chr1	37754775	37866429	-	protein_coding	111654	16153	314889	5281
Lipt1	ENSMUSG00000037216.5	chr1	37871737	37876228	+	protein_coding	4491	633	12797	170
Mitd1	ENSMUSG00000026088.15	chr1	37874800	37890411	-	protein_coding	15611	2358	49528	623
Mrpl30	ENSMUSG00000026087.11	chr1	37890476	37898535	+	protein_coding	8059	1285	27323	400
Lyg2	ENSMUSG00000061584.6	chr1	37905922	37916493	-	protein_coding	10571	1603	32236	485
Lyg1	ENSMUSG00000026085.11	chr1	37946735	37957759	-	protein_coding	11024	1737	36632	315
Txndc9	ENSMUSG00000058407.12	chr1	37985188	37997893	-	protein_coding	12705	1824	35923	297
Eif5b	ENSMUSG00000026083.12	chr1	37998009	38055579	+	protein_coding	57570	8626	182314	2377
Rev1	ENSMUSG00000026082.11	chr1	38052785	38129801	-	protein_coding	77016	11211	238511	2998
Aff3	ENSMUSG00000037138.18	chr1	38177325	38664955	-	protein_coding	487630	75000	1642555	115701
Lonrf2	ENSMUSG00000048814.11	chr1	38793644	38836711	-	protein_coding	43067	6954	146838	2356
Chst10	ENSMUSG00000026080.13	chr1	38863866	38898161	-	protein_coding	34295	5476	102475	2470
Nms	ENSMUSG00000067604.8	chr1	38939148	38950276	+	protein_coding	11128	1697	33734	534
Pdcl3	ENSMUSG00000026078.10	chr1	38985607	38997238	+	protein_coding	11631	1718	34551	572
Npas2	ENSMUSG00000026077.15	chr1	39193730	39363236	+	protein_coding	169506	26898	537335	14694
Rpl31	ENSMUSG00000073702.11	chr1	39367841	39371911	+	protein_coding	4070	596	11321	100
Tbc1d8	ENSMUSG00000003134.10	chr1	39371491	39478755	-	protein_coding	107264	17197	340770	8611
Cnot11	ENSMUSG00000003135.15	chr1	39534991	39546889	+	protein_coding	11898	1761	34091	518
Rnf149	ENSMUSG00000048234.13	chr1	39551295	39577405	-	protein_coding	26110	3751	77437	1359
Creg2	ENSMUSG00000050967.5	chr1	39618405	39651474	-	protein_coding	33069	5326	108531	3412
Rfx8	ENSMUSG00000057173.8	chr1	39665300	39720997	-	protein_coding	55697	9196	182492	7112
Gm3646	ENSMUSG00000091937.3	chr1	39804147	39805332	-	protein_coding	1185	180	3481	166
Map4k4	ENSMUSG00000026074.15	chr1	39900912	40026310	+	protein_coding	125398	19928	412514	9657
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	+	protein_coding	51153	7863	152090	3215
Il1r1	ENSMUSG00000026072.12	chr1	40225079	40317257	+	protein_coding	92178	14065	278531	7929
Il1rl2	ENSMUSG00000070942.8	chr1	40324609	40367562	+	protein_coding	42953	6441	132126	1945
Il1rl1	ENSMUSG00000026069.15	chr1	40429569	40465415	+	protein_coding	35846	5301	103623	1093
Il18r1	ENSMUSG00000026070.15	chr1	40465551	40500854	+	protein_coding	35303	5347	112816	1705
Il18rap	ENSMUSG00000026068.11	chr1	40515361	40551705	+	protein_coding	36344	5316	107193	1522
Slc9a4	ENSMUSG00000026065.8	chr1	40580080	40630725	+	protein_coding	50645	7734	154107	2121
Slc9a2	ENSMUSG00000026062.12	chr1	40680573	40769273	+	protein_coding	88700	13019	256105	3764
Mfsd9	ENSMUSG00000041945.12	chr1	40772037	40790687	-	protein_coding	18650	2899	59647	817
Tmem182	ENSMUSG00000079588.3	chr1	40805600	40856887	+	protein_coding	51287	7836	167261	2621
Pou3f3	ENSMUSG00000045515.4	chr1	42694924	42703176	+	protein_coding	8252	1041	18226	1823
Mrps9	ENSMUSG00000060679.14	chr1	42851232	42905683	+	protein_coding	54451	8329	177791	3541
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	+	protein_coding	82585	12602	250035	3873
Tgfbrap1	ENSMUSG00000070939.9	chr1	43047199	43098637	-	protein_coding	51438	8172	160783	2557
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	+	protein_coding	17238	2572	48788	549
Fhl2	ENSMUSG00000008136.14	chr1	43123073	43196984	-	protein_coding	73911	11324	227638	4901
Nck2	ENSMUSG00000066877.11	chr1	43444578	43570515	+	protein_coding	125937	19420	406195	16989
Ecrg4	ENSMUSG00000026051.8	chr1	43730601	43742578	+	protein_coding	11977	1869	38528	717
Uxs1	ENSMUSG00000057363.12	chr1	43746965	43827800	-	protein_coding	80835	12382	248165	4730
Tpp2	ENSMUSG00000041763.14	chr1	43933646	44003000	+	protein_coding	69354	9618	200144	2368
Mettl21c	ENSMUSG00000047343.4	chr1	44009407	44020034	-	protein_coding	10627	1654	36179	519
Gm8251	ENSMUSG00000091844.2	chr1	44055871	44079746	-	protein_coding	23875	3476	76026	863
Tex30	ENSMUSG00000026049.11	chr1	44086612	44102441	-	protein_coding	15829	2129	41652	426
Poglut2	ENSMUSG00000026047.13	chr1	44106545	44118808	-	protein_coding	12263	1747	39366	463
Bivm	ENSMUSG00000041684.11	chr1	44118956	44144770	+	protein_coding	25814	3770	77665	853
Ercc5	ENSMUSG00000026048.16	chr1	44147743	44181260	+	protein_coding	33517	4945	101793	1395
Mettl21e	ENSMUSG00000046828.3	chr1	44204069	44218961	-	protein_coding	14892	2034	42212	1445
Gulp1	ENSMUSG00000056870.9	chr1	44551510	44796838	+	protein_coding	245328	32230	650711	8253
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	+	protein_coding	38169	5197	109632	1053
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	17812	363508	3789
Wdr75	ENSMUSG00000025995.16	chr1	45795165	45823619	+	protein_coding	28454	4138	89569	1310
Gm5269	ENSMUSG00000098549.1	chr1	45889524	45890273	-	protein_coding	749	127	2651	24
Slc40a1	ENSMUSG00000025993.10	chr1	45908067	45926523	-	protein_coding	18456	2629	54850	1121
Dnah7b	ENSMUSG00000041144.12	chr1	46066314	46373550	+	protein_coding	307236	43017	837776	10025
Dnah7c	ENSMUSG00000101337.6	chr1	46425591	46807476	+	protein_coding	381885	50918	972646	10922
Slc39a10	ENSMUSG00000025986.6	chr1	46807543	46892852	-	protein_coding	85309	12324	258538	4703
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	40931	884786	33806
Cavin2	ENSMUSG00000045954.7	chr1	51289125	51302960	+	protein_coding	13835	2067	43268	3053
Nabp1	ENSMUSG00000026107.11	chr1	51465861	51478425	-	protein_coding	12564	1728	36356	1216
Myo1b	ENSMUSG00000018417.14	chr1	51749764	51916071	-	protein_coding	166307	25461	535746	14510
Stat4	ENSMUSG00000062939.11	chr1	51987147	52107189	+	protein_coding	120042	18040	380764	8548
Stat1	ENSMUSG00000026104.14	chr1	52119439	52161865	+	protein_coding	42426	6497	135248	3385
Gls	ENSMUSG00000026103.14	chr1	52163447	52233232	-	protein_coding	69785	9616	202669	3090
Nab1	ENSMUSG00000002881.14	chr1	52457293	52500679	-	protein_coding	43386	6382	135312	2568
Nemp2	ENSMUSG00000043015.15	chr1	52630702	52651919	+	protein_coding	21217	3217	68015	1361
Mfsd6	ENSMUSG00000041439.15	chr1	52656285	52727462	-	protein_coding	71177	10826	228127	5901
Inpp1	ENSMUSG00000026102.9	chr1	52785426	52817688	-	protein_coding	32262	4823	97508	1503
Hibch	ENSMUSG00000041426.12	chr1	52844928	52920986	+	protein_coding	76058	10821	216334	3907
1700019D03Rik	ENSMUSG00000043629.12	chr1	52922323	53020179	-	protein_coding	97856	12819	240114	6695
Mstn	ENSMUSG00000026100.6	chr1	53061639	53068079	+	protein_coding	6440	914	22381	916
1700019A02Rik	ENSMUSG00000060715.9	chr1	53158576	53187636	-	protein_coding	29060	3984	75595	1432
Pms1	ENSMUSG00000026098.13	chr1	53189186	53297018	-	protein_coding	107832	15290	303020	5294
Ormdl1	ENSMUSG00000026097.9	chr1	53297094	53310309	+	protein_coding	13215	1862	39878	743
Gm28778	ENSMUSG00000100679.1	chr1	53297110	53318035	+	protein_coding	20925	2992	65082	1062
Osgepl1	ENSMUSG00000026096.14	chr1	53313623	53326343	+	protein_coding	12720	1845	42374	465
Gm28551	ENSMUSG00000099913.1	chr1	53325506	53352667	-	protein_coding	27161	3843	81010	1073
Asnsd1	ENSMUSG00000026095.15	chr1	53344616	53352752	-	protein_coding	8136	1179	25699	279
Gm50478	ENSMUSG00000117809.1	chr1	53348478	53352619	-	protein_coding	4141	617	12594	141
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	44678	871797	10775
Stk17b	ENSMUSG00000026094.14	chr1	53755505	53785224	-	protein_coding	29719	4055	91072	1836
Hecw2	ENSMUSG00000042807.15	chr1	53806875	54195168	-	protein_coding	388293	56310	1157342	25028
Ccdc150	ENSMUSG00000025983.11	chr1	54250682	54368727	+	protein_coding	118045	16483	333278	4878
Gtf3c3	ENSMUSG00000041303.7	chr1	54396003	54438971	-	protein_coding	42968	5716	120876	1202
Gm34066	ENSMUSG00000109809.1	chr1	54443403	54456763	-	protein_coding	13360	1981	40148	417
Pgap1	ENSMUSG00000073678.4	chr1	54472993	54557684	-	protein_coding	84691	12309	262885	3771
Ankrd44	ENSMUSG00000052331.14	chr1	54645339	54926387	-	protein_coding	281048	42216	897239	31351
Sf3b1	ENSMUSG00000025982.13	chr1	54985168	55027481	-	protein_coding	42313	5843	120005	1218
Coq10b	ENSMUSG00000025981.13	chr1	55052769	55072702	+	protein_coding	19933	2937	64529	827
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	-	protein_coding	10409	1577	32843	329
Hspe1	ENSMUSG00000073676.4	chr1	55088131	55091307	+	protein_coding	3176	440	8390	125
Mob4	ENSMUSG00000025979.13	chr1	55131230	55154899	+	protein_coding	23669	3337	68380	940
Rftn2	ENSMUSG00000025978.14	chr1	55170158	55226782	-	protein_coding	56624	8808	180175	3443
Mars2	ENSMUSG00000046994.9	chr1	55237176	55248470	+	protein_coding	11294	1532	31460	478
Boll	ENSMUSG00000025977.15	chr1	55248657	55363469	-	protein_coding	114812	16034	324247	4316
Plcl1	ENSMUSG00000038349.10	chr1	55405920	55754285	+	protein_coding	348365	50694	1061151	30305
Hsfy2	ENSMUSG00000045336.5	chr1	56636043	56637435	-	protein_coding	1392	203	4171	68
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	-	protein_coding	184670	27233	565163	19385
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	+	protein_coding	7804	1132	24445	302
Tyw5	ENSMUSG00000048495.16	chr1	57388236	57407101	-	protein_coding	18865	2649	56116	854
Maip1	ENSMUSG00000025971.6	chr1	57406327	57417953	+	protein_coding	11626	1647	34961	416
Spats2l	ENSMUSG00000038305.15	chr1	57774161	57948394	+	protein_coding	174233	26463	548646	14942
Kctd18	ENSMUSG00000054770.16	chr1	57955100	58018956	-	protein_coding	63856	9149	185016	2168
Sgo2a	ENSMUSG00000026039.9	chr1	57995970	58025899	+	protein_coding	29929	4220	87606	1053
Aox1	ENSMUSG00000063558.4	chr1	58029930	58106413	+	protein_coding	76483	11828	237648	5972
Aox3	ENSMUSG00000064294.12	chr1	58113129	58200698	+	protein_coding	87569	13684	274250	3955
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	+	protein_coding	58201	9009	178550	3588
Aox2	ENSMUSG00000079554.2	chr1	58278325	58380259	+	protein_coding	101934	14439	274894	5431
Bzw1	ENSMUSG00000051223.14	chr1	58392897	58407353	+	protein_coding	14456	2030	42677	399
Clk1	ENSMUSG00000026034.17	chr1	58410188	58424066	-	protein_coding	13878	1984	42225	274
Ppil3	ENSMUSG00000026035.15	chr1	58430993	58445486	-	protein_coding	14493	2212	46327	692
Nif3l1	ENSMUSG00000026036.17	chr1	58445150	58481816	+	protein_coding	36666	5690	119373	1797
Orc2	ENSMUSG00000026037.14	chr1	58462770	58505109	-	protein_coding	42339	6316	128136	1698
Fam126b	ENSMUSG00000038174.14	chr1	58522805	58586323	-	protein_coding	63518	8932	187234	2157
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	+	protein_coding	9581	1281	24002	332
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	-	protein_coding	49087	7332	136012	2302
Cflar	ENSMUSG00000026031.15	chr1	58711507	58758884	+	protein_coding	47377	7009	139694	3015
Casp8	ENSMUSG00000026029.14	chr1	58795373	58847503	+	protein_coding	52130	6797	124859	1724
Trak2	ENSMUSG00000026028.12	chr1	58900448	58973430	-	protein_coding	72982	10358	202558	3139
Stradb	ENSMUSG00000026027.13	chr1	58973521	58995715	+	protein_coding	22194	3200	65480	960
C2cd6	ENSMUSG00000072295.7	chr1	58997115	59094900	-	protein_coding	97785	13951	288486	4028
Tmem237	ENSMUSG00000038079.14	chr1	59100589	59120408	-	protein_coding	19819	2824	59109	868
Mpp4	ENSMUSG00000079550.9	chr1	59120934	59163389	-	protein_coding	42455	6635	131172	2042
Als2	ENSMUSG00000026024.14	chr1	59162925	59237231	-	protein_coding	74306	11087	221385	2888
Cdk15	ENSMUSG00000026023.16	chr1	59256905	59352993	+	protein_coding	96088	14407	291777	14358
Fzd7	ENSMUSG00000041075.8	chr1	59482423	59486955	+	protein_coding	4532	619	8791	136
Gm973	ENSMUSG00000047361.16	chr1	59516263	59636417	+	protein_coding	120154	18443	360358	21931
