gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Trpa1	ENSMUSG00000032769.5	chr1	14872647	14918862	-	protein_coding	46215	6881	299910	3194
Kcnb2	ENSMUSG00000092083.4	chr1	15287253	15723750	+	protein_coding	436497	64113	2587282	120715
Terf1	ENSMUSG00000025925.14	chr1	15805645	15844052	+	protein_coding	38407	5296	212176	3558
Sbspon	ENSMUSG00000032719.4	chr1	15853861	15892722	-	protein_coding	38861	5604	203408	4643
4930444P10Rik	ENSMUSG00000067795.13	chr1	16065978	16093325	-	protein_coding	27347	3842	128491	1779
Rpl7	ENSMUSG00000043716.13	chr1	16101294	16104662	-	protein_coding	3368	488	18544	177
Rdh10	ENSMUSG00000025921.7	chr1	16105773	16133734	+	protein_coding	27961	4247	171549	4309
Stau2	ENSMUSG00000025920.19	chr1	16228673	16520112	-	protein_coding	291439	42635	1569714	23127
Ube2w	ENSMUSG00000025939.19	chr1	16540789	16619489	-	protein_coding	78700	11556	442675	4909
Eloc	ENSMUSG00000079658.9	chr1	16641724	16657042	-	protein_coding	15318	2240	97332	990
Tmem70	ENSMUSG00000025940.6	chr1	16665206	16678275	+	protein_coding	13069	1834	69181	728
Ly96	ENSMUSG00000025779.10	chr1	16688050	16709611	+	protein_coding	21561	3247	116236	1435
Jph1	ENSMUSG00000042686.5	chr1	16964559	17097889	-	protein_coding	133330	19438	726619	29032
Gdap1	ENSMUSG00000025777.8	chr1	17145361	17164271	+	protein_coding	18910	2679	97255	2544
Pi15	ENSMUSG00000067780.3	chr1	17601900	17630939	+	protein_coding	29039	4192	178968	2144
Crispld1	ENSMUSG00000025776.13	chr1	17727044	17766344	+	protein_coding	39300	5683	231963	3052
Crisp4	ENSMUSG00000025774.14	chr1	18115190	18145902	-	protein_coding	30712	4268	174510	2577
Defb18	ENSMUSG00000073735.1	chr1	18236472	18237443	-	protein_coding	971	143	6836	67
Defb41	ENSMUSG00000067773.6	chr1	18250979	18265138	-	protein_coding	14159	1900	70095	974
Tfap2d	ENSMUSG00000042596.7	chr1	19103021	19166346	+	protein_coding	63325	8103	300213	3595
Tfap2b	ENSMUSG00000025927.13	chr1	19208913	19238576	+	protein_coding	29663	4103	123141	1479
Pkhd1	ENSMUSG00000043760.16	chr1	20057778	20618064	-	protein_coding	560286	76780	2960522	40723
Il17a	ENSMUSG00000025929.4	chr1	20730904	20734496	+	protein_coding	3592	498	19696	173
Il17f	ENSMUSG00000041872.9	chr1	20777145	20790617	-	protein_coding	13472	1943	73799	889
Mcm3	ENSMUSG00000041859.10	chr1	20802967	20820312	-	protein_coding	17345	2667	101520	1101
Paqr8	ENSMUSG00000025931.15	chr1	20890605	20939650	+	protein_coding	49045	7379	275984	11964
Efhc1	ENSMUSG00000041809.5	chr1	20951625	20990841	+	protein_coding	39216	5855	220111	4005
Tram2	ENSMUSG00000041779.5	chr1	20996298	21079229	-	protein_coding	82931	13090	472931	14399
Tmem14a	ENSMUSG00000025933.15	chr1	21218574	21230167	+	protein_coding	11593	1844	66140	1868
Gsta3	ENSMUSG00000025934.15	chr1	21240588	21265661	+	protein_coding	25073	3745	140554	2184
Khdc1a	ENSMUSG00000067750.3	chr1	21349640	21352200	+	protein_coding	2560	372	9153	139
Khdc1c	ENSMUSG00000041722.7	chr1	21368330	21370845	+	protein_coding	2515	366	9555	116
Khdc1b	ENSMUSG00000085079.3	chr1	21383555	21386373	+	protein_coding	2818	418	13848	253
Kcnq5	ENSMUSG00000028033.16	chr1	21398402	21961942	-	protein_coding	563540	80924	3279899	80961
Rims1	ENSMUSG00000041670.17	chr1	22286250	22805994	-	protein_coding	519744	70120	2561407	44290
Ppp1r14bl	ENSMUSG00000073730.2	chr1	23100472	23102253	-	protein_coding	1781	228	9641	692
Ogfrl1	ENSMUSG00000026158.11	chr1	23366423	23397772	-	protein_coding	31349	4584	177791	3469
B3gat2	ENSMUSG00000026156.8	chr1	23761752	23849158	+	protein_coding	87406	13048	458391	15166
Smap1	ENSMUSG00000026155.13	chr1	23844845	23922317	-	protein_coding	77472	10428	384340	5778
Sdhaf4	ENSMUSG00000026154.4	chr1	23995938	24005656	-	protein_coding	9718	1476	56431	964
Fam135a	ENSMUSG00000026153.15	chr1	24011092	24100341	-	protein_coding	89249	11890	457817	11201
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	+	protein_coding	75075	11088	449621	35498
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	-	protein_coding	325583	46232	1824096	84416
Lmbrd1	ENSMUSG00000073725.8	chr1	24678629	24766301	+	protein_coding	87672	12266	456819	5689
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	-	protein_coding	762232	104979	3854148	79158
4931408C20Rik	ENSMUSG00000073722.3	chr1	26681813	26687460	-	protein_coding	5647	895	80673	1081
Gm597	ENSMUSG00000048411.4	chr1	28776116	28780252	-	protein_coding	4136	648	23274	289
Phf3	ENSMUSG00000048874.15	chr1	30802338	30873921	-	protein_coding	71583	9454	370806	3954
Ptp4a1	ENSMUSG00000026064.16	chr1	30940301	30949309	-	protein_coding	9008	1191	44568	358
Ptp4a1	ENSMUSG00000117310.2	chr1	30940301	30949770	-	protein_coding	9469	1235	45464	379
Gm5698	ENSMUSG00000117091.1	chr1	30977242	30977968	-	protein_coding	726	133	6556	73
4931428L18Rik	ENSMUSG00000086727.8	chr1	30997841	31222684	-	protein_coding	224843	32313	1253433	33863
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	+	protein_coding	28325	4179	166409	6313
Pih1d3	ENSMUSG00000026063.4	chr1	31222837	31224288	+	protein_coding	1451	205	8504	73
Khdrbs2	ENSMUSG00000026058.11	chr1	32172713	32658568	+	protein_coding	485855	69169	2818993	86209
Gm5415	ENSMUSG00000091318.2	chr1	32543685	32547294	-	protein_coding	3609	524	14867	207
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	-	protein_coding	215986	32160	1283613	24147
Rab23	ENSMUSG00000004768.14	chr1	33719886	33742564	+	protein_coding	22678	3462	132254	1602
Bag2	ENSMUSG00000042215.8	chr1	33745483	33757795	-	protein_coding	12312	1871	73935	3170
Zfp451	ENSMUSG00000042197.13	chr1	33761544	33814595	-	protein_coding	53051	7937	309367	5141
Bend6	ENSMUSG00000042182.16	chr1	33852051	33907816	-	protein_coding	55765	8385	327311	6146
Dst	ENSMUSG00000026131.20	chr1	33908224	34308661	+	protein_coding	400437	60061	2222377	38997
Ccdc115	ENSMUSG00000042111.9	chr1	34436669	34439672	-	protein_coding	3003	420	12948	175
Imp4	ENSMUSG00000026127.13	chr1	34439850	34449356	+	protein_coding	9506	1444	57046	768
Ptpn18	ENSMUSG00000026126.15	chr1	34459761	34475733	+	protein_coding	15972	2421	85425	2546
Prss39	ENSMUSG00000026125.9	chr1	34498409	34503063	+	protein_coding	4654	738	21002	525
Cfc1	ENSMUSG00000026124.4	chr1	34535647	34544313	+	protein_coding	8666	1354	45844	2300
Prss40	ENSMUSG00000037529.13	chr1	34543967	34560943	-	protein_coding	16976	2731	92779	2804
Amer3	ENSMUSG00000045174.10	chr1	34579656	34590944	+	protein_coding	11288	1782	56688	1162
Arhgef4	ENSMUSG00000037509.21	chr1	34678187	34813309	+	protein_coding	135122	21713	776961	19049
Arhgef4	ENSMUSG00000118272.1	chr1	34801793	34801964	+	protein_coding	171	28	576	12
Fam168b	ENSMUSG00000037503.12	chr1	34813218	34843065	-	protein_coding	29847	4797	177857	2019
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	+	protein_coding	29605	4559	158584	2049
Hs6st1	ENSMUSG00000045216.7	chr1	36068399	36106446	+	protein_coding	38047	6237	187287	3299
Uggt1	ENSMUSG00000037470.14	chr1	36140026	36244720	-	protein_coding	104694	16323	612832	6640
Neurl3	ENSMUSG00000047180.8	chr1	36264596	36274679	-	protein_coding	10083	1650	52920	4258
Arid5a	ENSMUSG00000037447.16	chr1	36307732	36324029	+	protein_coding	16297	2623	81455	2036
Kansl3	ENSMUSG00000010453.12	chr1	36335729	36369181	-	protein_coding	33452	5098	195684	1947
Fer1l5	ENSMUSG00000037432.15	chr1	36372290	36422110	+	protein_coding	49820	7898	275326	4400
Lman2l	ENSMUSG00000001143.13	chr1	36419870	36445271	-	protein_coding	25401	3829	156371	2643
Cnnm4	ENSMUSG00000037408.10	chr1	36471619	36508764	+	protein_coding	37145	5920	243380	7217
Cnnm3	ENSMUSG00000001138.13	chr1	36511866	36528237	+	protein_coding	16371	2573	104911	1796
Ankrd23	ENSMUSG00000067653.12	chr1	36530187	36536883	-	protein_coding	6696	1105	41110	1132
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	-	protein_coding	9237	1494	59820	1863
Ankrd39	ENSMUSG00000079610.9	chr1	36537506	36547445	-	protein_coding	9939	1530	67221	2646
Sema4c	ENSMUSG00000026121.13	chr1	36548638	36558349	-	protein_coding	9711	1451	42302	860
Fam178b	ENSMUSG00000046337.17	chr1	36562691	36683183	-	protein_coding	120492	19342	676489	36090
Cox5b	ENSMUSG00000061518.11	chr1	36691448	36693681	+	protein_coding	2233	334	11041	82
Actr1b	ENSMUSG00000037351.9	chr1	36698113	36714422	-	protein_coding	16309	2561	77001	972
4933424G06Rik	ENSMUSG00000102416.4	chr1	36710148	36757953	+	protein_coding	47805	7423	256221	4933
Zap70	ENSMUSG00000026117.10	chr1	36761797	36782818	+	protein_coding	21021	3446	110369	1990
Tmem131	ENSMUSG00000026116.11	chr1	36792190	36943666	-	protein_coding	151476	23541	912064	26427
Vwa3b	ENSMUSG00000050122.19	chr1	37026595	37187613	+	protein_coding	161018	25234	937502	22112
Cnga3	ENSMUSG00000026114.14	chr1	37214433	37263384	+	protein_coding	48951	7874	272499	6426
Inpp4a	ENSMUSG00000026113.17	chr1	37299864	37410736	+	protein_coding	110872	18213	630994	17159
Coa5	ENSMUSG00000026112.7	chr1	37417083	37430103	-	protein_coding	13020	1990	74576	855
Unc50	ENSMUSG00000026111.15	chr1	37430138	37439124	+	protein_coding	8986	1384	55105	505
Mgat4a	ENSMUSG00000026110.15	chr1	37439339	37541016	-	protein_coding	101677	15641	581277	15613
2010300C02Rik	ENSMUSG00000026090.16	chr1	37611676	37720085	-	protein_coding	108409	17439	612291	18639
Tsga10	ENSMUSG00000060771.15	chr1	37754775	37866429	-	protein_coding	111654	16225	625829	10209
Lipt1	ENSMUSG00000037216.5	chr1	37871737	37876228	+	protein_coding	4491	633	28822	320
Mitd1	ENSMUSG00000026088.15	chr1	37874800	37890411	-	protein_coding	15611	2359	97969	1045
Mrpl30	ENSMUSG00000026087.11	chr1	37890476	37898535	+	protein_coding	8059	1285	55834	478
Lyg2	ENSMUSG00000061584.6	chr1	37905922	37916493	-	protein_coding	10571	1603	63506	729
Lyg1	ENSMUSG00000026085.11	chr1	37946735	37957759	-	protein_coding	11024	1725	71136	802
Txndc9	ENSMUSG00000058407.12	chr1	37985188	37997893	-	protein_coding	12705	1841	73204	892
Eif5b	ENSMUSG00000026083.12	chr1	37998009	38055579	+	protein_coding	57570	8628	353682	3780
Rev1	ENSMUSG00000026082.11	chr1	38052785	38129801	-	protein_coding	77016	11208	454346	4544
Aff3	ENSMUSG00000037138.18	chr1	38177325	38664955	-	protein_coding	487630	75047	3079461	193165
Lonrf2	ENSMUSG00000048814.11	chr1	38793644	38836711	-	protein_coding	43067	6915	258708	2905
Chst10	ENSMUSG00000026080.13	chr1	38863866	38898161	-	protein_coding	34295	5489	189469	3777
Nms	ENSMUSG00000067604.8	chr1	38939148	38950276	+	protein_coding	11128	1697	65829	1107
Pdcl3	ENSMUSG00000026078.10	chr1	38985607	38997238	+	protein_coding	11631	1718	62806	1021
Npas2	ENSMUSG00000026077.15	chr1	39193730	39363236	+	protein_coding	169506	26922	1000801	24164
Rpl31	ENSMUSG00000073702.11	chr1	39367841	39371911	+	protein_coding	4070	596	21636	202
Tbc1d8	ENSMUSG00000003134.10	chr1	39371491	39478755	-	protein_coding	107264	17260	611453	16077
Cnot11	ENSMUSG00000003135.15	chr1	39534991	39546889	+	protein_coding	11898	1761	63275	628
Rnf149	ENSMUSG00000048234.13	chr1	39551295	39577405	-	protein_coding	26110	3763	143569	2413
Creg2	ENSMUSG00000050967.5	chr1	39618405	39651474	-	protein_coding	33069	5333	199392	5683
Rfx8	ENSMUSG00000057173.8	chr1	39665300	39720997	-	protein_coding	55697	9192	333613	11977
Gm3646	ENSMUSG00000091937.3	chr1	39804147	39805332	-	protein_coding	1185	180	5778	217
Map4k4	ENSMUSG00000026074.15	chr1	39900912	40026310	+	protein_coding	125398	19901	714790	14402
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	+	protein_coding	51153	7863	278391	5007
Il1r1	ENSMUSG00000026072.12	chr1	40225079	40317257	+	protein_coding	92178	14056	528191	11280
Il1rl2	ENSMUSG00000070942.8	chr1	40324609	40367562	+	protein_coding	42953	6484	255165	3449
Il1rl1	ENSMUSG00000026069.15	chr1	40429569	40465415	+	protein_coding	35846	5341	208257	2212
Il18r1	ENSMUSG00000026070.15	chr1	40465551	40500854	+	protein_coding	35303	5400	225161	3019
Il18rap	ENSMUSG00000026068.11	chr1	40515361	40551705	+	protein_coding	36344	5346	216772	2935
Slc9a4	ENSMUSG00000026065.8	chr1	40580080	40630725	+	protein_coding	50645	7790	303288	4120
Slc9a2	ENSMUSG00000026062.12	chr1	40680573	40769273	+	protein_coding	88700	13225	504829	6405
Mfsd9	ENSMUSG00000041945.12	chr1	40772037	40790687	-	protein_coding	18650	2900	113434	1476
Tmem182	ENSMUSG00000079588.3	chr1	40805600	40856887	+	protein_coding	51287	7912	327787	4819
Pou3f3	ENSMUSG00000045515.4	chr1	42694924	42703176	+	protein_coding	8252	1047	32854	2071
Mrps9	ENSMUSG00000060679.14	chr1	42851232	42905683	+	protein_coding	54451	8327	340800	5358
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	+	protein_coding	82585	12653	470881	7321
Tgfbrap1	ENSMUSG00000070939.9	chr1	43047199	43098637	-	protein_coding	51438	8165	304225	4589
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	+	protein_coding	17238	2581	90038	1012
Fhl2	ENSMUSG00000008136.14	chr1	43123073	43196984	-	protein_coding	73911	11347	433933	9275
Nck2	ENSMUSG00000066877.11	chr1	43444578	43570515	+	protein_coding	125937	19412	761831	36558
Ecrg4	ENSMUSG00000026051.8	chr1	43730601	43742578	+	protein_coding	11977	1869	71859	1223
Uxs1	ENSMUSG00000057363.12	chr1	43746965	43827800	-	protein_coding	80835	12371	470433	7399
Tpp2	ENSMUSG00000041763.14	chr1	43933646	44003000	+	protein_coding	69354	9678	390481	4033
Mettl21c	ENSMUSG00000047343.4	chr1	44009407	44020034	-	protein_coding	10627	1654	73451	746
Gm8251	ENSMUSG00000091844.2	chr1	44055871	44079746	-	protein_coding	23875	3497	155036	1288
Tex30	ENSMUSG00000026049.11	chr1	44086612	44102441	-	protein_coding	15829	2130	84960	1010
Poglut2	ENSMUSG00000026047.13	chr1	44106545	44118808	-	protein_coding	12263	1747	77452	1071
Bivm	ENSMUSG00000041684.11	chr1	44118956	44144770	+	protein_coding	25814	3794	148468	1730
Ercc5	ENSMUSG00000026048.16	chr1	44147743	44181260	+	protein_coding	33517	4945	191404	2061
Mettl21e	ENSMUSG00000046828.3	chr1	44204069	44218961	-	protein_coding	14892	2040	82856	4016
Gulp1	ENSMUSG00000056870.9	chr1	44551510	44796838	+	protein_coding	245328	32498	1270361	17240
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	+	protein_coding	38169	5212	216804	2284
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	17891	728964	7031
Wdr75	ENSMUSG00000025995.16	chr1	45795165	45823619	+	protein_coding	28454	4130	167202	1825
Gm5269	ENSMUSG00000098549.1	chr1	45889524	45890273	-	protein_coding	749	127	5245	82
Slc40a1	ENSMUSG00000025993.10	chr1	45908067	45926523	-	protein_coding	18456	2614	104952	1883
Dnah7b	ENSMUSG00000041144.12	chr1	46066314	46373550	+	protein_coding	307236	43416	1677465	17815
Dnah7c	ENSMUSG00000101337.6	chr1	46425591	46807476	+	protein_coding	381885	51474	1904570	20343
Slc39a10	ENSMUSG00000025986.6	chr1	46807543	46892852	-	protein_coding	85309	12334	500554	7371
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	40959	1680401	79259
Cavin2	ENSMUSG00000045954.7	chr1	51289125	51302960	+	protein_coding	13835	2067	80356	5128
Nabp1	ENSMUSG00000026107.11	chr1	51465861	51478425	-	protein_coding	12564	1728	71600	4074
Myo1b	ENSMUSG00000018417.14	chr1	51749764	51916071	-	protein_coding	166307	25509	1043322	23898
Stat4	ENSMUSG00000062939.11	chr1	51987147	52107189	+	protein_coding	120042	18026	725421	13901
Stat1	ENSMUSG00000026104.14	chr1	52119439	52161865	+	protein_coding	42426	6514	265354	8362
Gls	ENSMUSG00000026103.14	chr1	52163447	52233232	-	protein_coding	69785	9617	401765	5530
Nab1	ENSMUSG00000002881.14	chr1	52457293	52500679	-	protein_coding	43386	6425	257162	5523
Nemp2	ENSMUSG00000043015.15	chr1	52630702	52651919	+	protein_coding	21217	3218	127613	2220
Mfsd6	ENSMUSG00000041439.15	chr1	52656285	52727462	-	protein_coding	71177	10849	412171	10111
Inpp1	ENSMUSG00000026102.9	chr1	52785426	52817688	-	protein_coding	32262	4835	178506	3025
Hibch	ENSMUSG00000041426.12	chr1	52844928	52920986	+	protein_coding	76058	10882	402036	7763
1700019D03Rik	ENSMUSG00000043629.12	chr1	52922323	53020179	-	protein_coding	97856	12982	447074	19336
Mstn	ENSMUSG00000026100.6	chr1	53061639	53068079	+	protein_coding	6440	914	40265	2426
1700019A02Rik	ENSMUSG00000060715.9	chr1	53158576	53187636	-	protein_coding	29060	3944	136123	2333
Pms1	ENSMUSG00000026098.13	chr1	53189186	53297018	-	protein_coding	107832	15332	565255	14615
Ormdl1	ENSMUSG00000026097.9	chr1	53297094	53310309	+	protein_coding	13215	1869	77961	2442
Gm28778	ENSMUSG00000100679.1	chr1	53297110	53318035	+	protein_coding	20925	2999	127658	3322
Osgepl1	ENSMUSG00000026096.14	chr1	53313623	53326343	+	protein_coding	12720	1845	81296	884
Gm28551	ENSMUSG00000099913.1	chr1	53325506	53352667	-	protein_coding	27161	3846	160532	1837
Asnsd1	ENSMUSG00000026095.15	chr1	53344616	53352752	-	protein_coding	8136	1179	50437	734
Gm50478	ENSMUSG00000117809.1	chr1	53348478	53352619	-	protein_coding	4141	617	25664	587
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	44872	1726945	18257
Stk17b	ENSMUSG00000026094.14	chr1	53755505	53785224	-	protein_coding	29719	4054	174268	2884
Hecw2	ENSMUSG00000042807.15	chr1	53806875	54195168	-	protein_coding	388293	56407	2031343	33705
Ccdc150	ENSMUSG00000025983.11	chr1	54250682	54368727	+	protein_coding	118045	16532	627479	8223
Gtf3c3	ENSMUSG00000041303.7	chr1	54396003	54438971	-	protein_coding	42968	5745	228486	1961
Gm34066	ENSMUSG00000109809.1	chr1	54443403	54456763	-	protein_coding	13360	1981	75742	726
Pgap1	ENSMUSG00000073678.4	chr1	54472993	54557684	-	protein_coding	84691	12337	498146	6036
Ankrd44	ENSMUSG00000052331.14	chr1	54645339	54926387	-	protein_coding	281048	42350	1678697	54402
Sf3b1	ENSMUSG00000025982.13	chr1	54985168	55027481	-	protein_coding	42313	5846	223114	2064
Coq10b	ENSMUSG00000025981.13	chr1	55052769	55072702	+	protein_coding	19933	2939	134685	1256
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	-	protein_coding	10409	1577	70550	653
Hspe1	ENSMUSG00000073676.4	chr1	55088131	55091307	+	protein_coding	3176	440	15140	212
Mob4	ENSMUSG00000025979.13	chr1	55131230	55154899	+	protein_coding	23669	3339	130788	1527
Rftn2	ENSMUSG00000025978.14	chr1	55170158	55226782	-	protein_coding	56624	8835	341471	6106
Mars2	ENSMUSG00000046994.9	chr1	55237176	55248470	+	protein_coding	11294	1532	58106	834
Boll	ENSMUSG00000025977.15	chr1	55248657	55363469	-	protein_coding	114812	16042	628291	6547
Plcl1	ENSMUSG00000038349.10	chr1	55405920	55754285	+	protein_coding	348365	50968	2032450	50636
Hsfy2	ENSMUSG00000045336.5	chr1	56636043	56637435	-	protein_coding	1392	203	8319	176
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	-	protein_coding	184670	27258	1104719	40915
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	+	protein_coding	7804	1132	46656	895
Tyw5	ENSMUSG00000048495.16	chr1	57388236	57407101	-	protein_coding	18865	2649	105832	1455
Maip1	ENSMUSG00000025971.6	chr1	57406327	57417953	+	protein_coding	11626	1661	68426	576
Spats2l	ENSMUSG00000038305.15	chr1	57774161	57948394	+	protein_coding	174233	26473	1107012	31164
Kctd18	ENSMUSG00000054770.16	chr1	57955100	58018956	-	protein_coding	63856	9196	371985	4675
Sgo2a	ENSMUSG00000026039.9	chr1	57995970	58025899	+	protein_coding	29929	4221	175109	3092
Aox1	ENSMUSG00000063558.4	chr1	58029930	58106413	+	protein_coding	76483	11948	473037	16717
Aox3	ENSMUSG00000064294.12	chr1	58113129	58200698	+	protein_coding	87569	13697	517619	7878
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	+	protein_coding	58201	9061	338457	9925
Aox2	ENSMUSG00000079554.2	chr1	58278325	58380259	+	protein_coding	101934	14573	510462	9516
Bzw1	ENSMUSG00000051223.14	chr1	58392897	58407353	+	protein_coding	14456	2030	80448	787
Clk1	ENSMUSG00000026034.17	chr1	58410188	58424066	-	protein_coding	13878	1984	75310	653
Ppil3	ENSMUSG00000026035.15	chr1	58430993	58445486	-	protein_coding	14493	2218	88739	1248
Nif3l1	ENSMUSG00000026036.17	chr1	58445150	58481816	+	protein_coding	36666	5690	221400	2366
Orc2	ENSMUSG00000026037.14	chr1	58462770	58505109	-	protein_coding	42339	6316	249950	2395
Fam126b	ENSMUSG00000038174.14	chr1	58522805	58586323	-	protein_coding	63518	8937	357267	3835
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	+	protein_coding	9581	1277	42662	520
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	-	protein_coding	49087	7376	246814	3847
Cflar	ENSMUSG00000026031.15	chr1	58711507	58758884	+	protein_coding	47377	7032	257428	6924
Casp8	ENSMUSG00000026029.14	chr1	58795373	58847503	+	protein_coding	52130	6868	235636	2857
Trak2	ENSMUSG00000026028.12	chr1	58900448	58973430	-	protein_coding	72982	10423	384183	4960
Stradb	ENSMUSG00000026027.13	chr1	58973521	58995715	+	protein_coding	22194	3213	125819	1782
C2cd6	ENSMUSG00000072295.7	chr1	58997115	59094900	-	protein_coding	97785	13993	556522	6339
Tmem237	ENSMUSG00000038079.14	chr1	59100589	59120408	-	protein_coding	19819	2847	108625	1139
Mpp4	ENSMUSG00000079550.9	chr1	59120934	59163389	-	protein_coding	42455	6647	248586	3242
Als2	ENSMUSG00000026024.14	chr1	59162925	59237231	-	protein_coding	74306	11072	398078	5107
Cdk15	ENSMUSG00000026023.16	chr1	59256905	59352993	+	protein_coding	96088	14457	527705	35842
Fzd7	ENSMUSG00000041075.8	chr1	59482423	59486955	+	protein_coding	4532	619	16981	994
