gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Ppp1r14bl	ENSMUSG00000073730.2	chr1	23100472	23102253	-	protein_coding	1781	228	3801	177
Ogfrl1	ENSMUSG00000026158.11	chr1	23366423	23397772	-	protein_coding	31349	4564	65644	1605
B3gat2	ENSMUSG00000026156.8	chr1	23761752	23849158	+	protein_coding	87406	12858	173773	5766
Smap1	ENSMUSG00000026155.13	chr1	23844845	23922317	-	protein_coding	77472	10328	131140	2460
Sdhaf4	ENSMUSG00000026154.4	chr1	23995938	24005656	-	protein_coding	9718	1476	22190	535
Fam135a	ENSMUSG00000026153.15	chr1	24011092	24100341	-	protein_coding	89249	11715	153374	3593
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	+	protein_coding	75075	11012	145344	5954
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	-	protein_coding	325583	45707	611788	23425
Lmbrd1	ENSMUSG00000073725.8	chr1	24678629	24766301	+	protein_coding	87672	12158	167663	3096
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	-	protein_coding	762232	104030	1328463	35491
4931408C20Rik	ENSMUSG00000073722.3	chr1	26681813	26687460	-	protein_coding	5647	895	29453	471
Gm597	ENSMUSG00000048411.4	chr1	28776116	28780252	-	protein_coding	4136	648	9109	61
Phf3	ENSMUSG00000048874.15	chr1	30802338	30873921	-	protein_coding	71583	9354	123764	1891
Ptp4a1	ENSMUSG00000026064.16	chr1	30940301	30949309	-	protein_coding	9008	1159	13956	254
Ptp4a1	ENSMUSG00000117310.2	chr1	30940301	30949770	-	protein_coding	9469	1203	14311	257
Gm5698	ENSMUSG00000117091.1	chr1	30977242	30977968	-	protein_coding	726	133	2487	10
4931428L18Rik	ENSMUSG00000086727.8	chr1	30997841	31222684	-	protein_coding	224843	31682	433214	9799
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	+	protein_coding	28325	4116	57879	1684
Pih1d3	ENSMUSG00000026063.4	chr1	31222837	31224288	+	protein_coding	1451	205	2505	26
Khdrbs2	ENSMUSG00000026058.11	chr1	32172713	32658568	+	protein_coding	485855	68049	914480	25970
Gm5415	ENSMUSG00000091318.2	chr1	32543685	32547294	-	protein_coding	3609	481	4987	68
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	-	protein_coding	215986	31877	465910	10772
Rab23	ENSMUSG00000004768.14	chr1	33719886	33742564	+	protein_coding	22678	3452	49799	888
Bag2	ENSMUSG00000042215.8	chr1	33745483	33757795	-	protein_coding	12312	1863	27072	833
Zfp451	ENSMUSG00000042197.13	chr1	33761544	33814595	-	protein_coding	53051	7928	108950	2376
Bend6	ENSMUSG00000042182.16	chr1	33852051	33907816	-	protein_coding	55765	8292	113552	2627
Dst	ENSMUSG00000026131.20	chr1	33908224	34308661	+	protein_coding	400437	59671	843778	20959
Ccdc115	ENSMUSG00000042111.9	chr1	34436669	34439672	-	protein_coding	3003	416	4297	71
Imp4	ENSMUSG00000026127.13	chr1	34439850	34449356	+	protein_coding	9506	1439	19904	319
Ptpn18	ENSMUSG00000026126.15	chr1	34459761	34475733	+	protein_coding	15972	2416	31185	1141
Prss39	ENSMUSG00000026125.9	chr1	34498409	34503063	+	protein_coding	4654	732	8893	324
Cfc1	ENSMUSG00000026124.4	chr1	34535647	34544313	+	protein_coding	8666	1338	17500	786
Prss40	ENSMUSG00000037529.13	chr1	34543967	34560943	-	protein_coding	16976	2717	35265	1090
Amer3	ENSMUSG00000045174.10	chr1	34579656	34590944	+	protein_coding	11288	1768	22768	388
Arhgef4	ENSMUSG00000037509.21	chr1	34678187	34813309	+	protein_coding	135122	21314	292389	9414
Arhgef4	ENSMUSG00000118272.1	chr1	34801793	34801964	+	protein_coding	171	28	323	4
Fam168b	ENSMUSG00000037503.12	chr1	34813218	34843065	-	protein_coding	29847	4795	63333	1193
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	+	protein_coding	29605	4504	60032	1253
Hs6st1	ENSMUSG00000045216.7	chr1	36068399	36106446	+	protein_coding	38047	6175	76590	1725
Uggt1	ENSMUSG00000037470.14	chr1	36140026	36244720	-	protein_coding	104694	16133	225329	3545
Neurl3	ENSMUSG00000047180.8	chr1	36264596	36274679	-	protein_coding	10083	1642	21884	1602
Arid5a	ENSMUSG00000037447.16	chr1	36307732	36324029	+	protein_coding	16297	2623	35623	1427
Kansl3	ENSMUSG00000010453.12	chr1	36335729	36369181	-	protein_coding	33452	5045	69343	1319
Fer1l5	ENSMUSG00000037432.15	chr1	36372290	36422110	+	protein_coding	49820	7836	102245	2490
Lman2l	ENSMUSG00000001143.13	chr1	36419870	36445271	-	protein_coding	25401	3836	52921	1151
Cnnm4	ENSMUSG00000037408.10	chr1	36471619	36508764	+	protein_coding	37145	5868	81454	2123
Cnnm3	ENSMUSG00000001138.13	chr1	36511866	36528237	+	protein_coding	16371	2571	35841	871
Ankrd23	ENSMUSG00000067653.12	chr1	36530187	36536883	-	protein_coding	6696	1105	15987	359
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	-	protein_coding	9237	1494	21970	595
Ankrd39	ENSMUSG00000079610.9	chr1	36537506	36547445	-	protein_coding	9939	1530	21246	768
Sema4c	ENSMUSG00000026121.13	chr1	36548638	36558349	-	protein_coding	9711	1449	15966	336
Fam178b	ENSMUSG00000046337.17	chr1	36562691	36683183	-	protein_coding	120492	19271	266876	15714
Cox5b	ENSMUSG00000061518.11	chr1	36691448	36693681	+	protein_coding	2233	334	4116	7
Actr1b	ENSMUSG00000037351.9	chr1	36698113	36714422	-	protein_coding	16309	2540	30901	440
4933424G06Rik	ENSMUSG00000102416.4	chr1	36710148	36757953	+	protein_coding	47805	7296	98757	2613
Zap70	ENSMUSG00000026117.10	chr1	36761797	36782818	+	protein_coding	21021	3416	47784	1168
Tmem131	ENSMUSG00000026116.11	chr1	36792190	36943666	-	protein_coding	151476	23448	342076	10657
Vwa3b	ENSMUSG00000050122.19	chr1	37026595	37187613	+	protein_coding	161018	24943	359147	9651
Cnga3	ENSMUSG00000026114.14	chr1	37214433	37263384	+	protein_coding	48951	7786	107441	2962
Inpp4a	ENSMUSG00000026113.17	chr1	37299864	37410736	+	protein_coding	110872	18096	245988	6999
Coa5	ENSMUSG00000026112.7	chr1	37417083	37430103	-	protein_coding	13020	1985	25597	375
Unc50	ENSMUSG00000026111.15	chr1	37430138	37439124	+	protein_coding	8986	1377	21134	225
Mgat4a	ENSMUSG00000026110.15	chr1	37439339	37541016	-	protein_coding	101677	15498	213331	7008
2010300C02Rik	ENSMUSG00000026090.16	chr1	37611676	37720085	-	protein_coding	108409	17415	242376	8953
Tsga10	ENSMUSG00000060771.15	chr1	37754775	37866429	-	protein_coding	111654	15806	205121	4062
Lipt1	ENSMUSG00000037216.5	chr1	37871737	37876228	+	protein_coding	4491	627	9663	92
Mitd1	ENSMUSG00000026088.15	chr1	37874800	37890411	-	protein_coding	15611	2359	32631	658
Mrpl30	ENSMUSG00000026087.11	chr1	37890476	37898535	+	protein_coding	8059	1285	18905	244
Lyg2	ENSMUSG00000061584.6	chr1	37905922	37916493	-	protein_coding	10571	1598	21274	252
Lyg1	ENSMUSG00000026085.11	chr1	37946735	37957759	-	protein_coding	11024	1714	26193	360
Txndc9	ENSMUSG00000058407.12	chr1	37985188	37997893	-	protein_coding	12705	1815	24041	227
Eif5b	ENSMUSG00000026083.12	chr1	37998009	38055579	+	protein_coding	57570	8600	119521	1864
Rev1	ENSMUSG00000026082.11	chr1	38052785	38129801	-	protein_coding	77016	11170	143284	2168
Aff3	ENSMUSG00000037138.18	chr1	38177325	38664955	-	protein_coding	487630	74730	1173874	81290
Lonrf2	ENSMUSG00000048814.11	chr1	38793644	38836711	-	protein_coding	43067	6868	99459	1888
Chst10	ENSMUSG00000026080.13	chr1	38863866	38898161	-	protein_coding	34295	5453	73279	1946
Nms	ENSMUSG00000067604.8	chr1	38939148	38950276	+	protein_coding	11128	1694	25007	497
Pdcl3	ENSMUSG00000026078.10	chr1	38985607	38997238	+	protein_coding	11631	1718	23533	415
Npas2	ENSMUSG00000026077.15	chr1	39193730	39363236	+	protein_coding	169506	26768	385845	10759
Rpl31	ENSMUSG00000073702.11	chr1	39367841	39371911	+	protein_coding	4070	596	8797	76
Tbc1d8	ENSMUSG00000003134.10	chr1	39371491	39478755	-	protein_coding	107264	17106	235584	6651
Cnot11	ENSMUSG00000003135.15	chr1	39534991	39546889	+	protein_coding	11898	1752	22718	223
Rnf149	ENSMUSG00000048234.13	chr1	39551295	39577405	-	protein_coding	26110	3747	49834	1168
Creg2	ENSMUSG00000050967.5	chr1	39618405	39651474	-	protein_coding	33069	5311	73988	2455
Rfx8	ENSMUSG00000057173.8	chr1	39665300	39720997	-	protein_coding	55697	9182	133834	5358
Gm3646	ENSMUSG00000091937.3	chr1	39804147	39805332	-	protein_coding	1185	178	2076	91
Map4k4	ENSMUSG00000026074.15	chr1	39900912	40026310	+	protein_coding	125398	19761	280324	7253
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	+	protein_coding	51153	7830	108409	2465
Il1r1	ENSMUSG00000026072.12	chr1	40225079	40317257	+	protein_coding	92178	13793	192863	5753
Il1rl2	ENSMUSG00000070942.8	chr1	40324609	40367562	+	protein_coding	42953	6361	91294	1516
Il1rl1	ENSMUSG00000026069.15	chr1	40429569	40465415	+	protein_coding	35846	5222	71655	955
Il18r1	ENSMUSG00000026070.15	chr1	40465551	40500854	+	protein_coding	35303	5275	80107	1206
Il18rap	ENSMUSG00000026068.11	chr1	40515361	40551705	+	protein_coding	36344	5172	77620	1063
Slc9a4	ENSMUSG00000026065.8	chr1	40580080	40630725	+	protein_coding	50645	7724	110973	1888
Slc9a2	ENSMUSG00000026062.12	chr1	40680573	40769273	+	protein_coding	88700	12851	181825	3254
Mfsd9	ENSMUSG00000041945.12	chr1	40772037	40790687	-	protein_coding	18650	2872	45573	735
Tmem182	ENSMUSG00000079588.3	chr1	40805600	40856887	+	protein_coding	51287	7816	121434	2089
Pou3f3	ENSMUSG00000045515.4	chr1	42694924	42703176	+	protein_coding	8252	1043	12358	1150
Mrps9	ENSMUSG00000060679.14	chr1	42851232	42905683	+	protein_coding	54451	8305	121656	2863
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	+	protein_coding	82585	12521	171869	2830
Tgfbrap1	ENSMUSG00000070939.9	chr1	43047199	43098637	-	protein_coding	51438	8100	114212	2204
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	+	protein_coding	17238	2539	29395	459
Fhl2	ENSMUSG00000008136.14	chr1	43123073	43196984	-	protein_coding	73911	11140	160746	3666
Nck2	ENSMUSG00000066877.11	chr1	43444578	43570515	+	protein_coding	125937	19382	277208	12092
Ecrg4	ENSMUSG00000026051.8	chr1	43730601	43742578	+	protein_coding	11977	1849	26302	461
Uxs1	ENSMUSG00000057363.12	chr1	43746965	43827800	-	protein_coding	80835	12311	167675	3582
Tpp2	ENSMUSG00000041763.14	chr1	43933646	44003000	+	protein_coding	69354	9551	118222	1543
Mettl21c	ENSMUSG00000047343.4	chr1	44009407	44020034	-	protein_coding	10627	1654	25166	336
Gm8251	ENSMUSG00000091844.2	chr1	44055871	44079746	-	protein_coding	23875	3480	46228	628
Tex30	ENSMUSG00000026049.11	chr1	44086612	44102441	-	protein_coding	15829	2094	22730	439
Poglut2	ENSMUSG00000026047.13	chr1	44106545	44118808	-	protein_coding	12263	1747	25905	310
Bivm	ENSMUSG00000041684.11	chr1	44118956	44144770	+	protein_coding	25814	3770	49837	651
Ercc5	ENSMUSG00000026048.16	chr1	44147743	44181260	+	protein_coding	33517	4918	65909	1065
Mettl21e	ENSMUSG00000046828.3	chr1	44204069	44218961	-	protein_coding	14892	2036	27059	977
Gulp1	ENSMUSG00000056870.9	chr1	44551510	44796838	+	protein_coding	245328	31820	407830	6306
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	+	protein_coding	38169	5157	66750	1300
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	17640	227407	2770
Wdr75	ENSMUSG00000025995.16	chr1	45795165	45823619	+	protein_coding	28454	4111	54697	776
Gm5269	ENSMUSG00000098549.1	chr1	45889524	45890273	-	protein_coding	749	127	2453	32
Slc40a1	ENSMUSG00000025993.10	chr1	45908067	45926523	-	protein_coding	18456	2594	36892	883
Dnah7b	ENSMUSG00000041144.12	chr1	46066314	46373550	+	protein_coding	307236	42443	548745	7857
Dnah7c	ENSMUSG00000101337.6	chr1	46425591	46807476	+	protein_coding	381885	50031	622762	8572
Slc39a10	ENSMUSG00000025986.6	chr1	46807543	46892852	-	protein_coding	85309	12169	166227	3076
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	40579	552489	21199
Cavin2	ENSMUSG00000045954.7	chr1	51289125	51302960	+	protein_coding	13835	2067	28884	2033
Nabp1	ENSMUSG00000026107.11	chr1	51465861	51478425	-	protein_coding	12564	1726	21362	715
Myo1b	ENSMUSG00000018417.14	chr1	51749764	51916071	-	protein_coding	166307	25331	375005	10965
Stat4	ENSMUSG00000062939.11	chr1	51987147	52107189	+	protein_coding	120042	17905	253802	5825
Stat1	ENSMUSG00000026104.14	chr1	52119439	52161865	+	protein_coding	42426	6478	97488	2584
Gls	ENSMUSG00000026103.14	chr1	52163447	52233232	-	protein_coding	69785	9521	119899	2245
Nab1	ENSMUSG00000002881.14	chr1	52457293	52500679	-	protein_coding	43386	6362	86968	1918
Nemp2	ENSMUSG00000043015.15	chr1	52630702	52651919	+	protein_coding	21217	3214	45407	945
Mfsd6	ENSMUSG00000041439.15	chr1	52656285	52727462	-	protein_coding	71177	10734	145319	4058
Inpp1	ENSMUSG00000026102.9	chr1	52785426	52817688	-	protein_coding	32262	4768	65980	1258
Hibch	ENSMUSG00000041426.12	chr1	52844928	52920986	+	protein_coding	76058	10726	141274	2883
1700019D03Rik	ENSMUSG00000043629.12	chr1	52922323	53020179	-	protein_coding	97856	12519	155343	4699
Mstn	ENSMUSG00000026100.6	chr1	53061639	53068079	+	protein_coding	6440	914	13157	583
1700019A02Rik	ENSMUSG00000060715.9	chr1	53158576	53187636	-	protein_coding	29060	3818	41969	785
Pms1	ENSMUSG00000026098.13	chr1	53189186	53297018	-	protein_coding	107832	15159	187818	3973
Ormdl1	ENSMUSG00000026097.9	chr1	53297094	53310309	+	protein_coding	13215	1842	24881	508
Gm28778	ENSMUSG00000100679.1	chr1	53297110	53318035	+	protein_coding	20925	2972	40775	701
Osgepl1	ENSMUSG00000026096.14	chr1	53313623	53326343	+	protein_coding	12720	1845	26342	357
Gm28551	ENSMUSG00000099913.1	chr1	53325506	53352667	-	protein_coding	27161	3839	52013	959
Asnsd1	ENSMUSG00000026095.15	chr1	53344616	53352752	-	protein_coding	8136	1179	15746	232
Gm50478	ENSMUSG00000117809.1	chr1	53348478	53352619	-	protein_coding	4141	617	8476	155
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	44225	566922	8245
Stk17b	ENSMUSG00000026094.14	chr1	53755505	53785224	-	protein_coding	29719	4050	56694	1209
Hecw2	ENSMUSG00000042807.15	chr1	53806875	54195168	-	protein_coding	388293	55811	743844	17180
Ccdc150	ENSMUSG00000025983.11	chr1	54250682	54368727	+	protein_coding	118045	16429	221001	3968
Gtf3c3	ENSMUSG00000041303.7	chr1	54396003	54438971	-	protein_coding	42968	5645	76271	1105
Gm34066	ENSMUSG00000109809.1	chr1	54443403	54456763	-	protein_coding	13360	1954	27235	301
Pgap1	ENSMUSG00000073678.4	chr1	54472993	54557684	-	protein_coding	84691	12263	166424	2468
Ankrd44	ENSMUSG00000052331.14	chr1	54645339	54926387	-	protein_coding	281048	42034	620798	23989
Sf3b1	ENSMUSG00000025982.13	chr1	54985168	55027481	-	protein_coding	42313	5829	67187	871
Coq10b	ENSMUSG00000025981.13	chr1	55052769	55072702	+	protein_coding	19933	2931	42505	604
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	-	protein_coding	10409	1576	21702	245
Hspe1	ENSMUSG00000073676.4	chr1	55088131	55091307	+	protein_coding	3176	434	5337	75
Mob4	ENSMUSG00000025979.13	chr1	55131230	55154899	+	protein_coding	23669	3298	40104	667
Rftn2	ENSMUSG00000025978.14	chr1	55170158	55226782	-	protein_coding	56624	8776	127411	2702
Mars2	ENSMUSG00000046994.9	chr1	55237176	55248470	+	protein_coding	11294	1520	19262	379
Boll	ENSMUSG00000025977.15	chr1	55248657	55363469	-	protein_coding	114812	15926	203996	3085
Plcl1	ENSMUSG00000038349.10	chr1	55405920	55754285	+	protein_coding	348365	50432	708923	21411
Hsfy2	ENSMUSG00000045336.5	chr1	56636043	56637435	-	protein_coding	1392	203	3019	38
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	-	protein_coding	184670	27164	383401	14258
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	+	protein_coding	7804	1132	16909	414
Tyw5	ENSMUSG00000048495.16	chr1	57388236	57407101	-	protein_coding	18865	2649	33988	628
Maip1	ENSMUSG00000025971.6	chr1	57406327	57417953	+	protein_coding	11626	1626	23709	272
Spats2l	ENSMUSG00000038305.15	chr1	57774161	57948394	+	protein_coding	174233	26382	394319	11535
Kctd18	ENSMUSG00000054770.16	chr1	57955100	58018956	-	protein_coding	63856	9146	128287	2020
Sgo2a	ENSMUSG00000026039.9	chr1	57995970	58025899	+	protein_coding	29929	4213	58323	1208
Aox1	ENSMUSG00000063558.4	chr1	58029930	58106413	+	protein_coding	76483	11786	167280	4073
Aox3	ENSMUSG00000064294.12	chr1	58113129	58200698	+	protein_coding	87569	13584	191824	3451
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	+	protein_coding	58201	8950	127116	2902
Aox2	ENSMUSG00000079554.2	chr1	58278325	58380259	+	protein_coding	101934	14350	190759	4140
Bzw1	ENSMUSG00000051223.14	chr1	58392897	58407353	+	protein_coding	14456	2028	24612	294
Clk1	ENSMUSG00000026034.17	chr1	58410188	58424066	-	protein_coding	13878	1979	25731	395
Ppil3	ENSMUSG00000026035.15	chr1	58430993	58445486	-	protein_coding	14493	2186	29297	417
Nif3l1	ENSMUSG00000026036.17	chr1	58445150	58481816	+	protein_coding	36666	5652	78870	1134
Orc2	ENSMUSG00000026037.14	chr1	58462770	58505109	-	protein_coding	42339	6287	85235	1013
Fam126b	ENSMUSG00000038174.14	chr1	58522805	58586323	-	protein_coding	63518	8906	110544	1556
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	+	protein_coding	9581	1264	12877	245
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	-	protein_coding	49087	7323	91878	1759
Cflar	ENSMUSG00000026031.15	chr1	58711507	58758884	+	protein_coding	47377	6962	96005	2428
Casp8	ENSMUSG00000026029.14	chr1	58795373	58847503	+	protein_coding	52130	6657	80391	1252
Trak2	ENSMUSG00000026028.12	chr1	58900448	58973430	-	protein_coding	72982	10160	139823	2286
Stradb	ENSMUSG00000026027.13	chr1	58973521	58995715	+	protein_coding	22194	3166	44097	761
C2cd6	ENSMUSG00000072295.7	chr1	58997115	59094900	-	protein_coding	97785	13621	182873	2432
Tmem237	ENSMUSG00000038079.14	chr1	59100589	59120408	-	protein_coding	19819	2811	38682	478
Mpp4	ENSMUSG00000079550.9	chr1	59120934	59163389	-	protein_coding	42455	6637	92417	1789
Als2	ENSMUSG00000026024.14	chr1	59162925	59237231	-	protein_coding	74306	11021	144630	2302
Cdk15	ENSMUSG00000026023.16	chr1	59256905	59352993	+	protein_coding	96088	14113	188573	9430
Fzd7	ENSMUSG00000041075.8	chr1	59482423	59486955	+	protein_coding	4532	619	6885	202
Gm973	ENSMUSG00000047361.16	chr1	59516263	59636417	+	protein_coding	120154	18306	236148	14576
Sumo1	ENSMUSG00000026021.15	chr1	59586557	59670834	-	protein_coding	84277	12221	148437	5851
