gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Sbspon	ENSMUSG00000032719.4	chr1	15853861	15892722	-	protein_coding	38861	5595	103646	2170
4930444P10Rik	ENSMUSG00000067795.13	chr1	16065978	16093325	-	protein_coding	27347	3820	68163	1281
Rpl7	ENSMUSG00000043716.13	chr1	16101294	16104662	-	protein_coding	3368	488	8965	122
Rdh10	ENSMUSG00000025921.7	chr1	16105773	16133734	+	protein_coding	27961	4246	84969	2186
Stau2	ENSMUSG00000025920.19	chr1	16228673	16520112	-	protein_coding	291439	42421	818579	14209
Ube2w	ENSMUSG00000025939.19	chr1	16540789	16619489	-	protein_coding	78700	11551	223306	3109
Eloc	ENSMUSG00000079658.9	chr1	16641724	16657042	-	protein_coding	15318	2240	49111	489
Tmem70	ENSMUSG00000025940.6	chr1	16665206	16678275	+	protein_coding	13069	1831	34727	277
Ly96	ENSMUSG00000025779.10	chr1	16688050	16709611	+	protein_coding	21561	3222	58650	829
Jph1	ENSMUSG00000042686.5	chr1	16964559	17097889	-	protein_coding	133330	19383	354175	8200
Gdap1	ENSMUSG00000025777.8	chr1	17145361	17164271	+	protein_coding	18910	2678	50612	1155
Pi15	ENSMUSG00000067780.3	chr1	17601900	17630939	+	protein_coding	29039	4170	92085	1195
Crispld1	ENSMUSG00000025776.13	chr1	17727044	17766344	+	protein_coding	39300	5668	120153	1432
Crisp4	ENSMUSG00000025774.14	chr1	18115190	18145902	-	protein_coding	30712	4250	93562	1210
Defb18	ENSMUSG00000073735.1	chr1	18236472	18237443	-	protein_coding	971	143	3799	13
Defb41	ENSMUSG00000067773.6	chr1	18250979	18265138	-	protein_coding	14159	1903	35335	379
Tfap2d	ENSMUSG00000042596.7	chr1	19103021	19166346	+	protein_coding	63325	8073	155773	1491
Tfap2b	ENSMUSG00000025927.13	chr1	19208913	19238576	+	protein_coding	29663	4025	61606	702
Pkhd1	ENSMUSG00000043760.16	chr1	20057778	20618064	-	protein_coding	560286	76328	1535628	18785
Il17a	ENSMUSG00000025929.4	chr1	20730904	20734496	+	protein_coding	3592	498	10633	97
Il17f	ENSMUSG00000041872.9	chr1	20777145	20790617	-	protein_coding	13472	1924	38466	518
Mcm3	ENSMUSG00000041859.10	chr1	20802967	20820312	-	protein_coding	17345	2667	52981	631
Paqr8	ENSMUSG00000025931.15	chr1	20890605	20939650	+	protein_coding	49045	7394	132151	3941
Efhc1	ENSMUSG00000041809.5	chr1	20951625	20990841	+	protein_coding	39216	5841	112338	2201
Tram2	ENSMUSG00000041779.5	chr1	20996298	21079229	-	protein_coding	82931	13039	238978	7444
Tmem14a	ENSMUSG00000025933.15	chr1	21218574	21230167	+	protein_coding	11593	1840	34584	1021
Gsta3	ENSMUSG00000025934.15	chr1	21240588	21265661	+	protein_coding	25073	3734	73147	1297
Khdc1a	ENSMUSG00000067750.3	chr1	21349640	21352200	+	protein_coding	2560	371	5546	113
Khdc1c	ENSMUSG00000041722.7	chr1	21368330	21370845	+	protein_coding	2515	370	5582	94
Khdc1b	ENSMUSG00000085079.3	chr1	21383555	21386373	+	protein_coding	2818	418	6730	148
Kcnq5	ENSMUSG00000028033.16	chr1	21398402	21961942	-	protein_coding	563540	80712	1704957	41858
Rims1	ENSMUSG00000041670.17	chr1	22286250	22805994	-	protein_coding	519744	69956	1293202	25869
Ppp1r14bl	ENSMUSG00000073730.2	chr1	23100472	23102253	-	protein_coding	1781	228	4613	214
Ogfrl1	ENSMUSG00000026158.11	chr1	23366423	23397772	-	protein_coding	31349	4584	90406	1613
B3gat2	ENSMUSG00000026156.8	chr1	23761752	23849158	+	protein_coding	87406	12937	228433	6810
Smap1	ENSMUSG00000026155.13	chr1	23844845	23922317	-	protein_coding	77472	10403	194867	3301
Sdhaf4	ENSMUSG00000026154.4	chr1	23995938	24005656	-	protein_coding	9718	1476	28237	446
Fam135a	ENSMUSG00000026153.15	chr1	24011092	24100341	-	protein_coding	89249	11880	233171	4772
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	+	protein_coding	75075	11079	215183	8483
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	-	protein_coding	325583	46104	904130	33835
Lmbrd1	ENSMUSG00000073725.8	chr1	24678629	24766301	+	protein_coding	87672	12214	230126	3267
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	-	protein_coding	762232	104852	1997917	49498
4931408C20Rik	ENSMUSG00000073722.3	chr1	26681813	26687460	-	protein_coding	5647	895	38163	617
Gm597	ENSMUSG00000048411.4	chr1	28776116	28780252	-	protein_coding	4136	648	12248	148
Phf3	ENSMUSG00000048874.15	chr1	30802338	30873921	-	protein_coding	71583	9437	187267	2222
Ptp4a1	ENSMUSG00000026064.16	chr1	30940301	30949309	-	protein_coding	9008	1206	22982	196
Ptp4a1	ENSMUSG00000117310.2	chr1	30940301	30949770	-	protein_coding	9469	1250	23388	200
Gm5698	ENSMUSG00000117091.1	chr1	30977242	30977968	-	protein_coding	726	133	2537	32
4931428L18Rik	ENSMUSG00000086727.8	chr1	30997841	31222684	-	protein_coding	224843	32200	638433	12932
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	+	protein_coding	28325	4162	87099	2238
Pih1d3	ENSMUSG00000026063.4	chr1	31222837	31224288	+	protein_coding	1451	205	4209	20
Khdrbs2	ENSMUSG00000026058.11	chr1	32172713	32658568	+	protein_coding	485855	68671	1467981	36817
Gm5415	ENSMUSG00000091318.2	chr1	32543685	32547294	-	protein_coding	3609	514	8151	86
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	-	protein_coding	215986	32086	656404	12594
Rab23	ENSMUSG00000004768.14	chr1	33719886	33742564	+	protein_coding	22678	3463	66263	1006
Bag2	ENSMUSG00000042215.8	chr1	33745483	33757795	-	protein_coding	12312	1876	33960	1112
Zfp451	ENSMUSG00000042197.13	chr1	33761544	33814595	-	protein_coding	53051	7933	158452	3053
Bend6	ENSMUSG00000042182.16	chr1	33852051	33907816	-	protein_coding	55765	8342	163330	3417
Dst	ENSMUSG00000026131.20	chr1	33908224	34308661	+	protein_coding	400437	59925	1095951	25013
Ccdc115	ENSMUSG00000042111.9	chr1	34436669	34439672	-	protein_coding	3003	420	5809	85
Imp4	ENSMUSG00000026127.13	chr1	34439850	34449356	+	protein_coding	9506	1444	28119	361
Ptpn18	ENSMUSG00000026126.15	chr1	34459761	34475733	+	protein_coding	15972	2422	44076	1475
Prss39	ENSMUSG00000026125.9	chr1	34498409	34503063	+	protein_coding	4654	738	10603	172
Cfc1	ENSMUSG00000026124.4	chr1	34535647	34544313	+	protein_coding	8666	1353	22859	1133
Prss40	ENSMUSG00000037529.13	chr1	34543967	34560943	-	protein_coding	16976	2731	46058	1398
Amer3	ENSMUSG00000045174.10	chr1	34579656	34590944	+	protein_coding	11288	1782	27125	428
Arhgef4	ENSMUSG00000037509.21	chr1	34678187	34813309	+	protein_coding	135122	21568	391452	11717
Arhgef4	ENSMUSG00000118272.1	chr1	34801793	34801964	+	protein_coding	171	28	281	14
Fam168b	ENSMUSG00000037503.12	chr1	34813218	34843065	-	protein_coding	29847	4778	89460	1179
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	+	protein_coding	29605	4560	80625	1575
Hs6st1	ENSMUSG00000045216.7	chr1	36068399	36106446	+	protein_coding	38047	6181	93100	1420
Uggt1	ENSMUSG00000037470.14	chr1	36140026	36244720	-	protein_coding	104694	16305	307912	4089
Neurl3	ENSMUSG00000047180.8	chr1	36264596	36274679	-	protein_coding	10083	1650	27689	1794
Arid5a	ENSMUSG00000037447.16	chr1	36307732	36324029	+	protein_coding	16297	2623	41205	1654
Kansl3	ENSMUSG00000010453.12	chr1	36335729	36369181	-	protein_coding	33452	5072	95051	976
Fer1l5	ENSMUSG00000037432.15	chr1	36372290	36422110	+	protein_coding	49820	7923	129331	2706
Lman2l	ENSMUSG00000001143.13	chr1	36419870	36445271	-	protein_coding	25401	3825	74664	1112
Cnnm4	ENSMUSG00000037408.10	chr1	36471619	36508764	+	protein_coding	37145	5936	115074	2841
Cnnm3	ENSMUSG00000001138.13	chr1	36511866	36528237	+	protein_coding	16371	2573	51111	972
Ankrd23	ENSMUSG00000067653.12	chr1	36530187	36536883	-	protein_coding	6696	1102	20306	594
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	-	protein_coding	9237	1491	29336	905
Ankrd39	ENSMUSG00000079610.9	chr1	36537506	36547445	-	protein_coding	9939	1531	33721	1088
Sema4c	ENSMUSG00000026121.13	chr1	36548638	36558349	-	protein_coding	9711	1451	20645	426
Fam178b	ENSMUSG00000046337.17	chr1	36562691	36683183	-	protein_coding	120492	19315	335073	19166
Cox5b	ENSMUSG00000061518.11	chr1	36691448	36693681	+	protein_coding	2233	334	5573	31
Actr1b	ENSMUSG00000037351.9	chr1	36698113	36714422	-	protein_coding	16309	2538	36754	420
4933424G06Rik	ENSMUSG00000102416.4	chr1	36710148	36757953	+	protein_coding	47805	7365	127272	2636
Zap70	ENSMUSG00000026117.10	chr1	36761797	36782818	+	protein_coding	21021	3444	55213	1417
Tmem131	ENSMUSG00000026116.11	chr1	36792190	36943666	-	protein_coding	151476	23524	453522	14337
Vwa3b	ENSMUSG00000050122.19	chr1	37026595	37187613	+	protein_coding	161018	25108	473369	11262
Cnga3	ENSMUSG00000026114.14	chr1	37214433	37263384	+	protein_coding	48951	7865	133493	3468
Inpp4a	ENSMUSG00000026113.17	chr1	37299864	37410736	+	protein_coding	110872	18181	308167	8667
Coa5	ENSMUSG00000026112.7	chr1	37417083	37430103	-	protein_coding	13020	1990	37402	552
Unc50	ENSMUSG00000026111.15	chr1	37430138	37439124	+	protein_coding	8986	1378	27086	241
Mgat4a	ENSMUSG00000026110.15	chr1	37439339	37541016	-	protein_coding	101677	15592	295601	9463
2010300C02Rik	ENSMUSG00000026090.16	chr1	37611676	37720085	-	protein_coding	108409	17423	310626	10937
Tsga10	ENSMUSG00000060771.15	chr1	37754775	37866429	-	protein_coding	111654	16184	315407	4862
Lipt1	ENSMUSG00000037216.5	chr1	37871737	37876228	+	protein_coding	4491	633	13941	129
Mitd1	ENSMUSG00000026088.15	chr1	37874800	37890411	-	protein_coding	15611	2361	50003	526
Mrpl30	ENSMUSG00000026087.11	chr1	37890476	37898535	+	protein_coding	8059	1285	27865	258
Lyg2	ENSMUSG00000061584.6	chr1	37905922	37916493	-	protein_coding	10571	1603	31191	424
Lyg1	ENSMUSG00000026085.11	chr1	37946735	37957759	-	protein_coding	11024	1715	34331	273
Txndc9	ENSMUSG00000058407.12	chr1	37985188	37997893	-	protein_coding	12705	1841	35310	387
Eif5b	ENSMUSG00000026083.12	chr1	37998009	38055579	+	protein_coding	57570	8627	173813	1951
Rev1	ENSMUSG00000026082.11	chr1	38052785	38129801	-	protein_coding	77016	11183	233047	2631
Aff3	ENSMUSG00000037138.18	chr1	38177325	38664955	-	protein_coding	487630	74964	1584140	112740
Lonrf2	ENSMUSG00000048814.11	chr1	38793644	38836711	-	protein_coding	43067	6875	133512	1899
Chst10	ENSMUSG00000026080.13	chr1	38863866	38898161	-	protein_coding	34295	5487	90984	2145
Nms	ENSMUSG00000067604.8	chr1	38939148	38950276	+	protein_coding	11128	1697	32950	584
Pdcl3	ENSMUSG00000026078.10	chr1	38985607	38997238	+	protein_coding	11631	1718	30425	402
Npas2	ENSMUSG00000026077.15	chr1	39193730	39363236	+	protein_coding	169506	26846	497997	13150
Rpl31	ENSMUSG00000073702.11	chr1	39367841	39371911	+	protein_coding	4070	596	10719	158
Tbc1d8	ENSMUSG00000003134.10	chr1	39371491	39478755	-	protein_coding	107264	17237	301020	7928
Cnot11	ENSMUSG00000003135.15	chr1	39534991	39546889	+	protein_coding	11898	1761	30927	268
Rnf149	ENSMUSG00000048234.13	chr1	39551295	39577405	-	protein_coding	26110	3744	72323	1436
Creg2	ENSMUSG00000050967.5	chr1	39618405	39651474	-	protein_coding	33069	5334	103825	3357
Rfx8	ENSMUSG00000057173.8	chr1	39665300	39720997	-	protein_coding	55697	9168	165595	6678
Gm3646	ENSMUSG00000091937.3	chr1	39804147	39805332	-	protein_coding	1185	180	2918	101
Map4k4	ENSMUSG00000026074.15	chr1	39900912	40026310	+	protein_coding	125398	19927	356077	8573
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	+	protein_coding	51153	7851	136635	2724
Il1r1	ENSMUSG00000026072.12	chr1	40225079	40317257	+	protein_coding	92178	14003	267393	7155
Il1rl2	ENSMUSG00000070942.8	chr1	40324609	40367562	+	protein_coding	42953	6457	126835	1705
Il1rl1	ENSMUSG00000026069.15	chr1	40429569	40465415	+	protein_coding	35846	5265	109283	985
Il18r1	ENSMUSG00000026070.15	chr1	40465551	40500854	+	protein_coding	35303	5308	113185	1529
Il18rap	ENSMUSG00000026068.11	chr1	40515361	40551705	+	protein_coding	36344	5293	106447	1378
Slc9a4	ENSMUSG00000026065.8	chr1	40580080	40630725	+	protein_coding	50645	7840	157261	2509
Slc9a2	ENSMUSG00000026062.12	chr1	40680573	40769273	+	protein_coding	88700	13102	264564	3838
Mfsd9	ENSMUSG00000041945.12	chr1	40772037	40790687	-	protein_coding	18650	2898	57741	811
Tmem182	ENSMUSG00000079588.3	chr1	40805600	40856887	+	protein_coding	51287	7842	166845	2495
Pou3f3	ENSMUSG00000045515.4	chr1	42694924	42703176	+	protein_coding	8252	1035	16937	1920
Mrps9	ENSMUSG00000060679.14	chr1	42851232	42905683	+	protein_coding	54451	8317	171792	3236
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	+	protein_coding	82585	12645	236184	3547
Tgfbrap1	ENSMUSG00000070939.9	chr1	43047199	43098637	-	protein_coding	51438	8157	154253	2643
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	+	protein_coding	17238	2553	46899	413
Fhl2	ENSMUSG00000008136.14	chr1	43123073	43196984	-	protein_coding	73911	11267	217880	4279
Nck2	ENSMUSG00000066877.11	chr1	43444578	43570515	+	protein_coding	125937	19408	371104	16383
Ecrg4	ENSMUSG00000026051.8	chr1	43730601	43742578	+	protein_coding	11977	1869	35489	699
Uxs1	ENSMUSG00000057363.12	chr1	43746965	43827800	-	protein_coding	80835	12342	237086	4104
Tpp2	ENSMUSG00000041763.14	chr1	43933646	44003000	+	protein_coding	69354	9631	200511	2047
Mettl21c	ENSMUSG00000047343.4	chr1	44009407	44020034	-	protein_coding	10627	1654	36829	505
Gm8251	ENSMUSG00000091844.2	chr1	44055871	44079746	-	protein_coding	23875	3480	77529	901
Tex30	ENSMUSG00000026049.11	chr1	44086612	44102441	-	protein_coding	15829	2130	39300	529
Poglut2	ENSMUSG00000026047.13	chr1	44106545	44118808	-	protein_coding	12263	1747	38447	285
Bivm	ENSMUSG00000041684.11	chr1	44118956	44144770	+	protein_coding	25814	3781	75699	939
Ercc5	ENSMUSG00000026048.16	chr1	44147743	44181260	+	protein_coding	33517	4940	96621	1270
Mettl21e	ENSMUSG00000046828.3	chr1	44204069	44218961	-	protein_coding	14892	2040	42640	1358
Gulp1	ENSMUSG00000056870.9	chr1	44551510	44796838	+	protein_coding	245328	32442	675053	8052
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	+	protein_coding	38169	5201	118869	1194
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	17828	386685	4186
Wdr75	ENSMUSG00000025995.16	chr1	45795165	45823619	+	protein_coding	28454	4128	83535	951
Gm5269	ENSMUSG00000098549.1	chr1	45889524	45890273	-	protein_coding	749	127	2489	16
Slc40a1	ENSMUSG00000025993.10	chr1	45908067	45926523	-	protein_coding	18456	2623	54140	1104
Dnah7b	ENSMUSG00000041144.12	chr1	46066314	46373550	+	protein_coding	307236	43145	874770	9300
Dnah7c	ENSMUSG00000101337.6	chr1	46425591	46807476	+	protein_coding	381885	51208	997311	10850
Slc39a10	ENSMUSG00000025986.6	chr1	46807543	46892852	-	protein_coding	85309	12319	255181	4479
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	40872	830268	30442
Cavin2	ENSMUSG00000045954.7	chr1	51289125	51302960	+	protein_coding	13835	2067	38626	2629
Nabp1	ENSMUSG00000026107.11	chr1	51465861	51478425	-	protein_coding	12564	1728	34497	1037
Myo1b	ENSMUSG00000018417.14	chr1	51749764	51916071	-	protein_coding	166307	25474	524741	14492
Stat4	ENSMUSG00000062939.11	chr1	51987147	52107189	+	protein_coding	120042	17998	366322	7523
Stat1	ENSMUSG00000026104.14	chr1	52119439	52161865	+	protein_coding	42426	6515	128841	2948
Gls	ENSMUSG00000026103.14	chr1	52163447	52233232	-	protein_coding	69785	9575	203485	3152
Nab1	ENSMUSG00000002881.14	chr1	52457293	52500679	-	protein_coding	43386	6399	129421	2081
Nemp2	ENSMUSG00000043015.15	chr1	52630702	52651919	+	protein_coding	21217	3218	63612	1164
Mfsd6	ENSMUSG00000041439.15	chr1	52656285	52727462	-	protein_coding	71177	10838	206792	5124
Inpp1	ENSMUSG00000026102.9	chr1	52785426	52817688	-	protein_coding	32262	4825	87298	1569
Hibch	ENSMUSG00000041426.12	chr1	52844928	52920986	+	protein_coding	76058	10772	202482	3573
1700019D03Rik	ENSMUSG00000043629.12	chr1	52922323	53020179	-	protein_coding	97856	12861	226584	6239
Mstn	ENSMUSG00000026100.6	chr1	53061639	53068079	+	protein_coding	6440	914	21033	844
1700019A02Rik	ENSMUSG00000060715.9	chr1	53158576	53187636	-	protein_coding	29060	3894	68294	1295
Pms1	ENSMUSG00000026098.13	chr1	53189186	53297018	-	protein_coding	107832	15289	285967	5006
Ormdl1	ENSMUSG00000026097.9	chr1	53297094	53310309	+	protein_coding	13215	1860	38578	703
Gm28778	ENSMUSG00000100679.1	chr1	53297110	53318035	+	protein_coding	20925	2990	62917	1034
Osgepl1	ENSMUSG00000026096.14	chr1	53313623	53326343	+	protein_coding	12720	1845	41017	606
Gm28551	ENSMUSG00000099913.1	chr1	53325506	53352667	-	protein_coding	27161	3846	79656	799
Asnsd1	ENSMUSG00000026095.15	chr1	53344616	53352752	-	protein_coding	8136	1179	24853	237
Gm50478	ENSMUSG00000117809.1	chr1	53348478	53352619	-	protein_coding	4141	617	13130	155
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	44782	899626	9677
Stk17b	ENSMUSG00000026094.14	chr1	53755505	53785224	-	protein_coding	29719	4055	90409	1756
Hecw2	ENSMUSG00000042807.15	chr1	53806875	54195168	-	protein_coding	388293	56273	1039617	22112
Ccdc150	ENSMUSG00000025983.11	chr1	54250682	54368727	+	protein_coding	118045	16463	322610	4774
Gtf3c3	ENSMUSG00000041303.7	chr1	54396003	54438971	-	protein_coding	42968	5755	113432	1139
Gm34066	ENSMUSG00000109809.1	chr1	54443403	54456763	-	protein_coding	13360	1981	36825	358
Pgap1	ENSMUSG00000073678.4	chr1	54472993	54557684	-	protein_coding	84691	12291	254048	3315
Ankrd44	ENSMUSG00000052331.14	chr1	54645339	54926387	-	protein_coding	281048	42236	853814	29913
Sf3b1	ENSMUSG00000025982.13	chr1	54985168	55027481	-	protein_coding	42313	5846	110794	1132
Coq10b	ENSMUSG00000025981.13	chr1	55052769	55072702	+	protein_coding	19933	2939	68876	762
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	-	protein_coding	10409	1577	34722	324
Hspe1	ENSMUSG00000073676.4	chr1	55088131	55091307	+	protein_coding	3176	440	8582	101
Mob4	ENSMUSG00000025979.13	chr1	55131230	55154899	+	protein_coding	23669	3341	64562	767
Rftn2	ENSMUSG00000025978.14	chr1	55170158	55226782	-	protein_coding	56624	8795	170649	3384
Mars2	ENSMUSG00000046994.9	chr1	55237176	55248470	+	protein_coding	11294	1532	30856	589
Boll	ENSMUSG00000025977.15	chr1	55248657	55363469	-	protein_coding	114812	15987	324351	3814
Plcl1	ENSMUSG00000038349.10	chr1	55405920	55754285	+	protein_coding	348365	50639	1049353	30867
Hsfy2	ENSMUSG00000045336.5	chr1	56636043	56637435	-	protein_coding	1392	203	4005	61
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	-	protein_coding	184670	27205	571670	19423
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	+	protein_coding	7804	1132	23854	380
Tyw5	ENSMUSG00000048495.16	chr1	57388236	57407101	-	protein_coding	18865	2649	55152	685
Maip1	ENSMUSG00000025971.6	chr1	57406327	57417953	+	protein_coding	11626	1660	35356	313
Spats2l	ENSMUSG00000038305.15	chr1	57774161	57948394	+	protein_coding	174233	26410	554708	14635
Kctd18	ENSMUSG00000054770.16	chr1	57955100	58018956	-	protein_coding	63856	9197	185582	2134
Sgo2a	ENSMUSG00000026039.9	chr1	57995970	58025899	+	protein_coding	29929	4229	87629	1188
Aox1	ENSMUSG00000063558.4	chr1	58029930	58106413	+	protein_coding	76483	11893	231129	4804
Aox3	ENSMUSG00000064294.12	chr1	58113129	58200698	+	protein_coding	87569	13649	263563	4165
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	+	protein_coding	58201	9045	167276	3238
Aox2	ENSMUSG00000079554.2	chr1	58278325	58380259	+	protein_coding	101934	14460	258783	5240
Bzw1	ENSMUSG00000051223.14	chr1	58392897	58407353	+	protein_coding	14456	2030	38272	270
Clk1	ENSMUSG00000026034.17	chr1	58410188	58424066	-	protein_coding	13878	1984	38825	388
Ppil3	ENSMUSG00000026035.15	chr1	58430993	58445486	-	protein_coding	14493	2207	41747	607
Nif3l1	ENSMUSG00000026036.17	chr1	58445150	58481816	+	protein_coding	36666	5665	107315	1178
Orc2	ENSMUSG00000026037.14	chr1	58462770	58505109	-	protein_coding	42339	6291	120667	1304
Fam126b	ENSMUSG00000038174.14	chr1	58522805	58586323	-	protein_coding	63518	8944	178366	2115
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	+	protein_coding	9581	1262	23356	268
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	-	protein_coding	49087	7343	123918	2070
Cflar	ENSMUSG00000026031.15	chr1	58711507	58758884	+	protein_coding	47377	6988	126235	2707
Casp8	ENSMUSG00000026029.14	chr1	58795373	58847503	+	protein_coding	52130	6787	121547	1525
Trak2	ENSMUSG00000026028.12	chr1	58900448	58973430	-	protein_coding	72982	10398	196966	2964
Stradb	ENSMUSG00000026027.13	chr1	58973521	58995715	+	protein_coding	22194	3210	62903	741
C2cd6	ENSMUSG00000072295.7	chr1	58997115	59094900	-	protein_coding	97785	13935	283386	2944
Tmem237	ENSMUSG00000038079.14	chr1	59100589	59120408	-	protein_coding	19819	2799	55789	591
Mpp4	ENSMUSG00000079550.9	chr1	59120934	59163389	-	protein_coding	42455	6658	120721	2063
Als2	ENSMUSG00000026024.14	chr1	59162925	59237231	-	protein_coding	74306	11078	196298	2870
Cdk15	ENSMUSG00000026023.16	chr1	59256905	59352993	+	protein_coding	96088	14304	255091	12610
Fzd7	ENSMUSG00000041075.8	chr1	59482423	59486955	+	protein_coding	4532	619	7248	222
Gm973	ENSMUSG00000047361.16	chr1	59516263	59636417	+	protein_coding	120154	18480	309984	19314
