gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Pi15	ENSMUSG00000067780.3	chr1	17601900	17630939	+	protein_coding	29039	4153	79064	1271
Crispld1	ENSMUSG00000025776.13	chr1	17727044	17766344	+	protein_coding	39300	5656	101041	1534
Crisp4	ENSMUSG00000025774.14	chr1	18115190	18145902	-	protein_coding	30712	4236	78189	1455
Defb18	ENSMUSG00000073735.1	chr1	18236472	18237443	-	protein_coding	971	143	2655	50
Defb41	ENSMUSG00000067773.6	chr1	18250979	18265138	-	protein_coding	14159	1892	30135	478
Tfap2d	ENSMUSG00000042596.7	chr1	19103021	19166346	+	protein_coding	63325	8040	137179	1973
Tfap2b	ENSMUSG00000025927.13	chr1	19208913	19238576	+	protein_coding	29663	4014	55769	879
Pkhd1	ENSMUSG00000043760.16	chr1	20057778	20618064	-	protein_coding	560286	76109	1305389	21612
Il17a	ENSMUSG00000025929.4	chr1	20730904	20734496	+	protein_coding	3592	498	8295	99
Il17f	ENSMUSG00000041872.9	chr1	20777145	20790617	-	protein_coding	13472	1942	33542	482
Mcm3	ENSMUSG00000041859.10	chr1	20802967	20820312	-	protein_coding	17345	2666	47695	826
Paqr8	ENSMUSG00000025931.15	chr1	20890605	20939650	+	protein_coding	49045	7367	125753	5803
Efhc1	ENSMUSG00000041809.5	chr1	20951625	20990841	+	protein_coding	39216	5846	103478	2166
Tram2	ENSMUSG00000041779.5	chr1	20996298	21079229	-	protein_coding	82931	12997	225780	7300
Tmem14a	ENSMUSG00000025933.15	chr1	21218574	21230167	+	protein_coding	11593	1836	33033	942
Gsta3	ENSMUSG00000025934.15	chr1	21240588	21265661	+	protein_coding	25073	3726	65808	1050
Khdc1a	ENSMUSG00000067750.3	chr1	21349640	21352200	+	protein_coding	2560	380	4578	77
Khdc1c	ENSMUSG00000041722.7	chr1	21368330	21370845	+	protein_coding	2515	361	4210	46
Khdc1b	ENSMUSG00000085079.3	chr1	21383555	21386373	+	protein_coding	2818	413	6764	129
Kcnq5	ENSMUSG00000028033.16	chr1	21398402	21961942	-	protein_coding	563540	80660	1446222	39112
Rims1	ENSMUSG00000041670.17	chr1	22286250	22805994	-	protein_coding	519744	69923	1233251	24860
Ppp1r14bl	ENSMUSG00000073730.2	chr1	23100472	23102253	-	protein_coding	1781	228	4699	300
Ogfrl1	ENSMUSG00000026158.11	chr1	23366423	23397772	-	protein_coding	31349	4584	81373	1882
B3gat2	ENSMUSG00000026156.8	chr1	23761752	23849158	+	protein_coding	87406	12946	222769	8073
Smap1	ENSMUSG00000026155.13	chr1	23844845	23922317	-	protein_coding	77472	10357	179541	2902
Sdhaf4	ENSMUSG00000026154.4	chr1	23995938	24005656	-	protein_coding	9718	1476	26801	503
Fam135a	ENSMUSG00000026153.15	chr1	24011092	24100341	-	protein_coding	89249	11845	209948	5672
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	+	protein_coding	75075	11078	205127	16793
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	-	protein_coding	325583	45952	834580	39839
Lmbrd1	ENSMUSG00000073725.8	chr1	24678629	24766301	+	protein_coding	87672	12232	223460	3445
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	-	protein_coding	762232	104611	1846566	42565
4931408C20Rik	ENSMUSG00000073722.3	chr1	26681813	26687460	-	protein_coding	5647	895	37043	694
Gm597	ENSMUSG00000048411.4	chr1	28776116	28780252	-	protein_coding	4136	648	9728	164
Phf3	ENSMUSG00000048874.15	chr1	30802338	30873921	-	protein_coding	71583	9417	168597	2030
Ptp4a1	ENSMUSG00000026064.16	chr1	30940301	30949309	-	protein_coding	9008	1168	18074	307
Ptp4a1	ENSMUSG00000117310.2	chr1	30940301	30949770	-	protein_coding	9469	1212	18449	316
Gm5698	ENSMUSG00000117091.1	chr1	30977242	30977968	-	protein_coding	726	133	2545	18
4931428L18Rik	ENSMUSG00000086727.8	chr1	30997841	31222684	-	protein_coding	224843	32083	557737	15684
Lgsn	ENSMUSG00000050217.13	chr1	31176400	31204725	+	protein_coding	28325	4183	74535	2831
Pih1d3	ENSMUSG00000026063.4	chr1	31222837	31224288	+	protein_coding	1451	205	4177	66
Khdrbs2	ENSMUSG00000026058.11	chr1	32172713	32658568	+	protein_coding	485855	68697	1221099	39995
Gm5415	ENSMUSG00000091318.2	chr1	32543685	32547294	-	protein_coding	3609	519	7230	115
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	-	protein_coding	215986	32003	581227	12276
Rab23	ENSMUSG00000004768.14	chr1	33719886	33742564	+	protein_coding	22678	3462	63520	990
Bag2	ENSMUSG00000042215.8	chr1	33745483	33757795	-	protein_coding	12312	1865	33225	1508
Zfp451	ENSMUSG00000042197.13	chr1	33761544	33814595	-	protein_coding	53051	7928	146438	2739
Bend6	ENSMUSG00000042182.16	chr1	33852051	33907816	-	protein_coding	55765	8368	149423	3209
Dst	ENSMUSG00000026131.20	chr1	33908224	34308661	+	protein_coding	400437	59798	1067597	21627
Ccdc115	ENSMUSG00000042111.9	chr1	34436669	34439672	-	protein_coding	3003	420	5860	126
Imp4	ENSMUSG00000026127.13	chr1	34439850	34449356	+	protein_coding	9506	1444	26823	294
Ptpn18	ENSMUSG00000026126.15	chr1	34459761	34475733	+	protein_coding	15972	2419	39497	1302
Prss39	ENSMUSG00000026125.9	chr1	34498409	34503063	+	protein_coding	4654	738	10225	241
Cfc1	ENSMUSG00000026124.4	chr1	34535647	34544313	+	protein_coding	8666	1354	22059	1063
Prss40	ENSMUSG00000037529.13	chr1	34543967	34560943	-	protein_coding	16976	2729	43543	1464
Amer3	ENSMUSG00000045174.10	chr1	34579656	34590944	+	protein_coding	11288	1782	25998	546
Arhgef4	ENSMUSG00000037509.21	chr1	34678187	34813309	+	protein_coding	135122	21472	363252	9652
Arhgef4	ENSMUSG00000118272.1	chr1	34801793	34801964	+	protein_coding	171	28	293	20
Fam168b	ENSMUSG00000037503.12	chr1	34813218	34843065	-	protein_coding	29847	4768	82042	1075
Plekhb2	ENSMUSG00000026123.11	chr1	34849975	34879580	+	protein_coding	29605	4524	74761	1269
Hs6st1	ENSMUSG00000045216.7	chr1	36068399	36106446	+	protein_coding	38047	6218	96067	1756
Uggt1	ENSMUSG00000037470.14	chr1	36140026	36244720	-	protein_coding	104694	16224	293377	3657
Neurl3	ENSMUSG00000047180.8	chr1	36264596	36274679	-	protein_coding	10083	1647	27905	2357
Arid5a	ENSMUSG00000037447.16	chr1	36307732	36324029	+	protein_coding	16297	2623	37836	1112
Kansl3	ENSMUSG00000010453.12	chr1	36335729	36369181	-	protein_coding	33452	5085	88544	1243
Fer1l5	ENSMUSG00000037432.15	chr1	36372290	36422110	+	protein_coding	49820	7843	121106	2150
Lman2l	ENSMUSG00000001143.13	chr1	36419870	36445271	-	protein_coding	25401	3822	67534	1128
Cnnm4	ENSMUSG00000037408.10	chr1	36471619	36508764	+	protein_coding	37145	5911	96436	2988
Cnnm3	ENSMUSG00000001138.13	chr1	36511866	36528237	+	protein_coding	16371	2573	41166	909
Ankrd23	ENSMUSG00000067653.12	chr1	36530187	36536883	-	protein_coding	6696	1105	17045	477
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	-	protein_coding	9237	1494	24200	797
Ankrd39	ENSMUSG00000079610.9	chr1	36537506	36547445	-	protein_coding	9939	1530	26721	1143
Sema4c	ENSMUSG00000026121.13	chr1	36548638	36558349	-	protein_coding	9711	1451	18973	483
Fam178b	ENSMUSG00000046337.17	chr1	36562691	36683183	-	protein_coding	120492	19335	315089	17375
Cox5b	ENSMUSG00000061518.11	chr1	36691448	36693681	+	protein_coding	2233	334	4914	28
Actr1b	ENSMUSG00000037351.9	chr1	36698113	36714422	-	protein_coding	16309	2561	36441	748
4933424G06Rik	ENSMUSG00000102416.4	chr1	36710148	36757953	+	protein_coding	47805	7428	119997	2601
Zap70	ENSMUSG00000026117.10	chr1	36761797	36782818	+	protein_coding	21021	3446	56026	1269
Tmem131	ENSMUSG00000026116.11	chr1	36792190	36943666	-	protein_coding	151476	23521	436750	13716
Vwa3b	ENSMUSG00000050122.19	chr1	37026595	37187613	+	protein_coding	161018	25096	437445	11096
Cnga3	ENSMUSG00000026114.14	chr1	37214433	37263384	+	protein_coding	48951	7767	132197	3245
Inpp4a	ENSMUSG00000026113.17	chr1	37299864	37410736	+	protein_coding	110872	18181	302351	8535
Coa5	ENSMUSG00000026112.7	chr1	37417083	37430103	-	protein_coding	13020	1990	35017	476
Unc50	ENSMUSG00000026111.15	chr1	37430138	37439124	+	protein_coding	8986	1374	25633	348
Mgat4a	ENSMUSG00000026110.15	chr1	37439339	37541016	-	protein_coding	101677	15555	274816	7821
2010300C02Rik	ENSMUSG00000026090.16	chr1	37611676	37720085	-	protein_coding	108409	17444	299552	9583
Tsga10	ENSMUSG00000060771.15	chr1	37754775	37866429	-	protein_coding	111654	16054	272801	4899
Lipt1	ENSMUSG00000037216.5	chr1	37871737	37876228	+	protein_coding	4491	633	12307	190
Mitd1	ENSMUSG00000026088.15	chr1	37874800	37890411	-	protein_coding	15611	2362	42324	540
Mrpl30	ENSMUSG00000026087.11	chr1	37890476	37898535	+	protein_coding	8059	1285	24331	257
Lyg2	ENSMUSG00000061584.6	chr1	37905922	37916493	-	protein_coding	10571	1601	27982	419
Lyg1	ENSMUSG00000026085.11	chr1	37946735	37957759	-	protein_coding	11024	1733	31016	498
Txndc9	ENSMUSG00000058407.12	chr1	37985188	37997893	-	protein_coding	12705	1825	32462	458
Eif5b	ENSMUSG00000026083.12	chr1	37998009	38055579	+	protein_coding	57570	8627	155817	1954
Rev1	ENSMUSG00000026082.11	chr1	38052785	38129801	-	protein_coding	77016	11196	202396	2552
Aff3	ENSMUSG00000037138.18	chr1	38177325	38664955	-	protein_coding	487630	74978	1424598	92234
Lonrf2	ENSMUSG00000048814.11	chr1	38793644	38836711	-	protein_coding	43067	6894	124265	1801
Chst10	ENSMUSG00000026080.13	chr1	38863866	38898161	-	protein_coding	34295	5465	90802	2168
Nms	ENSMUSG00000067604.8	chr1	38939148	38950276	+	protein_coding	11128	1697	30386	700
Pdcl3	ENSMUSG00000026078.10	chr1	38985607	38997238	+	protein_coding	11631	1718	28019	525
Npas2	ENSMUSG00000026077.15	chr1	39193730	39363236	+	protein_coding	169506	26939	471115	13306
Rpl31	ENSMUSG00000073702.11	chr1	39367841	39371911	+	protein_coding	4070	596	10552	165
Tbc1d8	ENSMUSG00000003134.10	chr1	39371491	39478755	-	protein_coding	107264	17206	292364	7830
Cnot11	ENSMUSG00000003135.15	chr1	39534991	39546889	+	protein_coding	11898	1754	29115	329
Rnf149	ENSMUSG00000048234.13	chr1	39551295	39577405	-	protein_coding	26110	3737	65990	1132
Creg2	ENSMUSG00000050967.5	chr1	39618405	39651474	-	protein_coding	33069	5290	93869	2859
Rfx8	ENSMUSG00000057173.8	chr1	39665300	39720997	-	protein_coding	55697	9177	154317	5742
Gm3646	ENSMUSG00000091937.3	chr1	39804147	39805332	-	protein_coding	1185	180	3000	109
Map4k4	ENSMUSG00000026074.15	chr1	39900912	40026310	+	protein_coding	125398	19870	349402	7939
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	+	protein_coding	51153	7838	127642	2559
Il1r1	ENSMUSG00000026072.12	chr1	40225079	40317257	+	protein_coding	92178	13952	235283	5638
Il1rl2	ENSMUSG00000070942.8	chr1	40324609	40367562	+	protein_coding	42953	6460	112063	1935
Il1rl1	ENSMUSG00000026069.15	chr1	40429569	40465415	+	protein_coding	35846	5273	90272	1186
Il18r1	ENSMUSG00000026070.15	chr1	40465551	40500854	+	protein_coding	35303	5405	97331	1712
Il18rap	ENSMUSG00000026068.11	chr1	40515361	40551705	+	protein_coding	36344	5319	93325	1501
Slc9a4	ENSMUSG00000026065.8	chr1	40580080	40630725	+	protein_coding	50645	7787	131381	2105
Slc9a2	ENSMUSG00000026062.12	chr1	40680573	40769273	+	protein_coding	88700	13143	227816	3923
Mfsd9	ENSMUSG00000041945.12	chr1	40772037	40790687	-	protein_coding	18650	2901	50981	664
Tmem182	ENSMUSG00000079588.3	chr1	40805600	40856887	+	protein_coding	51287	7826	144003	2375
Pou3f3	ENSMUSG00000045515.4	chr1	42694924	42703176	+	protein_coding	8252	1044	14952	924
Mrps9	ENSMUSG00000060679.14	chr1	42851232	42905683	+	protein_coding	54451	8327	150236	2767
Gpr45	ENSMUSG00000041907.9	chr1	42952871	43035456	+	protein_coding	82585	12605	215400	3154
Tgfbrap1	ENSMUSG00000070939.9	chr1	43047199	43098637	-	protein_coding	51438	8127	140096	2542
AI597479	ENSMUSG00000010290.7	chr1	43098709	43115947	+	protein_coding	17238	2549	43821	654
Fhl2	ENSMUSG00000008136.14	chr1	43123073	43196984	-	protein_coding	73911	11310	198441	5152
Nck2	ENSMUSG00000066877.11	chr1	43444578	43570515	+	protein_coding	125937	19412	350534	17142
Ecrg4	ENSMUSG00000026051.8	chr1	43730601	43742578	+	protein_coding	11977	1869	33586	684
Uxs1	ENSMUSG00000057363.12	chr1	43746965	43827800	-	protein_coding	80835	12343	216741	3677
Tpp2	ENSMUSG00000041763.14	chr1	43933646	44003000	+	protein_coding	69354	9601	169033	2230
Mettl21c	ENSMUSG00000047343.4	chr1	44009407	44020034	-	protein_coding	10627	1654	32101	379
Gm8251	ENSMUSG00000091844.2	chr1	44055871	44079746	-	protein_coding	23875	3498	66063	908
Tex30	ENSMUSG00000026049.11	chr1	44086612	44102441	-	protein_coding	15829	2129	34956	436
Poglut2	ENSMUSG00000026047.13	chr1	44106545	44118808	-	protein_coding	12263	1747	33289	572
Bivm	ENSMUSG00000041684.11	chr1	44118956	44144770	+	protein_coding	25814	3790	65686	808
Ercc5	ENSMUSG00000026048.16	chr1	44147743	44181260	+	protein_coding	33517	4894	85956	1101
Mettl21e	ENSMUSG00000046828.3	chr1	44204069	44218961	-	protein_coding	14892	2039	38878	2058
Gulp1	ENSMUSG00000056870.9	chr1	44551510	44796838	+	protein_coding	245328	32180	555249	8570
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	+	protein_coding	38169	5221	94989	1267
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	17774	312507	4151
Wdr75	ENSMUSG00000025995.16	chr1	45795165	45823619	+	protein_coding	28454	4138	76034	1099
Gm5269	ENSMUSG00000098549.1	chr1	45889524	45890273	-	protein_coding	749	127	2573	17
Slc40a1	ENSMUSG00000025993.10	chr1	45908067	45926523	-	protein_coding	18456	2625	47265	998
Dnah7b	ENSMUSG00000041144.12	chr1	46066314	46373550	+	protein_coding	307236	43003	724349	9915
Dnah7c	ENSMUSG00000101337.6	chr1	46425591	46807476	+	protein_coding	381885	50876	841408	10475
Slc39a10	ENSMUSG00000025986.6	chr1	46807543	46892852	-	protein_coding	85309	12277	218029	4102
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	40734	755814	36705
Cavin2	ENSMUSG00000045954.7	chr1	51289125	51302960	+	protein_coding	13835	2067	37842	2351
Nabp1	ENSMUSG00000026107.11	chr1	51465861	51478425	-	protein_coding	12564	1728	31186	1882
Myo1b	ENSMUSG00000018417.14	chr1	51749764	51916071	-	protein_coding	166307	25432	461527	11169
Stat4	ENSMUSG00000062939.11	chr1	51987147	52107189	+	protein_coding	120042	18012	324385	6635
Stat1	ENSMUSG00000026104.14	chr1	52119439	52161865	+	protein_coding	42426	6482	119742	4217
Gls	ENSMUSG00000026103.14	chr1	52163447	52233232	-	protein_coding	69785	9607	169701	2554
Nab1	ENSMUSG00000002881.14	chr1	52457293	52500679	-	protein_coding	43386	6358	116841	2904
Nemp2	ENSMUSG00000043015.15	chr1	52630702	52651919	+	protein_coding	21217	3218	61019	1214
Mfsd6	ENSMUSG00000041439.15	chr1	52656285	52727462	-	protein_coding	71177	10788	194558	5189
Inpp1	ENSMUSG00000026102.9	chr1	52785426	52817688	-	protein_coding	32262	4812	84963	1468
Hibch	ENSMUSG00000041426.12	chr1	52844928	52920986	+	protein_coding	76058	10800	189661	4631
1700019D03Rik	ENSMUSG00000043629.12	chr1	52922323	53020179	-	protein_coding	97856	12820	212946	10164
Mstn	ENSMUSG00000026100.6	chr1	53061639	53068079	+	protein_coding	6440	914	18563	1196
1700019A02Rik	ENSMUSG00000060715.9	chr1	53158576	53187636	-	protein_coding	29060	3918	63400	1203
Pms1	ENSMUSG00000026098.13	chr1	53189186	53297018	-	protein_coding	107832	15253	264990	7491
Ormdl1	ENSMUSG00000026097.9	chr1	53297094	53310309	+	protein_coding	13215	1869	35335	1213
Gm28778	ENSMUSG00000100679.1	chr1	53297110	53318035	+	protein_coding	20925	2999	57107	1559
Osgepl1	ENSMUSG00000026096.14	chr1	53313623	53326343	+	protein_coding	12720	1845	35482	532
Gm28551	ENSMUSG00000099913.1	chr1	53325506	53352667	-	protein_coding	27161	3843	65955	896
Asnsd1	ENSMUSG00000026095.15	chr1	53344616	53352752	-	protein_coding	8136	1179	21053	450
Gm50478	ENSMUSG00000117809.1	chr1	53348478	53352619	-	protein_coding	4141	617	11145	325
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	44699	746973	10281
Stk17b	ENSMUSG00000026094.14	chr1	53755505	53785224	-	protein_coding	29719	4055	77088	1573
Hecw2	ENSMUSG00000042807.15	chr1	53806875	54195168	-	protein_coding	388293	56187	974920	18367
Ccdc150	ENSMUSG00000025983.11	chr1	54250682	54368727	+	protein_coding	118045	16412	285580	4403
Gtf3c3	ENSMUSG00000041303.7	chr1	54396003	54438971	-	protein_coding	42968	5685	101106	1105
Gm34066	ENSMUSG00000109809.1	chr1	54443403	54456763	-	protein_coding	13360	1981	34937	512
Pgap1	ENSMUSG00000073678.4	chr1	54472993	54557684	-	protein_coding	84691	12368	224832	3157
Ankrd44	ENSMUSG00000052331.14	chr1	54645339	54926387	-	protein_coding	281048	42228	769665	26239
Sf3b1	ENSMUSG00000025982.13	chr1	54985168	55027481	-	protein_coding	42313	5844	102228	1315
Coq10b	ENSMUSG00000025981.13	chr1	55052769	55072702	+	protein_coding	19933	2939	53219	609
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	-	protein_coding	10409	1576	27349	281
Hspe1	ENSMUSG00000073676.4	chr1	55088131	55091307	+	protein_coding	3176	438	7299	90
Mob4	ENSMUSG00000025979.13	chr1	55131230	55154899	+	protein_coding	23669	3314	60283	863
Rftn2	ENSMUSG00000025978.14	chr1	55170158	55226782	-	protein_coding	56624	8794	158662	3450
Mars2	ENSMUSG00000046994.9	chr1	55237176	55248470	+	protein_coding	11294	1532	28021	484
Boll	ENSMUSG00000025977.15	chr1	55248657	55363469	-	protein_coding	114812	15958	274139	3388
Plcl1	ENSMUSG00000038349.10	chr1	55405920	55754285	+	protein_coding	348365	50729	913397	25600
Hsfy2	ENSMUSG00000045336.5	chr1	56636043	56637435	-	protein_coding	1392	203	3723	87
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	-	protein_coding	184670	27179	495405	17543
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	+	protein_coding	7804	1132	20475	389
Tyw5	ENSMUSG00000048495.16	chr1	57388236	57407101	-	protein_coding	18865	2649	48604	660
Maip1	ENSMUSG00000025971.6	chr1	57406327	57417953	+	protein_coding	11626	1658	29622	287
Spats2l	ENSMUSG00000038305.15	chr1	57774161	57948394	+	protein_coding	174233	26439	482231	13983
Kctd18	ENSMUSG00000054770.16	chr1	57955100	58018956	-	protein_coding	63856	9182	164711	2472
Sgo2a	ENSMUSG00000026039.9	chr1	57995970	58025899	+	protein_coding	29929	4214	76359	1263
Aox1	ENSMUSG00000063558.4	chr1	58029930	58106413	+	protein_coding	76483	11844	216997	7953
Aox3	ENSMUSG00000064294.12	chr1	58113129	58200698	+	protein_coding	87569	13666	238806	4392
Aox4	ENSMUSG00000038242.12	chr1	58210396	58268597	+	protein_coding	58201	9038	158211	4780
Aox2	ENSMUSG00000079554.2	chr1	58278325	58380259	+	protein_coding	101934	14475	237065	5114
Bzw1	ENSMUSG00000051223.14	chr1	58392897	58407353	+	protein_coding	14456	2030	34085	409
Clk1	ENSMUSG00000026034.17	chr1	58410188	58424066	-	protein_coding	13878	1984	36261	574
Ppil3	ENSMUSG00000026035.15	chr1	58430993	58445486	-	protein_coding	14493	2207	38497	889
Nif3l1	ENSMUSG00000026036.17	chr1	58445150	58481816	+	protein_coding	36666	5662	102636	1350
Orc2	ENSMUSG00000026037.14	chr1	58462770	58505109	-	protein_coding	42339	6297	113839	1416
Fam126b	ENSMUSG00000038174.14	chr1	58522805	58586323	-	protein_coding	63518	8941	159674	2262
Ndufb3	ENSMUSG00000026032.8	chr1	58586383	58595964	+	protein_coding	9581	1275	20165	274
Flacc1	ENSMUSG00000047528.13	chr1	58646902	58695989	-	protein_coding	49087	7377	117373	2039
Cflar	ENSMUSG00000026031.15	chr1	58711507	58758884	+	protein_coding	47377	7000	122330	3575
Casp8	ENSMUSG00000026029.14	chr1	58795373	58847503	+	protein_coding	52130	6718	106249	1402
Trak2	ENSMUSG00000026028.12	chr1	58900448	58973430	-	protein_coding	72982	10283	173093	2593
Stradb	ENSMUSG00000026027.13	chr1	58973521	58995715	+	protein_coding	22194	3211	53963	723
C2cd6	ENSMUSG00000072295.7	chr1	58997115	59094900	-	protein_coding	97785	13853	244710	3374
Tmem237	ENSMUSG00000038079.14	chr1	59100589	59120408	-	protein_coding	19819	2821	47722	522
Mpp4	ENSMUSG00000079550.9	chr1	59120934	59163389	-	protein_coding	42455	6648	112532	1931
Als2	ENSMUSG00000026024.14	chr1	59162925	59237231	-	protein_coding	74306	11064	191624	3181
Cdk15	ENSMUSG00000026023.16	chr1	59256905	59352993	+	protein_coding	96088	14249	256497	18404
Fzd7	ENSMUSG00000041075.8	chr1	59482423	59486955	+	protein_coding	4532	619	9042	549
Gm973	ENSMUSG00000047361.16	chr1	59516263	59636417	+	protein_coding	120154	18474	321963	27964
